id_lab,id,subset,no,requisitioner,tax_name,functional_group,n_replicates_nutrition,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_gas,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm,ch4_category,tddm_category,lmf_category,lmf_category_rank,quartile,quartile_rank
F25-2111,CIAT-BR-12-4039,2,407,Breeding,Urochloa interespecific,Grasses,2,92.11,13.6,86.4,15.17,27.47,61.84,9,12.23,14.28,38.13,56.17,Low,Not High,Category_2,5,Q1,40
F25-1711,CIAT-BR-12-4400,2,153,Breeding,Urochloa interespecific,Grasses,2,93.93,15.3,84.7,14.38,28.07,57.48,9,12.41,13.98,46.5,53.36,Low,Not High,Category_2,49,Q2,58
F25-2112,CIAT-BR-12-4856,2,409,Breeding,Urochloa interespecific,Grasses,2,92.58,12.91,87.09,13.01,27.75,63.63,9,12.56,14.1,40.7,49.54,Low,Not High,Category_2,11,Q2,94
F25-2113,CIAT-BR-12-5049,2,411,Breeding,Urochloa interespecific,Grasses,2,92.25,14.47,85.53,14.56,26.52,60.6,9,12.74,14.58,44.66,50.57,Low,Not High,Category_2,36,Q2,82
F25-2114,CIAT-BR-15-1851,2,413,Breeding,Urochloa interespecific,Grasses,2,92.17,14.82,85.18,11.25,26.14,59.44,9,12.8,14.36,45.29,51.12,Low,Not High,Category_2,38,Q2,77
F25-1704,CIAT-BR-15-2558,2,139,Breeding,Urochloa interespecific,Grasses,2,93.24,14.12,85.88,15,26.56,57.46,9,12.19,13.73,38.25,57.33,Low,Not High,Category_2,6,Q1,31
F25-1705,CIAT-BR-15-2811,2,141,Breeding,Urochloa interespecific,Grasses,2,93.62,16.26,83.74,15.86,29.12,55.78,9,11.99,13.19,36.8,56.83,Low,Not High,Category_2,4,Q1,34
F25-1706,CIAT-BR-15-2891,2,143,Breeding,Urochloa interespecific,Grasses,2,93.76,14.84,85.16,15.5,29.38,58.9,9,13.08,14.05,40.25,54.93,Low,Not High,Category_2,8,Q1,46
F25-2115,CIAT-BR-15-3025,2,415,Breeding,Urochloa interespecific,Grasses,2,92.02,14.14,85.86,12.32,26.72,59.94,9,12.84,14.28,42.43,52.27,Low,Not High,Category_2,22,Q2,66
F25-2116,CIAT-BR-15-3248,2,417,Breeding,Urochloa interespecific,Grasses,2,92.16,15.9,84.1,13.91,24.29,58.79,9,12.69,14.48,40.34,54.32,Low,Not High,Category_2,9,Q2,52
F25-1712,CIAT-BR-15-3434,2,155,Breeding,Urochloa interespecific,Grasses,2,94.62,14.2,85.8,15.08,28.26,56.12,9,13.16,14.18,49.11,50.69,Low,Not High,Category_2,76,Q2,80
F25-1713,CIAT-BR-15-3811,2,157,Breeding,Urochloa interespecific,Grasses,2,96.3,14.72,85.28,15.49,26.74,58.32,9,12.68,13.72,48.25,49.7,Low,Not High,Category_2,64,Q2,92
F25-1714,CIAT-BR-15-6547,2,159,Breeding,Urochloa interespecific,Grasses,2,94.74,15.54,84.46,15.81,27.02,58.24,9,12.37,13.83,41.87,50.44,Low,Not High,Category_2,20,Q2,84
F25-1715,CIAT-BR-15-7121,2,161,Breeding,Urochloa interespecific,Grasses,2,94.82,15.2,84.8,17.04,26.45,56.48,9,11.98,14.1,50.81,47.76,Low,Not High,Category_2,92,Q3,113
F25-2117,CIAT-BR-15-7659,2,419,Breeding,Urochloa interespecific,Grasses,2,93.33,13.73,86.27,12.33,26.95,60.12,9,12.39,14.07,41.22,52.92,Low,Not High,Category_2,15,Q2,62
F25-1716,CIAT-BR-15-8887,2,163,Breeding,Urochloa interespecific,Grasses,2,94.77,12.99,87.01,14.76,27.6,59.44,7,12.51,14.3,46.78,51.77,Low,Not High,Category_2,52,Q2,72
F25-2118,CIAT-BR-15-8919,2,421,Breeding,Urochloa interespecific,Grasses,2,93.52,13.49,86.51,11.76,26.98,63.21,9,12.42,14.02,43.24,50.93,Low,Not High,Category_2,25,Q2,78
F25-1725,CIAT-BR-19-1264,2,181,Breeding,Urochloa interespecific,Grasses,2,96.3,15.61,84.39,18.56,25.08,56.3,8,12.4,14.3,49,45.46,Low,Not High,Category_2,74,Q3,132
F25-1707,CIAT-BR-19-1343,2,145,Breeding,Urochloa interespecific,Grasses,2,94.1,14.51,85.49,16.19,29.84,58.92,9,11.84,13.31,39.18,50.61,Low,Not High,Category_2,7,Q2,81
F25-1717,CIAT-BR-19-4678,2,165,Breeding,Urochloa interespecific,Grasses,2,92.76,15.1,84.9,15.2,27.94,53.89,9,12.79,13.9,51.68,47.83,Low,Not High,Category_2,103,Q3,112
F25-1718,CIAT-BR-19-5029,2,167,Breeding,Urochloa interespecific,Grasses,2,95.62,15.34,84.66,15.06,27.74,59.08,9,13.11,14.43,45.62,51.34,Low,Not High,Category_2,44,Q2,76
F25-1726,CIAT-BR-19-5217,2,183,Breeding,Urochloa interespecific,Grasses,2,96.2,14.22,85.78,13.46,28.8,60.7,7,12.76,14.24,50.98,45.08,Low,Not High,Category_2,96,Q3,138
F25-1719,CIAT-BR-19-5357,2,169,Breeding,Urochloa interespecific,Grasses,2,94.56,15.44,84.56,15.75,28.56,58.4,9,12.81,14.24,49.66,48.47,Low,Not High,Category_2,81,Q3,103
F25-1720,CIAT-BR-19-5381,2,171,Breeding,Urochloa interespecific,Grasses,2,94.58,14.1,85.9,14.96,30.84,62,9,12.34,14.04,46.28,47.56,Low,Not High,Category_2,47,Q3,115
F25-2119,CIAT-BR-19-5515,2,423,Breeding,Urochloa interespecific,Grasses,2,92.43,14.53,85.47,11.19,26.96,60.89,9,12.34,14.04,45.3,52.02,Low,Not High,Category_2,39,Q2,67
F25-2120,CIAT-BR-19-5877,2,425,Breeding,Urochloa interespecific,Grasses,2,93.49,13.01,86.99,12.43,26.07,60.59,9,12.69,14.25,46.91,50.02,Low,Not High,Category_2,54,Q2,87
F25-2121,CIAT-BR-19-6136,2,427,Breeding,Urochloa interespecific,Grasses,2,92.92,14.79,85.21,13.33,25.87,59.53,9,12.63,14.14,48.9,46.05,Low,Not High,Category_2,73,Q3,125
F25-2087,CIAT-CIAT-16021,2,353,Breeding,Megathyrsus maximus,Grasses,2,94.48,11.82,88.18,12.61,32.73,70.7,9,14.68,16.19,55.86,42.94,Medium,Not High,Category_2,128,Q4,146
F25-2092,CIAT-CIAT-16025,2,363,Breeding,Megathyrsus maximus,Grasses,2,92.4,14.73,85.27,14.43,32.3,68.73,9,13.42,14.98,49.69,45.83,Low,Not High,Category_2,82,Q3,128
F25-2080,CIAT-CIAT-16031,2,339,Breeding,Megathyrsus maximus,Grasses,2,93.77,13.21,86.79,13.82,32.37,65.74,9,13.86,15.49,42.96,55.93,Low,Not High,Category_2,24,Q1,42
F25-2101,CIAT-CIAT-16071,2,381,Breeding,Megathyrsus maximus,Grasses,4,93.03,13.63,86.37,16.96,28.87,66.51,9,13.28,15.18,70.27,39.76,High,Not High,Category_4,5,Q4,168
F25-2147,CIAT-CIAT-16886,2,471,Breeding,Urochloa humidicola,Grasses,2,98.05,11.56,88.44,7.95,34.95,70.81,9,13.17,14.11,40.89,54.54,Low,Not High,Category_2,13,Q2,51
F25-2148,CIAT-CIAT-16891,2,473,Breeding,Urochloa humidicola,Grasses,2,98.4,12.85,87.15,6.7,31.56,67.91,9,12.63,14.02,41.7,49.99,Low,Not High,Category_2,17,Q2,88
F25-1708,CIAT-CIAT-26110,2,147,Breeding,Urochloa interespecific,Grasses,2,93.89,11.93,88.07,12.76,33.24,65.67,9,13.28,14.5,48.14,49.43,Low,Not High,Category_2,63,Q2,95
F25-1727,CIAT-CIAT-26124,2,185,Breeding,Urochloa interespecific,Grasses,2,96.03,12.82,87.18,14.6,31.6,64.88,9,13.51,14.36,53.17,43.78,Medium,Not High,Category_2,112,Q3,141
F25-2149,CIAT-CIAT-26146,2,475,Breeding,Urochloa humidicola,Grasses,2,98.78,12.18,87.82,6.52,34.83,72.54,9,12.61,14.08,44.07,51.97,Low,Not High,Category_2,32,Q2,68
F25-2150,CIAT-CIAT-26149,2,477,Breeding,Urochloa humidicola,Grasses,2,98.44,14.71,85.29,6.87,29.44,67.52,9,12.44,14.02,43.75,52.93,Low,Not High,Category_2,28,Q2,61
F25-2151,CIAT-CIAT-26160,2,479,Breeding,Urochloa humidicola,Grasses,2,98.1,14.13,85.87,6.85,32.95,68.42,9,12.82,14.34,44.14,52.52,Low,Not High,Category_2,33,Q2,65
F25-2152,CIAT-CIAT-26415,2,481,Breeding,Urochloa humidicola,Grasses,2,97.76,13.34,86.66,6.65,31.58,69.04,9,12.09,13.65,42.34,48.43,Low,Not High,Category_2,21,Q3,105
F25-2154,CIAT-CIAT-26438,2,485,Breeding,Urochloa humidicola,Grasses,2,98.01,12.58,87.42,7.38,34.69,72.55,7,12.54,13.91,54.8,42.4,Medium,Not High,Category_2,123,Q4,150
F25-2155,CIAT-CIAT-26570,2,487,Breeding,Urochloa humidicola,Grasses,2,97.83,13.76,86.24,7.8,29.98,66.42,6,13.32,14.65,45.45,48.12,Low,Not High,Category_2,40,Q3,107
F25-1709,CIAT-CIAT-26646,2,149,Breeding,Urochloa interespecific,Grasses,2,93.56,13.18,86.82,14.14,29.08,60.64,9,11.56,13.74,45.13,49.08,Low,Not High,Category_2,37,Q2,96
F25-2081,CIAT-CIAT-26936,2,341,Breeding,Megathyrsus maximus,Grasses,2,95.09,10.32,89.68,13.55,36.62,66.89,9,14.43,15.75,44.14,53.71,Low,Not High,Category_2,34,Q2,56
F25-2158,CIAT-CIAT-6133,2,493,Breeding,Urochloa humidicola,Grasses,2,98.39,11.51,88.49,6.57,33.67,72.89,7,12.4,13.93,57.67,40.88,Medium,Not High,Category_2,135,Q4,157
F25-1710,CIAT-CIAT-6297,2,151,Breeding,Urochloa interespecific,Grasses,2,95.1,13.01,86.99,14.86,29.88,61.91,9,12.91,14.27,50.2,47.27,Low,Not High,Category_2,87,Q3,118
F25-2159,CIAT-CIAT-679,2,495,Breeding,Urochloa humidicola,Grasses,2,97.32,12.01,87.99,6.19,31.72,70.77,6,12.4,13.89,62.47,41.12,Medium,Not High,Category_2,148,Q4,156
F25-2098,CIAT-CIAT-6986,2,375,Breeding,Megathyrsus maximus,Grasses,2,92.58,11.85,88.15,12.26,33.48,71.82,7,13.64,15.09,51,45.09,Low,Not High,Category_2,97,Q3,137
F25-2089,CIAT-PM-21-0065,2,357,Breeding,Megathyrsus maximus,Grasses,2,94.04,13.69,86.31,14.18,30.72,64.87,9,14.13,15.53,49.51,49.57,Low,Not High,Category_2,80,Q2,93
F25-2093,CIAT-PM-21-0070,2,365,Breeding,Megathyrsus maximus,Grasses,2,94.4,13.52,86.48,14.89,29.67,66.68,6,13.62,15.34,45.53,54.14,Low,Not High,Category_2,41,Q2,53
F25-2083,CIAT-PM-21-0072,2,345,Breeding,Megathyrsus maximus,Grasses,2,93.4,14.4,85.6,14.7,29.08,66.23,9,13.57,15.25,42.67,53.17,Low,Not High,Category_2,23,Q2,60
F25-2082,CIAT-PM-21-0074,2,343,Breeding,Megathyrsus maximus,Grasses,2,94.59,13.6,86.4,13.1,30.94,64.42,9,13.9,15.36,41.79,54.87,Low,Not High,Category_2,19,Q1,47
F25-2100,CIAT-PM-21-0078,2,379,Breeding,Megathyrsus maximus,Grasses,2,92.6,13.65,86.35,13.84,31.98,66.45,7,13.74,15.27,50.97,42.9,Low,Not High,Category_2,95,Q4,147
F25-2097,CIAT-PM-21-0079,2,373,Breeding,Megathyrsus maximus,Grasses,2,93.91,12.49,87.51,13.48,31.24,68.55,7,13.37,14.95,48.6,48.02,Low,Not High,Category_2,70,Q3,108
F25-2086,CIAT-PM-21-0819,2,351,Breeding,Megathyrsus maximus,Grasses,2,92.5,14.13,85.87,15.22,28.57,64.82,9,13.78,15.26,46.72,51.88,Low,Not High,Category_2,51,Q2,70
F25-2102,CIAT-PM-21-0876,2,383,Breeding,Megathyrsus maximus,Grasses,2,92.49,13.21,86.79,13.1,31.07,66.68,7,13.43,14.91,53.15,41.2,Medium,Not High,Category_2,111,Q4,155
F25-2079,CIAT-PM-21-2580,2,337,Breeding,Megathyrsus maximus,Grasses,2,93.76,12.79,87.21,16.17,31.2,65.05,9,13.72,15.38,42.58,60.3,Low,High,Category_1a,15,Q1,14
F25-2077,CIAT-PM-21-3535,2,333,Breeding,Megathyrsus maximus,Grasses,2,95.24,13.79,86.21,11.95,34.88,68.35,9,14.12,15.52,41.28,53.93,Low,Not High,Category_2,16,Q2,54
F25-2103,CIAT-PM-21-3641,2,385,Breeding,Megathyrsus maximus,Grasses,2,93.72,12.53,87.47,12.37,32.19,69.06,8,13.44,15.02,58.19,38.93,Medium,Not High,Category_2,138,Q4,170
F25-2095,CIAT-PM-21-3662,2,369,Breeding,Megathyrsus maximus,Grasses,2,93.28,14.51,85.49,11.58,32.05,68.09,6,13.7,15.27,40.94,57.71,Low,Not High,Category_2,14,Q1,30
F25-2096,CIAT-PM-21-4448,2,371,Breeding,Megathyrsus maximus,Grasses,4,95.49,11.27,88.73,12.03,31.22,72.07,9,13.27,14.66,59.28,47.46,Medium,Not High,Category_2,142,Q3,116
F25-2099,CIAT-PM-21-4852,2,377,Breeding,Megathyrsus maximus,Grasses,2,92.72,11.02,88.98,10.66,34.89,72.86,6,13.85,15.26,53.27,40.75,Medium,Not High,Category_2,113,Q4,161
F25-2094,CIAT-PM-21-4926,2,367,Breeding,Megathyrsus maximus,Grasses,2,93.67,11.76,88.24,14.67,30.03,71.37,7,14.4,15.78,53.71,39.9,Medium,Not High,Category_2,115,Q4,164
F25-2078,CIAT-PM-21-6106,2,335,Breeding,Megathyrsus maximus,Grasses,2,93.92,12.99,87.01,15.69,30.99,66.48,9,14.51,16.02,40.45,58.82,Low,Not High,Category_2,10,Q1,20
F25-2084,CIAT-PM-21-6598,2,347,Breeding,Megathyrsus maximus,Grasses,2,94.64,14.45,85.55,12.94,28.83,65.49,9,13.47,15.17,46.34,50.76,Low,Not High,Category_2,48,Q2,79
F25-2090,CIAT-PM-21-6629,2,359,Breeding,Megathyrsus maximus,Grasses,2,93.86,11.33,88.67,11.28,37.88,73,9,13.68,15.16,47.95,44.82,Low,Not High,Category_2,62,Q3,139
F25-2088,CIAT-PM-21-6640,2,355,Breeding,Megathyrsus maximus,Grasses,2,93.05,15.15,84.85,15.78,26.65,65.68,9,13.7,15.53,44.24,49.86,Low,Not High,Category_2,35,Q2,89
F25-2091,CIAT-PM-21-6641,2,361,Breeding,Megathyrsus maximus,Grasses,2,94.15,15.35,84.65,15.59,28.73,63.07,9,14.36,15.8,48.44,51.47,Low,Not High,Category_2,68,Q2,74
F25-2085,CIAT-PM-21-6647,2,349,Breeding,Megathyrsus maximus,Grasses,2,93.16,13.01,86.99,12.43,29.49,66.17,9,14.16,15.47,48.25,50.51,Low,Not High,Category_2,65,Q2,83
F25-0017,Hohenheimer-Heustandard,2,61,LMF,Hohenheimer Heustandard,Forage,146,91.33,10.06,89.94,0.55,0,0,374,14.41,15.66,61.33,47.89,,,,,,
F25-0018,Homenheim-Concentrate,2,63,LMF,Homenheim Concentrate,Concentrate,162,89.69,6.04,93.96,0,0,0,322,15,16.31,69.13,54.42,,,,,,
F25-0008,Sample-8,2,331,LMF,Cynodon nlemfuensis ,Grasses,172,93.69,11.41,88.59,0.76,2.2,22.12,514,14.49,15.58,72.12,30.47,High,Not High,Category_4,15,Q4,181
F25-2627,BR-02-1752-Cayman-Exc,3,209,Benchmark,Urochloa interespecific,Grasses,2,96.64,17.21,82.79,10.93,29.65,59.76,9,13.62,14.68,51.03,55.11,Low,Not High,Category_2,98,Q1,45
F25-2628,BR-06-423-Cayman-Exc,3,211,Benchmark,Urochloa interespecific,Grasses,2,96.67,10.43,89.57,13.87,29.45,61.6,9,13.48,14.77,50.2,55.73,Low,Not High,Category_2,86,Q1,44
F24-3549,CIAT-10440,3,155,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,90.24,11.91,88.09,17.78,31.37,51.77,9,12.27,13.77,57.24,51.58,High,Not High,Category_4,9,Q2,148
F24-3550,CIAT-10613,3,157,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,92.84,7.89,92.11,19.44,46.21,59.51,9,12.26,13.8,50.74,45.3,Medium,Not High,Category_2,136,Q3,202
F24-3551,CIAT-10627,3,159,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.39,13.71,86.29,15.96,39.59,57.5,9,12.31,13.63,56.51,42.54,High,Not High,Category_4,21,Q3,228
F24-3552,CIAT-10634,3,161,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.02,10.56,89.44,11.83,33.59,56.99,9,12.52,13.58,49.55,50.7,Medium,Not High,Category_2,120,Q3,160
F24-3553,CIAT-10639,3,163,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.2,11.08,88.92,15.74,35.04,53.94,9,12.81,14.09,52.82,51.6,Medium,Not High,Category_2,154,Q2,146
F24-3554,CIAT-10725,3,165,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,92.39,11.55,88.45,15.72,41.09,58.81,9,12.89,14.22,52.85,47.39,Medium,Not High,Category_2,156,Q3,181
F24-3555,CIAT-11199,3,167,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.82,8.77,91.23,15,36.3,58.28,6,12.9,14.58,57.28,48.04,High,Not High,Category_4,12,Q3,178
F24-3556,CIAT-11215,3,169,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.9,10.52,89.48,14.8,27.87,52.53,9,13.06,14.32,54.75,51.59,Medium,Not High,Category_2,174,Q2,147
F24-3557,CIAT-11220,3,171,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.88,8.42,91.58,18.31,26.31,56.95,9,12.89,14.22,50.46,55.83,Medium,Not High,Category_2,132,Q2,93
F24-3558,CIAT-11232,3,173,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.23,7.32,92.68,17.37,34.64,54.2,9,12.58,14.31,61.27,48.31,High,Not High,Category_4,20,Q3,174
F24-3559,CIAT-11313,3,175,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,92.19,11.54,88.46,15.09,38.82,55.96,9,12.37,13.81,53.3,47.02,Medium,Not High,Category_2,165,Q3,188
F24-3560,CIAT-11417,3,177,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,91.5,12.06,87.94,14.94,41.48,57.23,9,12.21,12.62,50.02,41.34,Medium,Not High,Category_2,128,Q4,239
F24-3561,CIAT-11624,3,179,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.04,12.04,87.96,12.26,33.73,54.88,9,12.07,12.87,47.32,48.45,Medium,Not High,Category_2,96,Q3,173
F24-3562,CIAT-11690,3,181,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,90.68,12.89,87.11,15.62,33.51,54.33,9,12.26,13.46,54.81,46.09,Medium,Not High,Category_2,176,Q3,197
F24-3563,CIAT-11762,3,183,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,90.71,8.06,91.94,16.73,39.8,58.73,9,12.92,14.23,68.27,40.89,High,Not High,Category_4,48,Q4,241
F24-3564,CIAT-11778,3,185,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.06,8.58,91.42,15.95,26.27,54.21,9,12.86,14.31,55.78,51.18,High,Not High,Category_4,6,Q3,155
F24-3565,CIAT-11784,3,187,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.3,8.64,91.36,16.99,35.91,59.39,9,12.97,14.35,61.02,45.06,High,Not High,Category_4,24,Q3,206
F24-3566,CIAT-11820,3,189,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,91.81,11.13,88.87,16.9,31.38,52.89,9,12.76,14.12,61,43.83,High,Not High,Category_4,27,Q3,218
F24-3567,CIAT-12042,3,191,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,91.35,15.08,84.92,18.06,31.39,53.81,9,12.37,13.56,62.04,42.08,High,Not High,Category_4,34,Q4,233
F24-3568,CIAT-12115,3,239,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.48,8.91,91.09,15.32,34.71,55.55,6,12.65,14.01,52.95,53.09,Medium,Not High,Category_2,161,Q2,124
F24-3441,CIAT-7714,1,21,Genetic_bank,Alysicarpus glumaceus,Herbaceous_legumes,4,93.05,17.46,82.54,20.67,27.79,67.31,15,15.1,16.6,36.76,64.72,Low,High,Category_1a,6,Q1,16
F24-3570,CIAT-12184,3,243,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.54,10.37,89.63,15.38,25.67,48.49,9,12.76,14.03,48.43,58.27,Medium,Not High,Category_2,105,Q1,68
F24-3571,CIAT-12202,3,245,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.63,10.68,89.32,18.22,24.08,48.06,9,12.68,14.03,51.07,55.27,Medium,Not High,Category_2,139,Q2,101
F24-3572,CIAT-12311,3,247,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,91.76,15.04,84.96,16.63,34.79,53.68,9,12.64,13.98,49.75,56.55,Medium,Not High,Category_2,122,Q2,85
F24-3574,CIAT-12374,3,251,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.94,8.79,91.21,17.42,30.52,56.26,9,13.13,14.65,56.36,55.16,High,Not High,Category_4,1,Q2,103
F24-3573,CIAT-12381,3,249,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.25,13.21,86.79,17.11,33.25,56.81,9,12.94,14.4,57.46,51.87,High,Not High,Category_4,8,Q2,141
F24-3575,CIAT-12457,3,253,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,93.7,11.91,88.09,16.96,27.69,55.43,9,13.02,14.61,54.9,55.37,Medium,Not High,Category_2,179,Q2,95
F24-3576,CIAT-12462,3,255,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.55,9.45,90.55,19.36,26.71,57.45,9,12.93,14.58,49.69,59.37,Medium,Not High,Category_2,121,Q1,57
F24-3577,CIAT-12485,3,257,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.95,13.35,86.65,14.59,30.78,55.79,9,12.92,14.07,45.31,52.58,Medium,Not High,Category_2,71,Q2,133
F24-3578,CIAT-12615,3,259,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,89.76,10.4,89.6,14.07,35.32,53.46,9,12.81,13.7,44.78,52.96,Low,Not High,Category_2,67,Q2,126
F24-3579,CIAT-12686,3,261,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,90.96,10.25,89.75,16,34.52,48.94,9,12.22,13.68,49.39,52.94,Medium,Not High,Category_2,119,Q2,127
F24-3580,CIAT-12710,3,263,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,91.72,11.21,88.79,11.5,38.43,58.38,7,12.44,13.74,50.99,48.15,Medium,Not High,Category_2,138,Q3,176
F24-3581,CIAT-12758,3,265,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,91.38,9.52,90.48,14.95,34.11,56.97,9,12.23,12.36,46.35,45.1,Medium,Not High,Category_2,85,Q3,205
F25-1670,CIAT-13158,3,69,Genetic_bank,Desmodium strigillosum,Herbaceous_legumes,2,93.52,7.32,92.68,16.53,38.17,50.29,9,12.41,13.34,35.94,43.29,Low,Not High,Category_2,15,Q3,222
F25-1671,CIAT-13329,3,71,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,2,94.17,11.52,88.48,20.28,25.93,52.31,9,12.69,13.42,37.73,57.81,Low,Not High,Category_2,24,Q1,26
F25-1672,CIAT-13387,3,73,Genetic_bank,Desmodium sequax,Shrub_Trees,2,92.58,5.23,94.77,18.43,57.23,63.92,8,11.94,12.99,34.58,40.21,Low,Not High,Category_2,12,Q3,83
F25-1673,CIAT-13547,3,75,Genetic_bank,Codariocalyx gyroides,Shrub_Trees,2,94.81,7.61,92.39,17.24,42.42,58.27,8,11.69,13.27,42.99,29.5,Low,Not High,Category_2,40,Q4,119
F25-1674,CIAT-13953,3,77,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,92.94,10.14,89.86,22.14,28.43,44.47,8,13.15,14.86,40.6,53.62,Low,Not High,Category_2,28,Q1,34
F25-1675,CIAT-15086,3,79,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,2,95.1,6.67,93.33,25.43,27.19,56.25,9,13.22,14.67,43.22,56.65,Low,Not High,Category_2,53,Q2,82
F25-1676,CIAT-17403,3,81,Genetic_bank,Flemingia macrophylla,Shrub_Trees,2,93.95,6.1,93.9,18.39,51.91,64.19,7,12.6,13.4,40.71,39.68,Low,Not High,Category_2,29,Q3,86
F25-2637,CIAT-17462,3,229,Breeding,Leucaena leucocephala ,Shrub_Trees,2,92.63,6.88,93.12,29.87,39.13,57.51,9,13.94,15.24,55.55,40.83,Medium,Not High,Category_2,84,Q3,80
F25-1677,CIAT-17519,3,83,Genetic_bank,Mimosa somnians,Herbaceous_legumes,2,94.5,8.75,91.25,17.65,25.56,46.21,9,10.61,10.63,30.94,39.33,Low,Not High,Category_2,4,Q4,251
F25-1678,CIAT-17896,3,85,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,2,94.71,6.33,93.67,15.64,40.33,51.74,9,9.61,10.98,26.25,41.83,Low,Not High,Category_2,2,Q4,234
F25-1679,CIAT-18123,3,87,Genetic_bank,Dioclea virgata,Herbaceous_legumes,2,94.61,8.31,91.69,15,40.99,62.79,9,10.54,12.68,36.32,38.16,Low,Not High,Category_2,16,Q4,264
F25-1680,CIAT-18126,3,89,Genetic_bank,Dioclea virgata,Herbaceous_legumes,2,92.8,10.3,89.7,18.02,40.49,56.41,9,11.91,13.68,43.08,41.54,Low,Not High,Category_2,50,Q4,237
F25-1681,CIAT-18127,3,91,Genetic_bank,Dioclea virgata,Herbaceous_legumes,2,94.19,9.2,90.8,17.34,37.77,54.54,9,11.93,13.6,42.73,42.69,Low,Not High,Category_2,48,Q3,226
F25-1682,CIAT-18668,3,93,Genetic_bank,Cratylia argentea,Shrub_Trees,2,94.11,12.82,87.18,21.26,28,50.11,9,13.7,15.73,44.73,50.74,Low,Not High,Category_2,48,Q2,45
F25-1683,CIAT-19228,3,95,Genetic_bank,Eriosema psoraleoides,Herbaceous_legumes,2,93.69,9.42,90.58,17.93,47.97,62.31,9,12.7,14.43,45.99,39.92,Medium,Not High,Category_2,80,Q4,247
F25-1684,CIAT-19537,3,97,Genetic_bank,Crotalaria verrucosa,Herbaceous_legumes,2,93.5,9.04,90.96,28.32,24.02,44.46,9,12.79,13.98,43.71,54.8,Low,Not High,Category_2,57,Q2,109
F25-1685,CIAT-20208,3,99,Genetic_bank,Aeschynomene sensitiva,Shrub_Trees,2,95.46,7.87,92.13,19,25.38,59.64,6,12.92,14.4,47.6,60.57,Low,High,Category_1a,19,Q1,20
F24-3492,CIAT-19038,1,243,Genetic_bank,Canavalia sp.,Herbaceous_legumes,2,90.17,16.04,83.96,23.78,17.61,47.65,9,14.78,17.6,43.52,63.37,Low,High,Category_1a,25,Q1,36
F25-2629,CIAT-20692,3,213,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,95.52,8.7,91.3,27.05,30.2,52.99,9,14.19,15.32,51.76,55.34,Medium,Not High,Category_2,182,Q2,97
F25-2629,CIAT-20692,3,213,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,95.52,8.7,91.3,27.05,30.2,52.99,9,14.19,15.32,51.76,55.34,Medium,Not High,Category_2,182,Q2,102
