subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,80,Breeding,F24-3596,CIAT-PM-21-3522,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.37036296,15.45242416,84.54757584,8.710478289,30.0729587,64.94987839
1,81,Breeding,F24-3597,CIAT-PM-21-3534,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,96.96030397,15.58390929,84.41609071,9.000965172,30.95929986,67.25304297
1,82,Breeding,F24-3597,CIAT-PM-21-3534,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,96.04,15.53365429,84.46634571,9.000965172,30.87115597,67.21327086
1,83,Breeding,F24-3598,CIAT-PM-21-3537,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.15,14.49346005,85.50653995,10.87316719,26.62942029,61.71271858
1,84,Breeding,F24-3598,CIAT-PM-21-3537,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.4205159,14.45973096,85.54026904,10.87316719,26.9914775,62.1625367
1,85,Breeding,F24-3599,CIAT-PM-21-3545,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,96.98,14.7961285,85.2038715,8.40826817,30.17716395,65.69916439
1,86,Breeding,F24-3599,CIAT-PM-21-3545,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.26,14.76523888,85.23476112,8.40826817,29.83234323,65.78253088
1,87,Breeding,F24-3600,CIAT-PM-21-3670,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,96.96030397,14.55631048,85.44368952,8.834231116,29.30596547,64.35902183
1,88,Breeding,F24-3600,CIAT-PM-21-3670,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.30026997,14.63866584,85.36133416,8.834231116,29.20532204,64.40928995
1,89,Breeding,F24-3601,CIAT-PM-21-6628,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,95.12,13.98932353,86.01067647,9.980926223,29.70798149,64.85398573
1,90,Breeding,F24-3601,CIAT-PM-21-6628,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,95.31093781,14.21753492,85.78246508,9.980926223,29.94649383,65.06653761
1,91,Breeding,F24-3602,CIAT-BH-08-1149,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,94.37,13.30148434,86.69851566,7.526319867,28.67656881,67.49290661
1,92,Breeding,F24-3602,CIAT-BH-08-1149,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,94.48110378,13.33058929,86.66941071,7.526319867,28.54455165,69.96591048
1,93,Breeding,F24-3603,CIAT-BH-16-0550,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,94,11.45468069,88.54531931,6.425464292,29.83002246,68.75694556
1,94,Breeding,F24-3603,CIAT-BH-16-0550,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,94.22,11.59281692,88.40718308,6.425464292,30.46014187,69.56262149
1,95,Breeding,F24-3604,CIAT-BH-16-0562,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,95.00149955,11.10355157,88.89644843,5.939448687,30.66293364,69.91192737
1,96,Breeding,F24-3604,CIAT-BH-16-0562,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,95.33093381,11.24123749,88.75876251,5.939448687,30.26929531,69.27315989
1,97,Breeding,F24-3605,CIAT-BH-16-3249,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,95.69043096,11.94883981,88.05116019,6.64642741,28.50012439,69.32874104
1,98,Breeding,F24-3605,CIAT-BH-16-3249,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,95.94081184,12.13546841,87.86453159,6.64642741,29.22073401,69.96192311
1,99,Breeding,F24-3606,CIAT-BH-16-B-0733,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.21037896,12.44873592,87.55126408,8.098687385,29.23820931,68.74402079
1,100,Breeding,F24-3606,CIAT-BH-16-B-0733,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.40035996,12.83289207,87.16710793,8.098687385,29.47274655,68.92521056
1,101,Breeding,F24-3607,CIAT-BH-16-B-0741,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.47070586,14.13874375,85.86125625,7.498562822,28.1395684,65.64541008
1,102,Breeding,F24-3607,CIAT-BH-16-B-0741,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.86,14.31743596,85.68256404,7.498562822,28.1368253,65.72102834
1,103,Breeding,F24-3608,CIAT-BH-16-B-1194,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.64,11.92949811,88.07050189,5.470321142,29.62300868,67.75778221
