31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_percentage_in_gas_8h,31_ch4_percentage_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
2190,45873,Genetic bank,CIAT-5713,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-1658,20,54,3,2,72,0.5517,522.142192,121.442192,0.364583333,40.5,0.703472222,83,13.6,41,0.369444444,82,17.3,,42.5,41,35.17901855,33.51963089,68.69864944,4.784346523,5.798896143,10.58324267,131.5707685,23.25845217,1.767752248,13.6,15.40531401,20.26889003,87.14634095,-64.64697301,11.24958464,48.36772695
2191,45873,Genetic bank,CIAT-5713,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-1658,20,54,3,3,73,0.5723,541.638529,281.838529,0.364583333,40.5,0.703472222,85.5,13.9,41,0.370138889,84,17,,45,43,37.39153544,35.2896444,72.68117984,5.197423427,5.999239548,11.19666297,134.1876103,52.03443144,3.877737395,13.9,15.40517504,20.67183624,39.72722613,-2.908866131,11.47322676,22.04929782
2192,45873,Genetic bank,CIAT-7381,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,20,54,3,1,74,0.535,505.4192012,42.61920124,0.365277778,41.5,0.704166667,69,12.6,40.5,0.370138889,65,16.5,,27.5,24.5,21.90391721,18.91701941,40.82093662,2.759893569,3.121308203,5.881201772,80.76649349,8.432446004,1.044052507,12.6,14.40731707,11.63628481,137.994181,-99.49911925,6.458339387,76.58915792
2193,45873,Genetic bank,CIAT-7381,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,20,54,3,2,75,0.5506,520.1566583,172.2566583,0.365277778,41.5,0.704166667,69.5,12,40.5,0.370833333,66,16.5,,28,25.5,22.34642059,19.80202617,42.14844676,2.681570471,3.267334318,5.948904789,81.03029363,33.11630363,4.086904063,12,14.11417323,11.43675601,34.53512245,-45.72015889,6.347597454,19.16759046
2194,45873,Genetic bank,CIAT-7381,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,20,54,3,3,76,0.5519,521.3847797,55.68477975,0.365277778,41.5,0.704861111,68.5,12.5,41,0.370833333,66,16.7,,27,25,21.46141384,19.35952279,40.82093662,2.682676729,3.233040306,5.915717035,78.29330316,10.68016979,1.36412303,12.5,14.49186992,11.34616365,106.2357984,-94.6019816,6.297317126,58.9627061
2195,45873,Genetic bank,CIAT-7799,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,F25-1660,20,54,3,1,77,0.5366,501.522088,88.42208795,0.365972222,41,0.705555556,65,12,40,0.371527778,64,15,,24,24,18.80639357,18.47451603,37.2809096,2.256767228,2.771177405,5.027944633,74.33552878,17.6307465,2.371779254,12,13.48664688,10.02537028,56.86299373,-20.52962965,5.564253952,31.55994531
2196,45873,Genetic bank,CIAT-7799,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,F25-1660,20,54,3,2,78,0.5856,547.3189242,21.71892416,0.365972222,41,0.70625,63,11.1,40,0.371527778,64,14.3,,22,24,17.03638005,18.47451603,35.51089609,1.891038186,2.641855793,4.532893979,64.88154259,3.968239212,0.611612957,11.1,12.76479751,8.281997532,208.7071139,-40.52176109,4.596651917,115.8360591
2197,45873,Genetic bank,CIAT-7799,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,F25-1660,20,54,3,3,79,0.5215,487.4091854,84.30918537,0.365972222,41,0.70625,64.5,11.4,40,0.372222222,64,14.5,,23.5,24,18.36389019,18.47451603,36.83840622,2.093483482,2.678804825,4.772288306,75.58004102,17.29741414,2.288621958,11.4,12.95465465,9.791133302,56.60460703,-21.01738962,5.434248379,31.41653622
2198,45873,Genetic bank,CIAT-7803,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,F25-1661,20,54,3,1,80,0.5351,504.2921115,73.0921115,0.366666667,41,0.706944444,68.5,10.7,40,0.372222222,67,14.1,,27.5,27,21.90391721,21.1295363,43.03345352,2.343719142,2.979264619,5.32298376,85.3343777,14.49400255,1.698495136,10.7,12.36940874,10.55535797,72.8256942,-31.04951003,5.858406294,40.41952024
2199,45873,Genetic bank,CIAT-7803,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,F25-1661,20,54,3,2,81,0.5204,490.4384504,124.9384504,0.366666667,41.5,0.707638889,68.5,10.5,40,0.372916667,67,14.1,,27,27,21.46141384,21.1295363,42.59095014,2.253448453,2.979264619,5.232713071,86.84259992,25.47484813,2.933450651,10.5,12.28597403,10.66945927,41.88232729,-14.21987847,5.921734488,23.24541625
2200,45873,Genetic bank,CIAT-7803,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,F25-1661,20,54,3,3,82,0.5358,504.9518096,85.05180964,0.367361111,41,0.707638889,67.5,11,40,0.373611111,67.5,13.8,,26.5,27.5,21.01891046,21.57203968,42.59095014,2.31208015,2.976941476,5.289021626,84.34656402,16.84354982,1.99694558,11,12.41818182,10.47430968,62.18587998,-27.44851094,5.813423087,34.51423927
2201,45873,Genetic bank,CIAT-8182,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,20,54,3,1,84,0.5883,549.019469,227.419469,0.367361111,41,0.708333333,69.5,12.9,40,0.374305556,70,16.1,,28.5,30,22.78892397,23.78455657,46.57348054,2.939771192,3.829313608,6.7690848,84.83028958,41.42284233,4.883024983,12.9,14.53420428,12.32940757,29.7647551,-0.58145194,6.843034516,16.51995404
2202,45873,Genetic bank,CIAT-8182,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,20,54,3,2,85,0.5657,527.928461,-60.37153899,0.367361111,41,0.708333333,74,12.5,40.5,0.374305556,67,16.5,,33,26.5,26.77145437,20.68703292,47.4584873,3.346431796,3.413360432,6.759792229,,,,,,,,,,
2203,45873,Genetic bank,CIAT-8182,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,20,54,3,3,86,0.5347,498.9983173,79.49831731,0.368055556,41,0.709027778,73,12.2,40,0.375,65,16.6,,32,25,25.88644762,19.35952279,45.24597041,3.158146609,3.213680783,6.371827392,90.67359315,15.93158024,1.757025357,12.2,14.08264059,12.76923623,80.15046869,-44.35189514,7.087147029,44.48489681
2204,45873,Genetic bank,CIAT-8434,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1663,20,54,3,1,83,0.5457,510.3166822,48.91668216,0.368055556,40.5,0.709722222,75,12.2,40,0.375,65.5,16.6,,34.5,25.5,28.09896451,19.80202617,47.90099067,3.42807367,3.287136344,6.715210014,93.86522594,9.5855542,1.021203977,12.2,14.01893764,13.15890749,137.2785258,-42.69944169,7.303421322,76.19195687
2205,45873,Genetic bank,CIAT-8434,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1663,20,54,3,2,87,0.5481,512.5610656,41.96106559,0.36875,42,0.710416667,70,12.5,40,0.375694444,69.5,16.8,,28,29.5,22.34642059,23.34205319,45.68847378,2.793302574,3.921464936,6.71476751,89.13762057,8.186549547,0.918416881,12.5,14.6968523,13.10042444,160.0237605,-44.90746476,7.270962215,88.81595565
2206,45873,Genetic bank,CIAT-8434,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1663,20,54,3,3,88,0.5143,480.9526656,106.7526656,0.36875,41.5,0.710416667,71.5,13.1,40.5,0.376388889,69,16.9,,30,28.5,24.1164341,22.45704644,46.57348054,3.159252868,3.795240848,6.954493715,96.83589232,22.19608566,2.292134159,13.1,14.93230404,14.45982986,65.14585537,-22.79647394,8.025455742,36.15707682
2207,45873,Genetic bank,CIAT-8702,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-1664,20,54,3,1,89,0.5205,484.1111122,184.1111122,0.369444444,40.5,0.711111111,77,13.7,41.5,0.376388889,77,18.1,,36.5,35.5,29.86897802,28.65209373,58.52107175,4.092049988,5.186028965,9.278078953,120.8835539,38.03075525,3.146065284,13.7,15.85425331,19.16518485,50.39391073,0.706155254,10.63700917,27.96949232
2208,45873,Genetic bank,CIAT-8702,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-1664,20,54,3,2,90,0.5353,497.8764234,126.1764234,0.369444444,41.5,0.711111111,77.5,13.6,40.5,0.377083333,75,18.2,,36,34.5,29.42647464,27.76708697,57.19356161,4.002000551,5.053609829,9.05561038,114.875015,25.34291994,2.206129848,13.6,15.83326886,18.18846998,71.76943314,-19.62367052,10.09491552,39.83327708
2209,45873,Genetic bank,CIAT-8702,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-1664,20,54,3,3,91,0.5468,508.5724422,78.87244217,0.369444444,41.5,0.711805556,77.5,13.5,41.5,0.377777778,76,17.9,,36,34.5,29.42647464,27.76708697,57.19356161,3.972574076,4.970308568,8.942882644,112.4590262,15.50859536,1.379044073,13.5,15.63617021,17.58428476,113.3841225,-35.38129193,9.759582268,62.93014965
2210,45873,Genetic bank,CIAT-8816,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F25-1665,20,54,3,1,92,0.5514,515.2611383,313.0611383,0.369444444,41,0.7125,99,13.4,40,0.377777778,90,17.1,,58,50,48.89662327,41.48469169,90.38131497,6.552147519,7.093882279,13.6460298,175.4087554,60.75776243,3.463781628,13.4,15.09828641,26.48371628,43.58902504,23.04593254,14.69892073,24.19266303
2211,45873,Genetic bank,CIAT-8816,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F25-1665,20,54,3,2,93,0.5505,514.4201245,227.7201245,0.370138889,41,0.7125,97.5,13.1,40,0.377777778,89,16.9,,56.5,49,47.56911314,40.59968494,88.16879808,6.231553821,6.861346754,13.09290058,171.3945351,44.26734369,2.582774513,13.1,14.84981179,25.45176589,57.49557973,-9.291795263,14.12617041,31.91104149
2212,45873,Genetic bank,CIAT-8816,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F25-1665,20,54,3,3,94,0.5281,493.4882248,275.9882248,0.370138889,41,0.713194444,101,13.1,40.5,0.378472222,90,17,,60,49.5,50.66663679,41.04218831,91.7088251,6.637329419,6.977172013,13.61450143,185.8379197,55.92600004,3.009396582,13.1,14.84535585,27.58830049,49.33000834,13.57084161,15.31198408,27.37900809
2213,45873,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,20,54,3,1,95,0.5369,490.3670474,220.3670474,0.370833333,40,0.713888889,67.5,14.4,39,0.378472222,69.5,16.8,,27.5,30.5,21.90391721,24.22705995,46.13097716,3.154164079,4.070146071,7.22431015,94.07438245,44.93920393,4.776986333,14.4,15.66043165,14.73245437,32.78307821,-31.98805341,8.176767061,18.19517559
2214,45873,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,20,54,3,2,96,0.5346,488.2663877,344.7663877,0.370833333,40,0.713888889,67,14.1,39,0.379166667,69.5,16.8,,27,30.5,21.46141384,24.22705995,45.68847378,3.026059351,4.070146071,7.096205422,93.57284248,70.61030544,7.546025489,14.1,15.53171913,14.53347107,20.58264864,29.54899216,8.06632789,11.4237261
2215,45873,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,20,54,3,3,97,0.4971,454.0165008,188.3165008,0.370833333,40,0.714583333,65,15.4,40,0.379861111,70,17.2,,25,30,19.69140032,23.78455657,43.47595689,3.03247565,4.09094373,7.12341938,95.75853921,41.47789793,4.331509051,15.4,16.38473282,15.68978081,37.82684656,-40.28526437,8.708099797,20.99455428
2216,45873,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,20,54,3,1,98,0.5381,482.6385494,395.6385494,0.371527778,40,0.715277778,78.5,15.3,40,0.379861111,72,18.2,,38.5,32,31.63899153,25.55457008,57.19356161,4.840765704,4.650931755,9.491697459,118.5018513,81.97408804,6.917536489,15.3,16.59574468,19.66626468,23.99083071,#DIV/0!,10.91511715,13.31532611
2217,45873,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,20,54,3,2,99,0.5196,466.0453266,250.7453266,0.371527778,40,0.715972222,78.5,14.9,40,0.380555556,74,18.5,,38.5,34,31.63899153,27.32458359,58.96357512,4.714209738,5.055047965,9.769257703,126.5189709,53.80277675,4.252546188,14.9,16.56829268,20.9620334,38.96087649,#DIV/0!,11.6342912,21.62396052
2218,45873,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,20,54,3,3,100,0.5505,493.7604933,336.1604933,0.372222222,40.5,0.715972222,77,15,40,0.380555556,72.5,18.6,,36.5,32.5,29.86897802,25.99707346,55.86605148,4.480346703,4.835455664,9.315802366,113.1440288,68.08169099,6.017258861,15,16.67524752,18.86704686,27.71236523,#DIV/0!,10.47153743,15.38084216
2219,45873,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,20,54,3,1,101,0.5475,513.1768737,83.17687375,0.372222222,40.5,0.716666667,66.5,14.3,40,0.38125,84,16.3,,26,44,20.57640708,36.17465116,56.75105823,2.942426212,5.896468138,8.838894351,110.5877157,16.20822722,1.465644454,14.3,15.5748538,17.22387505,106.2662487,#DIV/0!,9.559548642,58.97960654
2220,45873,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,20,54,3,2,102,0.5351,501.5542377,200.9542377,0.372222222,40.5,0.717361111,66.5,13.8,39.5,0.38125,86,16,,26,46.5,20.57640708,38.38716805,58.96357512,2.839544177,6.141946887,8.981491064,117.5617126,40.06630243,3.408108095,13.8,15.23227017,17.90731767,44.69421082,#DIV/0!,9.938871123,24.80606026
2221,45873,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,20,54,3,3,103,0.54,506.1470536,170.5470536,0.372222222,40.5,0.717361111,66.5,14.2,40,0.381944444,85,16.1,,26,45,20.57640708,37.05965791,57.63606499,2.921849805,5.966604924,8.888454729,113.8721733,33.69515882,2.959033612,14.2,15.42168906,17.56101249,52.11731627,#DIV/0!,9.746665755,28.92601221
2222,45873,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,,,,Blank 24 H,20,54,3,1,104,,,0,0.372916667,39,0.718055556,41.5,,39.5,0.382638889,42,,,2.5,2.5,,,,,,,,,,,,,,,,
2223,45873,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,,,,Blank 24 H,20,54,3,2,105,,,0,0.372916667,39,,41.5,,39.5,,42,,,2.5,2.5,,,,,,,,,,,,,,,,
2224,45880,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,21,55,1,1,1,,,0,0.349305556,39,0.673611111,43,,40,0.343055556,44.5,-,,4,4.5,,,,,,,,,,,,,,,,
2225,45880,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,21,55,1,2,2,,,0,0.349305556,39,0.673611111,42.5,,39,0.34375,45,-,,3.5,6,,,,,,,,,,,,,,,,
2226,45880,,CIAT-BH16_1763,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2144,21,55,1,1,3,0.5214,510.0890133,265.1890133,0.35,40,0.674305556,86,11.6,40,0.345138889,103,15.5,,46,63,37.76028826,51.33039185,89.09068011,4.380193438,7.956210737,12.33640418,174.6571241,51.98877184,2.976619024,11.6,13.84701987,24.18480668,46.51928834,29.25708449,13.42298613,25.81900986
2227,45880,,CIAT-BH16_1763,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2144,21,55,1,2,4,0.5074,496.3927222,252.1927222,0.35,40.5,0.674305556,83,12.9,39.5,0.345138889,104,15.5,,42.5,64.5,34.66276461,52.65790199,87.3206666,4.471496635,8.161974808,12.63347144,175.9104489,50.80508052,2.888121816,12.9,14.46790541,25.45055735,50.09451238,27.51295549,14.12549965,27.80332106
2228,45880,,CIAT-BH16_1763,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2144,21,55,1,3,5,0.5054,494.4361092,234.9361092,0.351388889,40,0.675,80,12.6,40,0.345833333,100.5,15.4,,40,60.5,32.45024772,49.11787496,81.56812269,4.088731213,7.564152744,11.65288396,164.972018,47.51596916,2.880244162,12.6,14.28607595,23.56802778,49.60022535,22.66656153,13.08066317,27.5289832
2229,45880,,CIAT-BH16B_2165,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2145,21,55,1,1,6,0.5241,512.7321638,271.6321638,0.351388889,40.5,0.675,84.5,12.6,40.5,0.345833333,110,15.9,,44,69.5,35.99027475,57.08293577,93.07321052,4.534774618,9.076186787,13.61096141,181.5240336,52.97739892,2.9184785,12.6,14.62393027,26.54594809,50.10806236,34.01700514,14.73346046,27.81084153
2230,45880,,CIAT-BH16B_2165,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2145,21,55,1,2,7,0.5242,512.8299948,279.9299948,0.352083333,40.5,0.675694444,83.5,12.9,40,0.346527778,109,15.8,,43,69,35.10526799,56.64043239,91.74570038,4.528579571,8.949188318,13.47776789,178.9008079,54.58533971,3.051151102,12.9,14.6903537,26.28116145,48.14692294,36.27329779,14.58649929,26.72237522
2231,45880,,CIAT-BH16B_2165,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2145,21,55,1,3,8,0.5129,501.7750941,254.9750941,0.352083333,40.5,0.675694444,82.5,13.4,40,0.347222222,109,15.9,,42,69,34.22026124,56.64043239,90.86069363,4.585515006,9.00582875,13.59134376,181.0785244,50.81461737,2.806219983,13.4,14.95844156,27.08652525,53.30459354,30.98214954,15.03349014,29.58497164
2232,45880,,CIAT-BH16B_2167,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2146,21,55,1,1,9,0.5429,532.5618549,246.8618549,0.352777778,40,0.676388889,75.5,13.2,39.5,0.347222222,99.5,14.9,,35.5,60,28.46771732,48.67537159,77.14308891,3.757738686,7.252630366,11.01036905,144.8528245,46.35364937,3.200051468,13.2,14.27265774,20.67434787,44.6013381,25.95000319,11.47462076,24.75451429
2233,45880,,CIAT-BH16B_2167,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2146,21,55,1,2,10,0.5425,532.1694719,238.9694719,0.352777778,40.5,0.676388889,78.5,12.9,40,0.347916667,103,15.1,,38,63,30.68023421,51.33039185,82.01062606,3.957750213,7.75088917,11.70863938,154.1062207,44.90476897,2.913884253,12.9,14.27697842,22.00171186,48.99638139,23.9500612,12.21133074,27.19383936
2234,45880,,CIAT-BH16B_2167,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2146,21,55,1,3,11,0.5134,503.6236071,183.3236071,0.352777778,40.5,0.677083333,76.5,12.7,40,0.347916667,101,15,,36,61,28.9102207,49.56037834,78.47059904,3.671598029,7.434056751,11.10565478,155.8119952,36.40091618,2.336207565,12.7,14.15263158,22.05149763,60.57951267,12.21188583,12.2389627,33.62267762
2235,45880,,CIAT-CIAT_16886,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2147,21,55,1,1,12,0.5392,528.6882306,289.5882306,0.353472222,40.5,0.677083333,81.5,14.3,40.5,0.348611111,106,15.5,,41,65.5,33.33525448,53.54290874,86.87816322,4.766941391,8.299150855,13.06609225,164.32778,54.77485857,3.333268337,14.3,15.03955857,24.71417272,45.11955551,36.13363439,13.71679344,25.04213392
2236,45880,,CIAT-CIAT_16886,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2147,21,55,1,2,13,0.5185,508.3917796,254.8917796,0.353472222,40,0.677083333,83,13.3,40,0.348611111,106,15.1,,43,66,35.10526799,53.98541212,89.09068011,4.669000643,8.15179723,12.82079787,175.2402059,50.13688062,2.861037533,13.3,14.39072848,25.21834221,50.29898529,29.58394131,13.99661623,27.91680706
2237,45880,,CIAT-CIAT_16886,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2147,21,55,1,3,14,0.5087,498.7828318,238.0828318,0.354166667,40,0.677777778,78.5,13.9,39.5,0.349305556,101,15.2,,38.5,61.5,31.12273759,50.00288172,81.12561931,4.326060525,7.600438021,11.92649855,162.6471766,47.73276397,2.934742857,13.9,14.70127273,23.91120501,50.09390411,26.18887856,13.27113247,27.80298346
2238,45880,,CIAT-CIAT_16891,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2148,21,55,1,1,15,0.5164,508.1406193,239.6406193,0.354166667,40,0.678472222,78,12.8,39.5,0.349305556,102,15.2,,38,62.5,30.68023421,50.88788848,81.56812269,3.927069979,7.734959048,11.66202903,160.5227364,47.16029583,2.937920004,12.8,14.29728752,22.95039716,48.66465902,22.18862271,12.73786749,27.00972771
2239,45880,,CIAT-CIAT_16891,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2148,21,55,1,2,16,0.4996,491.6093211,225.6093211,0.354861111,39.5,0.678472222,78,13.2,39.5,0.349305556,103,15.5,,38.5,63.5,31.12273759,51.77289523,82.89563282,4.108201362,8.024798761,12.13300012,168.6209542,45.89199419,2.721606838,13.2,14.63647687,24.68016696,53.77880694,20.32093062,13.69791965,29.84816828
2240,45880,,CIAT-CIAT_16891,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2148,21,55,1,3,17,0.5241,515.7174643,216.7174643,0.355555556,40,0.679166667,77,12.9,39.5,0.35,95,15.8,,37,55.5,29.79522746,44.69284118,74.48806864,3.843584342,7.061468907,10.90505325,144.435808,42.02251801,2.909425205,12.9,14.64,21.14540228,50.31921761,14.62276717,11.73606411,27.92803635
2241,45880,,CIAT-CIAT_26146,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2149,21,55,1,1,18,0.5017,495.5572739,229.1572739,0.355555556,40,0.679166667,78,12.8,39.5,0.350694444,107,15.5,,38,67.5,30.68023421,55.31292226,85.99315647,3.927069979,8.57350295,12.50057293,173.5281894,46.24233887,2.66483152,12.8,14.53670669,25.22528391,54.55019043,25.89175432,14.000469,30.27629946
2242,45880,,CIAT-CIAT_26146,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2149,21,55,1,2,19,0.5352,528.6471058,211.5471058,0.355555556,39,0.679861111,77.5,12.7,38.5,0.350694444,107,15.2,,38.5,68.5,31.12273759,56.19792901,87.3206666,3.952587674,8.54208521,12.49467288,165.1776121,40.01669611,2.422646483,12.7,14.3089527,23.6351864,59.06331281,17.30932246,13.11793736,32.78116047
2243,45880,,CIAT-CIAT_26146,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2149,21,55,1,3,20,0.5427,536.0552771,273.8552771,0.361805556,39.5,0.679861111,80,12.2,39,0.351388889,110,15.3,,40.5,71,32.8927511,58.4104459,91.303197,4.012915634,8.936798223,12.94971386,170.3242201,51.08713389,2.999405126,12.2,14.18319871,24.15742258,47.28670557,32.57060254,13.40778748,26.2449397
2244,45880,,CIAT-CIAT_26149,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2150,21,55,1,1,21,0.5253,517.0803129,246.3803129,0.361805556,40.5,0.680555556,83.5,12.2,40,0.351388889,108,15.6,,43,68,35.10526799,55.75542563,90.86069363,4.282842695,8.697846399,12.98068909,175.7187256,47.64836462,2.711627031,12.2,14.28636364,25.10381612,52.6855776,22.46650722,13.93305227,29.24140708
2245,45880,,CIAT-CIAT_26149,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2150,21,55,1,2,22,0.5401,531.6487283,244.1487283,0.3625,40.5,0.68125,83.5,12.3,39.5,0.352083333,106,15.5,,43,66.5,35.10526799,54.4279155,89.53318349,4.317947963,8.436326902,12.75427487,168.4066541,45.92294034,2.72690771,12.3,14.24530478,23.99004114,52.23977595,19.9111301,13.31488789,28.99397945
2246,45880,,CIAT-CIAT_26149,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2150,21,55,1,3,23,0.5252,516.9818776,245.7818776,0.3625,40.5,0.68125,82.5,12.9,40,0.352777778,108,15.6,,42,68,34.22026124,55.75542563,89.97568687,4.414413699,8.697846399,13.1122601,174.0403112,47.54168149,2.731647695,12.9,14.57311475,25.36309427,53.34917376,22.30850804,14.07695613,29.60971444
2247,45880,,CIAT-CIAT_26160,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2151,21,55,1,1,24,0.5313,521.2078865,227.4078865,0.3625,40.5,0.681944444,79.5,12.7,40.5,0.352777778,106,15.6,,39,65.5,31.56524097,53.54290874,85.10814971,4.008785603,8.352693764,12.36147937,163.2902186,43.63093737,2.671987199,12.7,14.52443674,23.7169845,54.35818236,17.61891416,13.16333673,30.16973166
