31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_percentage_in_gas_8h,31_ch4_percentage_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
87,45789,Genetic bank,ABC-11162,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,F24-3636,14,34,1,2,90,0.5004,457.64082,196.54082,0.380555556,40.5,0.709722222,98,12.5,40,0.374305556,95,18.6,,57.5,55,46.16785244,43.14407936,89.3119318,5.770981555,8.024798761,13.79578032,195.1572672,42.946523,2.200611005,12.5,15.44673823,30.14543221,70.19295186,-11.00978112,16.73123642,38.95830269
88,45789,Genetic bank,ABC-11162,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,F24-3636,14,34,1,3,91,0.5005,457.732275,287.332275,0.38125,40.5,0.710416667,94.5,12.4,39.4,0.375,94,18.3,,54,54.6,43.0703288,42.79007666,85.86040545,5.340720771,7.830584028,13.1713048,187.5777832,62.77299869,3.346504987,12.4,15.34037107,28.77512799,45.83997673,27.56688139,15.97069387,25.44198016
89,45789,Genetic bank,ABC-13301,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3637,14,34,1,1,92,0.5005,463.31285,104.91285,0.381944444,40,0.711111111,71.5,14.1,40,0.375,65,20.1,,31.5,25,23.15767678,16.59387668,39.75155346,3.265232427,3.335369212,6.600601639,85.79851274,22.64406221,2.639213839,14.1,16.60463822,14.24653264,62.91509228,-31.75938986,7.907072093,34.91896471
90,45789,Genetic bank,ABC-13301,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3637,14,34,1,2,93,0.5002,463.03514,35.33514,0.382638889,40,0.711111111,71,14.4,40,0.375694444,65,20.9,,31,25,22.71517341,16.59387668,39.30905008,3.270984971,3.468120225,6.739105196,84.89431295,7.631200518,0.898905975,14.4,17.14390244,14.55419819,190.7196404,-57.33060719,8.077831798,105.8527001
91,45789,Genetic bank,ABC-13301,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3637,14,34,1,3,94,0.5004,463.22028,29.02028,0.383333333,40,0.711805556,72,14.1,40,0.376388889,64.5,20.7,,32,24.5,23.60018016,16.1513733,39.75155346,3.327625403,3.343334273,6.670959676,85.81565872,6.264898419,0.730041407,14.1,16.78163265,14.40126861,229.8723402,-59.65781226,7.992953233,127.5831258
92,45789,Genetic bank,ABC-15401,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3638,14,34,1,1,96,0.5,466.125,234.625,0.383333333,40,0.7125,95.5,13.9,40,0.377083333,81,19.3,,55.5,41,44.39783893,30.75398477,75.1518237,6.171299611,5.935519061,12.10681867,161.2267604,50.33521051,3.122013391,13.9,16.10981354,25.97333049,51.6007189,-0.049938533,14.41564779,28.63929174
93,45789,Genetic bank,ABC-15401,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3638,14,34,1,2,97,0.5003,466.404675,117.104675,0.384027778,40,0.7125,94.5,13.8,40,0.377083333,81,19.6,,54.5,41,43.51283217,30.75398477,74.26681695,6.00477084,6.027781016,12.03255186,159.232574,25.1079548,1.576810207,13.8,16.20178749,25.79852326,102.7503971,-50.87035696,14.31862675,57.02824807
94,45789,Genetic bank,ABC-15401,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3638,14,34,1,3,98,0.5,466.125,249.225,0.384722222,40,0.713194444,94,13.8,40,0.377777778,79,19.8,,54,39,43.0703288,28.98397126,72.05430006,5.943705374,5.73882631,11.68253168,154.5814965,53.46741754,3.458849781,13.8,16.21351075,25.06308755,46.8754406,6.259906403,13.91044721,26.01668053
95,45789,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,14,34,1,1,100,0.2504,228.6979115,21.29791149,0.385416667,39.5,0.713888889,71,15.4,39.5,0.377777778,73.5,19.3,,31.5,34,23.15767678,24.55893748,47.71661427,3.566282225,4.739874934,8.306157159,208.6447312,9.312682984,0.446341632,15.4,17.4072643,36.3193398,389.9986702,#DIV/0!,20.15786195,216.4560094
96,45789,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,14,34,1,2,101,0.2501,228.4239124,89.42391239,0.386111111,39.5,0.714583333,69,15.7,39.5,0.378472222,72,19.4,,29.5,32.5,21.38766327,23.23142735,44.61909062,3.357863134,4.506896905,7.864760039,195.3345871,39.14822728,2.004162594,15.7,17.62644628,34.43054607,87.94918304,#DIV/0!,19.10954875,48.8133182
97,45789,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,14,34,1,3,102,0.2503,228.6065785,92.70657846,0.386805556,39.5,0.714583333,69,15.4,39.5,0.378472222,71.5,19.4,,29.5,32,21.38766327,22.78892397,44.17658724,3.293700144,4.42105125,7.714751394,193.2428522,40.55289182,2.098545502,15.4,17.46343907,33.74684773,83.21687115,#DIV/0!,18.73008435,46.18680323
98,45789,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,14,34,1,1,103,0.25,224.2327399,32.93273992,0.3875,39.5,0.715277778,75,15.6,39.5,0.379166667,71.5,20.2,,35.5,32,26.69770381,22.78892397,49.48662778,4.164841794,4.603362642,8.768204436,220.6931414,14.68685613,0.665487656,15.6,17.71833085,39.10314096,266.2458228,#DIV/0!,21.70291976,147.771038
99,45789,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,14,34,1,2,104,0.2503,224.5018192,0,0.388194444,39.5,0.715972222,77,15.5,39.5,0.379861111,77.5,19.6,,37.5,38,28.46771732,28.09896451,56.56668183,4.412496185,5.507397043,9.919893228,,,,,,,,,,
100,45789,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,14,34,1,3,105,0.2502,224.4121261,117.1121261,0.388888889,39.5,0.675,74.5,15.6,39.5,0.380555556,74.5,20.1,,35,35,26.25520043,25.44394424,51.69914467,4.095811267,5.114232792,9.210044059,230.3758962,52.18618447,2.265262353,15.6,17.8146933,41.04075933,78.64295838,#DIV/0!,22.77833148,43.6482025
101,45789,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,34,1,1,106,0.5005,469.1233339,0,0.389583333,40,0.716666667,69,15.5,39.5,0.380555556,88.5,18.1,,29,49,20.94515989,37.83403882,58.77919872,3.246499784,6.847961027,10.09446081,,,,,,,,,,
102,45789,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,34,1,2,107,0.5006,469.2170648,58.81706484,0.389583333,40.5,0.717361111,68.5,15.4,40,0.38125,86,18.7,,28,46,20.06015314,35.17901855,55.23917169,3.089263583,6.57847647,9.667740053,117.7262632,12.53515041,1.064770941,15.4,17.50160214,20.6039822,164.3696448,#DIV/0!,11.43556659,91.2279966
103,45789,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,34,1,3,108,0.5001,468.7484102,168.9484102,0.390277778,40,0.718055556,68,15.8,39.5,0.381944444,88,18.7,,28,48.5,20.06015314,37.39153544,57.45168858,3.169504196,6.992217128,10.16172132,122.564018,36.04244974,2.940703995,15.8,17.68741977,21.67841235,60.1468893,#DIV/0!,12.03189391,33.38256417
104,45789,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,14,34,1,1,109,,,0,0.390972222,39.5,,44,,39.5,0.381944444,45,,,4.5,5.5,,,,,,,,,,,,,,,,
105,45789,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,14,34,1,2,110,,,0,0.391666667,39.5,,43.5,,39.5,0.382638889,45,,,4,5.5,,,,,,,,,,,,,,,,
106,45791,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,14,35,2,1,111,,,0,0.335416667,39.5,0.665277778,44,,39.5,0.338194444,45,,,4.5,5.5,,,,,,,,,,,,,,,,
107,45791,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,14,35,2,2,112,,,0,0.335416667,39.5,0.665277778,45,,39.5,0.339583333,45,,,5.5,5.5,,,,,,,,,,,,,,,,
108,45791,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,35,2,1,113,0.5004,465.07176,248.77176,0.336111111,41,0.665277778,78,12.1,39.5,0.344444444,75.5,16.8,,37,36,28.68896901,27.54583528,56.23480429,3.47136525,4.627700328,8.099065578,120.9164029,53.49104835,4.423804139,12.1,14.40222951,17.41465785,32.55620967,37.6764467,9.6654364,18.06925962
109,45791,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,35,2,2,114,0.5002,464.88588,249.48588,0.336805556,40.5,0.666666667,79.5,12.5,40,0.346527778,77.5,16.2,,39,37.5,30.45898252,28.87334542,59.33232794,3.807372815,4.677481958,8.484854773,127.6277265,53.66604811,4.204889453,12.5,14.30055935,18.25147878,34.00935866,37.91095224,10.12988649,18.87578245
110,45791,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,35,2,3,115,0.5006,465.25764,243.95764,0.336805556,40.5,0.667361111,78,12.4,39,0.347222222,76,16.5,,37.5,37,29.13147239,28.43084204,57.56231443,3.612302576,4.691088937,8.303391513,123.7213739,52.43495625,4.23814856,12.4,14.42504805,17.84686763,34.03620199,36.26124791,9.905320301,18.89068097
111,45791,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,35,2,1,116,0.5002,466.6866,192.2866,0.3375,40,0.668055556,74.5,12.6,39.5,0.347916667,74.5,16.9,,34.5,35,26.47645212,26.66082853,53.13728065,3.336032967,4.505680021,7.841712988,113.8607379,41.20251149,3.618675959,12.6,14.7574601,16.80295296,40.78138044,24.87863995,9.325929603,22.6343717
112,45791,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,35,2,2,117,0.5,466.5,201.5,0.3375,40.5,0.66875,74,12.6,39.5,0.347916667,75,16.9,,33.5,35.5,25.59144536,27.10333191,52.69477727,3.224522116,4.580463092,7.804985208,112.9577219,43.19399786,3.823908373,12.6,14.81168649,16.73094364,38.7344179,27.42302013,9.285963183,21.49827208
113,45791,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,35,2,3,118,0.5,466.5,207.7,0.338194444,40,0.669444444,75,12.9,40,0.349305556,75.5,16.6,,35,35.5,26.9189555,27.10333191,54.0222874,3.472545259,4.499153096,7.971698356,115.8034028,44.52304394,3.844709471,12.9,14.75631399,17.08831373,38.38082983,29.12104758,9.484309766,21.30202458
114,45791,Genetic bank,ABC-33249-1,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F24-3538,14,35,2,1,119,0.5005,466.11565,219.41565,0.338194444,40,0.670138889,80,14.4,39,0.35,79,16.2,,40,40,31.34398928,31.08586231,62.42985159,4.513534456,5.035909694,9.54944415,133.9363988,47.07322099,3.514595092,14.4,15.2962788,20.48728497,43.52216512,33.20699267,11.37079761,24.15555462
115,45791,Genetic bank,ABC-33249-1,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F24-3538,14,35,2,2,120,0.5001,465.74313,210.94313,0.338888889,40,0.670138889,79.5,14.2,40,0.350694444,79.5,16.2,,39.5,39.5,30.9014859,30.64335893,61.54484483,4.388010998,4.964224147,9.352235144,132.1433229,45.29173195,3.427470336,14.2,15.19580587,20.08024282,44.33533884,30.95877328,11.14488218,24.6068801
