32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibillity_in_24h,32_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
1516,45852,Genetic bank,ABC-9900,Pueraria,phaseoloides,Pueraria phaseoloides,Fabaceae,Fabales,Climber,F25-0969,18,48,3,2,34,0.5485,0.7822,,0.2337,230.46059,49.65104642,257.4002552,23.70025518,9.207549218,
1517,45852,Genetic bank,ABC-9900,Pueraria,phaseoloides,Pueraria phaseoloides,Fabaceae,Fabales,Climber,F25-0969,18,48,3,3,35,0.5499,0.7848,,0.2349,229.26059,49.39251521,257.4002552,22.50025518,8.741349214,
1518,45852,Genetic bank,ABC-11998,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0970,18,48,3,1,36,0.5506,0.7838,,0.2332,239.825,50.70028011,300.370875,67.170875,22.36264585,
1519,45852,Genetic bank,ABC-11998,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0970,18,48,3,2,37,0.5482,0.7611,,0.2129,260.31421,55.00980412,300.4910234,87.59102335,29.14929783,
1520,45852,Genetic bank,ABC-11998,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0970,18,48,3,3,38,0.5664,0.8467,,0.2803,192.819605,40.7549387,300.4309492,20.13094917,6.700690868,
1521,45852,Genetic bank,ABC-13149,Desmodium,strigillosum,Desmodium strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,18,48,3,1,39,0.5335,0.7704,,0.2369,232.16255,49.49500871,233.0068217,-3.893178287,-1.67084305,
1522,45852,Genetic bank,ABC-13149,Desmodium,strigillosum,Desmodium strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,18,48,3,2,40,0.5438,0.7898,,0.246,222.875,47.53399094,232.9136563,-13.08634375,-5.61853863,
1523,45852,Genetic bank,ABC-13149,Desmodium,strigillosum,Desmodium strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,18,48,3,3,41,0.5818,0.8315,,0.2497,219.268775,46.75551693,232.960239,-16.73976102,-7.185673011,
1524,45852,Genetic bank,ABC-13389,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0972,18,48,3,1,42,0.5358,0.9263,,0.3905,78.69382,16.77213481,268.0504294,-122.4495706,-45.68154243,
1525,45852,Genetic bank,ABC-13389,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0972,18,48,3,2,43,0.5257,0.8658,,0.3401,129.28146,27.5429413,268.1576281,-71.9423719,-26.82838911,
1526,45852,Genetic bank,ABC-13389,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0972,18,48,3,3,44,0.5444,0.9374,,0.393,76.38146,16.27279015,268.1576281,-124.8423719,-46.55559224,
1527,45852,Genetic bank,ABC-13651,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0973,18,48,3,1,45,0.5256,0.7558,,0.2302,245.120045,51.56947357,264.254179,34.05417902,12.88690273,
1528,45852,Genetic bank,ABC-13651,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0973,18,48,3,2,46,0.5296,0.8246,,0.295,180.510135,37.96136438,264.3598596,-30.64014045,-11.590315,
1529,45852,Genetic bank,ABC-13651,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0973,18,48,3,3,47,0.5389,0.8979,,0.359,116.320045,24.47194185,264.254179,-94.74582098,-35.8540483,
1530,45852,Genetic bank,ABC-13946,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0974,18,48,3,1,48,0.529,0.9738,,0.4448,24.418825,5.204144356,285.4258112,-159.3741888,-55.83734283,
1531,45852,Genetic bank,ABC-13946,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0974,18,48,3,2,49,0.5301,0.9161,,0.386,83.406475,17.76849691,285.5399587,-100.4600413,-35.18248083,
1532,45852,Genetic bank,ABC-13946,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0974,18,48,3,3,50,0.5626,1.0276,,0.465,4.406475,0.938733323,285.5399587,-179.4600413,-62.84936163,
1533,45852,0,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,0,0,0,BLANK 8H,18,48,3,1,51,-,-,,,,,,,,
1534,45852,0,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,0,0,0,BLANK 8H,18,48,3,2,52,-,-,,,,,,,,
1535,45852,Genetic bank,ABC-15160,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0975,18,48,3,1,53,0.5483,0.8573,,0.309,163.675,34.62738668,292.396755,-16.603245,-5.678327381,
1536,45852,Genetic bank,ABC-15160,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0975,18,48,3,2,54,0.5674,0.8089,,0.2415,231.458605,48.93844885,292.5721931,51.07219305,17.45627037,
1537,45852,Genetic bank,ABC-15160,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0975,18,48,3,3,55,0.5683,0.9108,,0.3425,130.36407,27.56903691,292.5137137,-49.9862863,-17.08852746,
1538,45852,Genetic bank,ABC-17000,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0976,18,48,3,1,56,0.5434,0.8499,,0.3065,166.7533,35.2355282,230.9239477,-75.57605227,-32.7276807,
1539,45852,Genetic bank,ABC-17000,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0976,18,48,3,2,57,0.5409,0.7926,,0.2517,221.175,46.77240285,230.7393563,-20.96064375,-9.084121621,
1540,45852,Genetic bank,ABC-17000,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0976,18,48,3,3,58,0.5376,0.8266,,0.289,184.158725,38.92113054,230.8777999,-58.12220014,-25.174443,
1541,45852,Genetic bank,ABC-17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0977,18,48,3,1,59,0.5678,0.8436,,0.2758,198.19478,41.81370521,189.0054185,-86.79458148,-45.92174243,
1542,45852,Genetic bank,ABC-17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0977,18,48,3,2,60,0.5665,0.801,,0.2345,239.4,50.51698671,188.967625,-45.532375,-24.09533114,
1543,45852,Genetic bank,ABC-17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0977,18,48,3,3,61,0.5453,-,,,,,,,,
1544,45852,Genetic bank,ABC-18700,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0978,18,48,3,1,62,0.5509,0.913,,0.3621,107.4,22.87539936,254.0934,-108.0066,-42.50665307,
1545,45852,Genetic bank,ABC-18700,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0978,18,48,3,2,63,0.5629,0.8313,,0.2684,201.2878,42.85565859,254.1950374,-14.20496264,-5.58821399,
1546,45852,Genetic bank,ABC-18700,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0978,18,48,3,3,64,0.5423,0.919,,0.3767,92.9878,19.79778908,254.1950374,-122.5049626,-48.19329437,
1547,45852,Genetic bank,ABC-18873,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Fabaceae,Fabales,Herbaceous,F25-0979,18,48,3,1,65,0.5684,0.6858,,0.1174,357.98506,75.30423022,246.1543841,128.7543841,52.30635422,
1548,45852,Genetic bank,ABC-18873,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Fabaceae,Fabales,Herbaceous,F25-0979,18,48,3,2,66,0.5587,0.8832,,0.3245,150.88506,31.73954604,246.1543841,-78.34561593,-31.82783692,
1549,45852,Genetic bank,ABC-18873,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Fabaceae,Fabales,Herbaceous,F25-0979,18,48,3,3,67,0.5636,0.8113,,0.2477,227.59004,47.88445388,246.1051827,-1.594817288,-0.648022634,
1550,45852,Genetic bank,ABC-19867,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,18,48,3,1,68,0.5609,0.7414,,0.1805,299.3836,62.38671211,212.5164523,32.01645226,15.06539937,
1551,45852,Genetic bank,ABC-19867,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,18,48,3,2,69,0.5545,0.7378,,0.1833,296.3918,61.78796469,212.4315136,29.13151363,13.71336726,
1552,45852,Genetic bank,ABC-19867,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,18,48,3,3,70,0.5524,0.8526,,0.3002,179.3959,37.4056367,212.3890443,-87.81095569,-41.34439042,
1553,45852,Genetic bank,ABC-20207,Aeschynomene,sensitiva,Aeschynomene sensitiva,Fabaceae,Fabales,Herbaceous,F25-0981,18,48,3,1,71,0.5677,0.7793,,0.2116,242.19074,53.37057781,240.0553015,28.45530146,11.85364426,
1554,45852,Genetic bank,ABC-20207,Aeschynomene,sensitiva,Aeschynomene sensitiva,Fabaceae,Fabales,Herbaceous,F25-0981,18,48,3,2,72,0.5622,0.7723,,0.2101,243.6,53.69186687,240.0073,29.9073,12.46099598,
1555,45852,Genetic bank,ABC-20207,Aeschynomene,sensitiva,Aeschynomene sensitiva,Fabaceae,Fabales,Herbaceous,F25-0981,18,48,3,3,73,0.5714,0.8931,,0.3217,132.36296,29.15079442,240.1993058,-81.50069416,-33.93044533,
1556,45852,Genetic bank,ABC-20709,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-0982,18,48,3,1,74,0.5509,0.7726,,0.2217,248.16287,52.81602056,229.4105463,7.710546277,3.361025202,
1557,45852,Genetic bank,ABC-20709,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-0982,18,48,3,2,75,0.5609,0.8993,,0.3384,131.46287,27.97898672,229.4105463,-108.9894537,-47.50847574,
1558,45852,Genetic bank,ABC-20709,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-0982,18,48,3,3,76,0.5375,0.7586,,0.2211,248.856805,52.953123,229.45641,8.356410041,3.641828982,
1559,45852,Genetic bank,ABC-18437,Flemingia,macrophylla,Flemingia macrophylla,Fabaceae,Fabales,Shrub,F25-0983,18,48,3,1,77,0.5445,0.9276,,0.3831,95.25,19.91219818,311.2862625,-71.8137375,-23.06999895,
1560,45852,Genetic bank,ABC-18437,Flemingia,macrophylla,Flemingia macrophylla,Fabaceae,Fabales,Shrub,F25-0983,18,48,3,2,78,0.5554,1.0137,,0.4583,20.05,4.191491586,311.2862625,-147.0137375,-47.22782699,
1561,45852,Genetic bank,ABC-18437,Flemingia,macrophylla,Flemingia macrophylla,Fabaceae,Fabales,Shrub,F25-0983,18,48,3,3,79,0.5537,1.001,,0.4473,31.33701,6.547134748,311.4730343,-135.8269657,-43.60793738,
1562,45852,Genetic bank,ABC-25522,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0984,18,48,3,1,80,0.5538,0.8276,,0.2738,203.010915,42.5768179,241.5047284,-32.29527155,-13.37252142,
1563,45852,Genetic bank,ABC-25522,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0984,18,48,3,2,81,0.5496,0.7569,,0.2073,269.60622,56.5323346,241.5530004,34.25300043,14.18032497,
1564,45852,Genetic bank,ABC-25522,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0984,18,48,3,3,82,0.548,0.8808,,0.3328,143.91561,30.18898626,241.4564565,-91.34354354,-37.83023443,
1565,45852,Genetic bank,ABC-25704,Centrosema molle,acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F25-0985,18,48,3,1,83,0.5387,0.7938,,0.2551,223.625,46.71262207,280.72434,25.62434,9.12793668,
1566,45852,Genetic bank,ABC-25704,Centrosema molle,acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F25-0985,18,48,3,2,84,0.5536,0.9064,,0.3528,125.925,26.30424565,280.72434,-72.07566,-25.67488804,
1567,45852,Genetic bank,ABC-25704,Centrosema molle,acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F25-0985,18,48,3,3,85,0.5349,0.8983,,0.3634,115.70798,24.15071024,280.9489195,-82.45108053,-29.34735634,
1568,45852,Genetic bank,ABC-33729,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F25-0986,18,48,3,1,86,0.5392,0.7545,,0.2153,255.8266,54.30103076,188.7804286,-26.51957138,-14.04783937,
1569,45852,Genetic bank,ABC-33729,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F25-0986,18,48,3,2,87,0.5418,0.8293,,0.2875,183.34415,38.93945587,188.6672509,-98.8327491,-52.38468713,
1570,45852,Genetic bank,ABC-33729,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F25-0986,18,48,3,3,88,0.5593,0.7572,,0.1979,273.0383,57.97751001,188.7049768,-9.19502319,-4.872697766,
1571,45852,Genetic bank,ABC-33827,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F25-0987,18,48,3,1,89,0.529,0.9231,,0.3941,75.86328,16.14238457,230.7519705,-163.3480295,-70.78944079,
1572,45852,Genetic bank,ABC-33827,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F25-0987,18,48,3,2,90,0.5201,0.8147,,0.2946,174.98776,37.2641229,230.5675902,-64.03240984,-27.77164379,
1573,45852,Genetic bank,ABC-33827,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F25-0987,18,48,3,3,91,0.5638,0.9474,,0.3836,85.89388,18.2949946,230.5214951,-153.0785049,-66.40530631,
1574,45852,Genetic bank,ABC-8512,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-0988,18,48,3,1,92,0.5375,0.7833,,0.2458,219.06087,47.12396421,234.4060937,-11.3939063,-4.860755163,
1575,45852,Genetic bank,ABC-8512,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-0988,18,48,3,2,93,0.5474,0.8716,,0.3242,140.66087,30.258703,234.4060937,-89.7939063,-38.30698464,
1576,45852,Genetic bank,ABC-8512,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-0988,18,48,3,3,94,0.5595,0.8168,,0.2573,207.653805,44.66116908,234.4529562,-22.84704383,-9.744830776,
1577,45852,Genetic bank,ABC-11833,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0989,18,48,3,1,95,0.5373,0.9341,,0.3968,78.52485,16.52024926,308.9373863,-87.86261374,-28.44026578,
1578,45852,Genetic bank,ABC-11833,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0989,18,48,3,2,96,0.5448,0.8182,,0.2734,201.54497,42.43543626,308.6904833,35.29048325,11.4323198,
1579,45852,Genetic bank,ABC-11833,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0989,18,48,3,3,97,0.5654,0.8763,,0.3109,164.23491,34.56595307,308.8139348,-2.086065245,-0.675508781,
1580,45852,LMF-invivo,Muestra # 02,Cynodon,nlemfuensis,Cynodon nlemfuensis,Poaceae,Poales,Grasses,F25-2131,18,48,3,1,98,0.5358,1.0148,,0.479,-17.7563,-3.849656917,358.778412,-120.221588,-33.50859024,
1581,45852,LMF-invivo,Muestra # 02,Cynodon,nlemfuensis,Cynodon nlemfuensis,Poaceae,Poales,Grasses,F25-2131,18,48,3,2,99,0.5486,0.9187,,0.3701,90.95935,19.72833866,358.6350154,-11.4649846,-3.196839157,
1582,45852,LMF-invivo,Muestra # 02,Cynodon,nlemfuensis,Cynodon nlemfuensis,Poaceae,Poales,Grasses,F25-2131,18,48,3,3,100,0.5608,1.1071,,0.5463,-85.425,-18.53539463,358.4916188,-187.8083813,-52.38849988,
1583,45852,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,18,48,3,1,101,0.5476,0.6682,,0.1206,107.9152454,47.22452772,#DIV/0!,#DIV/0!,#DIV/0!,
1584,45852,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,18,48,3,2,102,0.5091,0.6553,,0.1462,82.49791149,36.07287489,#DIV/0!,#DIV/0!,#DIV/0!,
1585,45852,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,18,48,3,3,103,0.5196,0.7741,,0.2545,-25.89342154,-11.32663011,#DIV/0!,#DIV/0!,#DIV/0!,
1586,45852,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,18,48,3,1,104,0.5422,0.7335,,0.1913,33.20181921,14.7891092,#DIV/0!,#DIV/0!,#DIV/0!,
1587,45852,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,18,48,3,2,105,0.5418,0.7904,,0.2486,-24.09818079,-10.73406927,#DIV/0!,#DIV/0!,#DIV/0!,
1588,45852,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,18,48,3,3,106,0.5409,0.7083,,0.1674,57.01212611,25.40510047,#DIV/0!,#DIV/0!,#DIV/0!,
1589,45852,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,18,48,3,1,107,0.5385,0.9932,,0.4547,14.32960297,3.055159605,#DIV/0!,#DIV/0!,#DIV/0!,
1590,45852,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,18,48,3,2,108,0.5198,0.9406,,0.4208,48.22960297,10.28284839,#DIV/0!,#DIV/0!,#DIV/0!,
1591,45852,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,18,48,3,3,109,0.545,0.8246,,0.2796,189.429603,40.38755801,#DIV/0!,#DIV/0!,#DIV/0!,
1592,45852,0,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,0,0,0,Blank 24 H,18,48,3,1,110,-,-,,,,,,,,
1593,45852,0,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,0,0,0,Blank 24 H,18,48,3,2,111,-,-,,,,,,,,
1594,45854,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,19,,,,,-,-,,,,,,,,
1595,45854,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,19,,,,,-,-,,,,,,,,
1596,45854,Genetic bank,CIAT-PM21_3535,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2077,19,49,1,1,114,0.5166,0.7403,,0.2237,268.2937637,54.531944,336.2847193,112.5847193,33.47898756,
1597,45854,Genetic bank,CIAT-PM21_3535,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2077,19,49,1,2,115,0.52,0.7343,,0.2143,280.9318179,56.72733612,338.4979753,124.1979753,36.69090641,
1598,45854,Genetic bank,CIAT-PM21_3535,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2077,19,49,1,3,116,0.5243,0.7613,,0.237,262.3270041,52.536114,341.2970932,104.2970932,30.55903355,
1599,45854,Genetic bank,CIAT-PM21_6106,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2078,19,49,1,1,117,0.5313,0.7355,,0.2042,294.8114891,59.07909849,331.7501364,127.5501364,38.44765152,
1600,45854,Genetic bank,CIAT-PM21_6106,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2078,19,49,1,2,118,0.5334,0.7227,,0.1893,311.6838665,62.21435207,333.0614017,143.7614017,43.16363319,
1601,45854,Genetic bank,CIAT-PM21_6106,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2078,19,49,1,3,119,0.5236,0.726,,0.2024,289.3794385,58.84333827,326.9421634,124.5421634,38.09302602,
1602,45854,Genetic bank,CIAT-PM21_2580,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2079,19,49,1,1,120,0.5203,0.6927,,0.1724,315.4153737,64.65876041,317.3086641,144.9086641,45.66804519,
1603,45854,Genetic bank,CIAT-PM21_2580,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2079,19,49,1,2,121,0.537,0.7359,,0.1989,304.572719,60.49438381,327.4932782,128.5932782,39.26592902,
1604,45854,Genetic bank,CIAT-PM21_2580,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2079,19,49,1,3,122,0.5209,0.7143,,0.1934,294.9779131,60.39951955,317.6745784,124.2745784,39.12008919,
1605,45854,Genetic bank,CIAT-CIAT_16031,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2080,19,49,1,1,123,0.5455,0.7526,,0.2071,304.400011,59.51124232,336.2607082,129.1607082,38.4108833,
1606,45854,Genetic bank,CIAT-CIAT_16031,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2080,19,49,1,2,124,0.5299,0.7303,,0.2004,296.4723297,59.66770777,326.6444533,126.2444533,38.64888934,
1607,45854,Genetic bank,CIAT-CIAT_16031,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2080,19,49,1,3,125,0.54,0.764,,0.224,282.3428157,55.76119715,332.8703619,108.8703619,32.70653515,
1608,45854,Genetic bank,CIAT-CIAT_26936,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2081,19,49,1,1,126,0.5614,0.789,,0.2276,306.2085709,57.36299258,357.0411568,129.4411568,36.25384759,
1609,45854,Genetic bank,CIAT-CIAT_26936,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2081,19,49,1,2,127,0.5511,0.7926,,0.2415,282.5147906,53.91351459,350.4905264,108.9905264,31.09656843,
1610,45854,Genetic bank,CIAT-CIAT_26936,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2081,19,49,1,3,128,0.5565,0.784,,0.2275,301.6493939,57.00647064,353.9248375,126.4248375,35.7208153,
1611,45854,Genetic bank,CIAT-PM21_0074,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2082,19,49,1,1,129,0.5468,0.775,,0.2282,289.0240568,55.87985574,333.2169437,105.0169437,31.51608754,
1612,45854,Genetic bank,CIAT-PM21_0074,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2082,19,49,1,2,130,0.5201,0.7485,,0.2284,263.5682369,53.57423856,316.946109,88.54610901,27.93727592,
1613,45854,Genetic bank,CIAT-PM21_0074,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2082,19,49,1,3,131,0.5295,0.7609,,0.2314,269.4597989,53.79944637,322.6744178,91.27441784,28.28684668,
1614,45854,Genetic bank,CIAT-PM21_0072,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2083,19,49,1,1,132,0.5307,0.7491,,0.2184,277.2895838,55.94016757,328.273352,109.873352,33.47007953,
1615,45854,Genetic bank,CIAT-PM21_0072,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2083,19,49,1,2,133,0.5507,0.7668,,0.2161,298.2701786,57.98745554,340.6446862,124.5446862,36.56146455,
1616,45854,Genetic bank,CIAT-PM21_0072,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2083,19,49,1,3,134,0.544,0.8094,,0.2654,242.7121793,47.76743979,336.5002892,71.10028922,21.12933971,
1617,45854,Genetic bank,CIAT-PM21_6598,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2084,19,49,1,1,135,0.5288,0.7764,,0.2476,252.8369773,50.52324044,327.7427327,80.1427327,24.45293967,
1618,45854,Genetic bank,CIAT-PM21_6598,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2084,19,49,1,2,136,0.5401,0.7838,,0.2437,267.430884,52.32140971,334.7463123,91.04631227,27.19860053,
1619,45854,Genetic bank,CIAT-PM21_6598,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2084,19,49,1,3,137,0.5363,0.7706,,0.2343,273.234703,53.83566904,332.3911262,98.09112622,29.51075359,
1620,45854,Genetic bank,CIAT-PM21_6647,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2085,19,49,1,1,138,0.5349,0.7685,,0.2336,264.702575,53.12085233,329.7466805,96.14668051,29.15774023,
1621,45854,Genetic bank,CIAT-PM21_6647,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2085,19,49,1,2,139,0.5471,0.7767,,0.2296,280.0678609,54.95105389,337.2675433,107.6675433,31.92348195,
1622,45854,Genetic bank,CIAT-PM21_6647,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2085,19,49,1,3,140,0.5573,0.8373,,0.28,239.1699852,46.06776047,343.5554777,63.55547775,18.49933471,
1623,45854,Genetic bank,CIAT-PM21_0819,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2086,19,49,1,1,141,0.5551,0.7958,,0.2407,272.7522393,53.12124837,332.8243684,92.12436841,27.67957432,
1624,45854,Genetic bank,CIAT-PM21_0819,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2086,19,49,1,2,142,0.5214,0.7495,,0.2281,254.1806658,52.7038888,312.6186736,84.51867355,27.03570858,
1625,45854,Genetic bank,CIAT-PM21_0819,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2086,19,49,1,3,143,0.5474,0.7434,,0.196,310.329951,61.290064,328.2076369,132.2076369,40.28170648,
1626,45854,Genetic bank,CIAT-CIAT_16021,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grasses,F25-2087,19,49,1,1,144,0.5487,0.8865,,0.3378,180.5933701,34.83712958,366.5065836,28.70658363,7.83248785,
