subset,requisitioner,no,id_lab,id,n_replicates,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
3,Genetic bank,157,F24-3550,CIAT-10613,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,92.84,7.89,92.11,15.96,46.21,59.51
3,Genetic bank,159,F24-3551,CIAT-10627,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,93.39,13.71,86.29,11.83,39.59,57.5
3,Genetic bank,161,F24-3552,CIAT-10634,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,93.02,10.56,89.44,15.74,33.59,56.99
3,Genetic bank,163,F24-3553,CIAT-10639,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,93.2,11.08,88.92,15.72,35.04,53.94
3,Genetic bank,165,F24-3554,CIAT-10725,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,92.39,11.55,88.45,15.0,41.09,58.81
3,Genetic bank,167,F24-3555,CIAT-11199,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,91.82,8.77,91.23,14.8,36.3,58.28
3,Genetic bank,169,F24-3556,CIAT-11215,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,92.9,10.52,89.48,18.31,27.87,52.53
3,Genetic bank,171,F24-3557,CIAT-11220,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,91.88,8.42,91.58,17.37,26.31,56.95
3,Genetic bank,173,F24-3558,CIAT-11232,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,91.23,7.32,92.68,15.09,34.64,54.2
3,Genetic bank,175,F24-3559,CIAT-11313,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,25,92.19,11.54,88.46,14.94,38.82,55.96
3,Genetic bank,177,F24-3560,CIAT-11417,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,25,91.5,12.06,87.94,12.26,41.48,57.23
3,Genetic bank,179,F24-3561,CIAT-11624,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,92.04,12.04,87.96,15.62,33.73,54.88
3,Genetic bank,181,F24-3562,CIAT-11690,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,90.68,12.89,87.11,16.73,33.51,54.33
3,Genetic bank,183,F24-3563,CIAT-11762,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,90.71,8.06,91.94,15.95,39.8,58.73
3,Genetic bank,185,F24-3564,CIAT-11778,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,92.06,8.58,91.42,16.99,26.27,54.21
3,Genetic bank,187,F24-3565,CIAT-11784,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,92.3,8.64,91.36,16.9,35.91,59.39
3,Genetic bank,189,F24-3566,CIAT-11820,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,91.81,11.13,88.87,18.06,31.38,52.89
3,Genetic bank,191,F24-3567,CIAT-12042,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,91.35,15.08,84.92,17.68,31.39,53.81
3,Genetic bank,239,F24-3568,CIAT-12115,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,92.48,8.91,91.09,15.32,34.71,55.55
3,Genetic bank,241,F24-3569,CIAT-12140,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,91.57,11.22,88.78,19.39,28.23,54.15
3,Genetic bank,243,F24-3570,CIAT-12184,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,92.54,10.37,89.63,15.38,25.67,48.49
3,Genetic bank,245,F24-3571,CIAT-12202,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,92.63,10.68,89.32,18.22,24.08,48.06
3,Genetic bank,247,F24-3572,CIAT-12311,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,26,91.76,15.04,84.96,16.63,34.79,53.68
3,Genetic bank,251,F24-3574,CIAT-12374,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,91.94,8.79,91.21,17.42,30.52,56.26
3,Genetic bank,249,F24-3573,CIAT-12381,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,92.25,13.21,86.79,17.11,33.25,56.81
3,Genetic bank,253,F24-3575,CIAT-12457,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,93.7,11.91,88.09,16.96,27.69,55.43
3,Genetic bank,255,F24-3576,CIAT-12462,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,92.55,9.45,90.55,19.36,26.71,57.45
3,Genetic bank,257,F24-3577,CIAT-12485,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,26,93.95,13.35,86.65,14.59,30.78,55.79
3,Genetic bank,259,F24-3578,CIAT-12615,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,26,89.76,10.4,89.6,14.07,35.32,53.46
3,Genetic bank,261,F24-3579,CIAT-12686,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,90.96,10.25,89.75,16.0,34.52,48.94
3,Genetic bank,263,F24-3580,CIAT-12710,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,26,91.72,11.21,88.79,11.5,38.43,58.38
3,Genetic bank,265,F24-3581,CIAT-12758,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,26,91.38,9.52,90.48,14.95,34.11,56.97
3,Genetic bank,7,F25-0971,CIAT-13149,2,Fabales,Fabaceae,Desmodium,strigillosum,Desmodium strigillosum,Herbaceous_legumes,23,93.78,8.18,91.82,13.45,35.33,49.68
3,Genetic bank,69,F25-1670,CIAT-13158,2,Fabales,Fabaceae,Desmodium,strigillosum,Desmodium strigillosum,Herbaceous_legumes,24,93.52,7.32,92.68,16.53,38.17,50.29
3,Genetic bank,71,F25-1671,CIAT-13329,2,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,24,94.17,11.52,88.48,20.28,25.93,52.31
3,Genetic bank,73,F25-1672,CIAT-13387,2,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Shrub_Trees,24,92.58,5.23,94.77,18.43,57.23,63.92
3,Genetic bank,75,F25-1673,CIAT-13547,2,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,24,94.81,7.61,92.39,17.24,42.42,58.27
3,Genetic bank,9,F25-0974,CIAT-13946,2,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,23,93.82,6.8,93.2,14.37,53.08,60.83
3,Genetic bank,77,F25-1674,CIAT-13953,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,24,92.94,10.14,89.86,22.14,28.43,44.47
3,Genetic bank,1,F24-3540,CIAT-1467,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,23,92.62,8.54,91.46,13.64,34.78,52.93
3,Genetic bank,3,F24-3541,CIAT-1475,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,23,90.79,8.75,91.24,17.29,37.43,56.45
3,Genetic bank,79,F25-1675,CIAT-15086,2,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,24,95.1,6.67,93.33,25.43,27.19,56.25
3,Genetic bank,81,F25-1676,CIAT-17403,2,Fabales,Fabaceae,Flemingia,macrophylla,Flemingia macrophylla,Shrub_Trees,24,93.95,6.1,93.9,18.39,51.91,64.19
3,Breeding,229,F25-2637,CIAT-17462,2,Fabales,Leguminosae,Leucaena ,leucocephala ,Leucaena leucocephala ,Shrub_Trees,26,92.63,6.88,93.12,29.87,39.13,57.51
3,Genetic bank,83,F25-1677,CIAT-17519,2,Fabales,Fabaceae,Mimosa,somnians,Mimosa somnians,Herbaceous_legumes,24,94.5,8.75,91.25,17.65,25.56,46.21
3,Breeding,217,F25-2631,CIAT-17768,4,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,93.14,7.72,92.28,25.33,30.69,51.36
3,Genetic bank,85,F25-1678,CIAT-17896,2,Fabales,Fabaceae,Chamaecrista,desvauxii,Chamaecrista desvauxii,Herbaceous_legumes,24,94.71,6.33,93.67,15.64,40.33,51.74
3,Genetic bank,87,F25-1679,CIAT-18123,2,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,24,94.61,8.31,91.69,15.0,40.99,62.79
3,Genetic bank,89,F25-1680,CIAT-18126,2,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,24,92.8,10.3,89.7,18.02,40.49,56.41
3,Genetic bank,91,F25-1681,CIAT-18127,2,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,24,94.19,9.2,90.8,17.34,37.77,54.54
3,Genetic bank,93,F25-1682,CIAT-18668,2,Fabales,Fabaceae,Cratylia,argentea,Cratylia argentea,Shrub_Trees,24,94.11,12.82,87.18,21.26,28.0,50.11
3,Genetic bank,95,F25-1683,CIAT-19228,2,Fabales,Fabaceae,Eriosema,psoraleoides,Eriosema psoraleoides,Herbaceous_legumes,24,93.69,9.42,90.58,17.93,47.97,62.31
3,Genetic bank,97,F25-1684,CIAT-19537,2,Fabales,Fabaceae,Crotalaria,verrucosa,Crotalaria verrucosa,Herbaceous_legumes,24,93.5,9.04,90.96,28.32,24.02,44.46
3,Genetic bank,11,F25-0980,CIAT-19867,2,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,23,95.9,15.46,84.54,19.32,25.83,44.28
3,Genetic bank,21,F25-1655,CIAT-1992,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,23,92.47,8.32,91.68,19.95,38.55,60.22
3,Genetic bank,99,F25-1685,CIAT-20208,2,Fabales,Fabaceae,Aeschynomene,sensitiva,Aeschynomene sensitiva,Herbaceous_legumes,24,95.46,7.87,92.13,19.0,25.38,59.64
3,Genetic bank,101,F25-1686,CIAT-20345,2,Fabales,Fabaceae,Pachyrhizus,erosus,Pachyrhizus erosus,Herbaceous_legumes,24,93.72,10.63,89.37,17.94,22.48,38.5
3,Breeding,213,F25-2629,CIAT-20692,4,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,94.7,8.02,91.98,25.41,29.62,51.31
3,Genetic bank,103,F25-1687,CIAT-20927,2,Fabales,Fabaceae,Mimosa,albida,Mimosa albida,Herbaceous_legumes,24,93.68,8.62,91.38,13.93,41.22,59.01
3,Genetic bank,105,F25-1688,CIAT-21849,2,Fabales,Fabaceae,Chamaecrista,desvauxii,Chamaecrista desvauxii,Herbaceous_legumes,24,94.9,5.92,94.08,17.51,43.79,58.23
3,Genetic bank,107,F25-1689,CIAT-22072,2,Fabales,Fabaceae,Bauhinia,sp.,Bauhinia sp.,Shrub_Trees,24,93.61,7.78,92.22,26.74,29.97,45.1
3,Genetic bank,109,F25-1690,CIAT-22409,2,Fabales,Fabaceae,Cratylia,argentea,Cratylia argentea,Shrub_Trees,24,92.93,11.38,88.62,19.09,30.48,55.9
3,Genetic bank,111,F25-1691,CIAT-22692,2,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,24,92.27,7.39,92.61,25.3,24.26,42.74
3,Genetic bank,5,F25-0954,CIAT-23326,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,23,95.84,15.05,84.95,18.11,23.0,40.0
3,Genetic bank,113,F25-1692,CIAT-23715,2,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Shrub_Trees,24,93.79,5.22,94.78,16.81,59.14,65.42
3,Genetic bank,115,F25-1693,CIAT-23746,2,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,24,93.84,6.88,93.12,18.88,40.5,56.6
3,Genetic bank,117,F25-1694,CIAT-23985,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,24,95.17,12.04,87.96,18.34,24.87,39.7
3,Genetic bank,153,F24-3548,CIAT-2783,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,89.75,10.11,89.89,17.78,31.3,49.65
3,Genetic bank,23,F25-1656,CIAT-3001,2,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,23,94.5,6.97,93.03,15.82,40.09,57.84
3,Genetic bank,119,F25-1695,CIAT-32265,2,Fabales,Fabaceae,Chamaecrista,diphylla,Chamaecrista diphylla,Herbaceous_legumes,24,95.81,8.04,91.96,17.04,37.98,53.26
3,Genetic bank,25,F25-1657,CIAT-3304,2,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,23,94.91,8.2,91.8,20.82,24.97,46.61
3,Genetic bank,121,F25-1696,CIAT-33070,2,Fabales,Fabaceae,Desmodium,oblongum,Desmodium oblongum,Shrub_Trees,24,96.0,10.02,89.98,16.09,39.34,54.18
3,Genetic bank,123,F25-1697,CIAT-33079,2,Fabales,Fabaceae,Desmodium,oblongum,Desmodium oblongum,Shrub_Trees,24,95.66,10.51,89.49,18.27,28.9,45.96
3,Genetic bank,125,F25-1698,CIAT-33131,2,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,24,94.84,6.9,93.1,17.67,41.11,56.05
3,Genetic bank,127,F25-1699,CIAT-33195,2,Fabales,Fabaceae,Dalea,carthagenensis,Dalea carthagenensis,Herbaceous_legumes,24,95.71,6.44,93.56,16.47,23.48,43.58
3,Benchmark,205,F25-2625,CIAT-36087-MulatoII-Exc,2,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,97.01,10.33,89.67,12.48,29.37,62.99
3,Benchmark,141,F25-2139,CIAT-36087-MulatoII-Opt,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,25,96.95,11.55,88.45,10.33,29.44,59.23
3,Genetic bank,129,F25-1700,CIAT-43055,2,Fabales,Fabaceae,Desmodium,discolor,Desmodium discolor,Herbaceous_legumes,24,94.82,9.02,90.98,28.02,22.45,43.07
3,Genetic bank,27,F25-1658,CIAT-5713,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,23,94.64,9.34,90.66,15.88,24.61,45.9
3,Benchmark,207,F25-2626,CIAT-606-Basilisk-Exc,2,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.88,9.46,90.54,11.82,30.3,65.32
3,Benchmark,137,F25-2137,CIAT-606-Basilisk-Opt,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,25,96.79,10.59,89.41,8.5,31.27,62.47
3,Benchmark,143,F25-2140,CIAT-6133-Llanero-Opt,2,Poales,Poaceae,Brachiaria,humidicola,Brachiaria humidicola,Grass,25,97.39,13.06,86.94,9.46,30.98,64.12
3,Benchmark,203,F25-2624,CIAT-6294-Marandu-Exc,2,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.18,10.3,89.7,12.8,30.47,63.4
3,Benchmark,139,F25-2138,CIAT-6294-Marandu-Opt,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico ,Grass,25,96.12,11.3,88.7,7.59,32.37,64.62
3,Benchmark,135,F25-2136,CIAT-6962-Mombaza-Ex,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,25,96.94,12.03,87.97,5.25,37.83,68.79
3,Benchmark,145,F25-2141,CIAT-6962-Mombaza-Opt,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus ,Grass,25,97.52,12.24,87.76,7.21,32.96,65.42
3,Breeding,221,F25-2633,CIAT-712,4,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,93.18,7.78,92.22,23.11,33.02,51.42
3,Genetic bank,29,F25-1659,CIAT-7381,2,Fabales,Fabaceae,Galactia,glaucescens,Galactia glaucescens,Herbaceous_legumes,23,94.47,12.77,87.23,13.58,46.86,68.34
3,Genetic bank,31,F25-1660,CIAT-7799,2,Fabales,Fabaceae,Dioclea,guianensis,Dioclea guianensis,Herbaceous_legumes,23,93.46,7.77,92.23,20.38,52.92,65.25
3,Genetic bank,33,F25-1661,CIAT-7803,2,Fabales,Fabaceae,Dioclea,holtiana,Dioclea holtiana,Herbaceous_legumes,23,94.24,11.45,88.55,20.31,41.02,58.24
3,Genetic bank,13,F25-1651,CIAT-798,2,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,23,92.61,11.1,88.9,17.15,24.95,56.89
3,Genetic bank,35,F25-1662,CIAT-8182,2,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,23,93.32,7.32,92.68,13.83,46.99,63.36
3,Genetic bank,15,F25-1652,CIAT-822,2,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,23,94.05,6.64,93.36,17.01,26.72,46.8
3,Genetic bank,37,F25-1663,CIAT-8434,2,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,93.52,8.37,91.63,18.05,46.47,62.41
3,Genetic bank,17,F25-1653,CIAT-852,2,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,93.77,9.56,90.44,14.73,45.62,63.41
3,Genetic bank,39,F25-1664,CIAT-8702,2,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,23,93.01,8.68,91.32,23.92,31.39,50.99
3,Genetic bank,41,F25-1665,CIAT-8816,2,Fabales,Fabaceae,Crotalaria,micans,Crotalaria micans,Herbaceous_legumes,23,93.45,9.29,90.71,25.38,21.11,41.72
3,Genetic bank,43,F25-1666,CIAT-8826,2,Fabales,Fabaceae,Zapoteca,formosa,Zapoteca formosa,Shrub_Trees,23,93.71,9.52,90.48,17.79,11.19,38.62
3,Genetic bank,19,F25-1654,CIAT-907,2,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,23,92.97,9.28,90.72,16.71,33.35,61.77
3,Breeding,225,F25-2635,CIAT-9432,4,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,95.4,7.72,92.28,21.89,35.13,54.12
3,Genetic bank,45,F25-1667,CIAT-9578,8,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,95.08,7.25,92.75,14.7,50.08,63.43
3,Genetic bank,47,F25-1668,CIAT-9740,2,Fabales,Fabaceae,Chamaecrista,desvauxii,Chamaecrista desvauxii,Herbaceous_legumes,23,95.38,8.27,91.73,17.12,37.57,53.43
3,Genetic bank,49,F25-1669,CIAT-9934,2,Fabales,Fabaceae,Aeschynomene,americana,Aeschynomene americana,Herbaceous_legumes,23,93.8,7.86,92.14,18.35,23.99,61.14
3,Breeding,59,F25-2170,CIAT-BH-22-0765,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,23,97.48,10.74,89.26,9.79,36.16,72.26
3,Breeding,61,F25-2171,CIAT-BH-22-2531,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,23,96.45,12.34,87.66,6.22,33.04,71.22
3,Breeding,55,F25-2105,CIAT-BR-09-4467,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,23,92.3,14.62,85.38,13.66,24.32,58.96
3,Breeding,53,F25-2101,CIAT-CIAT-16071,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,23,93.03,13.63,86.37,16.95,28.87,66.51
3,Breeding,51,F25-2096,CIAT-PM-21-4448,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,23,95.49,11.26,88.74,12.02,31.22,72.06
3,LMF-invivo,193,Dieta-1_Exp1,Dieta-1-Exp-1,2,,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,,25,89.0,9.5,89.53,13.79,35.48,71.52
3,LMF,235,Dieta-1_2,Dieta-1-Exp-2,2,,,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,,26,89.0,9.5,89.53,,,
3,LMF-invivo,195,Dieta-2_Exp1,Dieta-2-Exp-1,2,,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,,25,89.0,9.1,89.58,13.29,33.91,67.86
3,LMF,237,Dieta-2_2,Dieta-2-Exp-2,2,,,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,,26,89.0,9.5,89.53,,,
3,LMF,63,F25-0017,Hohenheimer-Heustandard,18,,,Hohenheimer,Heustandard,Hohenheimer Heustandard,,23,91.33,10.06,89.94,,,
3,LMF,267,F25-2134,Hohenheimer-Heustandard-IAG-2025/1-S-1,2,Green meal , Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,,26,91.33,10.06,89.94,,,
3,Benchmark,149,F25-2567,Humidicola-679,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,25,92.25,6.07,93.93,2.29,43.86,81.88
3,LMF-invivo,57,F25-2131,Muestra-#-02,2,Poales, Poaceae,Cynodon,nlenfuensis,Cynodon nlemfuensis,Grass,23,92.18,9.3,90.7,5.74,40.04,77.78
3,Benchmark,147,F25-2566,Paja-Sabana-Madura,2,Poales,Poaceae,,,,Grass,25,92.41,7.33,92.67,6.02,46.15,77.96
3,Benchmark,151,F25-2568,Sabana-Quemada,2,Poales,Poaceae,,,,Grass,25,93.62,11.39,88.61,4.07,49.66,77.83
3,LMF,65,F25-0008,Sample-8,32,,,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,,23,93.73,11.42,88.59,,,
3,Breeding,231,F25-2638,nan,4,Asterales,Compositae,Tithonia ,diversifolia ,Tithonia diversifolia,Shrub_Trees,26,90.58,14.26,85.74,19.53,23.96,41.5
4,Genbank,169,F25-2596,CIAT-10026,2,Fabales,Fabaceae,Stylosanthes,seabrana,Stylosanthes seabrana,Herbaceous_legumes,28,92.75,9.97,90.03,16.29,34.49,57.25
4,Genbank,171,F25-2597,CIAT-12411,2,Fabales,Fabaceae,Stylosanthes,sympodialis,Stylosanthes sympodialis,Herbaceous_legumes,28,91.72,11.78,88.22,17.94,34.3,61.11
4,Genbank,55,F25-1755,CIAT-13258,2,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,94.6,14.87,85.13,15.55,54.96,61.8
4,Genbank,57,F25-1756,CIAT-13260,2,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,94.08,12.08,87.92,15.81,57.39,65.19
4,Genbank,1,F25-1728,CIAT-13262,2,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,94.93,8.7,91.3,18.98,47.52,60.4
4,Genbank,173,F25-2598,CIAT-13494,2,Fabales,Fabaceae,Desmodium,tortuosum,Desmodium tortuosum,Shrub_Trees,28,91.67,10.88,89.12,21.08,23.41,50.72
4,Genbank,3,F25-1729,CIAT-13528,2,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,95.05,7.58,92.42,16.9,48.36,56.88
4,Genbank,5,F25-1730,CIAT-13529,2,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,94.36,6.69,93.31,18.17,45.33,59.94
4,Genbank,175,F25-2599,CIAT-13562,2,Fabales,Fabaceae,Desmodium,tortuosum,Desmodium tortuosum,Shrub_Trees,28,91.81,14.8,85.2,18.56,27.49,50.32
4,Genbank,177,F25-2600,CIAT-13593,2,Fabales,Fabaceae,Desmodium,scorpiurus,Desmodium scorpiurus,Herbaceous_legumes,28,90.71,10.48,89.52,16.65,42.65,58.29
4,Genbank,179,F25-2601,CIAT-13608,2,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,28,92.61,9.98,90.02,17.58,44.72,59.52
4,Genbank,7,F25-1731,CIAT-13710,2,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,94.13,7.49,92.51,19.14,55.17,64.36
4,Genbank,,F26-0017,CIAT-1405,2,Fabales,Fabaceae,Stylosanthes,capitata,Stylosanthes capitata,Herbaceous_legumes,30,94.63,14.28,85.72,16.07,43.38,60.85
4,Genbank,,F26-0023,CIAT-14080,2,Fabales,Fabaceae,Zornia,brasiliensis,Zornia brasiliensis,Herbaceous_legumes,30,94.73,18.46,81.54,17.23,27.72,46.65
4,Genbank,59,F25-1757,CIAT-17263,2,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,27,94.47,13.81,86.19,13.71,36.27,57.76
4,Genbank,67,F25-1758,CIAT-17459,2,Fabales,Fabaceae,Erythrina,berteroana,Erythrina berteroana,Shrub_Trees,28,94.59,11.87,88.13,24.25,38.26,51.98
4,Genbank,69,F25-1759,CIAT-17482,2,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,92.66,14.24,85.76,26.54,33.11,51.05
4,Genbank,71,F25-1760,CIAT-17502,2,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,94.26,12.96,87.04,28.86,35.48,46.09
4,Genbank,,F26-0035,CIAT-17514,2,Fabales,Fabaceae,Mimosa,pudica,Mimosa pudica,Shrub_Trees,30,96.44,10.03,89.97,19.83,41.15,59.39
4,Genbank,,F26-0036,CIAT-17725,2,Fabales,Fabaceae,Mimosa,polycarpa,Mimosa polycarpa,Shrub_Trees,30,95.67,8.0,92.0,21.38,35.15,61.08
4,Genbank,,F26-0018,CIAT-1812,2,Fabales,Fabaceae,Stylosanthes,viscosa,Stylosanthes viscosa,Herbaceous_legumes,30,95.46,10.54,89.46,11.39,44.1,56.28
4,Genbank,181,F25-2602,CIAT-18277,2,Fabales,Fabaceae,Indigofera,jamaicensis,Indigofera jamaicensis,Herbaceous_legumes,28,89.83,10.33,89.67,21.94,32.43,49.96
4,Genbank,,F26-0037,CIAT-18947,2,Fabales,Fabaceae,Sesbania,sesban,Sesbania sesban,Shrub_Trees,30,95.48,9.73,90.27,28.79,20.47,46.0
