id_lab,id,tax_name,functional_group,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,net_gas_8h_ml,net_gas_24h_ml,gas_ml_g_dm_incubated_24h,tddm,part_fact,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,ch4_ml_g_dm_incubated_24h,methane_intensity,ch4_ml_g_ndf_digested_24h
F25-0979,CIAT-18873,Alysicarpus ferrugineus,Herbaceous_legumes,95.02,9.34,90.66,15.36,34.52,51.78,31.85,58.97,124.07,34.7,2.8,15.74,16.3,20.23,62.93,-1255.13
F25-0980,CIAT-19867,Uraria lagopodioides,Herbaceous_legumes,95.9,15.46,84.54,19.32,25.83,44.28,40.35,72.59,151.33,52.36,3.46,15.53,16.05,24.29,47.81,229.34
F25-0981,CIAT-20207,Aeschynomene sensitiva,Herbaceous_legumes,90.74,5.98,94.02,21.92,25.34,52.9,33.41,61.78,136.11,44.19,3.25,12.4,13.02,17.72,42.6,-1084.49
F25-0982,CIAT-20709,Calopogonium mucunoides,Herbaceous_legumes,93.94,9.01,90.99,16.64,33.13,48.82,29.92,62.77,133.61,37.16,2.78,14.98,15.95,21.31,61.02,171.88
F25-0983,CIAT-18437,Flemingia macrophylla,Shrub_Trees,95.67,4.88,95.12,17.19,47.66,65.07,21.99,33.9,70.84,22.61,3.2,12.28,13.05,9.25,41.87,-248.83
F25-0984,CIAT-25522,Centrosema macrocarpum,Herbaceous_legumes,95.3,9.9,90.1,20.98,28.86,50.65,43.73,72.63,152.35,52.0,3.41,13.87,15.27,23.27,45.94,231.59
F25-0985,CIAT-25704,Centrosema molle x acutifolium,Herbaceous_legumes,95.74,7.2,92.8,24.11,32.58,58.64,31.55,64.25,134.2,38.46,2.87,13.13,14.05,18.85,52.85,-191.37
F25-0986,CIAT-33729,Desmodium cinereum,Shrub_Trees,94.15,15.73,84.27,19.2,22.88,40.07,33.37,56.56,120.1,43.74,3.64,14.24,14.84,17.82,42.98,-449.72
F25-0987,CIAT-33827,Desmodium incanum,Herbaceous_legumes,93.88,15.54,84.46,16.09,40.08,49.1,25.37,44.71,95.2,22.28,2.35,12.48,14.67,13.97,68.58,-124.29
F25-0988,CIAT-8512,Calopogonium caeruleum,Herbaceous_legumes,92.94,10.36,89.64,22.41,30.93,50.42,28.42,60.92,131.05,42.35,3.24,14.64,15.93,20.9,51.26,-552.62
F25-0989,CIAT-11833,Stylosanthes guianensis,Herbaceous_legumes,94.97,9.91,90.08,13.53,41.13,65.0,33.95,63.44,133.53,30.51,2.29,11.63,13.19,17.6,63.62,-1610.91
F25-1651,CIAT-798,Galactia striata,Herbaceous_legumes,92.61,11.1,88.9,17.15,24.95,56.89,39.46,84.43,175.53,56.06,3.24,13.27,15.03,26.25,47.46,119.06
F25-1652,CIAT-822,Calopogonium mucunoides,Herbaceous_legumes,94.05,6.64,93.36,17.01,26.72,46.8,39.7,76.91,157.25,52.37,3.39,13.64,14.93,23.39,45.92,981.1
F25-1653,CIAT-852,Dioclea sericea,Herbaceous_legumes,93.77,9.56,90.44,14.73,45.62,63.41,23.52,44.02,90.79,29.57,3.37,12.12,13.35,12.36,45.01,-34.39
F25-1654,CIAT-907,Dioclea virgata,Herbaceous_legumes,92.97,9.28,90.72,16.71,33.35,61.77,26.79,62.21,127.78,41.03,3.27,13.16,14.84,19.11,47.76,446.04
F25-1655,CIAT-1992,Stylosanthes guianensis,Herbaceous_legumes,92.47,8.32,91.68,19.95,38.55,60.22,32.29,73.6,152.09,46.27,3.05,12.03,13.33,20.26,45.36,160.71
F25-1656,CIAT-3001,Codariocalyx gyroides,Shrub_Trees,94.5,6.97,93.03,15.82,40.09,57.84,28.3,59.44,122.62,37.81,3.13,12.29,13.72,16.69,45.03,-191.69
F25-1657,CIAT-3304,Desmodium cajanifolium,Shrub_Trees,94.91,8.2,91.8,20.82,24.97,46.61,45.09,84.23,177.58,53.08,3.02,12.93,14.08,25.07,47.33,224.46
F25-1658,CIAT-5713,Centrosema macrocarpum,Herbaceous_legumes,94.64,9.34,90.66,15.88,24.61,45.9,42.63,81.38,165.82,46.41,2.8,13.59,15.01,24.77,56.1,-463.96
F25-1659,CIAT-7381,Galactia glaucescens,Herbaceous_legumes,94.47,12.77,87.23,13.58,46.86,68.34,31.67,61.72,130.51,29.21,2.25,12.66,14.39,18.85,57.97,274.14
F25-1660,CIAT-7799,Dioclea guianensis,Herbaceous_legumes,93.46,7.77,92.23,20.38,52.92,65.25,24.16,48.82,103.82,26.81,2.6,12.13,13.6,14.15,43.95,206.37
F25-1661,CIAT-7803,Dioclea holtiana,Herbaceous_legumes,94.24,11.45,88.55,20.31,41.02,58.24,24.68,49.17,104.29,28.81,2.75,11.52,12.55,13.09,60.55,285.52
F25-1662,CIAT-8182,Eriosema diffusum,Herbaceous_legumes,93.32,7.32,92.68,13.83,46.99,63.36,27.25,47.79,102.09,22.84,2.28,12.51,13.76,14.05,55.64,260.38
F25-1663,CIAT-8434,Dioclea sericea,Herbaceous_legumes,93.52,8.37,91.63,18.05,46.47,62.41,34.82,63.08,134.89,35.13,2.55,13.53,14.84,20.06,63.72,297.93
F25-1664,CIAT-8702,Calopogonium caeruleum,Herbaceous_legumes,93.01,8.68,91.32,23.92,31.39,50.99,33.15,63.77,132.26,40.32,3.09,14.18,15.65,20.65,55.47,1471.83
F25-1665,CIAT-8816,Crotalaria micans,Herbaceous_legumes,93.45,9.29,90.71,25.38,21.11,41.72,49.37,88.54,181.86,63.24,3.51,13.97,15.22,27.61,44.2,1037.04
F25-1666,CIAT-8826,Zapoteca formosa,Shrub_Trees,93.71,9.52,90.48,17.79,11.19,38.62,48.1,97.95,209.13,67.03,3.2,11.7,12.72,26.62,40.33,188.85
F25-1668,CIAT-9740,Chamaecrista desvauxii,Herbaceous_legumes,95.38,8.27,91.73,17.12,37.57,53.43,38.78,75.93,159.16,44.55,2.85,10.47,13.39,21.33,48.33,230.54
F25-1669,CIAT-9934,Aeschynomene americana,Herbaceous_legumes,93.8,7.86,92.14,18.35,23.99,61.14,50.65,87.34,185.18,49.69,2.77,11.9,13.9,25.85,53.64,252.95
F25-1670,CIAT-13158,Desmodium strigillosum,Herbaceous_legumes,93.52,7.32,92.68,16.53,38.17,50.29,,,,,,,,,,
F25-1671,CIAT-13329,Desmodium cajanifolium,Shrub_Trees,94.17,11.52,88.48,20.28,25.93,52.31,,,,,,,,,,
F25-1672,CIAT-13387,Desmodium sequax,Shrub_Trees,92.58,5.23,94.77,18.43,57.23,63.92,,,,,,,,,,
F25-1673,CIAT-13547,Codariocalyx gyroides,Shrub_Trees,94.81,7.61,92.39,17.24,42.42,58.27,,,,,,,,,,
F25-1674,CIAT-13953,Desmodium velutinum,Shrub_Trees,92.94,10.14,89.86,22.14,28.43,44.47,,,,,,,,,,
F25-1675,CIAT-15086,Centrosema acutifolium,Herbaceous_legumes,95.1,6.67,93.33,25.43,27.19,56.25,,,,,,,,,,
F25-1676,CIAT-17403,Flemingia macrophylla,Shrub_Trees,93.95,6.1,93.9,18.39,51.91,64.19,,,,,,,,,,
F25-1677,CIAT-17519,Mimosa somnians,Herbaceous_legumes,94.5,8.75,91.25,17.65,25.56,46.21,,,,,,,,,,
F25-1678,CIAT-17896,Chamaecrista desvauxii,Herbaceous_legumes,94.71,6.33,93.67,15.64,40.33,51.74,,,,,,,,,,
F25-1679,CIAT-18123,Dioclea virgata,Herbaceous_legumes,94.61,8.31,91.69,15.0,40.99,62.79,,,,,,,,,,
F25-1680,CIAT-18126,Dioclea virgata,Herbaceous_legumes,92.8,10.3,89.7,18.02,40.49,56.41,,,,,,,,,,
F25-1681,CIAT-18127,Dioclea virgata,Herbaceous_legumes,94.19,9.2,90.8,17.34,37.77,54.54,,,,,,,,,,
F25-1682,CIAT-18668,Cratylia argentea,Shrub_Trees,94.11,12.82,87.18,21.26,28.0,50.11,,,,,,,,,,
F25-1683,CIAT-19228,Eriosema psoraleoides,Herbaceous_legumes,93.69,9.42,90.58,17.93,47.97,62.31,,,,,,,,,,
F25-1684,CIAT-19537,Crotalaria verrucosa,Herbaceous_legumes,93.5,9.04,90.96,28.32,24.02,44.46,,,,,,,,,,
F25-1685,CIAT-20208,Aeschynomene sensitiva,Herbaceous_legumes,95.46,7.87,92.13,19.0,25.38,59.64,,,,,,,,,,
F25-1686,CIAT-20345,Pachyrhizus erosus,Herbaceous_legumes,93.72,10.63,89.37,17.94,22.48,38.5,,,,,,,,,,
F25-1687,CIAT-20927,Mimosa albida,Herbaceous_legumes,93.68,8.62,91.38,13.93,41.22,59.01,,,,,,,,,,
F25-1688,CIAT-21849,Chamaecrista desvauxii,Herbaceous_legumes,94.9,5.92,94.08,17.51,43.79,58.23,,,,,,,,,,
F25-1689,CIAT-22072,Bauhinia sp.,Shrub_Trees,93.61,7.78,92.22,26.74,29.97,45.1,,,,,,,,,,
F25-1690,CIAT-22409,Cratylia argentea,Shrub_Trees,92.93,11.38,88.62,19.09,30.48,55.9,,,,,,,,,,
F25-1691,CIAT-22692,Lablab purpureus,Herbaceous_legumes,92.27,7.39,92.61,25.3,24.26,42.74,,,,,,,,,,
F25-1693,CIAT-23746,Codariocalyx gyroides,Shrub_Trees,93.84,6.88,93.12,18.88,40.5,56.6,,,,,,,,,,
F25-1694,CIAT-23985,Desmodium velutinum,Shrub_Trees,95.17,12.04,87.96,18.34,24.87,39.7,,,,,,,,,,
F25-1695,CIAT-32265,Chamaecrista diphylla,Herbaceous_legumes,95.81,8.04,91.96,17.04,37.98,53.26,,,,,,,,,,
F25-1696,CIAT-33070,Desmodium oblongum,Shrub_Trees,96.0,10.02,89.98,16.09,39.34,54.18,,,,,,,,,,
F25-1697,CIAT-33079,Desmodium oblongum,Shrub_Trees,95.66,10.51,89.49,18.27,28.9,45.96,,,,,,,,,,
F25-1698,CIAT-33131,Codariocalyx gyroides,Shrub_Trees,94.84,6.9,93.1,17.67,41.11,56.05,,,,,,,,,,
F25-1699,CIAT-33195,Dalea carthagenensis,Herbaceous_legumes,95.71,6.44,93.56,16.47,23.48,43.58,,,,,,,,,,
F25-1700,CIAT-43055,Desmodium discolor,Herbaceous_legumes,94.82,9.02,90.98,28.02,22.45,43.07,,,,,,,,,,
F25-1728,CIAT-13262,Dendrolobium triangulare,Shrub_Trees,94.93,8.7,91.3,18.98,47.52,60.4,27.5,46.96,98.84,31.33,3.22,13.5,15.05,14.85,48.87,-0.82
F25-1729,CIAT-13528,Dendrolobium lanceolatum,Shrub_Trees,95.05,7.58,92.42,16.9,48.36,56.88,24.18,38.17,80.27,25.89,3.22,12.78,14.42,11.58,46.62,-0.2
F25-1730,CIAT-13529,Dendrolobium triangulare,Shrub_Trees,94.36,6.69,93.31,18.17,45.33,59.94,26.52,51.6,109.28,31.83,2.94,13.73,15.62,17.08,55.06,2.81
F25-1731,CIAT-13710,Dendrolobium lanceolatum,Shrub_Trees,94.13,7.49,92.51,19.14,55.17,64.36,21.44,34.24,72.71,18.1,2.5,13.91,15.26,11.09,63.86,-0.2
F25-1732,CIAT-22004,Dendrolobium triangulare,Shrub_Trees,94.3,6.81,93.19,17.58,49.2,63.61,23.69,44.49,94.31,23.51,2.5,13.47,15.14,14.27,61.95,-0.36
F25-1733,CIAT-23104,Dendrolobium triangulare,Shrub_Trees,92.63,7.0,93.0,19.39,57.01,67.22,21.8,41.81,90.22,18.16,2.02,14.43,15.96,14.39,80.77,-0.32
F25-1734,CIAT-23106,Dendrolobium triangulare,Shrub_Trees,94.65,6.85,93.15,21.89,55.75,67.76,20.49,36.12,76.28,18.83,2.51,14.54,16.08,12.25,69.06,-0.33
F25-1735,CIAT-23107,Dendrolobium triangulare,Shrub_Trees,94.99,6.92,93.08,21.24,51.07,67.22,18.19,33.64,70.82,18.22,2.57,14.26,16.04,11.34,62.47,-0.25
F25-1736,CIAT-23108,Dendrolobium triangulare,Shrub_Trees,94.54,6.93,93.07,21.59,58.17,69.37,19.94,36.6,77.37,17.48,2.26,13.61,15.79,12.22,71.58,-0.32
F25-1737,CIAT-23412,Dendrolobium triangulare,Shrub_Trees,94.19,7.27,92.73,21.15,50.98,62.14,21.48,34.13,72.44,19.64,2.72,13.51,14.92,10.8,58.16,-0.18
F25-1738,CIAT-23413,Dendrolobium triangulare,Shrub_Trees,93.53,7.5,92.5,21.32,54.59,66.23,23.18,41.48,88.66,22.62,2.57,14.12,15.3,13.53,62.63,-0.23
F25-1739,CIAT-23419,Dendrolobium triangulare,Shrub_Trees,93.96,7.2,92.8,20.19,56.43,67.78,22.37,39.67,84.39,17.59,2.1,14.04,15.79,13.31,80.56,-0.17
F25-1740,CIAT-23422,Dendrolobium triangulare,Shrub_Trees,91.86,7.06,92.94,21.67,54.63,66.57,21.28,39.76,86.53,21.77,2.93,14.63,16.19,14.06,69.29,-0.23
F25-1741,CIAT-23734,Dendrolobium triangulare,Shrub_Trees,94.71,7.86,92.14,21.44,47.22,62.02,25.69,49.18,103.8,30.16,2.91,15.12,16.26,16.88,60.39,-0.5
F25-1742,CIAT-23932,Dendrolobium triangulare,Shrub_Trees,95.12,7.29,92.71,18.84,49.89,63.09,24.31,46.54,97.8,22.76,2.35,14.7,16.24,15.87,73.46,-0.28
F25-1743,CIAT-23933,Dendrolobium triangulare,Shrub_Trees,93.72,7.37,92.63,17.58,49.31,64.37,21.55,47.56,101.41,22.87,2.26,15.03,14.65,14.96,65.72,-0.4
F25-1744,CIAT-23934,Dendrolobium triangulare,Shrub_Trees,94.17,8.2,91.8,22.61,43.74,58.5,27.06,50.73,107.67,29.86,2.8,14.45,15.71,16.87,58.42,-0.16
F25-1745,CIAT-23936,Dendrolobium triangulare,Shrub_Trees,94.06,7.8,92.2,19.27,49.21,61.66,21.56,42.33,89.97,21.51,2.41,14.27,15.87,14.26,69.63,-0.28
F25-1746,CIAT-33119,Dendrolobium triangulare,Shrub_Trees,95.29,7.4,92.6,17.3,40.98,59.48,26.73,51.38,107.78,29.76,2.75,14.65,16.27,17.52,60.37,88.57
F25-1747,CIAT-33383,Dendrolobium sp.,Shrub_Trees,94.67,9.8,90.2,14.66,47.34,59.76,23.56,49.23,103.96,30.62,2.94,14.32,15.94,16.57,56.51,-0.65
F25-1748,CIAT-33402,Dendrolobium triangulare,Shrub_Trees,94.63,6.91,93.09,20.08,45.18,60.09,24.81,51.67,109.13,29.73,2.74,14.39,15.88,17.33,60.27,-0.61
F25-1749,CIAT-33508,Dendrolobium umbellatum,Shrub_Trees,93.75,8.67,91.33,22.61,45.81,58.36,27.8,56.81,121.09,31.78,2.63,14.74,16.94,20.5,67.34,-0.08
F25-1750,CIAT-33515,Dendrolobium triangulare,Shrub_Trees,93.41,11.11,88.89,20.96,51.47,63.32,21.21,41.84,89.54,18.94,2.14,14.2,15.58,13.93,79.12,-0.24
F25-1751,CIAT-7353,Prosopis juliflora,Shrub_Trees,94.63,9.42,90.58,30.49,29.38,46.32,18.68,30.98,65.45,44.37,6.98,11.21,9.59,6.48,15.04,-0.3
F25-1752,CIAT-7976,Cassia sp.,Shrub_Trees,93.42,12.05,87.95,25.59,39.54,50.12,31.56,59.92,128.2,41.56,3.26,12.78,14.12,18.07,44.81,-0.33
F25-1753,CIAT-8018,Acacia aroma,Shrub_Trees,93.8,18.11,81.89,23.54,58.53,70.33,25.82,41.96,89.45,19.41,2.18,14.07,15.7,14.04,74.59,-0.49
F25-1754,CIAT-9990,Prosopis juliflora,Shrub_Trees,92.97,12.38,87.62,31.75,28.64,48.76,15.37,26.54,57.07,52.35,9.25,9.28,6.78,3.88,7.53,-0.12
F25-1755,CIAT-13258,Dendrolobium lanceolatum,Shrub_Trees,94.6,14.87,85.13,15.55,54.96,61.8,18.81,28.98,61.24,19.8,3.22,12.89,13.15,8.06,41.85,-0.14
F25-1756,CIAT-13260,Dendrolobium lanceolatum,Shrub_Trees,94.08,12.08,87.92,15.81,57.39,65.19,21.62,33.98,72.2,18.9,2.66,13.58,14.5,10.46,60.35,-0.25
F25-1757,CIAT-17263,Leucaena leucocephala,Shrub_Trees,94.47,13.81,86.19,13.71,36.27,57.76,31.62,58.77,124.36,48.81,3.93,12.34,13.6,16.93,35.31,-0.12
F25-1758,CIAT-17459,Erythrina berteroana,Shrub_Trees,94.59,11.87,88.13,24.25,38.26,51.98,27.85,66.78,141.12,55.9,3.97,13.12,14.15,19.99,35.84,0.68
F25-1759,CIAT-17482,Leucaena leucocephala,Shrub_Trees,92.66,14.24,85.76,26.54,33.11,51.05,34.08,60.43,130.37,48.79,3.77,10.94,12.1,15.79,32.96,1.33
F25-1760,CIAT-17502,Leucaena leucocephala,Shrub_Trees,94.26,12.96,87.04,28.86,35.48,46.09,31.53,61.9,131.29,48.39,3.68,11.68,13.15,17.27,35.97,-2.0
F25-1761,CIAT-19384,Prosopis juliflora,Shrub_Trees,93.39,10.33,89.67,36.95,31.54,52.46,12.97,25.03,53.58,60.95,11.55,8.28,5.6,3.01,4.92,0.06
F25-1762,CIAT-19571,Senna cobanensis,Shrub_Trees,93.21,6.08,93.92,23.2,42.27,55.7,39.41,77.23,165.62,44.59,2.69,13.84,15.97,26.48,61.87,1.01
F25-1763,CIAT-20126,Acacia angustissima,Shrub_Trees,93.97,5.78,94.22,29.9,47.8,58.29,19.99,34.86,74.17,25.99,3.54,12.2,12.18,9.04,35.13,-0.16
F25-1764,CIAT-20788,Senna pallida,Shrub_Trees,93.92,9.75,90.25,24.3,30.69,53.36,48.88,97.71,207.97,67.1,3.23,12.93,15.23,31.7,47.31,0.39
F25-1765,CIAT-21242,Leucaena diversifolia,Shrub_Trees,93.21,6.88,93.12,23.28,45.76,63.44,23.28,41.97,90.01,32.08,3.59,11.32,12.5,11.27,35.98,0.04
F25-1766,CIAT-21512,Calliandra calothyrsus,Shrub_Trees,92.79,4.78,95.22,24.07,46.72,53.37,13.35,25.47,54.87,25.15,4.88,11.1,12.11,6.65,27.96,-0.08
F25-1767,CIAT-21601,Erythrina fusca,Shrub_Trees,93.24,7.04,92.96,23.41,54.97,68.49,21.28,48.78,104.57,29.92,2.9,13.99,14.78,15.49,52.41,-6.82
F25-1768,CIAT-21809,Acacia farnesiana,Shrub_Trees,94.62,7.46,92.54,31.0,48.09,62.84,33.78,63.72,134.62,38.97,2.9,13.66,15.72,21.17,54.95,0.21
F25-1769,CIAT-21810,Acacia angustissima,Shrub_Trees,94.79,5.39,94.61,31.66,38.92,52.37,17.85,34.97,73.76,33.76,4.62,10.94,11.11,8.21,26.04,-0.18
F25-1770,CIAT-21888,Leucaena leucocephala,Shrub_Trees,93.71,9.14,90.86,29.9,30.16,56.67,32.67,65.85,140.47,46.47,3.33,11.14,12.68,17.83,39.88,0.53
F25-1771,CIAT-22310,Calliandra calothyrsus,Shrub_Trees,94.86,5.71,94.29,21.75,50.77,55.0,17.74,29.71,62.59,22.65,3.69,10.89,11.49,7.21,32.88,-0.09
F25-1772,CIAT-22311,Calliandra calothyrsus,Shrub_Trees,93.88,6.95,93.05,21.51,49.18,54.93,,,,,,,,,,
F25-1773,CIAT-22316,Calliandra calothyrsus,Shrub_Trees,95.52,8.65,91.35,20.82,44.54,54.36,19.95,31.49,65.91,31.08,4.63,12.41,12.6,8.3,28.14,-0.14
F25-1774,CIAT-23239,Dendrolobium triangulare,Shrub_Trees,95.86,7.55,92.45,20.36,52.76,65.19,25.88,49.56,103.36,22.69,2.22,13.71,15.68,16.23,72.83,-0.47
F25-1775,CIAT-33116,Dendrolobium triangulare,Shrub_Trees,95.63,7.88,92.12,18.3,57.42,65.17,24.14,41.39,86.49,26.21,3.08,13.88,15.41,13.36,51.55,-0.58
F25-2574,CIAT-326,Desmodium scorpiurus,Herbaceous_legumes,91.68,13.17,86.83,28.62,38.94,55.66,30.1,62.06,135.33,39.09,3.24,13.77,15.23,20.62,55.45,-1.65
F25-2575,CIAT-415,Vigna radiata,Herbaceous_legumes,91.94,20.27,79.73,26.96,25.27,42.2,27.62,72.74,157.79,51.39,3.28,11.22,13.79,21.74,43.25,-0.03
F25-2576,CIAT-416,Vigna radiata,Herbaceous_legumes,91.43,10.76,89.24,26.84,23.98,45.46,39.51,86.31,188.72,56.45,2.99,12.38,14.79,27.92,50.26,13.58
F25-2577,CIAT-517,Macroptilium atropurpureum,Herbaceous_legumes,91.08,13.69,86.31,23.68,26.53,45.61,33.38,67.5,148.11,37.99,2.57,11.58,13.23,19.59,52.88,-0.29
F25-2578,CIAT-563,Macroptilium bracteatum,Herbaceous_legumes,93.0,12.89,87.11,21.86,30.29,51.44,31.19,72.62,156.13,40.95,2.62,12.19,13.66,21.32,53.49,-0.06
F25-2579,CIAT-789,Zornia latifolia,Herbaceous_legumes,88.85,8.44,91.56,14.79,24.85,51.08,45.63,96.06,216.16,40.55,1.88,13.2,14.71,31.79,84.23,-0.95
F25-2580,CIAT-2085,Stylosanthes seabrana,Herbaceous_legumes,91.97,9.33,90.67,18.71,37.92,57.18,29.76,75.88,164.94,35.99,2.18,10.87,13.13,21.64,60.41,-0.95
F25-2581,CIAT-2690,Stylosanthes angustifolia,Herbaceous_legumes,91.01,9.45,90.55,17.54,38.39,60.09,35.88,79.5,174.66,29.9,1.72,11.0,13.35,23.3,85.57,-1.15
F25-2582,CIAT-4069,Macroptilium atropurpureum,Herbaceous_legumes,92.3,14.76,85.24,20.83,33.57,51.71,28.69,64.12,138.89,33.68,2.43,11.35,12.68,17.61,57.03,-0.5
F25-2583,CIAT-4141,Vigna radiata,Herbaceous_legumes,90.94,11.82,88.18,19.48,27.99,49.14,34.65,81.21,178.49,40.83,2.29,13.4,14.7,26.24,67.86,-0.05
F25-2584,CIAT-4532,Vigna unguiculata,Herbaceous_legumes,92.06,11.97,88.03,18.94,24.33,48.32,40.63,87.06,189.04,37.31,1.98,13.18,14.6,27.6,78.97,-1.65
F25-2585,CIAT-4537,Vigna unguiculata,Herbaceous_legumes,92.22,12.06,87.94,25.08,28.02,49.63,38.7,83.66,181.3,46.92,2.6,11.7,13.68,24.81,55.33,0.59
F25-2586,CIAT-7289,Chamaecrista mimosoides,Herbaceous_legumes,91.41,5.75,94.25,18.56,36.54,57.45,37.0,75.61,165.33,34.88,2.12,14.05,15.85,26.21,78.43,-0.63
F25-2587,CIAT-7826,Tephrosia purpurea,Herbaceous_legumes,90.76,8.32,91.68,21.7,29.57,53.57,32.01,68.25,150.34,34.59,2.31,13.38,14.83,22.28,66.85,-0.7
F25-2588,CIAT-8014,Crotalaria retusa,Herbaceous_legumes,91.31,8.93,91.07,21.18,30.02,54.88,43.39,92.95,203.43,51.76,2.55,12.27,13.35,27.14,53.29,1.78
F25-2589,CIAT-8849,Zornia brasiliensis,Herbaceous_legumes,90.26,9.62,90.38,17.57,26.44,51.96,33.51,71.31,157.93,37.41,2.37,12.7,15.12,23.88,65.41,-0.74
F25-2590,CIAT-9326,Crotalaria retusa,Herbaceous_legumes,92.01,7.75,92.25,18.84,32.62,49.99,38.6,90.52,196.68,44.24,2.26,12.16,13.58,26.7,62.07,-1.66
F25-2591,CIAT-9337,Crotalaria retusa,Herbaceous_legumes,92.17,8.75,91.25,22.46,26.1,47.12,36.96,81.47,176.63,46.3,2.62,12.0,12.72,22.46,50.54,0.08
F25-2592,CIAT-9350,Crotalaria pumila,Herbaceous_legumes,91.19,7.58,92.42,21.99,29.77,49.72,42.76,89.68,196.59,59.88,3.05,12.82,13.98,27.49,46.71,0.55
F25-2593,CIAT-9352,Crotalaria pumila,Herbaceous_legumes,93.41,9.4,90.6,22.82,31.07,56.45,43.38,84.0,179.76,47.09,2.62,12.9,14.7,26.43,57.38,4.99
F25-2594,CIAT-9472,Zornia brasiliensis,Herbaceous_legumes,92.1,10.15,89.85,18.21,25.07,49.47,32.1,62.52,135.71,35.27,2.62,12.33,14.86,20.17,61.18,-0.4
F25-2595,CIAT-9531,Indigofera spicata,Herbaceous_legumes,91.6,16.19,83.81,20.55,25.44,42.67,31.46,76.3,166.56,50.85,3.06,12.43,14.65,24.39,48.49,-1.41
F25-2596,CIAT-10026,Stylosanthes seabrana,Herbaceous_legumes,92.75,9.97,90.03,16.29,34.49,57.25,29.6,73.02,157.39,42.25,2.68,11.29,13.31,20.95,51.61,0.52
F25-2597,CIAT-12411,Stylosanthes sympodialis,Herbaceous_legumes,91.72,11.78,88.22,17.94,34.3,61.11,38.25,82.87,180.65,55.06,3.05,11.17,13.42,24.24,44.51,0.49
F25-2598,CIAT-13494,Desmodium tortuosum,Shrub_Trees,91.67,10.88,89.12,21.08,23.41,50.72,39.63,82.68,180.29,47.79,2.68,12.11,14.31,25.79,56.13,-0.32
F25-2599,CIAT-13562,Desmodium tortuosum,Shrub_Trees,91.81,14.8,85.2,18.56,27.49,50.32,36.81,68.8,149.81,46.73,3.14,14.07,15.36,23.02,49.56,2.13
F25-2600,CIAT-13593,Desmodium scorpiurus,Herbaceous_legumes,90.71,10.48,89.52,16.65,42.65,58.29,32.56,65.46,144.28,34.39,2.4,14.68,15.99,23.07,76.03,-2.55
F25-2601,CIAT-13608,Desmodium incanum,Herbaceous_legumes,92.61,9.98,90.02,17.58,44.72,59.52,28.23,61.13,131.96,31.24,2.39,13.08,14.88,19.63,64.77,-1.1
F25-2602,CIAT-18277,Indigofera jamaicensis,Herbaceous_legumes,89.83,10.33,89.67,21.94,32.43,49.96,22.98,60.88,135.48,39.46,2.93,12.42,14.44,19.57,51.22,-0.69
F25-2603,CIAT-18952,Indigofera atriceps,Herbaceous_legumes,90.34,18.09,81.91,16.66,40.99,48.15,22.98,49.3,109.07,32.47,3.01,12.62,13.8,15.05,51.46,-0.2
F25-2604,CIAT-18953,Indigofera atriceps,Herbaceous_legumes,89.54,11.97,88.03,13.47,44.71,52.72,33.85,63.83,142.5,39.31,2.75,13.88,13.92,19.87,51.33,-0.82
F25-2605,CIAT-18954,Indigofera atriceps,Herbaceous_legumes,92.94,20.28,79.72,17.61,44.83,51.54,28.18,57.14,122.93,33.48,2.7,12.03,13.02,16.05,49.98,-0.5
F25-2606,CIAT-19198,Tephrosia villosa,Herbaceous_legumes,90.54,11.32,88.68,27.0,33.59,51.73,33.28,69.98,154.49,45.87,3.37,13.71,15.7,24.42,53.55,-1.36
F25-2607,CIAT-19460,Sesbania cannabina,Shrub_Trees,91.03,10.43,89.57,21.7,33.7,53.52,36.45,78.19,171.68,25.96,1.5,14.15,15.04,25.87,105.58,-0.41
F25-2608,CIAT-20044,Tephrosia purpurea,Herbaceous_legumes,92.18,11.53,88.47,27.96,24.72,47.1,40.91,78.8,170.87,57.06,3.39,14.34,16.28,27.83,49.36,1.09
F25-2609,CIAT-22423,Vigna unguiculata,Herbaceous_legumes,90.61,12.05,87.95,27.74,27.28,48.09,42.14,83.63,184.49,64.95,3.52,13.5,14.82,27.41,42.49,0.7
F25-2610,CIAT-22480,Sesbania cannabina,Shrub_Trees,92.48,11.68,88.32,26.98,27.5,45.51,45.03,88.67,191.69,56.26,2.94,13.81,15.0,28.81,51.39,-3.65
F25-2611,CIAT-23116,Desmodium tortuosum,Shrub_Trees,92.57,10.87,89.13,18.23,36.92,59.77,40.34,77.61,167.55,38.29,2.31,14.11,15.66,26.29,69.81,-3.53
F25-2612,CIAT-23416,Codariocalyx motorius,Shrub_Trees,92.81,12.27,87.73,18.14,41.12,56.8,28.03,61.86,133.23,36.61,2.75,13.0,14.48,19.34,56.65,-1.19
F25-2613,CIAT-23806,Desmodium angustifolium,Herbaceous_legumes,92.77,9.93,90.07,13.5,36.09,58.82,39.47,81.61,175.81,44.04,2.52,13.49,15.07,26.57,60.64,2.19
F25-2614,CIAT-24104,Macroptilium atropurpureum,Herbaceous_legumes,92.3,13.07,86.93,26.64,25.99,45.24,39.47,73.73,159.68,56.78,3.58,12.88,14.35,22.98,40.93,0.62
