CH4_Decrease_Pct,Benchmark_vs_Control,CH4_Category,TDDM_Category,Z_Score_CH4,Z_Score_TDDM,Composite_Score,Overall_Rank,CH4_8h_Reduction_Pct,CH4_24h_Reduction_Pct,Accession_ID,CH4_Intensity,TDDM,CH4_8h,CH4_24h,category,functional_group
38.42818286,-10.87083176,Low,Not High,0.168748678,0.035494408,0.168748678,55,17.9862668,14.07704069,CIAT-17488,46.39717584,42.03347529,11.2,12.94174134,Category_2,Shrub_Trees
38.13046502,-11.40692482,Low,Not High,0.15290065,-1.086335012,0.15290065,56,6.453085571,4.243759727,CIAT-13528,46.62151982,25.89177669,12.775,14.422833,Category_2,Shrub_Trees
38.08985677,-11.48004709,Low,Not High,0.150739004,0.25123606,0.150739004,57,19.12534643,11.57008748,CIAT-33070,46.65212,45.13772329,11.04444444,13.31933936,Category_2,Shrub_Trees
37.99160418,-11.65696807,Low,Not High,0.145508851,-0.002119959,0.145508851,58,12.04678017,11.08801005,CIAT-3001,46.72615781,41.49225238,12.01111111,13.39195001,Category_2,Shrub_Trees
37.91945235,-11.78689005,Low,Not High,0.141668086,-0.822750744,0.141668086,59,18.42562609,13.80800758,CIAT-23746,46.7805275,29.68441907,11.14,12.98226318,Category_2,Shrub_Trees
37.71642126,-12.15248307,Low,Not High,0.130860396,-0.415661145,0.130860396,60,-0.645821394,0.346018937,CIAT-21514,46.9335207,35.54192067,13.74444444,15.00991186,Category_2,Shrub_Trees
37.18719493,-13.10544769,Low,Not High,0.102688776,0.803064269,0.102688776,61,5.328535021,6.503301393,CIAT-3304,47.33231691,53.07782939,12.92857143,14.08250017,Category_2,Shrub_Trees
37.14686454,-13.17806962,Low,Not High,0.100541921,0.592283776,0.100541921,62,2.608691828,1.831984263,CIAT-33079,47.3627077,50.04496616,13.3,14.78609533,Category_2,Shrub_Trees
36.64222274,-14.08676548,Low,Not High,0.073678978,-1.230836052,0.073678978,63,-0.401732903,0.185996056,CIAT-3813,47.74297834,23.8125905,13.71111111,15.03401455,Category_2,Shrub_Trees
36.32574109,-14.65664608,Low,Not High,0.056832121,-0.834719494,0.056832121,64,5.375028067,4.121854035,CIAT-20891,47.98146172,29.51220399,12.92222222,14.44119447,Category_2,Shrub_Trees
35.48572515,-16.16924178,Low,Not High,0.012116641,-1.028589066,0.012116641,65,-2.517166497,-4.843889938,CIAT-13301,48.61445208,26.72266741,14,15.79161746,Category_2,Shrub_Trees
35.31087843,-16.48408389,Low,Not High,0.002809252,0.485002154,0.002809252,66,-13.25706013,-18.44985051,CIAT-8797,48.74620707,48.50132007,15.46666667,17.84095123,Category_2,Shrub_Trees
35.0929872,-16.8764352,Low,Not High,-0.008789469,0.982436945,-0.008789469,67,-9.107555772,-12.45830254,CIAT-18288,48.91039807,55.65877408,14.9,16.93850252,Category_2,Shrub_Trees
35.0889568,-16.88369263,Low,Not High,-0.009004014,-1.396508668,-0.009004014,68,6.819218309,10.10866933,CIAT-13389,48.91343516,21.42877225,12.725,13.5394586,Category_2,Shrub_Trees
34.33311091,-18.24472542,Medium,Not High,-0.049238978,0.851071045,-0.049238978,69,-36.93364382,-35.97924203,CIAT-9356,49.48299955,53.76858584,18.7,20.48123332,Category_2,Shrub_Trees
34.22992501,-18.4305297,Medium,Not High,-0.05473174,0.362223765,-0.05473174,70,-3.00534348,-2.002793791,CIAT-13562,49.56075484,46.73469521,14.06666667,15.36369072,Category_2,Shrub_Trees
33.72529005,-19.33921325,Medium,Not High,-0.081594319,0.805435987,-0.081594319,71,-3.707097894,-7.585412793,CIAT-23248,49.94102032,53.11195539,14.1625,16.20454644,Category_2,Shrub_Trees
33.20387305,-20.2781158,Medium,Not High,-0.109350234,0.009162524,-0.109350234,72,-6.097131041,-3.896760145,CIAT-33249,50.33393184,41.65459296,14.48888889,15.64896049,Category_2,Shrub_Trees
31.80547244,-22.79618083,Medium,Not High,-0.183789481,1.023893186,-0.183789481,73,-1.144168731,0.426699491,CIAT-22480,51.38769056,56.25527665,13.8125,14.99775973,Category_2,Shrub_Trees
31.59331957,-23.1781992,Medium,Not High,-0.19508274,-1.063928964,-0.19508274,74,-1.638447927,-2.292108622,CIAT-33116,51.54755744,26.21417121,13.88,15.40726741,Category_2,Shrub_Trees
31.39391057,-23.53726999,Medium,Not High,-0.20569762,-0.618128487,-0.20569762,75,8.741415181,4.44157409,CIAT-22510,51.69782122,32.62867311,12.4625,14.39303814,Category_2,Shrub_Trees
31.19748198,-23.89097405,Medium,Not High,-0.216153849,0.21151348,-0.216153849,76,-10.66361991,-10.64253612,CIAT-33255,51.84583913,44.56616587,15.1125,16.66501125,Category_2,Shrub_Trees
30.44327288,-25.24905953,Medium,Not High,-0.256301684,-0.806589616,-0.256301684,77,-2.425633313,1.893938243,CIAT-21601,52.41417013,29.91695715,13.9875,14.7767638,Category_2,Shrub_Trees
28.81827904,-28.1751453,Medium,Not High,-0.342802875,0.567578659,-0.342802875,78,12.86040848,7.745520106,CIAT-9934,53.63867719,49.68949096,11.9,13.89539682,Category_2,Shrub_Trees
28.11951327,-29.43339535,Medium,Not High,-0.379999367,-0.717865462,-0.379999367,79,2.201877675,-0.330490906,CIAT-18701,54.16522911,31.19358489,13.35555556,15.11180797,Category_2,Shrub_Trees
27.71172097,-30.16769674,Medium,Not High,-0.401706846,0.698839886,-0.401706846,80,-9.188918602,-16.62262814,CIAT-7831,54.47251923,51.57817307,14.91111111,17.56573446,Category_2,Shrub_Trees
27.07634472,-31.31180287,Medium,Not High,-0.435529006,-0.177622434,-0.435529006,81,-0.045770519,-4.351043794,CIAT-21809,54.95130425,38.96699498,13.6625,15.71738483,Category_2,Shrub_Trees
26.92635777,-31.58188062,Medium,Not High,-0.443513067,-0.673514409,-0.443513067,82,-0.529588779,-3.702583818,CIAT-13529,55.06432626,31.83174013,13.72857143,15.6197136,Category_2,Shrub_Trees
26.38638476,-32.55419652,Medium,Not High,-0.47225675,-1.340206697,-0.47225675,83,22.37985965,19.39170522,ILRI-21682-24,55.47122058,22.23888601,10.6,12.14124501,Category_2,Shrub_Trees
26.28145898,-32.74313375,Medium,Not High,-0.477842128,-0.047863022,-0.477842128,84,-2.110352344,-1.188214306,CIAT-17462,55.55028695,40.83406789,13.94444444,15.24099852,Category_2,Shrub_Trees
25.51755707,-34.11867283,Medium,Not High,-0.518505929,0.43540238,-0.518505929,85,11.30434434,5.017828587,CIAT-13494,56.12592192,47.78764241,12.1125,14.30624252,Category_2,Shrub_Trees
25.3628013,-34.39733767,Medium,Not High,-0.526743842,0.174182713,-0.526743842,86,-7.329196761,-0.983222031,CIAT-19165,56.24253746,44.02902362,14.65714286,15.21012253,Category_2,Shrub_Trees
25.00850863,-35.03530363,Medium,Not High,-0.545603445,-0.757898911,-0.545603445,87,-4.897029291,-5.817432561,CIAT-33383,56.50951317,30.61755447,14.325,15.93825273,Category_2,Shrub_Trees
24.85058827,-35.31966688,Medium,Not High,-0.554009814,-0.055342896,-0.554009814,88,-13.33842296,-12.62388107,CIAT-13692,56.62851337,40.72644202,15.47777778,16.963442,Category_2,Shrub_Trees
24.81910722,-35.37635401,Medium,Not High,-0.555685604,-0.341509171,-0.555685604,89,4.805488253,3.878700718,CIAT-23416,56.65223578,36.60887326,13,14.4778183,Category_2,Shrub_Trees
24.39819877,-36.13427333,Medium,Not High,-0.578091278,0.36206967,-0.578091278,90,-18.94083501,-11.69314302,CIAT-23767,56.96940951,46.73247798,16.24285714,16.82325397,Category_2,Shrub_Trees
24.06112684,-36.74123034,Medium,Not High,-0.596034192,-0.327572012,-0.596034192,91,-10.46747737,-5.08234504,CIAT-43477,57.22340861,36.80941125,15.08571429,15.82753364,Category_2,Shrub_Trees
22.81562945,-38.98396634,Medium,Not High,-0.662334139,-1.520825601,-0.662334139,92,1.039551524,0.936361526,CIAT-23412,58.16194776,19.6400097,13.51428571,14.92099429,Category_2,Shrub_Trees
22.62016101,-39.33594147,Medium,Not High,-0.672739257,-1.068365012,-0.672739257,93,-0.228836888,-1.376404852,CIAT-33114,58.30924216,26.15034213,13.6875,15.26934384,Category_2,Shrub_Trees
22.47605964,-39.5954212,Medium,Not High,-0.680410019,-0.81085388,-0.680410019,94,-5.812361134,-4.312627448,CIAT-23934,58.41782912,29.85559982,14.45,15.71159855,Category_2,Shrub_Trees
22.13748981,-40.20507544,Medium,Not High,-0.698432668,-0.435281151,-0.698432668,95,6.709378488,5.587639701,CIAT-8056,58.67295695,35.25961373,12.74,14.2204174,Category_2,Shrub_Trees
21.34581546,-41.63062364,Medium,Not High,-0.740574842,-0.645640421,-0.740574842,96,-1.784901022,-2.609740536,CIAT-18700,59.26951972,32.23281138,13.9,15.45510922,Category_2,Shrub_Trees
21.16430314,-41.95746834,Medium,Not High,-0.750237052,0.358146771,-0.750237052,97,-5.527591227,-8.926453052,CIAT-23279,59.40629755,46.67603245,14.41111111,16.40653431,Category_2,Shrub_Trees
20.01272902,-44.03107906,Medium,Not High,-0.811537304,-0.819855426,-0.811537304,98,-5.354695213,-5.430586348,CIAT-33402,60.27406123,29.72607901,14.3875,15.87998584,Category_2,Shrub_Trees
19.58719,-44.79733654,High,Not High,-0.834189471,0.26605697,-0.568132502,1,-8.270680943,-9.428913817,CIAT-22409,60.59472431,45.35097732,14.78571429,16.4822151,Category_4,Shrub_Trees
17.89239852,-47.84910519,High,Not High,-0.92440611,0.21333715,-0.711068959,2,-1.3272351,-6.034833976,CIAT-19571,61.87182709,44.59240617,13.8375,15.9709978,Category_4,Shrub_Trees
15.63783939,-51.90883345,High,Not High,-1.044420133,-0.137348456,-1.181768589,3,-8.619378789,-11.03722714,CIAT-7991,63.57074034,39.5464863,14.83333333,16.72445972,Category_4,Shrub_Trees
18.95167251,-45.941697,High,Not High,-0.86801915,-0.378831559,-1.24685071,4,-2.935603911,1.653659549,CIAT-21899,61.07361576,36.07185156,14.05714286,14.81295465,Category_4,Shrub_Trees
11.36013827,-59.61158291,High,Not High,-1.272129452,-0.054014338,-1.32614379,5,-6.471400062,2.376931109,CIAT-7934,66.79418348,40.74555827,14.54,14.70401527,Category_4,Shrub_Trees
19.85553743,-44.31413003,High,Not High,-0.819904881,-0.789505113,-1.609409993,6,-10.75515309,-7.963344835,CIAT-23734,60.39251227,30.16278143,15.125,16.26147067,Category_4,Shrub_Trees
19.88890482,-44.25404622,High,Not High,-0.818128678,-0.817844519,-1.635973197,7,-7.276892084,-7.990265975,CIAT-33119,60.36736842,29.75501342,14.65,16.26552554,Category_4,Shrub_Trees
7.351882202,-66.8291494,High,Not High,-1.485495751,-0.224693483,-1.710189234,8,-3.340965156,-3.964876764,CIAT-23116,69.81458745,38.28970245,14.1125,15.65922024,Category_4,Shrub_Trees
18.37015702,-46.9888174,High,Not High,-0.89897421,-0.873935175,-1.772909385,9,5.119316313,8.623140351,CIAT-7937,61.51181424,28.94794021,12.95714286,13.76320941,Category_4,Shrub_Trees
10.63199097,-60.92273955,High,Not High,-1.310889973,-0.677024385,-1.987914359,10,-7.956852883,-12.46020441,CIAT-33508,67.34287572,31.78123604,14.74285714,16.93878898,Category_4,Shrub_Trees
17.79503137,-48.02443177,High,Not High,-0.929589129,-1.251703701,-2.181292829,11,1.353379585,-0.550061475,CIAT-22004,61.94519768,23.51233157,13.47142857,15.14487976,Category_4,Shrub_Trees
7.151797427,-67.18943705,High,Not High,-1.496146605,-0.776092367,-2.272238972,12,-0.529588779,-0.457148431,CIAT-17514,69.96536047,30.35577378,13.72857143,15.13088517,Category_4,Shrub_Trees
16.88359439,-49.66563356,High,Not High,-0.978106472,-1.313925225,-2.292031697,13,-3.432498341,-1.573836166,CIAT-23413,62.63200706,22.61704297,14.125,15.299081,Category_4,Shrub_Trees
5.739485085,-69.73255257,High,Not High,-1.571326397,-0.799327124,-2.370653521,14,4.805488253,1.43287307,CIAT-17725,71.02960231,30.02145518,13,14.84620957,Category_4,Shrub_Trees
19.91362418,-44.20953468,High,Not High,-0.816812824,-1.57206821,-2.388881034,15,0.594961772,3.700326049,CIAT-13260,60.34874125,18.90269372,13.575,14.50468514,Category_4,Shrub_Trees
12.78133852,-57.05246314,High,Not High,-1.196476541,-1.296352641,-2.492829182,16,-10.08390974,2.726200931,CIAT-23933,65.72324419,22.8698901,15.03333333,14.65140815,Category_4,Shrub_Trees
