32_no,32_date,32_gene_bank_id,32_tax_name,32_family,32_order,32_genus2,32_species3,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks2
No,Date,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
60,45635,CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,46,1,2,60,0.6119,0.6119,,0.265,202.860429,43.35917646,291.9914876,26.99148756,9.243929604,
61,45635,CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,46,1,3,61,0.5715,0.5715,,0.256,211.673397,45.26094457,291.874761,35.874761,12.29114874,
62,45635,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,46,1,1,62,0.6207,0.6207,,0.238,227.0442961,48.82207953,237.1463829,-0.853617139,-0.359953683,
63,45635,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,46,1,2,63,0.5923,0.5923,,0.225,240.0442961,51.61751216,237.1463829,12.14638286,5.121892527,
64,45635,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,46,1,3,64,0.5773,0.5773,,0.22,245.1373049,52.70213813,237.1938121,17.19381214,7.248845146,
65,45635,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,46,1,1,65,0.5642,0.5642,,0.122,345.4167961,73.89909798,194.989927,72.98992696,37.43266542,
66,45635,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,46,1,2,66,0.599,0.599,,0.135,332.5102421,71.12362728,195.0289093,60.02890935,30.77949292,
67,45635,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,46,1,3,67,0.5822,0.5822,,0.106,361.4167961,77.32216709,194.989927,88.98992696,45.63821749,
68,45635,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,46,1,1,68,0.6204,0.6204,,0.116,353.0028878,75.26667681,181.1072048,65.10720476,35.94953875,
69,45635,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,46,1,2,69,0.5852,0.5852,,0.131,337.9091809,72.06282041,181.0710195,50.07101951,27.65269652,
70,45635,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,46,1,3,70,0.5714,0.5714,,0.13,338.9091809,72.27608132,181.0710195,51.07101951,28.20496601,
71,45635,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,46,1,1,71,0.6107,0.6107,,0.382,93.7602152,19.70745182,301.7624369,-80.23756306,-26.58964577,
72,45635,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,46,1,2,72,0.6048,0.6048,,0.342,133.7602152,28.11504849,301.7624369,-40.23756306,-13.33418548,
73,45635,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,46,1,3,73,0.5516,0.5516,,0.339,136.9503672,28.77408583,301.8830454,-37.11695457,-12.29514381,
74,45635,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,46,1,1,74,0.6161,0.6161,,0.207,270.2896386,56.63010816,255.0120986,48.0120986,18.82738069,
75,45635,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,46,1,2,75,0.5982,0.5982,,0.232,245.0988753,51.37276317,254.9101753,22.9101753,8.987548369,
76,45635,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,46,1,3,76,0.6061,0.6061,,0.222,255.3850202,53.49665561,255.0630603,33.06306026,12.96270037,
77,45635,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,46,1,1,77,0.5779,0.5779,,0.183,286.306415,61.00628627,286.9196864,103.9196864,36.21908546,
78,45635,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,46,1,2,78,0.5841,0.5841,,0.193,276.118805,58.85903572,286.8049874,93.80498738,32.70688848,
79,45635,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,46,1,3,79,0.5678,0.5678,,0.196,273.025,58.21118277,286.7476379,90.74763786,31.64721374,
80,45635,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,46,1,1,80,0.5712,0.5712,,0.255,222.45,46.5912661,344.0743425,89.0743425,25.88810949,
81,45635,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,46,1,2,81,0.5736,0.5736,,0.237,241.02294,50.42078943,344.4872317,107.4872317,31.20209454,
82,45635,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,46,1,3,82,0.5432,0.5432,,0.238,239.45,50.15184836,344.0743425,106.0743425,30.82890219,
83,45635,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,46,1,1,83,0.5698,0.5698,,0.219,246.15,52.91841342,309.3945225,90.3945225,29.21658786,
84,45635,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,46,1,2,84,0.5816,0.5816,,0.27,195.42909,41.98901491,309.5801592,39.58015921,12.78510849,
85,45635,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,46,1,3,85,0.5637,0.5637,,0.258,207.70818,44.60050068,309.7657959,51.76579593,16.71126916,
86,45635,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,46,1,1,86,0.5096,0.5096,,0.215,246.525,53.41530795,272.11514,57.11514,20.98932827,
87,45635,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,46,1,2,87,0.5281,0.5281,,0.252,209.89422,45.44205381,272.3328321,20.33283211,7.466169964,
88,45635,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,46,1,3,88,0.5433,0.5433,,0.22,242.07883,52.38907612,272.4416782,52.44167817,19.24877226,
89,45635,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,46,1,1,89,0.5358,0.5358,,0.305,155.73422,33.80131391,358.382113,53.38211303,14.89530618,
90,45635,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,46,1,2,90,0.5326,0.5326,,0.331,129.55,28.12941049,358.2388175,27.2388175,7.603536013,
91,45635,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,46,1,3,91,0.5467,0.5467,,0.369,91.55,19.87840625,358.2388175,-10.7611825,-3.003913025,
92,45635,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,46,1,1,92,0.6023,0.6023,,0.269,218.425,44.81202236,352.1889338,83.18893375,23.62054164,
93,45635,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,46,1,2,93,0.5706,0.5706,,0.281,206.425,42.35010514,352.1889338,71.18893375,20.21327956,
94,45635,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,46,1,3,94,0.5985,0.5985,,0.237,250.425,51.37713494,352.1889338,115.1889338,32.70657386,
95,45635,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,46,1,1,95,0.6272,0.6272,,0.269,213.25,44.21980301,343.45845,74.45845,21.67902697,
96,45635,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,46,1,2,96,0.5946,0.5946,,0.259,223.34645,46.30415545,343.5271417,84.52714169,24.60566617,
97,45635,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,46,1,3,97,0.6035,0.6035,,0.275,207.53935,43.00982915,343.6645251,68.66452507,19.98010271,
98,45635,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,0,0,0,F25-0017,23,46,1,1,98,0.619,0.619,,0.144,84.42391239,36.9593146,#DIV/0!,#DIV/0!,#DIV/0!,
99,45635,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,0,0,0,F25-0017,23,46,1,2,99,0.5988,0.5988,,0.13,98.42391239,43.08827012,#DIV/0!,#DIV/0!,#DIV/0!,
100,45635,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,0,0,0,F25-0017,23,46,1,3,100,0.6307,0.6307,,0.117,111.6979115,48.84080959,#DIV/0!,#DIV/0!,#DIV/0!,
101,45635,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,23,46,1,1,101,0.6383,0.6383,,0.274,194.6546792,41.53477771,#DIV/0!,#DIV/0!,#DIV/0!,
102,45635,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,23,46,1,2,102,0.6077,0.6077,,0.3,168.6546792,35.98698289,#DIV/0!,#DIV/0!,#DIV/0!,
103,45635,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,23,46,1,3,103,0.5736,0.5736,,0.292,176.8421411,37.71890912,#DIV/0!,#DIV/0!,#DIV/0!,
104,45635,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,46,1,1,104,,,,,,,,,,
105,45635,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,46,1,2,105,,,,,,,,,,
106,45635,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,47,2,1,106,-,-,,,,,,,,
107,45635,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,47,2,2,107,-,-,,,,,,,,
108,45635,ABC-1467-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243540,23,47,2,1,108,0.5825,0.5825,,0.187,276.075,59.6177725,245.0930677,58.09306768,23.70245239,
109,45637,ABC-1467-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243540,23,47,2,2,109,0.5781,0.5781,,0.197,266.538075,57.5007943,245.3381607,48.33816074,19.70266696,
110,45637,ABC-1467-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243540,23,47,2,3,110,0.5529,0.5529,,0.197,266.44546,57.49230125,245.2891421,48.28914213,19.68662033,
111,45637,ABC-1475-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243541,23,47,2,1,111,0.5642,0.5642,,0.211,243.31316,53.55626502,256.4739765,45.47397653,17.73044468,
112,45637,ABC-1475-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243541,23,47,2,2,112,0.5239,0.5239,,0.227,226.95,49.99449279,256.2689614,29.26896136,11.42118858,
113,45637,ABC-1475-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243541,23,47,2,3,113,0.5779,0.5779,,0.249,205.04079,45.15911225,256.3202152,7.320215152,2.855886785,
114,45637,ABC-23326,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-0954,23,47,2,1,114,0.5774,0.5774,,0.195,284.29584,59.31531557,191.718336,-3.281664,-1.71171108,
115,45637,ABC-23326,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-0954,23,47,2,2,115,0.5716,0.5716,,0.169,310.58336,64.76107928,191.833344,22.833344,11.90269821,
116,45637,ABC-23326,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-0954,23,47,2,3,116,0.575,0.575,,0.18,299.39168,62.45241469,191.756672,11.756672,6.131036734,
117,45637,ABC-13149,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,23,47,2,1,117,0.5673,0.5673,,0.261,207.968775,44.34597485,232.960239,-28.03976102,-12.03628617,
118,45637,ABC-13149,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,23,47,2,2,118,0.5809,0.5809,,0.245,224.343875,47.79946793,233.1465699,-11.85343009,-5.084110866,
119,45637,ABC-13149,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,23,47,2,3,119,0.6113,0.6113,,0.284,184.968775,39.44159715,232.960239,-51.03976102,-21.9092156,
120,45637,ABC-13946,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Herbaceous,F25-0974,23,47,2,1,120,0.5906,0.5906,,0.386,83.125,17.71915801,285.3687375,-100.6312625,-35.26359032,
121,45637,ABC-13946,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Herbaceous,F25-0974,23,47,2,2,121,0.582,0.582,,,,,,,,Eliminado DIG 6.92%
122,45637,ABC-13946,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Herbaceous,F25-0974,23,47,2,3,122,0.5998,0.5998,,0.391,78.5003,16.71996802,285.5970325,-105.4029675,-36.90618442,
123,45637,ABC-19867,Uraria lagopodioides,Uraria,lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,23,47,2,1,123,0.6187,0.6187,,0.275,204.8836,42.69443673,212.5164523,-62.48354774,-29.40174611,
124,45637,ABC-19867,Uraria lagopodioides,Uraria,lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,23,47,2,2,124,0.5901,0.5901,,0.206,273.5,57.03858186,212.346575,6.346575,2.98878143,
125,45637,ABC-19867,Uraria lagopodioides,Uraria,lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,23,47,2,3,125,0.5806,0.5806,,0.259,220.8836,46.0285786,212.5164523,-46.48354774,-21.87291725,
126,45637,CIAT-798,Galactia striata,Galactia,striata,Fabaceae,Fabales,Climber,F25-1651,23,47,2,1,126,0.5689,0.5689,,0.202,261.0629007,56.37741661,263.4488197,61.44881969,23.32476561,
127,45637,CIAT-798,Galactia striata,Galactia,striata,Fabaceae,Fabales,Climber,F25-1651,23,47,2,2,127,0.5531,0.5531,,0.206,257.2481258,55.53139052,263.5541992,57.55419922,21.83770905,
128,45637,CIAT-798,Galactia striata,Galactia,striata,Fabaceae,Fabales,Climber,F25-1651,23,47,2,3,128,0.5641,0.5641,,0.2,263.3407384,56.83522224,263.606889,63.60688898,24.12944868,
129,45637,CIAT-822,Calopogonium mucunoides,Calopogonium,mucunoides,Fabaceae,Fabales,Climber,F25-1652,23,47,2,1,129,0.5553,0.5553,,0.2,270.2604138,57.47037298,220.0903444,20.09034439,9.128226158,
130,45637,CIAT-822,Calopogonium mucunoides,Calopogonium,mucunoides,Fabaceae,Fabales,Climber,F25-1652,23,47,2,2,130,0.5654,0.5654,,0.257,213.4485179,45.37128077,220.1783805,-36.82161947,-16.72353997,
131,45637,CIAT-822,Calopogonium mucunoides,Calopogonium,mucunoides,Fabaceae,Fabales,Climber,F25-1652,23,47,2,3,131,0.5849,0.5849,,0.266,204.6366221,43.48081142,220.2664167,-45.73358334,-20.76284893,
132,45637,CIAT-852,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1653,23,47,2,1,132,0.578,0.578,,0.329,139.9358939,29.84115649,297.3566003,-31.64339974,-10.64156629,
133,45637,CIAT-852,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1653,23,47,2,2,133,0.5845,0.5845,,0.402,67.21719921,14.32539117,297.5349785,-104.4650215,-35.11016485,
134,45637,CIAT-852,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1653,23,47,2,3,134,0.5696,0.5696,,0.323,145.9358939,31.12064907,297.3566003,-25.64339974,-8.623786967,
135,45637,CIAT-907,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1654,23,47,2,1,135,0.5711,0.5711,,0.319,145.8372956,31.37383704,287.1529271,-31.84707295,-11.09063149,
136,45637,CIAT-907,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1654,23,47,2,2,136,0.5784,0.5784,,0.237,228.3021329,49.06535276,287.44008,50.44007998,17.54803296,
137,45637,CIAT-907,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1654,23,47,2,3,137,0.5536,0.5536,,0.317,148.116198,31.84498812,287.3252188,-29.67478119,-10.32794174,
138,45637,CIAT-1992,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,23,47,2,1,138,0.5428,0.5428,,0.212,250.6089295,54.17295549,278.5881228,66.58812279,23.9019963,
139,45637,CIAT-1992,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,23,47,2,2,139,0.5633,0.5633,,0.209,253.3315305,54.79434428,278.4210701,69.42107015,24.93384215,
140,45637,CIAT-1992,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,23,47,2,3,140,0.5736,0.5736,,0.257,205.4239968,44.42329945,278.4767544,21.47675436,7.712225176,
141,45637,CIAT-3001,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1656,23,47,2,1,141,0.5679,0.5679,,0.353,119.9516235,25.36234522,273.555044,-79.44495598,-29.04167104,
142,45637,CIAT-3001,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1656,23,47,2,2,142,0.5981,0.5981,,0.292,180.9516235,38.26007026,273.555044,-18.44495598,-6.742685389,
143,45637,CIAT-3001,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1656,23,47,2,3,143,0.6109,0.6109,,0.274,198.9516235,42.06595634,273.555044,-0.444955983,-0.162656837,
144,45637,CIAT-3304,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,23,47,2,1,144,0.5717,0.5717,,0.171,303.5538269,63.96615298,221.1883677,50.18836767,22.6903287,
145,45637,CIAT-3304,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,23,47,2,2,145,0.5779,0.5779,,0.239,236.0283807,49.68721666,221.409556,-17.59044396,-7.944753728,
146,45637,CIAT-3304,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,23,47,2,3,146,0.5904,0.5904,,0.196,278.9334699,58.73106184,221.3653184,25.36531837,11.45857832,
147,45637,CIAT-5713,Centrosema macrocarpum,Centrosema,macrocarpum,Fabaceae,Fabales,Climber,F25-1658,23,47,2,1,147,0.5932,0.5932,,0.247,226.4959917,47.83482768,217.3286276,-29.67137242,-13.65276758,
148,45637,CIAT-5713,Centrosema macrocarpum,Centrosema,macrocarpum,Fabaceae,Fabales,Climber,F25-1658,23,47,2,2,148,0.6067,0.6067,,0.303,170.3067069,35.98231431,217.2417483,-85.75825174,-39.4759536,
149,45637,CIAT-5713,Centrosema macrocarpum,Centrosema,macrocarpum,Fabaceae,Fabales,Climber,F25-1658,23,47,2,3,149,0.586,0.586,,0.334,139.6852766,29.48904758,217.4155069,-116.5844931,-53.62289689,
150,45637,CIAT-7381,Galactia glaucescens,Galactia,glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,23,47,2,1,150,0.5927,0.5927,,0.322,150.3543937,31.83084474,322.8042674,0.804267383,0.249150171,
151,45637,CIAT-7381,Galactia glaucescens,Galactia,glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,23,47,2,2,151,0.6139,0.6139,,0.343,129.6378063,27.42857312,322.9979499,-20.00205006,-6.192624461,
152,45637,CIAT-7381,Galactia glaucescens,Galactia,glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,23,47,2,3,152,0.6049,0.6049,,0.312,160.5433354,33.97430953,322.9333891,10.93338909,3.38564839,
153,45637,CIAT-7799,Dioclea guianensis,Dioclea,guianensis,Fabaceae,Fabales,Climber,F25-1660,23,47,2,1,153,0.6101,0.6101,,0.379,88.31465519,18.89832776,304.909234,-74.09076602,-24.29928574,
154,"13/11/24, Wed",CIAT-7799,Dioclea guianensis,Dioclea,guianensis,Fabaceae,Fabales,Climber,F25-1660,23,47,2,2,154,0.5847,0.5847,,0.468,,,,,,Eliminado Dig -0.07%
155,"13/11/24, Wed",CIAT-7799,Dioclea guianensis,Dioclea,guianensis,Fabaceae,Fabales,Climber,F25-1660,23,47,2,3,155,0.6024,0.6024,,0.371,96.68850692,20.67369745,305.1531614,-65.84683864,-21.57829149,
156,"13/11/24, Wed",BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,23,47,2,1,156,-,-,,,,,,,,
157,"13/11/24, Wed",BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,23,47,2,2,157,-,-,,,,,,,,
158,"13/11/24, Wed",CIAT-7803,Dioclea holtiana,Dioclea,holtiana,Fabaceae,Fabales,Climber,F25-1661,23,47,2,1,158,0.6013,0.6013,,0.386,85.68417455,18.1655818,274.701923,-111.298077,-40.51594391,
159,"13/11/24, Wed",CIAT-7803,Dioclea holtiana,Dioclea,holtiana,Fabaceae,Fabales,Climber,F25-1661,23,47,2,2,159,0.5844,0.5844,,0.302,169.3072042,35.92289757,274.482381,-27.51761902,-10.025277,
160,"13/11/24, Wed",CIAT-7803,Dioclea holtiana,Dioclea,holtiana,Fabaceae,Fabales,Climber,F25-1661,23,47,2,3,160,0.5924,0.5924,,0.304,167.4956894,35.52433101,274.592152,-29.40784802,-10.70964622,
161,"13/11/24, Wed",CIAT-8182,Eriosema diffusum,Eriosema,diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,23,47,2,1,161,0.6018,0.6018,,0.378,88.89519011,19.03964573,295.8250527,-82.17494728,-27.7782245,
162,"13/11/24, Wed",CIAT-8182,Eriosema diffusum,Eriosema,diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,23,47,2,2,162,0.5713,0.5713,,0.36,106.9885132,22.91030938,295.8841823,-64.11581774,-21.66922789,
163,"13/11/24, Wed",CIAT-8182,Eriosema diffusum,Eriosema,diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,23,47,2,3,163,0.5644,0.5644,,0.399,68.0818362,14.57599738,295.9433118,-103.0566882,-34.82311784,
164,"13/11/24, Wed",CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,47,2,1,164,0.5637,0.5637,,0.244,223.673397,47.8268378,291.874761,47.874761,16.40250114,
165,"13/11/24, Wed",CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,47,2,2,165,0.5472,0.5472,,0.306,161.579881,34.55663676,291.8163977,-14.18360228,-4.860454172,
166,"13/11/24, Wed",CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,47,2,3,166,0.5607,0.5607,,0.302,165.673397,35.42502055,291.874761,-10.125239,-3.469035474,
167,"13/11/24, Wed",CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,47,2,1,167,0.6121,0.6121,,0.26,205.2303138,44.1137019,237.2412414,-22.75875859,-9.593086957,
168,"13/11/24, Wed",CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,47,2,2,168,0.5922,0.5922,,0.26,205.0442961,44.09134738,237.1463829,-22.85361714,-9.636924192,
169,"13/11/24, Wed",CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,47,2,3,169,0.5479,0.5479,,0.232,233.1373049,50.12225475,237.1938121,5.193812137,2.189691245,
170,"13/11/24, Wed",CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,47,2,1,170,0.6274,0.6274,,0.19,277.5102421,59.35917914,195.0289093,5.02890935,2.578545594,
171,"13/11/24, Wed",CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,47,2,2,171,0.6062,0.6062,,0.137,330.4167961,70.68997068,194.989927,57.98992696,29.73996035,
172,"13/11/24, Wed",CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,47,2,3,172,0.6161,0.6161,,0.128,339.6036881,72.62639212,195.0678917,67.06789174,34.38182017,
173,"13/11/24, Wed",CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,47,2,1,173,0.5835,0.5835,,0.23,238.8154741,50.94018591,181.0348343,-48.96516575,-27.04737237,
174,"13/11/24, Wed",CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,47,2,2,174,0.5846,0.5846,,0.167,301.8154741,64.3783089,181.0348343,14.03483425,7.752560058,
175,"13/11/24, Wed",CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,47,2,3,175,0.5897,0.5897,,0.157,311.5343535,66.4912511,180.9262785,23.92627848,13.22432467,
176,"13/11/24, Wed",CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,47,2,1,176,0.5842,0.5842,,0.366,109.3799113,23.00894688,301.52122,-64.47878003,-21.38449163,
177,"13/11/24, Wed",CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,47,2,2,177,0.5817,0.5817,Se descarta muestra debido a que se abrio el click en el hielo,,,,,,,
178,"13/11/24, Wed",CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,47,2,3,179,0.5673,0.5673,Muestra en sellado,,,,,,,
