24_no,24_date,24_requisitioner,24_set_ciat,24_ciat_lab_id,24_gene_bank_breeding_program_id,24_genus,24_species,24_tax_name,24_family,24_order,24_functional_group,24_batches_ciat,24_id_lab,24_replication,24_ndf_percentage_dm,24_av_adf_percentage_dm
450,46252,JACOBO ARANGO/ ALEJANDRO MONTOYA,41,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"98,99,100",OT-001(2025)  ,B,76.05,
451,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,101102103,OT-001(2025)  ,A,76.05,76.05
452,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,101102103,OT-001(2025)  ,B,76.05,
453,46267,BREEDING,42,F263021,CIAT-BR19_2329,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,62.8322356,62.52388277
454,46267,BREEDING,42,F263021,CIAT-BR19_2329,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,62.21552995,
455,46267,BREEDING,42,F263022,CIAT-BR19_244,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,63.06033841,61.76402056
456,46267,BREEDING,42,F263022,CIAT-BR19_244,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,60.46770271,
457,46267,BREEDING,42,F263023,CIAT-BR19_247,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,60.73576651,60.46810352
458,46267,BREEDING,42,F263023,CIAT-BR19_247,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,60.20044053,
459,46267,BREEDING,42,F263024,CIAT-BR19_2520,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,59.47211042,60.86365222
460,46267,BREEDING,42,F263024,CIAT-BR19_2520,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,62.25519402,
461,46267,BREEDING,42,F263025,CIAT-BR19_2632,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,58.58308314,58.85552306
462,46267,BREEDING,42,F263025,CIAT-BR19_2632,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,59.12796298,
463,46267,BREEDING,42,F263026,CIAT-BR19_2734,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,57.89536729,58.00565247
464,46267,BREEDING,42,F263026,CIAT-BR19_2734,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.11593765,
465,46267,BREEDING,42,F263027,CIAT-BR19_2789,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,61.55249041,60.3852138
466,46267,BREEDING,42,F263027,CIAT-BR19_2789,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,59.21793719,
467,46267,BREEDING,42,F263028,CIAT-BR19_2958,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,53.58881541,54.59082104
468,46267,BREEDING,42,F263028,CIAT-BR19_2958,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,55.59282668,
469,46267,BREEDING,42,F263029,CIAT-BR19_300,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,61.47970211,60.12733915
470,46267,BREEDING,42,F263029,CIAT-BR19_300,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.77497619,
471,46267,BREEDING,42,F263030,CIAT-BR19_3048,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,57.56249199,57.78502716
472,46267,BREEDING,42,F263030,CIAT-BR19_3048,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.00756233,
473,46267,BREEDING,42,F263031,CIAT-BR19_3107,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,60.29729317,60.34759126
474,46267,BREEDING,42,F263031,CIAT-BR19_3107,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,60.39788936,
475,46267,BREEDING,42,F263032,CIAT-BR19_325,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,58.54268857,59.2676655
476,46267,BREEDING,42,F263032,CIAT-BR19_325,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,59.99264242,
477,46267,BREEDING,42,F263033,CIAT-BR19_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,59.38529415,59.05522549
478,46267,BREEDING,42,F263033,CIAT-BR19_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.72515683,
479,46267,BREEDING,42,F263034,CIAT-BR19_3334,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,60.59403849,59.8330438
480,46267,BREEDING,42,F263034,CIAT-BR19_3334,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,59.0720491,
481,46267,BREEDING,42,F263035,CIAT-BR19_3677,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,56.88674966,57.37462445
482,46267,BREEDING,42,F263035,CIAT-BR19_3677,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,57.86249923,
483,46267,BREEDING,42,F263036,CIAT-BR19_3786,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,56.11976094,55.68593828
484,46267,BREEDING,42,F263036,CIAT-BR19_3786,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,55.25211563,
485,46267,BREEDING,42,F263037,CIAT-BR19_388,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,55.7275611,55.67793088
486,46267,BREEDING,42,F263037,CIAT-BR19_388,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,55.62830065,
487,46267,BREEDING,42,F263038,CIAT-BR19_39,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,59.43889323,60.17083098
488,46267,BREEDING,42,F263038,CIAT-BR19_39,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,60.90276873,
489,46267,BREEDING,42,F263039,CIAT-BR19_3918,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,59.97045184,59.50434702
490,46267,BREEDING,42,F263039,CIAT-BR19_3918,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,59.0382422,
491,46267,BREEDING,42,F263040,CIAT-BR19_3959,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,61.42103231,60.71444516
492,46267,BREEDING,42,F263040,CIAT-BR19_3959,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,60.00785802,
493,46267,BREEDING,42,F263041,CIAT-BR19_396,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,57.1452375,57.43460346
494,46267,BREEDING,42,F263041,CIAT-BR19_396,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,57.72396943,
495,46267,BREEDING,42,F263042,CIAT-BR19_405,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,61.76510316,62.46305119
496,46267,BREEDING,42,F263042,CIAT-BR19_405,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,63.16099923,
497,46267,BREEDING,42,F263043,CIAT-BR19_4253,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,57.79251568,58.20922404
498,46267,BREEDING,42,F263043,CIAT-BR19_4253,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.62593241,
499,46267,BREEDING,42,F263044,CIAT-BR19_4423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,58.41907061,58.56367913
500,46267,BREEDING,42,F263044,CIAT-BR19_4423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.70828765,
501,46267,BREEDING,42,F263045,CIAT-BR19_4439,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,58.04392372,58.10607555
502,46267,BREEDING,42,F263045,CIAT-BR19_4439,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.16822739,
503,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"101,102,103",OT-001(2025)  ,A,76.05,76.05
504,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"101,102,103",OT-001(2025)  ,B,76.05,
505,46267,BREEDING,42,F263046,CIAT-BR19_4440,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,59.45384085,58.60503906
506,46267,BREEDING,42,F263046,CIAT-BR19_4440,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,57.75623727,
507,46267,BREEDING,42,F263047,CIAT-BR19_4529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,58.78919022,58.93015002
508,46267,BREEDING,42,F263047,CIAT-BR19_4529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,59.07110982,
509,46267,BREEDING,42,F263048,CIAT-BR19_4581,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,59.19171214,60.32182331
510,46267,BREEDING,42,F263048,CIAT-BR19_4581,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,61.45193448,
511,46267,BREEDING,42,F263049,CIAT-BR19_4988,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,62.86271071,62.67597511
512,46267,BREEDING,42,F263049,CIAT-BR19_4988,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,62.48923952,
513,46267,BREEDING,42,F263050,CIAT-BR19_5055,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,60.49558709,60.9337833
514,46267,BREEDING,42,F263050,CIAT-BR19_5055,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,61.37197951,
515,46267,BREEDING,42,F263051,CIAT-BR19_5057,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,62.97223999,62.66452964
516,46267,BREEDING,42,F263051,CIAT-BR19_5057,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,62.35681928,
517,46267,BREEDING,42,F263052,CIAT-BR19_5178,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,64.24132454,64.21495277
518,46267,BREEDING,42,F263052,CIAT-BR19_5178,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,64.18858099,
519,46267,BREEDING,42,F263053,CIAT-BR19_5273,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,61.72738814,62.36712888
520,46267,BREEDING,42,F263053,CIAT-BR19_5273,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,63.00686962,
521,46267,BREEDING,42,F263054,CIAT-BR19_5348,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,67.28196539,68.59727318
522,46267,BREEDING,42,F263054,CIAT-BR19_5348,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,69.91258097,
523,46267,BREEDING,42,F263055,CIAT-BR19_5615,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,67.13965274,65.87305688
524,46267,BREEDING,42,F263055,CIAT-BR19_5615,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,64.60646101,
525,46267,BREEDING,42,F263056,CIAT-BR19_5751,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,67.32427792,65.88587456
526,46267,BREEDING,42,F263056,CIAT-BR19_5751,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,64.4474712,
527,46267,BREEDING,42,F263057,CIAT-BR19_5898,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,68.15133498,68.13996727
528,46267,BREEDING,42,F263057,CIAT-BR19_5898,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,68.12859955,
529,46267,BREEDING,42,F263058,CIAT-BR19_6068,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,65.54107086,65.45053248
530,46267,BREEDING,42,F263058,CIAT-BR19_6068,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,65.3599941,
531,46267,BREEDING,42,F263059,CIAT-BR19_6160,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,63.79217414,64.7156921
532,46267,BREEDING,42,F263059,CIAT-BR19_6160,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,65.63921006,
531,46267,BREEDING,42,F263060,CIAT-BR19_6352,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,68.19113796,69.33385013
532,46267,BREEDING,42,F263060,CIAT-BR19_6352,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,70.4765623,
533,46267,BREEDING,42,F263061,CIAT-BR19_6397,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,67.96903738,66.92917935
534,46267,BREEDING,42,F263061,CIAT-BR19_6397,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,65.88932132,
535,46267,BREEDING,42,F263062,CIAT-BR19_6400,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,68.13039182,68.0323189
536,46267,BREEDING,42,F263062,CIAT-BR19_6400,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,67.93424597,
537,46267,BREEDING,42,F263063,CIAT-BR19_6868,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,70.98824588,71.04282815
538,46267,BREEDING,42,F263063,CIAT-BR19_6868,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,71.09741043,
539,46267,BREEDING,42,F263064,CIAT-BR19_6984,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,67.34335298,67.80226359
540,46267,BREEDING,42,F263064,CIAT-BR19_6984,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,68.26117421,
541,46267,BREEDING,42,F263065,CIAT-BR19_811,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,65.86928606,65.90853192
542,46267,BREEDING,42,F263065,CIAT-BR19_811,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,65.94777777,
543,46267,BREEDING,42,F263066,CIAT-BR19_818,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,64.50985387,64.30295037
544,46267,BREEDING,42,F263066,CIAT-BR19_818,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,64.09604686,
545,46267,BREEDING,42,F263067,CIAT-BR19_95,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,66.71623427,65.94060645
546,46267,BREEDING,42,F263067,CIAT-BR19_95,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,65.16497863,
547,46267,BREEDING,42,F263068,CIAT-CIAT_16320,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,73.36662482,73.0608461
548,46267,BREEDING,42,F263068,CIAT-CIAT_16320,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,72.75506738,
549,46267,BREEDING,42,F263069,CIAT-CIAT_6387,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,72.46243187,73.08520398
550,46267,BREEDING,42,F263069,CIAT-CIAT_6387,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,73.7079761,
551,46267,BREEDING,42,F263070,CIAT-CIAT_6780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,71.47275727,71.72059884
552,46267,BREEDING,42,F263070,CIAT-CIAT_6780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,71.9684404,
553,46267,BREEDING,42,F263071,CIAT-GP_3207,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,65.19979628,65.61788566
554,46267,BREEDING,42,F263071,CIAT-GP_3207,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,66.03597504,
555,46267,BREEDING,42,F263072,CIAT-Mavuno,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,A,58.83876004,58.76729419
556,46267,BREEDING,42,F263072,CIAT-Mavuno,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-025,B,58.69582835,
557,46267,ISABEL MOLINA,42,F264574,Cayman Br02_1752_ Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-042,A,61.49964407,62.45784185
558,46267,ISABEL MOLINA,42,F264574,Cayman Br02_1752_ Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-042,B,63.41603962,
559,46267,ISABEL MOLINA,42,F264575,Estrella_ Exp VII_ Gramíneas,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,"101,102,103",OT-042,A,77.84529004,77.31896883
560,46267,ISABEL MOLINA,42,F264575,Estrella_ Exp VII_ Gramíneas,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,"101,102,103",OT-042,B,76.79264763,
561,46267,ISABEL MOLINA,42,F264576,Mulato Br02_1752 _Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-042,A,70.17278317,70.59323002
562,46267,ISABEL MOLINA,42,F264576,Mulato Br02_1752 _Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"101,102,103",OT-042,B,71.01367687,
563,46267,ISABEL MOLINA,42,F264577,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,"101,102,103",OT-042,A,74.96741139,75.85622016
564,46267,ISABEL MOLINA,42,F264577,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,"101,102,103",OT-042,B,76.74502893,
565,46267,ISABEL MOLINA,42,F264578,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,"101,102,103",OT-042,A,76.35847915,76.60777058
566,46267,ISABEL MOLINA,42,F264578,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,"101,102,103",OT-042,B,76.85706202,
567,46267,JUAN CARDOSO,42,F264724, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,43.80120361,43.2367741
568,46267,JUAN CARDOSO,42,F264724, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,42.6723446,
569,46267,JUAN CARDOSO,42,F264725,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,42.27976259,42.30938194
570,46267,JUAN CARDOSO,42,F264725,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,42.33900128,
571,46267,JUAN CARDOSO,42,F264726,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,"101,102,103",OT-046,A,48.95758767,48.02685578
572,46267,JUAN CARDOSO,42,F264726,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,"101,102,103",OT-046,B,47.0961239,
573,46267,JUAN CARDOSO,42,F264727,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,46.85431682,47.7203947
574,46267,JUAN CARDOSO,42,F264727,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,48.58647257,
575,46267,JUAN CARDOSO,42,F264728,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,47.9020454,48.46721939
576,46267,JUAN CARDOSO,42,F264728,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,49.03239339,
577,46267,JUAN CARDOSO,42,F264729,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,47.44377087,47.32429992
578,46267,JUAN CARDOSO,42,F264729,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,47.20482896,
579,46267,JUAN CARDOSO,42,F264730,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,46.29932737,46.05021716
580,46267,JUAN CARDOSO,42,F264730,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,45.80110695,
581,46267,JUAN CARDOSO,42,F264731,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"101,102,103",OT-046,A,62.12067935,62.28525324
582,46267,JUAN CARDOSO,42,F264731,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"101,102,103",OT-046,B,62.44982712,
583,46267,JUAN CARDOSO,42,F264732,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"101,102,103",OT-046,A,59.35836011,59.92392007
584,46267,JUAN CARDOSO,42,F264732,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"101,102,103",OT-046,B,60.48948004,
585,46267,JUAN CARDOSO,42,F264733,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,61.9386993,62.4742731
586,46267,JUAN CARDOSO,42,F264733,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,63.00984691,
587,46267,JUAN CARDOSO,42,F264734, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,46.88910811,47.29499996
588,46267,JUAN CARDOSO,42,F264734, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,47.70089182,
589,46267,JUAN CARDOSO,42,F264735,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,46.71411058,47.42330316
590,46267,JUAN CARDOSO,42,F264735,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,48.13249574,
591,46267,JUAN CARDOSO,42,F264736, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,44.85341076,44.5989236
592,46267,JUAN CARDOSO,42,F264736, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,44.34443643,
593,46267,JUAN CARDOSO,42,F264737,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,A,49.77855684,50.0708325
594,46267,JUAN CARDOSO,42,F264737,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"101,102,103",OT-046,B,50.36310817,
595,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"101,102,103",OT-001(2025)  ,A,76.05,76.05
596,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"101,102,103",OT-001(2025)  ,B,76.05,
