40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_av_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
,46252,BREEDING,41,F262971,CIAT-BR15_395,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.95060494,,14.82270259,,85.17729741,,14.80817552,,33.83799367,,67.29773169,
,46252,BREEDING,41,F262972,CIAT-BR15_4368,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.52064794,93.48032397,15.67018012,15.45166615,84.32981988,84.54833385,17.05468216,16.95495473,34.39189268,34.13914253,64.71135113,66.02302087
,46252,BREEDING,41,F262972,CIAT-BR15_4368,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.44,,15.23315217,,84.76684783,,16.8552273,,33.88639238,,67.33469062,
,46252,BREEDING,41,F262973,CIAT-BR15_4442,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.1227509,93.17171442,14.65523981,14.49646091,85.34476019,85.50353909,16.21663856,16.12063967,26.87248892,26.39789384,64.60848177,63.68171172
,46252,BREEDING,41,F262973,CIAT-BR15_4442,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.22067793,,14.33768201,,85.66231799,,16.02464078,,25.92329876,,62.75494166,
,46252,BREEDING,41,F262974,CIAT-BR15_4483,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.12235106,94.15704677,13.21730281,13.29759375,86.78269719,86.70240625,13.30631237,13.1053483,28.77880536,28.72921617,64.58817613,64.28278338
,46252,BREEDING,41,F262974,CIAT-BR15_4483,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.19174248,,13.37788468,,86.62211532,,12.90438423,,28.67962697,,63.97739063,
,46252,BREEDING,41,F262975,CIAT-BR15_503,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.62063794,93.67531897,14.74093634,14.77903649,85.25906366,85.22096351,15.44031576,15.53821327,28.20424442,28.20160072,61.53856757,62.07103946
,46252,BREEDING,41,F262975,CIAT-BR15_503,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.73,,14.81713663,,85.18286337,,15.63611078,,28.19895702,,62.60351134,
,46252,BREEDING,41,F262976,CIAT-BR15_5152,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.32,94.325,13.49589186,13.54359926,86.50410814,86.45640074,15.04598606,14.8974531,27.5384353,27.39255448,64.49235398,63.58238649
,46252,BREEDING,41,F262976,CIAT-BR15_5152,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.33,,13.59130665,,86.40869335,,14.74892014,,27.24667365,,62.672419,
,46252,BREEDING,41,F262977,CIAT-BR15_5232,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.82185344,93.79186244,12.69452142,12.66787465,87.30547858,87.33212535,16.41325798,16.51185387,29.58680026,29.5769017,68.41531304,68.7354111
,46252,BREEDING,41,F262977,CIAT-BR15_5232,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.76187144,,12.64122788,,87.35877212,,16.61044976,,29.56700314,,69.05550916,
,46252,BREEDING,41,F262978,CIAT-BR15_58,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.97,92.98569986,12.25994967,12.22109125,87.74005033,87.77890875,14.56508629,14.46133826,27.7120287,27.76842609,62.02956987,62.63443991
,46252,BREEDING,41,F262978,CIAT-BR15_58,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.00139972,,12.18223283,,87.81776717,,14.35759024,,27.82482349,,63.23930995,
,46252,BREEDING,41,F262979,CIAT-BR15_60,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.26229508,94.29614754,12.36035423,12.3628263,87.63964577,87.6371737,15.92046964,15.82326519,29.16502605,28.69730004,63.87942483,64.82735526
,46252,BREEDING,41,F262979,CIAT-BR15_60,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.33,,12.36529838,,87.63470162,,15.72606073,,28.22957403,,65.7752857,
,46252,BREEDING,41,F262980,CIAT-BR15_6346,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.39112178,94.40139914,12.91036213,12.78263817,87.08963787,87.21736183,15.22059461,15.12645028,27.72834159,27.76213231,66.20895597,66.62125107
,46252,BREEDING,41,F262980,CIAT-BR15_6346,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.4116765,,12.65491421,,87.34508579,,15.03230595,,27.79592303,,67.03354617,
,46252,BREEDING,41,F262981,CIAT-BR15_6401,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.31170649,94.60136414,13.62150988,13.84941482,86.37849012,86.15058518,14.51181903,14.41192979,27.60497773,27.26866973,63.19118737,64.31176395
,46252,BREEDING,41,F262981,CIAT-BR15_6401,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.8910218,,14.07731977,,85.92268023,,14.31204056,,26.93236173,,65.43234052,
,46252,BREEDING,41,F262982,CIAT-BR15_6402,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.68159552,94.78681935,13.93235713,13.88947771,86.06764287,86.11052229,15.94350515,15.89394724,28.42137116,27.91005446,60.4268423,60.39896885
,46252,BREEDING,41,F262982,CIAT-BR15_6402,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.89204318,,13.84659828,,86.15340172,,15.84438934,,27.39873776,,60.37109541,
,46252,BREEDING,41,F262983,CIAT-BR15_6434,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.21115777,94.17587185,13.05805856,12.95784638,86.94194144,87.04215362,15.8521916,15.75714949,28.50724204,28.12343,65.49106504,65.14029786
,46252,BREEDING,41,F262983,CIAT-BR15_6434,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.14058594,,12.85763421,,87.14236579,,15.66210737,,27.73961796,,64.78953068,
,46252,BREEDING,41,F262984,CIAT-BR15_6504,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.12,93.41094472,12.95351421,13.04789133,87.04648579,86.95210867,14.89324294,14.99146668,30.27559072,31.22062789,61.12499332,61.51620149
,46252,BREEDING,41,F262984,CIAT-BR15_6504,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.70188943,,13.14226844,,86.85773156,,15.08969043,,32.16566507,,61.90740966,
,46252,BREEDING,41,F262985,CIAT-BR15_6508,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.79084183,95.97599674,12.34436825,12.21354938,87.65563175,87.78645062,14.97986652,15.07394322,26.97254534,26.64524425,61.24277981,62.17188889
,46252,BREEDING,41,F262985,CIAT-BR15_6508,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.16115165,,12.08273051,,87.91726949,,15.16801993,,26.31794317,,63.10099796,
,46252,BREEDING,41,F262986,CIAT-BR15_6543,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.09,96.07059232,13.47967124,13.55049113,86.52032876,86.44950887,14.77703567,14.68074952,24.92312605,24.70209173,59.963471,58.99262516
,46252,BREEDING,41,F262986,CIAT-BR15_6543,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.05118464,,13.62131102,,86.37868898,,14.58446337,,24.4810574,,58.02177932,
,46252,BREEDING,41,F262987,CIAT-BR15_6571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.43071386,96.45053341,12.29399989,12.26351361,87.70600011,87.73648639,13.27623816,13.51524558,25.9334135,26.06400793,59.81302675,60.61996812
,46252,BREEDING,41,F262987,CIAT-BR15_6571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.47035296,,12.23302734,,87.76697266,,13.75425301,,26.19460236,,61.42690949,
,46252,BREEDING,41,F262988,CIAT-BR15_6590,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.68066387,96.69049692,13.99030409,13.99617415,86.00969591,86.00382585,14.19259395,14.28890525,24.0998241,24.8646419,58.52392227,58.30179631
,46252,BREEDING,41,F262988,CIAT-BR15_6590,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.70032997,,14.00204422,,85.99795578,,14.38521656,,25.62945969,,58.07967034,
,46252,BREEDING,41,F262989,CIAT-BR15_6758,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.20231907,94.27144251,13.38152221,13.42065236,86.61847779,86.57934764,16.52925484,16.61901189,25.63882716,25.96618568,63.77246825,62.10135902
,46252,BREEDING,41,F262989,CIAT-BR15_6758,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.34056594,,13.45978251,,86.54021749,,16.70876893,,26.2935442,,60.43024978,
,46252,BREEDING,41,F262990,CIAT-BR15_7006,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.39046095,95.42045795,12.92046526,12.90998638,87.07953474,87.09001362,14.67649145,14.62804459,24.89062906,25.15858837,62.50171151,62.05481383
,46252,BREEDING,41,F262990,CIAT-BR15_7006,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.45045495,,12.89950749,,87.10049251,,14.57959773,,25.42654767,,61.60791615,
,46252,BREEDING,41,F262991,CIAT-BR15_7316,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.59,94.24560988,12.21277046,12.21685365,87.78722954,87.78314635,14.65884547,14.75766016,26.68343731,27.08723004,58.19912322,58.54111706
,46252,BREEDING,41,F262991,CIAT-BR15_7316,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.90121976,,12.22093684,,87.77906316,,14.85647484,,27.49102277,,58.88311089,
,46252,BREEDING,41,F262992,CIAT-BR15_7318,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.72158352,94.72605524,12.90704239,12.94000007,87.09295761,87.05999993,14.0966229,14.04923516,28.51529307,28.55219759,59.94086085,59.88137223
,46252,BREEDING,41,F262992,CIAT-BR15_7318,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.73052695,,12.97295775,,87.02704225,,14.00184741,,28.58910212,,59.82188361,
,46252,BREEDING,41,F262993,CIAT-BR15_757,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.42,94.47609356,12.35233122,12.33928128,87.64766878,87.66071872,14.04029678,13.94312676,27.19626487,27.63766267,57.64099471,58.41732854
,46252,BREEDING,41,F262993,CIAT-BR15_757,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.53218713,,12.32623135,,87.67376865,,13.84595674,,28.07906048,,59.19366237,
,46252,BREEDING,41,F262994,CIAT-BR15_780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.49065093,93.49130167,12.79135482,13.01997501,87.20864518,86.98002499,15.37952081,15.42820819,26.88923612,26.30370549,58.21062076,56.97239145
,46252,BREEDING,41,F262994,CIAT-BR15_780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.49195241,,13.24859521,,86.75140479,,15.47689557,,25.71817487,,55.73416213,
,46252,BREEDING,41,F262995,CIAT-BR15_800,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.4916525,94.55663301,15.39356135,15.23497383,84.60643865,84.76502617,15.88296053,15.78520119,27.12547048,27.1031813,57.04551535,57.29889377
,46252,BREEDING,41,F262995,CIAT-BR15_800,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.62161352,,15.07638632,,84.92361368,,15.68744184,,27.08089212,,57.55227218,
,46252,BREEDING,41,F262996,CIAT-BR15_823,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.11048895,95.15572438,13.33470079,13.28675274,86.66529921,86.71324726,11.89839801,12.04717675,26.86691063,26.97969783,56.75806563,57.97067355
,46252,BREEDING,41,F262996,CIAT-BR15_823,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.20095981,,13.23880469,,86.76119531,,12.19595549,,27.09248503,,59.18328147,
,46252,BREEDING,41,F262997,CIAT-BR15_8529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.92243103,93.88183139,13.05374829,13.17219855,86.94625171,86.82780145,14.12917039,14.17841124,28.74658222,28.56699077,59.41934729,59.45721914
,46252,BREEDING,41,F262997,CIAT-BR15_8529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.84123175,,13.2906488,,86.7093512,,14.22765209,,28.38739932,,59.49509099,
,46252,BREEDING,41,F262998,CIAT-BR15_8650,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.43,95.46022548,13.64966397,13.60708347,86.35033603,86.39291653,16.11834269,16.215167,25.86335994,25.60905106,57.87237618,57.27246564
,46252,BREEDING,41,F262998,CIAT-BR15_8650,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.49045095,,13.56450298,,86.43549702,,16.31199131,,25.35474218,,56.67255511,
,46252,BREEDING,41,F262999,CIAT-BR15_8756,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.91050895,94.93575837,13.70263361,13.72301128,86.29736639,86.27698872,16.40538573,16.30962811,26.73608813,26.95486883,56.73133019,57.33081178
,46252,BREEDING,41,F262999,CIAT-BR15_8756,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.9610078,,13.74338895,,86.25661105,,16.2138705,,27.17364953,,57.93029336,
,46252,BREEDING,41,F263000,CIAT-BR15_8881,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.17116577,94.23115377,12.61538462,12.74801061,87.38461538,87.25198939,12.89552464,12.84712072,29.36230858,30.09024218,60.36086736,61.8696491
,46252,BREEDING,41,F263000,CIAT-BR15_8881,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.29114177,,12.8806366,,87.1193634,,12.7987168,,30.81817579,,63.37843083,
,46252,BREEDING,41,F263001,CIAT-BR15_8905,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.13176047,94.19202978,12.51322866,12.50729706,87.48677134,87.49270294,15.54878125,15.40312903,28.9878189,28.99295598,58.58100108,57.84228406
,46252,BREEDING,41,F263001,CIAT-BR15_8905,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.25229908,,12.50136547,,87.49863453,,15.2574768,,28.99809306,,57.10356703,
,46252,BREEDING,41,F263002,CIAT-BR15_8976,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.09059094,94.15145301,11.41663221,11.47331356,88.58336779,88.52668644,15.75022897,15.55853503,26.29915696,26.46893678,55.79044768,56.15145905
,46252,BREEDING,41,F263002,CIAT-BR15_8976,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.21231507,,11.52999491,,88.47000509,,15.36684109,,26.6387166,,56.51247041,
,46252,BREEDING,41,F263003,CIAT-BR15_9125,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.17144857,95.18596426,13.67438495,13.6810046,86.32561505,86.3189954,15.97057821,15.77637163,27.19333701,27.09097695,59.34871163,59.74142026
,46252,BREEDING,41,F263003,CIAT-BR15_9125,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.20047995,,13.68762425,,86.31237575,,15.58216505,,26.98861689,,60.1341289,
,46252,BREEDING,41,F263004,CIAT-BR15_9141,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.06,94.13086974,12.50386832,12.53385427,87.49613168,87.46614573,16.25753162,16.15366244,29.42317565,29.27341109,62.71499335,63.13887408
,46252,BREEDING,41,F263004,CIAT-BR15_9141,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.20173948,,12.56384021,,87.43615979,,16.04979326,,29.12364654,,63.5627548,
,46252,BREEDING,41,F263005,CIAT-BR15_9142,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.98240704,93.9668084,14.09508564,14.1656544,85.90491436,85.8343456,14.31174722,14.35805832,26.71642486,26.23741647,62.13588032,61.252868
,46252,BREEDING,41,F263005,CIAT-BR15_9142,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.95120976,,14.23622315,,85.76377685,,14.40436943,,25.75840807,,60.36985568,
,46252,BREEDING,41,F263006,CIAT-BR15_972,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.19232307,94.25144601,12.89650022,12.9355655,87.10349978,87.0644345,15.44555434,15.49770654,28.04940191,27.50524112,65.47531099,64.36615423
,46252,BREEDING,41,F263006,CIAT-BR15_972,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.31056894,,12.97463078,,87.02536922,,15.54985874,,26.96108032,,63.25699747,
,46252,BREEDING,41,F263007,CIAT-BR19_1033,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.76157153,94.78656403,12.6984127,12.69313927,87.3015873,87.30686073,16.13699862,15.99071532,26.86661222,26.74615718,64.07622594,64.23740531
,46252,BREEDING,41,F263007,CIAT-BR19_1033,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.81155653,,12.68786584,,87.31213416,,15.84443202,,26.62570215,,64.39858469,
,46252,BREEDING,41,F263008,CIAT-BR19_113,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.68106379,94.64634015,12.71849758,12.87101781,87.28150242,87.12898219,13.23222875,13.33057651,28.81597775,29.07603071,61.23103903,60.76852631
,46252,BREEDING,41,F263008,CIAT-BR19_113,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.61161652,,13.02353804,,86.97646196,,13.42892427,,29.33608366,,60.30601359,
,46252,BREEDING,41,F263009,CIAT-BR19_1444,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.32,94.26,12.04116274,12.24803734,87.95883726,87.75196266,14.56000582,14.70859158,26.64170384,26.51987485,62.43266523,62.19665765
,46252,BREEDING,41,F263009,CIAT-BR19_1444,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.2,,12.45491195,,87.54508805,,14.85717733,,26.39804586,,61.96065007,
,46252,BREEDING,41,F263010,CIAT-BR19_1583,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.37046295,95.34546545,13.59131666,13.66997011,86.40868334,86.33002989,17.69233374,17.54689339,27.87898072,27.36043398,62.85169117,61.81496918
,46252,BREEDING,41,F263010,CIAT-BR19_1583,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.32046795,,13.74862356,,86.25137644,,17.40145304,,26.84188723,,60.77824718,
,46252,BREEDING,41,F263011,CIAT-BR19_166,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.64,94.74,11.51572725,11.53683766,88.48427275,88.46316234,16.33560601,16.38003891,28.15188445,28.74433575,62.65730125,63.78683221
,46252,BREEDING,41,F263011,CIAT-BR19_166,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.84,,11.55794807,,88.44205193,,16.42447182,,29.33678704,,64.91636317,
,46252,BREEDING,41,F263012,CIAT-BR19_1727,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.90060994,93.95030497,9.610503226,9.509866464,90.38949677,90.49013354,12.25153405,12.1512966,35.02781973,35.00920171,74.87257776,74.6869053
,46252,BREEDING,41,F263012,CIAT-BR19_1727,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94,,9.409229702,,90.5907703,,12.05105914,,34.99058368,,74.50123284,
,46252,BREEDING,41,F263013,CIAT-BR19_1783,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.29134173,93.30633873,14.41200107,14.88882936,85.58799893,85.11117064,16.38972135,16.44501832,27.40796548,27.20088928,59.65943902,58.90356845
,46252,BREEDING,41,F263013,CIAT-BR19_1783,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.32133573,,15.36565765,,84.63434235,,16.5003153,,26.99381308,,58.14769789,
,46252,BREEDING,41,F263014,CIAT-BR19_1793,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.35066493,93.38033247,13.71672042,13.54606396,86.28327958,86.45393604,16.28101784,16.37753828,25.62924939,25.39081284,61.91224339,62.62054807
,46252,BREEDING,41,F263014,CIAT-BR19_1793,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.41,,13.37540751,,86.62459249,,16.47405872,,25.1523763,,63.32885276,
,46252,BREEDING,41,F263015,CIAT-BR19_1806,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.24057594,94.41055894,13.96949799,14.1442491,86.03050201,85.8557509,15.32313511,15.02934457,25.59646602,25.63928824,61.95929547,62.40427683
,46252,BREEDING,41,F263015,CIAT-BR19_1806,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.58054195,,14.31900021,,85.68099979,,14.73555403,,25.68211046,,62.8492582,
,46252,BREEDING,41,F263016,CIAT-BR19_2001,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.38056194,94.40111772,13.11294021,13.07985955,86.88705979,86.92014045,17.4741053,17.57201591,27.03546443,26.40758975,62.57737193,63.96842655
,46252,BREEDING,41,F263016,CIAT-BR19_2001,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.4216735,,13.0467789,,86.9532211,,17.66992651,,25.77971506,,65.35948118,
,46252,BREEDING,41,F263017,CIAT-BR19_21,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.07237105,94.101479,13.7881043,14.1089452,86.2118957,85.8910548,15.76016844,15.66584682,25.42682955,26.17069097,61.21660836,63.25185988
,46252,BREEDING,41,F263017,CIAT-BR19_21,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.13058694,,14.4297861,,85.5702139,,15.5715252,,26.91455239,,65.28711139,
,46252,BREEDING,41,F263018,CIAT-BR19_2124,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.60161951,94.60188933,12.97682022,12.95503887,87.02317978,87.04496113,15.31471344,15.21620754,26.26582396,26.36381127,60.30780854,62.19157021
,46252,BREEDING,41,F263018,CIAT-BR19_2124,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.60215914,,12.93325751,,87.06674249,,15.11770163,,26.46179857,,64.07533189,
,46252,BREEDING,41,F263019,CIAT-BR19_2287,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.51,94.55580976,11.72852311,11.8219177,88.27147689,88.1780823,15.09799857,15.05137783,28.75641586,28.76488257,62.50493494,62.78786956
,46252,BREEDING,41,F263019,CIAT-BR19_2287,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.60161951,,11.91531228,,88.08468772,,15.00475709,,28.77334928,,63.07080418,
,46252,BREEDING,41,F263020,CIAT-BR19_231,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.62053795,94.65053495,13.40587365,13.63300232,86.59412635,86.36699768,15.57265932,15.52847645,26.39053392,27.3117054,63.52040629,63.86453818
,46252,BREEDING,41,F263020,CIAT-BR19_231,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.68053195,,13.860131,,86.139869,,15.48429359,,28.23287688,,64.20867008,
,46252,JUAN CARDOSO,41,F263376, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,90.73,90.71592981,13.83439494,14.0920104,86.16560506,85.9079896,24.85922735,24.91298576,30.72260493,30.65349678,44.48885039,45.55711965
,46252,JUAN CARDOSO,41,F263376, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,90.70185963,,14.34962586,,85.65037414,,24.96674417,,30.58438863,,46.6253889,
,46252,JUAN CARDOSO,41,F263377,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.18174548,94.23615821,12.82562269,12.78446281,87.17437731,87.21553719,27.98269525,28.47916672,26.12243592,25.65286541,42.10547775,42.40251366
,46252,JUAN CARDOSO,41,F263377,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.29057094,,12.74330294,,87.25669706,,28.97563818,,25.1832949,,42.69954957,
,46252,JUAN CARDOSO,41,F263378,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,95.50044996,95.53089078,11.39831422,11.43380111,88.60168578,88.56619889,22.74824497,22.35301114,31.86769513,31.38739139,51.01794789,50.22850518
,46252,JUAN CARDOSO,41,F263378,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,95.5613316,,11.46928799,,88.53071201,,21.95777732,,30.90708765,,49.43906247,
,46252,JUAN CARDOSO,41,F263379,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,96.10116965,96.15115465,6.487835309,6.560615513,93.51216469,93.43938449,17.94040893,18.13845056,32.9135369,33.01649159,49.49351324,49.36245053
,46252,JUAN CARDOSO,41,F263379,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,96.20113966,,6.633395716,,93.36660428,,18.33649218,,33.11944628,,49.23138782,
,46252,JUAN CARDOSO,41,F263380,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,96.01079784,96.05578884,6.484517304,6.494925839,93.5154827,93.50507416,19.7030487,20.03789801,25.51105805,26.0818998,46.40072516,47.23419263
,46252,JUAN CARDOSO,41,F263380,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,96.10077984,,6.505334374,,93.49466563,,20.37274731,,26.65274154,,48.06766009,
,46252,JUAN CARDOSO,41,F263381,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,94.5,94.56,9.528341794,9.607656514,90.47165821,90.39234349,22.77354749,22.8227408,25.72811885,25.95806715,44.27050002,43.78127092
,46252,JUAN CARDOSO,41,F263381,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,94.62,,9.686971235,,90.31302876,,22.8719341,,26.18801544,,43.29204182,
