40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
,46132,Breeding,35,F261076,CIAT-BR06_423_Opt_F,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.84246301,,14.06368463,,85.93631537,,12.12774698,,31.83733288,,61.40464471,
,46132,Breeding,35,F261077,CIAT_MulatoII_Opt_D,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.0609878,95.0909818,11.53401325,11.60761224,88.46598675,88.39238776,17.10045477,17.44837371,27.06320283,27.38467102,58.82104687,59.23015202
,46132,Breeding,35,F261077,CIAT_MulatoII_Opt_D,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.1209758,,11.68121123,,88.31878877,,17.79629264,,27.7061392,,59.63925718,
,46132,Breeding,35,F261078,CIAT-BR06_423_Exc_G,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.31,93.31066887,11.48850408,11.53557181,88.51149592,88.46442819,11.88788825,11.66157616,29.44799648,29.51609504,60.3251628,60.41945518
,46132,Breeding,35,F261078,CIAT-BR06_423_Exc_G,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.31133773,,11.58263955,,88.41736045,,11.43526408,,29.5841936,,60.51374756,
,46132,Breeding,35,F261079,CIAT_MulatoII_Exc_E,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.31076892,92.37076292,12.6001299,12.65966659,87.3998701,87.34033341,18.10029838,17.76175229,33.60429264,33.0812702,67.53588662,67.10414764
,46132,Breeding,35,F261079,CIAT_MulatoII_Exc_E,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.43075692,,12.71920329,,87.28079671,,17.4232062,,32.55824775,,66.67240866,
,46132,Genebank,35,F260426,CIAT17524,Aeschynomene,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,93.25202439,93.30667606,7.971314576,8.009216275,92.02868542,91.99078373,26.23018361,26.23018361,24.6700162,25.80390589,53.92044804,53.5393585
,46132,Genebank,35,F260426,CIAT17524,Aeschynomene,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,93.36132773,,8.047117974,,91.95288203,,26.23018361,,26.93779558,,53.15826896,
,46132,Genebank,35,F260433,CIAT4042,Centrosema,grazielae,Centrosema grazielae,Fabaceae,Fabales,Climber,95.47181128,95.53590564,12.04300913,12.04541773,87.95699087,87.95458227,20.66577313,20.66577313,41.12363335,40.67688764,62.96838633,61.06951237
,46132,Genebank,35,F260433,CIAT4042,Centrosema,grazielae,Centrosema grazielae,Fabaceae,Fabales,Climber,95.6,,12.04782634,,87.95217366,,20.66577313,,40.23014193,,59.1706384,
,46132,Genebank,35,F260436,CIAT5098,Centrosema,schottii,Centrosema schottii,Fabaceae,Fabales,Climber,94.20115977,94.21144662,9.455558401,9.354279004,90.5444416,90.645721,19.01920801,19.01920801,39.17592312,38.84472249,53.30852068,53.02675808
,46132,Genebank,35,F260436,CIAT5098,Centrosema,schottii,Centrosema schottii,Fabaceae,Fabales,Climber,94.22173348,,9.252999606,,90.74700039,,19.01920801,,38.51352187,,52.74499549,
,46132,Genebank,35,F260440,CIAT5217,Centrosema,pascuorum,Centrosema pascuorum,Fabaceae,Fabales,Climber,93.49260296,93.59161695,13.58552662,13.35252396,86.41447338,86.64747604,22.14639204,22.14639204,37.07062833,37.23148094,56.34337457,57.49791749
,46132,Genebank,35,F260440,CIAT5217,Centrosema,pascuorum,Centrosema pascuorum,Fabaceae,Fabales,Climber,93.69063094,,13.1195213,,86.8804787,,22.14639204,,37.39233356,,58.65246042,
,46132,Genebank,35,F260441,CIAT5236,Centrosema,arenarium,Centrosema arenarium,Fabaceae,Fabales,Climber,94.80051995,94.80025997,10.50524978,10.46358106,89.49475022,89.53641894,19.840259,19.840259,42.36746734,41.07224376,61.65691514,60.26855259
,46132,Genebank,35,F260441,CIAT5236,Centrosema,arenarium,Centrosema arenarium,Fabaceae,Fabales,Climber,94.8,,10.42191235,,89.57808765,,19.840259,,39.77702018,,58.88019005,
,46132,Genebank,35,F260443,CIAT5383,Periandra,coccinea,Periandra coccinea,Fabaceae,Fabales,Climber,95.89164334,95.84166333,9.522319566,9.558823529,90.47768043,90.44117647,16.97734443,16.97734443,40.96246095,40.56290456,59.45215609,59.29510154
,46132,Genebank,35,F260443,CIAT5383,Periandra,coccinea,Periandra coccinea,Fabaceae,Fabales,Climber,95.79168333,,9.595327493,,90.40467251,,16.97734443,,40.16334818,,59.13804699,
,46132,Genebank,35,F260444,CIAT5484,Centrosema,vexillatum,Centrosema vexillatum,Fabaceae,Fabales,Climber,95.5813256,95.55610971,10.83854603,10.91232859,89.16145397,89.08767141,15.31448489,15.31448489,44.76259588,44.6819881,59.42687768,59.91380965
,46132,Genebank,35,F260444,CIAT5484,Centrosema,vexillatum,Centrosema vexillatum,Fabaceae,Fabales,Climber,95.53089382,,10.98611115,,89.01388885,,15.31448489,,44.60138033,,60.40074163,
,46132,Genebank,35,F260447,CIAT5850,Centrosema,brachypodum,Centrosema brachypodum,Fabaceae,Fabales,Climber,95.29,95.34069129,9.492274366,9.490850952,90.50772563,90.50914905,16.265504,16.265504,40.46920921,40.45542758,61.07226642,60.73621134
,46132,Genebank,35,F260447,CIAT5850,Centrosema,brachypodum,Centrosema brachypodum,Fabaceae,Fabales,Climber,95.39138259,,9.489427538,,90.51057246,,16.265504,,40.44164595,,60.40015627,
,46132,Genebank,35,F260450,CIAT7146,Rhynchosia,reticulata,Rhynchosia reticulata,Fabaceae,Fabales,Climber,94.54163751,94.50664801,11.57243349,11.47194161,88.42756651,88.52805839,16.77605891,16.77605891,51.3938944,51.98963631,65.59179472,66.10904208
,46132,Genebank,35,F260450,CIAT7146,Rhynchosia,reticulata,Rhynchosia reticulata,Fabaceae,Fabales,Climber,94.4716585,,11.37144973,,88.62855027,,16.77605891,,52.58537822,,66.62628944,
,46132,Genebank,35,F260451,CIAT7177,Canavalia,rosea,Canavalia rosea,Fabaceae,Fabales,Climber,94.53218713,94.55609356,10.84636352,10.85382066,89.15363648,89.14617934,24.2106734,24.2106734,37.98311815,37.39604292,54.95342916,53.76869522
,46132,Genebank,35,F260451,CIAT7177,Canavalia,rosea,Canavalia rosea,Fabaceae,Fabales,Climber,94.58,,10.8612778,,89.1387222,,24.2106734,,36.80896768,,52.58396128,
,46132,Genebank,35,F260452,CIAT7320,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,93.47195841,93.70188943,12.89875173,12.5146698,87.10124827,87.4853302,25.4279254,25.4279254,27.15475862,27.98038906,45.23356285,46.62083934
,46132,Genebank,35,F260452,CIAT7320,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,93.93182045,,12.13058786,,87.86941214,,25.4279254,,28.8060195,,48.00811584,
,46132,Genebank,35,F260454,CIAT8384,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,92.53074693,92.61610332,13.80831267,13.6025155,86.19168733,86.3974845,28.22762592,28.22762592,32.04992293,31.96209659,54.12440812,52.43205309
,46132,Genebank,35,F260454,CIAT8384,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,92.70145971,,13.39671834,,86.60328166,,28.22762592,,31.87427025,,50.73969807,
,46132,Genebank,35,F260455,CIAT8772,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.86,93.84592522,14.32134636,14.2872411,85.67865364,85.7127589,19.60668634,19.62436161,31.57336625,31.28723395,49.23350926,50.43119911
,46132,Genebank,35,F260455,CIAT8772,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.83185044,,14.25313584,,85.74686416,,19.64203687,,31.00110166,,51.62888895,
,46132,Genebank,35,F252583,CIAT4141,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,90.88,90.94,11.92,11.82,88.08,88.18,19.8,19.485,28.07,27.985,48.46,49.145
,46132,Genebank,35,F252583,CIAT4141,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,91,,11.72,,88.28,,19.17,,27.9,,49.83,
,46132,Genebank,35,F252588,CIAT8014,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Herbaceous,91.32,91.315,8.91,8.93,91.09,91.07,21.18,21.18,31.07,30.045,56.56,54.875
,46132,Genebank,35,F252588,CIAT8014,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Herbaceous,91.31,,8.95,,91.05,,21.18,,29.02,,53.19,
,46132,Genebank,35,F252612,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,92.78,92.805,12.36,12.275,87.64,87.725,18.14,18.14,40.91,41.12,56.81,56.805
,46132,Genebank,35,F252612,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,92.83,,12.19,,87.81,,18.14,,41.33,,56.8,
,46132,Genebank,35,F260067,CIAT16537,Sporobolus,sp.,Sporobolus sp.,Poaceae,Poales,Grasses,96.16230262,96.71156219,15.22172424,14.43840057,84.77827576,85.56159943,14.1634369,14.1634369,33.56950963,33.40263389,68.45811919,68.48610038
,46132,Genebank,35,F260067,CIAT16537,Sporobolus,sp.,Sporobolus sp.,Poaceae,Poales,Grasses,97.26082175,,13.6550769,,86.3449231,,14.1634369,,33.23575816,,68.51408157,
,46132,Genebank,35,F260068,CIAT16561,Panicum,maximum,Panicum maximum,Poaceae,Poales,Grasses,,,,,,,,,,,,
,46132,Genebank,35,F260068,CIAT16561,Panicum,maximum,Panicum maximum,Poaceae,Poales,Grasses,,,,,,,,,,,,
,46132,LMF,35,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,46132,LMF,35,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
,46146,Genebank,36,F260501,CIAT25254,Centrosema,pubescens,Centrosema pubescens,Fabaceae,Fabales,Climber,93.37,93.30533797,13.78270556,13.71771792,86.21729444,86.28228208,22.22403549,22.22403549,48.61058574,48.9154214,52.65448977,55.62262192
,46146,Genebank,36,F260501,CIAT25254,Centrosema,pubescens,Centrosema pubescens,Fabaceae,Fabales,Climber,93.24067593,,13.65273028,,86.34726972,,22.22403549,,49.22025707,,58.59075407,
,46146,Genebank,36,F260502,CIAT25516,Centrosema,tetragonolobum,Centrosema tetragonolobum,Fabaceae,Fabales,Climber,93.56193142,93.52694192,14.31243653,14.09331409,85.68756347,85.90668591,25.64948243,25.94963605,40.06675792,40.49604187,53.40897404,53.87168425
,46146,Genebank,36,F260502,CIAT25516,Centrosema,tetragonolobum,Centrosema tetragonolobum,Fabaceae,Fabales,Climber,93.49195241,,13.87419165,,86.12580835,,26.24978967,,40.92532581,,54.33439446,
,46146,Genebank,36,F260503,CIAT286,Zornia,glabra,Zornia glabra,Fabaceae,Fabales,Herbaceous,92.73,92.52538396,8.927279895,8.970060632,91.07272011,91.02993937,15.73890535,15.73890535,52.76873052,52.61934968,57.09445628,57.58301821
,46146,Genebank,36,F260503,CIAT286,Zornia,glabra,Zornia glabra,Fabaceae,Fabales,Herbaceous,92.32076792,,9.01284137,,90.98715863,,15.73890535,,52.46996885,,58.07158015,
,46146,Genebank,36,F260504,CIAT330,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,93.31133773,93.34633073,10.49643871,10.31971295,89.50356129,89.68028705,15.56556781,15.56556781,45.26983371,44.033682,67.18935558,67.57151292
,46146,Genebank,36,F260504,CIAT330,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,93.38132374,,10.1429872,,89.8570128,,15.56556781,,42.79753029,,67.95367026,
,46146,Genebank,36,F260505,CIAT506,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,94.22231108,94.28228709,9.054283291,9.048982188,90.94571671,90.95101781,22.17176465,22.17176465,38.36235218,39.72115298,56.82175095,57.94283105
,46146,Genebank,36,F260505,CIAT506,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,94.34226309,,9.043681086,,90.95631891,,22.17176465,,41.07995378,,59.06391114,
,46146,Genebank,36,F260506,CIAT921,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,92.04238728,91.9516006,8.675875858,8.796359549,91.32412414,91.20364045,24.80471618,24.80471618,32.47190658,33.25851496,59.92733581,61.50035273
,46146,Genebank,36,F260506,CIAT921,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,91.86081392,,8.91684324,,91.08315676,,24.80471618,,34.04512334,,63.07336966,
,46146,Genebank,36,F260507,CIAT1011,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,94,94.02,11.55073389,11.72091044,88.44926611,88.27908956,15.19598972,15.19598972,39.79882746,39.78272068,62.76541155,62.1703877
,46146,Genebank,36,F260507,CIAT1011,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,94.04,,11.891087,,88.108913,,15.19598972,,39.7666139,,61.57536385,
,46146,Genebank,36,F260508,CIAT1013,Stylosanthes,fruticosa,Stylosanthes fruticosa,Fabaceae,Fabales,Herbaceous,94.10058994,94.14029497,9.336194549,9.389773579,90.66380545,90.61022642,15.59414387,15.59414387,40.94899767,40.68950719,66.85309873,66.22314338
,46146,Genebank,36,F260508,CIAT1013,Stylosanthes,fruticosa,Stylosanthes fruticosa,Fabaceae,Fabales,Herbaceous,94.18,,9.443352608,,90.55664739,,15.59414387,,40.43001672,,65.59318803,
,46146,Genebank,36,F260509,CIAT1985,Stylosanthes,fruticosa,Stylosanthes fruticosa,Fabaceae,Fabales,Herbaceous,92.86214136,93.02175254,8.801751755,8.829061815,91.19824825,91.17093819,15.05225554,15.05225554,39.73866269,39.49408979,63.96485286,63.48945061
,46146,Genebank,36,F260509,CIAT1985,Stylosanthes,fruticosa,Stylosanthes fruticosa,Fabaceae,Fabales,Herbaceous,93.18136373,,8.856371875,,91.14362813,,15.05225554,,39.24951689,,63.01404836,
,46146,Genebank,36,F260510,CIAT2001,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,93.742503,93.6828457,14.89538253,14.70259652,85.10461747,85.29740348,14.1802302,14.18164865,47.11979117,46.98831244,62.32732931,61.53207889
,46146,Genebank,36,F260510,CIAT2001,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,93.62318841,,14.50981052,,85.49018948,,14.1830671,,46.85683371,,60.73682847,
,46146,Genebank,36,F260511,CIAT4263,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,92.76,92.715,12.12317317,11.96677992,87.87682683,88.03322008,20.08579404,20.02103291,26.92228941,27.49504519,52.79212407,53.3387662
,46146,Genebank,36,F260511,CIAT4263,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,92.67,,11.81038667,,88.18961333,,19.95627179,,28.06780097,,53.88540833,
,46146,Genebank,36,F260512,CIAT4495,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,92.19078092,92.20116931,13.49088761,15.15471819,86.50911239,84.84528181,22.75188034,22.75188034,34.44485182,34.97678808,47.65624043,48.24582055
,46146,Genebank,36,F260512,CIAT4495,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,92.21155769,,16.81854876,,83.18145124,,22.75188034,,35.50872433,,48.83540067,
,46146,Genebank,36,F260513,CIAT7739,Chamaecrista,mimosoides,Chamaecrista mimosoides,Fabaceae,Fabales,Herbaceous,93.08207538,93.08138365,11.21262763,9.285521621,88.78737237,90.71447838,16.12484178,16.09647624,27.34449399,27.56014678,59.27781108,58.88483204
,46146,Genebank,36,F260513,CIAT7739,Chamaecrista,mimosoides,Chamaecrista mimosoides,Fabaceae,Fabales,Herbaceous,93.08069193,,7.358415614,,92.64158439,,16.06811069,,27.77579956,,58.49185301,
,46146,Genebank,36,F260514,CIAT8279,Zornia,glabra,Zornia glabra,Fabaceae,Fabales,Herbaceous,90.59188162,90.63094081,8.979684259,12.93618499,91.02031574,87.06381501,18.11731903,18.11731903,33.72428168,32.88374681,56.30312614,56.06623003
,46146,Genebank,36,F260514,CIAT8279,Zornia,glabra,Zornia glabra,Fabaceae,Fabales,Herbaceous,90.67,,16.89268572,,83.10731428,,18.11731903,,32.04321194,,55.82933392,
,46146,Genebank,36,F260515,CIAT11898,Stylosanthes,erecta,Stylosanthes erecta,Fabaceae,Fabales,Herbaceous,92.44075592,92.46075392,18.05991132,14.13431383,81.94008868,85.86568617,16.15086871,16.15086871,35.95214948,36.1475529,55.91314484,55.91890334
,46146,Genebank,36,F260515,CIAT11898,Stylosanthes,erecta,Stylosanthes erecta,Fabaceae,Fabales,Herbaceous,92.48075192,,10.20871634,,89.79128366,,16.15086871,,36.34295632,,55.92466184,
,46146,Genebank,36,F260516,CIAT12001,Stylosanthes,mexicana,Stylosanthes mexicana,Fabaceae,Fabales,Herbaceous,91.99160168,92.0173922,15.87425837,18.48526288,84.12574163,81.51473712,18.05044171,18.05044171,30.21433124,31.03454514,57.79275491,57.0528311
,46146,Genebank,36,F260516,CIAT12001,Stylosanthes,mexicana,Stylosanthes mexicana,Fabaceae,Fabales,Herbaceous,92.04318273,,21.09626739,,78.90373261,,18.05044171,,31.85475905,,56.31290729,
,46146,Genebank,36,F260517,CIAT19199,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,94.22231108,94.25201328,19.1431273,13.54376192,80.8568727,86.45623808,15.37487311,15.37487311,25.62819301,25.30868862,62.34728898,61.55691644
,46146,Genebank,36,F260517,CIAT19199,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,94.28171549,,7.944396531,,92.05560347,,15.37487311,,24.98918423,,60.7665439,
,46146,Genebank,36,F260518,CIAT19819,Pseudarthria,viscida,Pseudarthria viscida,Fabaceae,Fabales,Herbaceous,93.05138972,93.07707431,15.72575491,18.69902125,84.27424509,81.30097875,18.2127878,18.2127878,23.36809705,22.92862243,56.13420835,57.95089822
,46146,Genebank,36,F260518,CIAT19819,Pseudarthria,viscida,Pseudarthria viscida,Fabaceae,Fabales,Herbaceous,93.1027589,,21.67228759,,78.32771241,,18.2127878,,22.48914782,,59.76758809,
,46146,Genebank,36,F260519,CIAT20646,Pseudarthria,viscida,Pseudarthria viscida,Fabaceae,Fabales,Herbaceous,92.93,92.96534997,18.73816428,14.65009173,81.26183572,85.34990827,19.61926245,19.61926245,25.92183478,25.07454503,55.39583196,55.5844425
,46146,Genebank,36,F260519,CIAT20646,Pseudarthria,viscida,Pseudarthria viscida,Fabaceae,Fabales,Herbaceous,93.00069993,,10.56201918,,89.43798082,,19.61926245,,24.22725528,,55.77305305,
,46146,Genebank,36,F260520,CIAT20778,Chamaecrista,serpens,Chamaecrista serpens,Fabaceae,Fabales,Herbaceous,94.16116777,94.17674542,16.00924362,17.19642106,83.99075638,82.80357894,17.35044627,17.36606669,29.13092726,28.44580396,53.35003123,54.98407135
,46146,Genebank,36,F260520,CIAT20778,Chamaecrista,serpens,Chamaecrista serpens,Fabaceae,Fabales,Herbaceous,94.19232307,,18.38359851,,81.61640149,,17.38168712,,27.76068066,,56.61811147,
,46146,Genebank,36,F260521,CIAT23035,Desmodium,laxiflorum,Desmodium laxiflorum,Fabaceae,Fabales,Herbaceous,92.16078392,92.19155861,13.05845817,12.45532587,86.94154183,87.54467413,16.31259106,16.31259106,32.68597847,31.77262616,50.39758332,50.76210953
,46146,Genebank,36,F260521,CIAT23035,Desmodium,laxiflorum,Desmodium laxiflorum,Fabaceae,Fabales,Herbaceous,92.2223333,,11.85219357,,88.14780643,,16.31259106,,30.85927385,,51.12663574,
,46146,Genebank,36,F260522,CIAT24004,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,94.44055594,94.48082586,11.59907739,11.98474207,88.40092261,88.01525793,14.54769274,14.54769274,27.04115779,26.31037882,61.93886302,62.26589408
,46146,Genebank,36,F260522,CIAT24004,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,94.52109578,,12.37040676,,87.62959324,,14.54769274,,25.57959986,,62.59292514,
,46146,Genebank,36,F260523,CIAT33606,Desmodium,sandwicense x intortum,Desmodium sandwicense x intortum,Fabaceae,Fabales,Herbaceous,91.99,91.84041546,8.884977228,8.661342067,91.11502277,91.33865793,18.39922068,18.3909402,26.45665796,26.4006588,59.90392087,59.92421404
,46146,Genebank,36,F260523,CIAT33606,Desmodium,sandwicense x intortum,Desmodium sandwicense x intortum,Fabaceae,Fabales,Herbaceous,91.69083092,,8.437706906,,91.56229309,,18.38265973,,26.34465964,,59.94450722,
,46146,Genebank,36,F260524,CIAT33623,Desmodium,brachypodum,Desmodium brachypodum,Fabaceae,Fabales,Herbaceous,92.92141572,92.93141372,9.532006455,9.677245831,90.46799354,90.32275417,19.32420126,19.32420126,28.35890384,28.2258136,57.86145236,57.50881965
,46146,Genebank,36,F260524,CIAT33623,Desmodium,brachypodum,Desmodium brachypodum,Fabaceae,Fabales,Herbaceous,92.94141172,,9.822485207,,90.17751479,,19.32420126,,28.09272335,,57.15618695,
,46146,Genebank,36,F260525,CIAT33636,Desmodium,muelleri,Desmodium muelleri,Fabaceae,Fabales,Herbaceous,93.57192842,93.56692992,8.953469737,8.926758908,91.04653026,91.07324109,20.66857797,20.66857797,26.2841911,26.26503688,59.47441872,59.76599993
,46146,Genebank,36,F260525,CIAT33636,Desmodium,muelleri,Desmodium muelleri,Fabaceae,Fabales,Herbaceous,93.56193142,,8.900048079,,91.09995192,,20.66857797,,26.24588266,,60.05758113,
,46146,Genebank,36,F260526,CIAT33726,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,93.14,93.37627749,10.25956512,10.36456479,89.74043488,89.63543521,18.62947164,18.62947164,26.48737833,26.53841665,60.3552326,60.71904902
,46146,Genebank,36,F260526,CIAT33726,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,93.61255498,,10.46956446,,89.53043554,,18.62947164,,26.58945498,,61.08286545,
,46146,Genebank,36,F260527,CIAT33727,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,93.3220034,92.57641016,8.41214699,8.493994179,91.58785301,91.50600582,19.02312049,19.02312049,26.30688094,26.3305642,59.77443854,59.34163285
,46146,Genebank,36,F260527,CIAT33727,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,91.83081692,,8.575841368,,91.42415863,,19.02312049,,26.35424745,,58.90882715,
,46146,Genebank,36,F260528,CIAT43324,Desmodium,muelleri,Desmodium muelleri,Fabaceae,Fabales,Herbaceous,92.38076192,92.37538096,11.02997465,10.85190713,88.97002535,89.14809287,18.05305338,18.05305338,28.35910606,28.47280624,56.7355163,57.67849452
,46146,Genebank,36,F260528,CIAT43324,Desmodium,muelleri,Desmodium muelleri,Fabaceae,Fabales,Herbaceous,92.37,,10.67383961,,89.32616039,,18.05305338,,28.58650642,,58.62147275,
,46146,Genebank,36,F260529,CIAT9776,Mimosa,debilis,Mimosa debilis,Fabaceae,Fabales,Shurb_Tree,91.87243827,91.91162159,9.354008367,14.04920156,90.64599163,85.95079844,15.34170764,15.40659912,27.29895881,27.35501267,62.57294431,61.82015189
,46146,Genebank,36,F260529,CIAT9776,Mimosa,debilis,Mimosa debilis,Fabaceae,Fabales,Shurb_Tree,91.95080492,,18.74439475,,81.25560525,,15.47149059,,27.41106652,,61.06735946,
,46146,Genebank,36,F260530,CIAT13761,Desmodium,distortum,Desmodium distortum,Fabaceae,Fabales,Shurb_Tree,93.1527389,93.25170192,10.41923456,9.86858377,89.58076544,90.13141623,20.09052354,20.09052354,25.86633895,25.58038706,52.07796182,52.23789553
,46146,Genebank,36,F260530,CIAT13761,Desmodium,distortum,Desmodium distortum,Fabaceae,Fabales,Shurb_Tree,93.35066493,,9.317932979,,90.68206702,,20.09052354,,25.29443518,,52.39782924,
,46146,Genebank,36,F260531,CIAT13929,Desmodium,distortum,Desmodium distortum,Fabaceae,Fabales,Shurb_Tree,90.79092091,90.81046045,8.742611853,9.535909185,91.25738815,90.46409081,17.19470981,17.19470981,24.59615661,24.89268326,38.18600452,38.6160697
,46146,Genebank,36,F260531,CIAT13929,Desmodium,distortum,Desmodium distortum,Fabaceae,Fabales,Shurb_Tree,90.83,,10.32920652,,89.67079348,,17.19470981,,25.1892099,,39.04613488,
,46146,Genebank,36,F260532,CIAT13930,Desmodium,glabrum,Desmodium glabrum,Fabaceae,Fabales,Shurb_Tree,92.05238428,92.04278551,13.6091515,12.47901379,86.3908485,87.52098621,21.40096477,21.40096477,26.79983131,26.53876296,34.78071124,35.38043422
,46146,Genebank,36,F260532,CIAT13930,Desmodium,glabrum,Desmodium glabrum,Fabaceae,Fabales,Shurb_Tree,92.03318673,,11.34887608,,88.65112392,,21.40096477,,26.27769462,,35.9801572,
,46146,Genebank,36,F260533,CIAT21082,Flemingia,stricta,Flemingia stricta,Fabaceae,Fabales,Shurb_Tree,94.50054995,94.50554945,9.511717717,10.56446067,90.48828228,89.43553933,20.13658223,20.13658223,24.70035035,24.55369483,66.55727155,64.91425484
,46146,Genebank,36,F260533,CIAT21082,Flemingia,stricta,Flemingia stricta,Fabaceae,Fabales,Shurb_Tree,94.51054895,,11.61720362,,88.38279638,,20.13658223,,24.4070393,,63.27123813,
,46146,Genebank,36,F260534,CIAT21089,Flemingia,stricta,Flemingia stricta,Fabaceae,Fabales,Shurb_Tree,92.85142971,92.87071486,15.71763565,12.36508226,84.28236435,87.63491774,19.46551827,19.46551827,25.34784942,25.24238994,64.13756241,64.16580941
,46146,Genebank,36,F260534,CIAT21089,Flemingia,stricta,Flemingia stricta,Fabaceae,Fabales,Shurb_Tree,92.89,,9.012528883,,90.98747112,,19.46551827,,25.13693046,,64.19405641,
,46146,Genebank,36,F260535,CIAT21091,Flemingia,stricta,Flemingia stricta,Fabaceae,Fabales,Shurb_Tree,92.10078992,92.10578942,8.131140422,9.933235629,91.86885958,90.06676437,19.58941744,19.58941744,26.84586903,26.61633623,70.90077473,70.86102497
,46146,Genebank,36,F260535,CIAT21091,Flemingia,stricta,Flemingia stricta,Fabaceae,Fabales,Shurb_Tree,92.11078892,,11.73533084,,88.26466916,,19.58941744,,26.38680342,,70.82127521,
,46146,Genebank,36,F260536,CIAT21115,Flemingia,lineata,Flemingia lineata,Fabaceae,Fabales,Shurb_Tree,92.4315137,92.46075685,7.926102428,7.591617661,92.07389757,92.40838234,19.32295278,19.32295278,26.67354621,26.48027057,63.99562858,64.50227528
