31_no,31_date,31_requisitioner,31_gene_bank,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_dm,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8,31_column9
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8,Column9
1168,45979,Genetic bank,ABC-12686-1,Fabales,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3579,26,55,2,3,97,0.5004,455.1410791,257.9410791,0.374305556,41.5,0.720138889,80.5,11.6,40.5,0.395138889,95.5,14.9,,39,55,36.71373255,52.0131022,88.72683474,4.258792975,7.749952228,12.0087452,194.9435874,56.67277487,2.907137168,11.6,13.53451325,26.38466567,46.55615634,469.8195731,14.64394593,25.83947224,,
1169,45979,Genetic bank,ABC-12710-1,Fabales,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,55,2,1,98,0.5003,458.900175,233.200175,0.374305556,41.5,0.720138889,79.5,12.7,40.5,0.395833333,83,15,,38,42.5,35.71373255,39.5131022,75.22683474,4.535644033,5.92696533,10.46260936,163.9285379,50.81719025,3.099959952,12.7,13.90808134,22.79931439,44.86535811,248.0220521,12.65401394,24.90104997,,
1170,45979,Genetic bank,ABC-12710-1,Fabales,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,55,2,2,99,0.5003,458.900175,236.200175,0.374305556,40.5,0.720833333,79.5,12.7,40,0.398611111,83.5,14.8,,39,43.5,36.71373255,40.5131022,77.22683474,4.662644033,5.995939125,10.65858316,168.2867843,51.4709272,3.058524615,12.7,13.80165741,23.22636543,45.12521279,235.891872,12.89103465,25.04527381,,
1171,45979,Genetic bank,ABC-12710-1,Fabales,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,55,2,3,100,0.5004,458.900175,212.400175,0.374305556,40,0.722222222,79.5,12.7,40,0.396527778,82.5,14.8,,39.5,42.5,37.21373255,39.5131022,76.72683474,4.726144033,5.847939125,10.57408316,167.1972227,46.28461408,2.768264528,12.7,13.78146667,23.04222952,49.783778,494.4813515,12.78883604,27.6308581,,
1172,45979,Genetic bank,ABC-12758-1,Fabales,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3581,26,55,2,1,101,0.5003,457.1534317,224.6534317,0.375,41.5,0.722222222,77.5,12.1,40.5,0.397222222,87.5,11.5,,36,47,33.71373255,44.0131022,77.72683474,4.079361638,5.061506753,9.140868391,170.023518,49.14180145,2.890294355,12.1,11.76024782,19.99518708,40.68875477,327.3294874,11.09767477,22.58296285,,
1173,45979,Genetic bank,ABC-12758-1,Fabales,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3581,26,55,2,2,102,0.5002,457.1534317,153.0534317,0.375,40,0.722916667,77,11.5,40,0.397916667,82,11.5,,37,42,34.71373255,39.0131022,73.72683474,3.992079243,4.486506753,8.478585996,161.2737204,33.47966374,2.075952837,11.5,11.5,18.54647785,55.39624888,-194.1316574,10.29361608,30.74587654,,
1174,45979,Genetic bank,ABC-12758-1,Fabales,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3581,26,55,2,3,103,0.5,457.1534317,216.3534317,0.375694444,40,0.722916667,78,11.5,40,0.397916667,82,11.9,,38,42,35.71373255,39.0131022,74.72683474,4.107079243,4.642559162,8.749638404,163.4611698,47.32621844,2.89525754,11.5,11.70883048,19.13939128,40.44141262,445.8280905,10.62269329,22.44568368,,
1175,45979,LMF,Hohenheimer Heustandard IAG 2025/1 S1,Green meal ,,,,,,F25-2134,26,55,2,1,104,0.2502,228.5152454,114.9152454,0.375694444,40.5,0.723611111,71,14.2,40,0.398611111,60.5,16.7,,30.5,20.5,28.21373255,17.5131022,45.72683474,4.006350022,2.924688067,6.931038089,200.1040878,50.28778067,2.513081128,14.2,15.15748494,30.33074697,60.31434788,#DIV/0!,16.83408932,33.47550657,,
1176,45979,LMF,Hohenheimer Heustandard IAG 2025/1 S1,Green meal ,,,,,,F25-2134,26,55,2,2,105,0.2502,228.5152454,121.8152454,0.375694444,40,0.724305556,72,23.6,40,0.399305556,60,17.4,,32,20,29.71373255,17.0131022,46.72683474,7.012440881,2.960279782,9.972720664,204.4801635,53.30727287,2.606965485,23.6,21.34259835,43.64138001,81.86759078,#DIV/0!,24.22172095,45.43792928,,
1177,45979,LMF,Hohenheimer Heustandard IAG 2025/1 S1,Green meal ,,,,,,F25-2134,26,55,2,3,106,0.2503,228.5152454,108.8152454,0.376388889,40,0.724305556,72,13.8,40,0.4,60.5,17.6,,32,20.5,29.71373255,17.5131022,47.22683474,4.100495091,3.082305987,7.182801078,206.6682013,47.61837453,2.304097787,13.8,15.20915199,31.43248086,66.00914284,#DIV/0!,17.44557069,36.6362163,,
1178,45979,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,55,2,1,107,-,,,0.376388889,40.5,0.725,42.5,,40,0.400694444,43,,,2,3,,,,,,,,,,,,,,,,,,
1179,45979,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,55,2,2,108,-,,,0.376388889,40,0.725694444,42.5,,40,0.401388889,43.5,,,2.5,3.5,,,,,,,,,,,,,,,,,,
1180,,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,56,3,1,1,-,,,0.334027778,39.5,0.669444444,42.5,,40,0.348611111,44,,,3,4,,,,,,,,,,,,,,,,,,
1181,,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,56,3,2,2,-,,,0.334027778,39.5,0.669444444,43,,39.5,0.349305556,44.5,,,3.5,5,,,,,,,,,,,,,,,,,,
1182,,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,Poaceae,Poales,grasses,F25-0008,26,56,3,1,3,0.5,468.6546792,226.7546792,0.334722222,41,0.670138889,70,12.8,40.5,0.350694444,86.5,14.4,,29,46,26.04997748,42.34934713,68.39932461,3.334397117,6.098305987,9.432703104,145.9482379,48.38417054,3.315159623,12.8,13.79063778,20.12719284,41.59871424,#DIV/0!,11.17094025,23.08800611,,
1183,,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,Poaceae,Poales,grasses,F25-0008,26,56,3,2,4,0.5005,468.6546792,201.7546792,0.335416667,41.5,0.670138889,69.5,14.5,41,0.350694444,87,15.8,,28,46,25.04997748,42.34934713,67.39932461,3.632246735,6.691196847,10.32344358,143.8144707,43.04975244,2.993422863,14.5,15.31683536,22.02782569,51.16829816,#DIV/0!,12.22582436,28.39929074,,
1184,,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,Poaceae,Poales,grasses,F25-0008,26,56,3,3,5,0.5001,468.6546792,210.1546792,0.336111111,41.5,0.670833333,61.5,14,40,0.352083333,89,15.9,,20,49,17.04997748,45.34934713,62.39932461,2.386996847,7.210546194,9.597543041,133.1456345,44.84211692,3.367899902,14,15.38084443,20.4789229,45.66894764,#DIV/0!,11.36615651,25.34705606,,
1185,,Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252624,26,56,3,1,6,0.5004,481.2857007,280.8857007,0.336111111,41,0.671527778,90.5,13.7,41,0.352777778,98,16.1,,49.5,57,46.54997748,53.34934713,99.89932461,6.377346915,8.589244888,14.9665918,207.5676141,58.36153044,2.811687684,13.7,14.98167466,31.09710465,53.28356611,142.9031499,17.2594311,29.57330105,,
1186,,Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252624,26,56,3,2,7,0.5004,481.2857007,264.2857007,0.336805556,40,0.672222222,93.5,13.4,40,0.353472222,96.5,16.2,MUESTRA EN LA MANGUERA DESPUES DEL CLICK 8H,53.5,56.5,50.54997748,52.84934713,103.3993246,6.773696982,8.561594235,15.33529122,214.8398019,54.91243565,2.555971247,13.4,14.83113287,31.86317648,58.02542921,174.0028507,17.68461421,32.20511711,,
1187,,Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252624,26,56,3,3,8,0.5002,481.2857007,299.3857007,0.3375,41,0.672916667,90.5,13.7,41,0.354166667,98,16.1,,49.5,57,46.54997748,53.34934713,99.89932461,6.377346915,8.589244888,14.9665918,207.5676141,62.20540113,2.996874122,13.7,14.98167466,31.09710465,49.99100414,121.4501231,17.2594311,27.74587219,,
1188,,Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252625,26,56,3,1,9,0.5004,485.4433489,281.6433489,0.338194444,40.5,0.672916667,90,12.9,40.5,0.354861111,95.5,15.4,,49.5,55,46.54997748,51.34934713,97.89932461,6.004947095,7.907799458,13.91274655,201.6699267,58.01775831,2.876867129,12.9,14.2112794,28.65987676,49.39845591,136.3964138,15.90672745,27.41699767,,
1189,,Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252625,26,56,3,2,10,0.5004,485.4433489,276.7433489,0.338194444,41,0.673611111,88,13.4,41,0.355555556,92,15.6,,47,51,44.04997748,47.34934713,91.39932461,5.902696982,7.386498152,13.28919513,188.2801048,57.00837174,3.027848949,13.4,14.53970824,27.37537792,48.01992599,136.8576904,15.19380837,26.65188972,,
1190,,Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252625,26,56,3,3,11,0.5001,485.4433489,271.8433489,0.339583333,41,0.673611111,91.5,12.6,40.5,0.35625,94,15.5,,50.5,53.5,47.54997748,49.84934713,97.39932461,5.991297162,7.726648805,13.71794597,200.6399404,55.99898516,2.791018829,12.6,14.0842311,28.25859289,50.46268751,148.7809682,15.68400796,28.00766462,,
1191,,Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252626,26,56,3,1,12,0.5005,484.8656231,302.5656231,0.338888889,41,0.674305556,91.5,13.1,40.5,0.356944444,99,15.8,,50.5,58.5,47.54997748,54.84934713,102.3993246,6.22904705,8.666196847,14.8952439,211.1911419,62.401954,2.954761902,13.1,14.54623256,30.72035464,49.22979598,110.8070653,17.05032832,27.32338849,,
1192,,Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252626,26,56,3,2,13,0.5003,484.8656231,274.4656231,0.338888889,40.5,0.675,91,13,40,0.356944444,95,15.6,,50.5,55,47.54997748,51.34934713,98.89932461,6.181497072,8.010498152,14.19199522,203.972647,56.60653386,2.775202199,13,14.3499415,29.26995553,51.70773324,133.4774534,16.24533172,28.69868655,,
1193,,Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252626,26,56,3,3,14,0.5001,484.8656231,277.6656231,0.339583333,40.5,0.675694444,86,13.6,40,0.357638889,98,15.4,,45.5,58,42.54997748,54.34934713,96.89932461,5.786796937,8.369799458,14.1565964,199.8477929,57.26651053,2.865506279,13.6,14.60959243,29.19694802,50.98433229,129.254431,16.20481129,28.2971865,,
1194,,Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252627,26,56,3,1,15,0.5004,483.566536,238.366536,0.340972222,40,0.675694444,89,12.9,39.5,0.358333333,88,15.9,"Llenado JGonzalez,derrame oH",49,48.5,46.04997748,44.84934713,90.89932461,5.940447095,7.131046194,13.07149329,187.9768715,49.29343084,2.622313609,12.9,14.38018747,27.03142653,54.83778683,298.4416733,15.00290939,30.43592044,,
1195,,Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252627,26,56,3,2,16,0.5,483.566536,273.666536,0.340972222,40.5,0.676388889,87.5,13.8,40.5,0.359027778,86,16.5,,47,45.5,44.04997748,41.84934713,85.89932461,6.078896892,6.905142277,12.98403917,177.6370328,56.59335699,3.185898576,13.8,15.11541473,26.85057423,47.44474556,164.1488973,14.90253324,26.33265463,,
1196,,Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252627,26,56,3,3,17,0.5002,483.566536,272.166536,0.340972222,40,0.676388889,87.5,13.4,40,0.359722222,87.5,15.8,,47.5,47.5,44.54997748,43.84934713,88.39932461,5.969696982,6.928196847,12.89789383,182.8069522,56.28316183,3.078830491,13.4,14.59048911,26.67242844,47.38971226,166.2117806,14.80365925,26.3021102,,
1197,,Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252628,26,56,3,1,18,0.5,483.3524218,278.9524218,0.340972222,41,0.677083333,87.5,13.6,41,0.359722222,93,16.3,,46.5,52,43.54997748,48.34934713,91.89932461,5.922796937,7.880943582,13.80374052,190.1290249,57.71201492,3.035413187,13.6,15.02050268,28.55833528,49.48421108,147.9022247,15.85037017,27.46459328,,
1198,,Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252628,26,56,3,2,19,0.5001,483.3524218,251.3524218,0.341666667,40,0.677083333,91,12.9,40,0.360416667,92,16.3,Feed manguera 0H JJG MUESTRA EN LA MANGUERA DESPUES DEL CLICK 8H,51,52,48.04997748,48.34934713,96.39932461,6.198447095,7.880943582,14.07939068,199.439002,52.0018956,2.607408535,12.9,14.60527938,29.12862343,56.01454157,214.199805,16.16688996,31.08903968,,
1199,,Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252628,26,56,3,3,20,0.5001,483.3524218,297.1524218,0.341666667,40.5,0.677777778,90,12.9,40,0.361805556,93,16.3,,49.5,53,46.54997748,49.34934713,95.89932461,6.004947095,8.043943582,14.04889068,198.4045601,61.47738346,3.098587221,12.9,14.64962421,29.06552247,47.27839872,125.9649298,16.13186784,26.24032926,,
1200,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252629,26,56,3,1,21,0.5,477.6056206,239.0056206,0.341666667,41,0.678472222,94.5,14.5,40.5,0.3625,80,16.8,,53.5,39.5,50.54997748,35.84934713,86.39932461,7.329746735,6.022690318,13.35243705,180.9009796,50.04246397,2.766290381,14.5,15.45433036,27.957035,55.86662364,921.0632208,15.51663811,31.00694267,,
1201,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252629,26,56,3,2,22,0.5004,477.6056206,228.0056206,0.342361111,40.5,0.678472222,93.5,14.5,40,0.363194444,80,16.8,,53,40,50.04997748,36.34934713,86.39932461,7.257246735,6.106690318,13.36393705,180.9009796,47.73930849,2.638974571,14.5,15.46764065,27.98111345,58.61231411,3821.800175,15.53000207,32.53084838,,
1202,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252629,26,56,3,3,23,0.5002,477.6056206,254.6056206,0.342361111,40.5,0.679166667,93.5,14.9,40.5,0.363888889,81,16.9,,53,40.5,50.04997748,36.84934713,86.89932461,7.457446644,6.227539665,13.68498631,181.9478684,53.30875719,2.929891823,14.9,15.74809283,28.65331922,53.74974157,454.699577,15.9030879,29.8320365,,
1203,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,1,24,0.5005,469.9020775,277.1020775,0.342361111,41.5,0.679861111,104,14.9,40.5,0.363888889,79.5,17.9,EMBOLO DURO 8H,62.5,39,59.54997748,35.34934713,94.89932461,8.872946644,6.327533136,15.20047978,201.9555332,58.97017502,2.919958374,14.9,16.01747941,32.34818595,54.85516354,375.828427,17.95380286,30.44556482,,
1204,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,2,25,0.5003,469.9020775,266.8020775,0.343055556,40,0.679861111,104,14.3,39,0.364583333,77,18,,64,38,61.04997748,34.34934713,95.39932461,8.73014678,6.182882484,14.91302926,203.0195847,56.77822897,2.796687279,14.3,15.63221681,31.73646165,55.89547653,494.7055526,17.61428529,31.02295652,,
1205,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,3,26,0.5004,469.9020775,246.5020775,0.343055556,21.5,0.680555556,103.5,15,40.5,0.365277778,80,18,,82,39.5,79.04997748,35.84934713,114.8993246,11.85749662,6.452882484,18.31037911,244.5175923,52.45817998,2.145374469,15,15.93601979,38.96637189,74.28083077,1859.816043,21.62701056,41.22714621,,
1206,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,1,27,0.5002,464.2250036,243.2250036,0.34375,40.5,0.680555556,88.5,14.8,40,0.365972222,79,17,,48,39,45.04997748,35.34934713,80.39932461,6.667396667,6.009389012,12.67678568,173.1904227,52.39377494,3.025212024,14.8,15.76727882,27.30741684,52.11958267,368.7564279,15.15608879,28.9272701,,
1207,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,2,28,0.5005,464.2250036,230.8250036,0.34375,40.5,0.68125,88.5,15.1,40.5,0.365972222,79,16.9,,48,38.5,45.04997748,34.84934713,79.89932461,6.802546599,5.889539665,12.69208626,172.1133588,49.72265643,2.888948119,15.1,15.88509831,27.34037626,54.98575141,577.5135045,15.17438184,30.51804334,,
1208,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,3,29,0.5003,464.2250036,234.7250036,0.34375,41,0.681944444,85.5,15.4,41,0.366666667,80,16.8,,44.5,39,41.54997748,35.34934713,76.89932461,6.398696532,5.938690318,12.33738685,165.6509753,50.56276628,3.052367557,15.4,16.04355684,26.57630837,52.5610253,476.7680732,14.75031095,29.1722784,,
1209,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,1,30,0.5005,467.7972334,286.4972334,0.344444444,40,0.681944444,105.5,13.9,40,0.367361111,82,17,,65.5,42,62.54997748,38.34934713,100.8993246,8.69444687,6.519389012,15.21383588,215.6902978,61.24389222,2.839436582,13.9,15.07823362,32.522287,53.10290679,363.341694,18.05043195,29.473032,,
1210,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,2,31,0.5004,467.7972334,279.1972334,8;16,41,0.682638889,102.5,14.2,40,0.368055556,82,16.9,,61.5,42,58.54997748,38.34934713,96.89932461,8.314096802,6.481039665,14.79513647,207.1395846,59.68338705,2.881312481,14.2,15.26856511,31.62724234,52.99170155,427.9516758,17.55366668,29.41131117,,
1211,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,3,32,0.5005,467.7972334,258.6972334,0.344444444,41,0.682638889,104.5,14.1,40,0.36875,81.5,17,,63.5,41.5,60.54997748,37.84934713,98.39932461,8.537546825,6.434389012,14.97193584,210.3461021,55.30114651,2.62905497,14.1,15.21548638,32.00518252,57.87435621,1063.953801,17.76343002,32.12126898,,
1212,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,1,33,0.5001,475.622565,282.922565,0.344444444,40.5,0.683333333,90.5,14.7,40,0.36875,81.5,16.7,,50,41.5,47.04997748,37.84934713,84.89932461,6.91634669,6.320840971,13.23718766,178.5014649,59.48468088,3.33244777,14.7,15.59162893,27.83128605,46.78731674,233.0869062,15.44684527,25.96777026,,
1213,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,2,34,0.5001,475.622565,262.222565,0.345833333,40.5,0.684027778,95,14.3,40,0.369444444,80,16.9,,54.5,40,51.54997748,36.34934713,87.89932461,7.37164678,6.143039665,13.51468644,184.8089874,55.1324904,2.983214788,14.3,15.37518804,28.41472932,51.5389911,374.4636642,15.77066638,28.60503174,,
1214,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,3,35,0.5002,475.622565,274.722565,0.345833333,40.5,0.684027778,92.5,14.3,40.5,0.370138889,82,16.7,,52,41.5,49.04997748,37.84934713,86.89932461,7.01414678,6.320840971,13.33498775,182.7064799,57.76062475,3.161388955,14.3,15.34532956,28.03691148,48.53983418,274.4345166,15.56097094,26.94044776,,
1215,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,1,36,0.5003,456.5891386,245.0891386,0.345833333,41,0.684722222,98,14.6,41,0.370833333,81,17.3,,57,40,54.04997748,36.34934713,90.39932461,7.891296712,6.288437054,14.17973377,197.9883378,53.67826737,2.711183293,14.6,15.68566339,31.05578422,57.85541476,763.1794184,17.23649754,32.11075615,,
1216,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,2,37,0.5005,456.5891386,234.7891386,0.345833333,41,0.684722222,95.5,14.8,40.5,0.371527778,81,17.4,,54.5,40.5,51.54997748,36.84934713,88.39932461,7.629396667,6.411786401,14.04118307,193.6080321,51.42240994,2.656006023,14.8,15.88381261,30.75233702,59.80337571,1695.832582,17.06807909,33.19190818,,
1217,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,3,38,0.5001,456.5891386,252.0891386,0.346527778,41,0.685416667,96.5,14.4,40,0.371527778,79.5,17.3,,55.5,39.5,52.54997748,35.84934713,88.39932461,7.567196757,6.201937054,13.76913381,193.6080321,55.21137436,2.851708876,14.4,15.57606223,30.15650756,54.62009941,538.2811741,16.73738344,30.31510016,,
1218,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,1,39,0.5004,482.0362507,226.4362507,0.347222222,40,0.686111111,92.5,14.6,40,0.372222222,80,17,,52.5,40,49.54997748,36.34934713,85.89932461,7.234296712,6.179389012,13.41368572,178.2009641,46.97494231,2.636065553,14.6,15.61558928,27.82713065,59.23824337,553.5894904,15.44453895,32.87824995,,
1219,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,2,40,0.5,482.0362507,184.6362507,0.347222222,41,0.686111111,88,15.2,40.5,0.372916667,81.5,16.6,,47,41,44.04997748,37.34934713,81.39932461,6.695596577,6.199991624,12.8955882,168.8655666,38.30339532,2.268277428,15.2,15.84237739,26.75232036,69.84320877,-733.9709603,14.84800064,38.76418923,,
1220,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,3,41,0.5002,482.0362507,220.4362507,0.347222222,41,0.686805556,89,15.1,40,0.372916667,80.5,16.7,,48,40.5,45.04997748,36.84934713,81.89932461,6.802546599,6.153840971,12.95638757,169.902833,45.73022264,2.691551508,15.1,15.8198955,26.87845064,58.77612023,710.702958,14.91800513,32.62176361,,
1221,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,1,42,0.5001,472.4278805,182.8278805,0.347916667,41,0.686805556,98.5,15.1,40.5,0.373611111,77.5,17.8,,57.5,37,54.54997748,33.34934713,87.89932461,8.237046599,5.936183789,14.17323039,186.0587155,38.6996382,2.079969116,15.1,16.12439055,30.00083393,77.52225945,-269.8944493,16.65098188,43.02619521,,
1222,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,2,43,0.5002,472.4278805,254.3278805,0.347916667,41,0.6875,98.5,15.2,40,0.374305556,77.5,17.9,,57.5,37.5,54.54997748,33.84934713,88.39932461,8.291596577,6.059033136,14.35062971,187.1170781,53.83422338,2.877034204,15.2,16.23386805,30.37633955,56.42570403,755.8522537,16.85939399,31.31724196,,
1223,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,3,44,0.5001,472.4278805,220.9278805,0.347916667,40.5,0.6875,97,15.3,40,0.374305556,77,18.1,"En la primera agitación se observa muestra en la manguera,",56.5,37,53.54997748,33.34934713,86.89932461,8.193146554,6.036231831,14.22937839,183.9419903,46.76436121,2.542342895,15.3,16.37455578,30.11968381,64.40734574,-987.193213,16.71694562,35.7471912,,
1224,,Benchmark,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,1,45,0.5003,463.4084124,188.4084124,0.347916667,41.5,0.688888889,73,13.6,41,0.375,79,15.9,,31.5,38,28.54997748,34.34934713,62.89932461,3.882796937,5.461546194,9.344343131,135.7319438,40.65709801,2.99539643,13.6,14.85603095,20.16437959,49.5962097,-1102.783572,11.19157954,27.52675445,,
