32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks_1,32_remarks_2
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,
424,"25/11/24, Mon",Genbank,CIAT9326,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Herbaceous,F252590,28,60,1,3,82,0.5778,0.8606,,0.2828,177.3210029,38.53790672,230.0245972,-52.77540279,-22.94337363,,
425,"25/11/24, Mon",Genbank,CIAT9337,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Herbaceous,F252591,28,60,1,1,83,0.5522,0.8318,,0.2796,181.6975678,39.38836458,217.3775973,-62.22240274,-28.62411009,,
426,"25/11/24, Mon",Genbank,CIAT9337,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Herbaceous,F252591,28,60,1,2,84,0.5692,0.7731,,0.2039,256.9367311,55.75439494,217.1604368,13.26043682,6.106285755,,
427,"25/11/24, Mon",Genbank,CIAT9337,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Herbaceous,F252591,28,60,1,3,85,0.5704,0.7697,,0.1993,261.9975678,56.79578348,217.3775973,18.07759726,8.316219097,,
428,"25/11/24, Mon",Genbank,CIAT9350,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Herbaceous,F252592,28,60,1,1,86,0.5868,0.724,,0.1372,319.036789,69.92789636,226.8628458,89.66284584,39.52293092,,
429,"25/11/24, Mon",Genbank,CIAT9350,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Herbaceous,F252592,28,60,1,2,87,0.573,0.749,,0.176,280.4191742,61.43895569,226.9535366,50.95353657,22.45108727,,
430,"28/11/24, Thu",Genbank,CIAT9350,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Herbaceous,F252592,28,60,1,3,88,0.5731,0.7173,,0.1442,312.1279816,68.39992159,226.9081912,82.7081912,36.45006853,,
431,"28/11/24, Thu",Genbank,CIAT9352,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Herbaceous,F252593,28,60,1,1,89,0.5683,0.8053,,0.237,230.0316358,49.253973,263.6279456,26.62794559,10.10057774,,
432,"28/11/24, Thu",Genbank,CIAT9352,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Herbaceous,F252593,28,60,1,2,90,0.576,0.7968,,0.2208,246.4184485,52.74159214,263.7333968,42.93339677,16.27908991,,
433,"28/11/24, Thu",Genbank,CIAT9352,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Herbaceous,F252593,28,60,1,3,91,0.5997,0.8216,,0.2219,245.3184485,52.50615623,263.7333968,41.83339677,15.86200204,,
434,"28/11/24, Thu",Genbank,CIAT9472,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F252594,28,60,1,1,92,0.5836,0.8495,,0.2659,194.7651089,42.27911017,227.876936,-38.02306396,-16.68578867,,
435,"28/11/24, Thu",Genbank,CIAT9472,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F252594,28,60,1,2,273,0.5923,0.8517,,0.2594,201.4493012,43.71261944,227.9680504,-31.43194964,-13.78787492,,
436,"28/11/24, Thu",Genbank,CIAT9472,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F252594,28,60,1,3,274,0.5837,0.8436,,0.2599,200.5809165,43.5590074,227.7858217,-32.11417829,-14.09840966,,
437,"28/11/24, Thu",Genbank,CIAT9531,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F252595,28,60,1,1,275,0.5829,0.7886,,0.2057,252.3835249,55.09552542,195.4696374,-10.23036256,-5.23373486,,
438,"28/11/24, Thu",Genbank,CIAT9531,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F252595,28,60,1,2,1,0.5813,0.7824,,0.2011,256.9835249,56.0997091,195.4696374,-5.630362555,-2.880428198,,
439,"28/11/24, Thu",Genbank,CIAT9531,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F252595,28,60,1,3,2,0.5929,0.8162,,0.2233,234.8751233,51.26317675,195.5087236,-27.79127645,-14.21485238,,
440,"28/11/24, Thu",Genbank,CIAT10026,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Herbaceous,F252596,28,60,1,1,276,0.6018,0.865,,0.2632,200.8123081,43.2773667,265.6357064,2.435706386,0.916934858,,
441,"28/11/24, Thu",Genbank,CIAT10026,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Herbaceous,F252596,28,60,1,2,277,0.5753,0.7871,,0.2118,252.2123081,54.35465907,265.6357064,53.83570639,20.26674317,,
442,"28/11/24, Thu",Genbank,CIAT10026,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Herbaceous,F252596,28,60,1,3,278,0.5613,0.776,,0.2147,249.2195613,53.72042528,265.5826111,50.8826111,19.15886394,,
443,"28/11/24, Thu",Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Herbaceous,F252597,28,60,1,1,279,0.5998,0.7791,,0.1793,279.3062165,60.90327746,280.2767608,100.9767608,36.02751812,,
444,"28/11/24, Thu",Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Herbaceous,F252597,28,60,1,2,0,0.5805,0.7623,,0.1818,277.0813802,60.38191832,280.4449268,98.64492683,35.17443797,,
445,"28/11/24, Thu",Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Herbaceous,F252597,28,60,1,3,0,0.5692,0.7637,,0.1945,264.1979377,57.59736768,280.3328161,85.83281613,30.61818353,,
446,"28/11/24, Thu",Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252598,28,60,1,1,0,0.5869,0.7658,,0.1789,279.5229277,60.9749013,232.5097675,53.60976751,23.05699588,,
447,"28/11/24, Thu",Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252598,28,60,1,2,0,0.5953,0.7852,,0.1899,268.7979265,58.60020527,232.6492455,42.74924548,18.37497706,,
448,"28/11/24, Thu",Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252598,28,60,1,3,0,0.5489,0.7449,,0.196,262.3312615,57.23617032,232.4632749,36.46327486,15.68560663,,
449,"28/11/24, Thu",Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252599,28,60,1,1,0,0.5762,0.8264,,0.2502,209.2274705,45.54091428,231.1630507,-19.03694925,-8.235290714,,
450,"28/11/24, Thu",Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252599,28,60,1,2,0,0.5804,0.8108,,0.2304,229.1192826,49.86064595,231.2092464,0.809246401,0.350006072,,
451,"28/11/24, Thu",Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252599,28,60,1,3,0,0.5725,0.8144,,0.2419,217.3438464,47.32645807,231.0706594,-10.82934056,-4.686592658,,
452,"28/11/24, Thu",Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F252600,28,60,1,1,0,0.5786,0.8684,,0.2898,164.1971193,36.16699585,264.6563198,-25.14368022,-9.50050248,,
453,"28/11/24, Thu",Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F252600,28,60,1,2,0,0.5711,0.8393,,0.2682,185.3435757,40.86566002,264.3919278,-3.808072151,-1.440313319,,
454,"28/11/24, Thu",Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F252600,28,60,1,3,0,0.5686,0.8453,,0.2767,176.9342844,39.00372844,264.4448062,-12.25519377,-4.63431063,,
455,"28/11/24, Thu",Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F252601,28,60,1,1,0,0.583,0.8658,,0.2828,180.5232209,38.96269661,275.7529024,-7.04709758,-2.555584191,,
456,"28/11/24, Thu",Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F252601,28,60,1,2,0,0.5899,0.9383,,0.3484,114.6453937,24.75899668,275.5875499,-72.81245011,-26.42080534,,
457,"28/11/24, Thu",Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F252601,28,60,1,3,0,0.5799,0.8918,,0.3119,151.4232209,32.68198399,275.7529024,-36.14709758,-13.10851029,,
458,"28/11/24, Thu",Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F252602,28,60,1,1,0,0.58,0.8604,,0.2804,169.186976,37.63164527,224.5997302,-55.80026976,-24.84431735,,
459,"28/11/24, Thu",Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F252602,28,60,1,2,0,0.5908,0.8246,,0.2338,215.3378381,47.94471092,224.3753549,-9.424645114,-4.200392293,,
460,"28/11/24, Thu",Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F252602,28,60,1,3,0,0.5772,0.8358,,0.2586,190.7174933,42.4460423,224.465105,-34.13489497,-15.20721672,,
461,"28/11/24, Thu",Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252603,28,60,1,1,0,0.5934,0.8741,,0.2807,171.1952295,37.88383199,217.5689136,-63.13108638,-29.0165931,,
462,"28/11/24, Thu",Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252603,28,60,1,2,0,0.5779,0.8427,,0.2648,187.1855724,41.41405917,217.61241,-47.18759,-21.68423667,,
463,"28/11/24, Thu",Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252603,28,60,1,3,0,0.5789,0.8498,,0.2709,181.1759153,40.0764361,217.6559064,-53.24409362,-24.46250805,,
464,"28/11/24, Thu",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,60,1,1,0,0.5616,0.9204,,0.3588,109.3242,23.35367409,356.2425162,-2.5574838,-0.717905271,,
465,"28/11/24, Thu",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,60,1,2,0,0.574,0.8668,,0.2928,175.1371,37.42748758,356.1001331,63.3001331,17.77593638,,
466,"28/11/24, Thu",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,60,1,3,0,0.5696,0.9604,,0.3908,77.04355,16.46780211,356.0289416,-34.77105845,-9.766357279,,
467,"28/11/24, Thu",0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,60,1,1,0,,,,,,,,,,,
468,"28/11/24, Thu",0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,60,1,2,0,,,,,,,,,,,
469,"28/11/24, Thu",0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,61,2,1,0,,,,,,,,,,,
470,"28/11/24, Thu",0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,61,2,2,0,,,,,,,,,,,
471,"28/11/24, Thu",Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,61,2,1,0,0.5799,0.7937,,0.2138,259.325,54.81109643,245.9150324,32.11503244,13.05940191,,
472,"28/11/24, Thu",Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,61,2,2,0,0.6122,0.8238,,0.2116,261.7141743,55.29396509,246.0133591,34.41335912,13.98841073,,
473,"28/11/24, Thu",Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,61,2,3,0,0.5698,0.7886,,0.2188,254.1358257,53.73579498,245.8167058,27.01670576,10.99058979,,
474,"28/11/24, Thu",Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,61,2,1,0,0.5914,0.8261,,0.2347,228.6091626,49.3426811,236.5067328,1.806732765,0.763924453,,
475,"28/11/24, Thu",Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,61,2,2,0,0.5545,0.7566,,0.2021,261.3018245,56.38774184,236.5540341,34.45403411,14.56497423,,
476,"28/11/24, Thu",Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,61,2,3,0,0.5743,0.7949,,0.2206,242.8944863,52.40504331,236.6013355,16.00133546,6.762994565,,
477,"28/11/24, Thu",Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,61,2,1,0,0.5718,0.7921,,0.2203,251.0043143,53.25737675,217.211226,-3.088774002,-1.422013981,,
478,"28/11/24, Thu",Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,61,2,2,0,0.5663,0.7894,,0.2231,248.392836,52.68220788,217.2981105,-5.801889511,-2.670013788,,
479,"28/11/24, Thu",Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,61,2,3,0,0.5952,0.8326,,0.2374,234.1870969,49.65935209,217.3415527,-20.05844727,-9.228997867,,
480,"28/11/24, Thu",Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,61,2,1,0,0.5768,0.7541,,0.1773,289.6382618,62.02924145,244.9338413,67.63384134,27.61310604,,
481,"03/12/24, Tue",Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,61,2,2,0,0.5707,0.7546,,0.1839,283.2250372,60.63152574,245.0318149,61.13181488,24.94852144,,
482,"03/12/24, Tue",Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,61,2,3,0,0.5625,0.7595,,0.197,270.2184248,57.83556693,245.0808016,48.08080164,19.61834682,,
483,"03/12/24, Tue",Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,61,2,1,0,0.5708,0.8259,,0.2551,211.1233685,45.28373795,259.7084419,4.608441885,1.774467496,,
484,"03/12/24, Tue",Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,61,2,2,0,0.5682,0.7907,,0.2225,243.6301611,52.26655158,259.656521,37.15652097,14.30987399,,
485,"03/12/24, Tue",Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,61,2,3,0,0.5778,0.852,,0.2742,192.1165758,41.19874476,259.7603628,-14.43963719,-5.558830084,,
486,"03/12/24, Tue",Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,61,2,1,0,0.592,1.0447,,0.4527,17.1605856,3.652271787,273.8670648,-178.8329352,-65.29917549,,
487,"03/12/24, Tue",Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,61,2,2,0,0.5835,0.9305,,0.347,122.8605856,26.14830641,273.8670648,-73.13293523,-26.70380803,,
488,"03/12/24, Tue",Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,61,2,3,0,0.5789,0.9396,,0.3607,109.442502,23.27858075,274.031385,-86.668615,-31.62725868,,
489,"03/12/24, Tue",Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,61,2,1,0,0.5691,0.722,,0.1529,316.6841248,67.43927404,250.5691444,97.66914443,38.97891923,,
490,"03/12/24, Tue",Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,61,2,2,0,0.5659,0.8336,,0.2677,201.9780416,43.00350958,250.6192583,-17.08074174,-6.815414687,,
491,"03/12/24, Tue",Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,61,2,3,0,0.5944,0.7603,,0.1659,303.8719584,64.684993,250.6693721,84.76937209,33.81720367,,
492,"03/12/24, Tue",Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,61,2,1,0,0.5784,0.9012,,0.3228,143.2568283,30.73806017,295.6771088,-27.12289119,-9.173145429,,
493,"03/12/24, Tue",Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,61,2,2,0,0.5663,0.8945,,0.3282,137.9500397,29.59348448,295.7362442,-32.46375577,-10.97726654,,
494,"03/12/24, Tue",Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,61,2,3,0,0.5886,0.9104,,0.3218,144.5364624,30.99402986,295.8545151,-25.94548493,-8.769676853,,
495,"03/12/24, Tue",Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,61,2,1,0,0.5706,0.9406,,0.37,94.03221212,20.26415616,247.635365,-122.364635,-49.413231,,
496,"03/12/24, Tue",Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,61,2,2,0,0.5833,0.9576,,0.3743,89.825,19.35362241,247.6848822,-126.6151178,-51.11943719,,
497,"03/12/24, Tue",Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,61,2,3,0,0.5846,0.9142,,0.3296,134.4322121,28.9704483,247.635365,-81.96463496,-33.09892145,,
498,"03/12/24, Tue",Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,61,2,1,0,0.5669,0.861,,0.2941,172.3636397,36.95114154,319.4865696,25.38656961,7.946052205,,
499,"03/12/24, Tue",Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,61,2,2,0,0.5872,0.9193,,0.3321,134.4568765,28.81896791,319.5504286,-12.54957139,-3.927258507,,
500,"03/12/24, Tue",Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,61,2,3,0,0.573,0.8952,,0.3222,143.9839294,30.88564841,319.2949926,-2.905007385,-0.909819274,,
501,"03/12/24, Tue",Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,61,2,1,0,0.595,0.9061,,0.3111,162.0736871,34.25247251,297.3596643,-13.74033567,-4.620779924,,
502,"03/12/24, Tue",Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,61,2,2,0,0.5793,0.8536,,0.2743,198.7790713,42.01814947,297.3002043,23.00020429,7.736356705,,
503,"03/12/24, Tue",Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,61,2,3,0,0.5991,0.9076,,0.3085,164.9575345,34.84104117,297.5380445,-10.96195555,-3.684219801,,
504,"03/12/24, Tue",Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,61,2,1,0,0.5746,0.8663,,0.2917,182.5184257,38.48826106,248.3366394,-43.36336059,-17.46152347,,
505,"03/12/24, Tue",Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,61,2,2,0,0.5649,0.9115,,0.3466,127.428852,26.88208776,248.2373643,-98.36263568,-39.62442799,,
506,"03/12/24, Tue",Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,61,2,3,0,0.6014,0.9853,,0.3839,90.12885203,19.01336842,248.2373643,-135.6626357,-54.65036903,,
507,"03/12/24, Tue",Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,61,2,1,0,0.5789,0.8349,,0.256,212.723418,45.38356946,265.6068107,9.606810655,3.616929337,,
508,"03/12/24, Tue",Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,61,2,2,0,0.584,0.9444,,0.3604,108.5108324,23.14103767,265.7130109,-94.6869891,-35.63505934,,
509,"03/12/24, Tue",Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,61,2,3,0,0.596,0.9025,,0.3065,162.3171252,34.62269539,265.6599108,-40.84008922,-15.37307195,,
510,"03/12/24, Tue",Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,61,2,1,0,0.5846,0.9442,,0.3596,115.0819915,24.24401886,261.0848849,-98.51511508,-37.73298294,,
511,"03/12/24, Tue",Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,61,2,2,0,0.5765,1.0405,,0.464,10.49227051,2.211262683,260.9805344,-203.0194656,-77.79103755,,
512,"03/12/24, Tue",Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,61,2,3,0,0.6105,0.989,,0.3785,96.08713102,20.24646787,261.0327097,-117.4672903,-45.00098492,,
513,"03/12/24, Tue",Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,61,2,1,0,0.568,0.9297,,0.3617,107.9674383,22.98806122,257.986427,-103.713573,-40.20117422,,
514,"03/12/24, Tue",Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,61,2,2,0,0.6266,1.0596,,0.433,36.57356109,7.78867554,257.9348607,-175.0651393,-67.87184131,,
515,"03/12/24, Tue",Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,61,2,3,0,0.5742,0.9778,,0.4036,65.87968393,14.03248877,257.8832943,-145.7167057,-56.50490314,,
516,"03/12/24, Tue",Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,61,2,1,0,0.5995,0.9266,,0.3271,150.7660441,31.54985502,259.7514304,-67.34856961,-25.92808421,,
517,"03/12/24, Tue",Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,61,2,2,0,0.5502,0.8638,,0.3136,164.1705282,34.36179473,259.6995113,-53.90048874,-20.75494423,,
518,"03/12/24, Tue",Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,61,2,3,0,0.5917,0.9562,,0.3645,113.46156,23.73863705,259.8033495,-104.6966505,-40.29842212,,
519,"03/12/24, Tue",Genbank,CIAT-23239,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251774,28,61,2,1,0,0.5653,0.9259,,0.3606,118.6791415,24.76200844,312.4580862,-48.14191384,-15.40747895,,
520,"03/12/24, Tue",Genbank,CIAT-23239,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251774,28,61,2,2,0,0.5374,0.8802,,0.3428,136.8625648,28.53309281,312.7080526,-30.09194737,-9.62301646,,
521,"03/12/24, Tue",Genbank,CIAT-23239,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251774,28,61,2,3,0,0.551,0.9443,,0.3933,86.07499729,17.95567098,312.5205778,-80.77942223,-25.84771307,,
522,"03/12/24, Tue",Genbank,CIAT-33116,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251775,28,61,2,1,0,0.6058,0.9679,,0.3621,116.3423569,24.31690154,311.8148203,-50.2851797,-16.12661632,,
523,"03/12/24, Tue",Genbank,CIAT-33116,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251775,28,61,2,2,0,0.5695,0.9007,,0.3312,147.1467258,30.76152043,311.7524947,-19.44750526,-6.238123381,,
524,"03/12/24, Tue",Genbank,CIAT-33116,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251775,28,61,2,3,0,0.5845,0.927,,0.3425,136.133619,28.44213478,311.9394714,-30.56052856,-9.796941829,,
525,"03/12/24, Tue",Genbank,CIAT-BH22_0303,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252184,28,61,2,1,0,0.5669,0.9526,,0.3857,88.6961334,18.69663919,322.9502166,-62.74978335,-19.43017224,,
526,"03/12/24, Tue",Genbank,CIAT-BH22_0303,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252184,28,61,2,2,0,0.5739,0.8029,,0.229,245.3012921,51.71845327,322.8856524,93.88565243,29.07705924,,
527,"03/12/24, Tue",Genbank,CIAT-BH22_0303,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252184,28,61,2,3,0,0.5584,0.9336,,0.3752,99.00645082,20.87834331,322.8210882,-52.37891179,-16.22536869,,
528,"03/12/24, Tue",Genbank,CIAT-BH22_1594,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252185,28,61,2,1,0,0.5825,0.8319,,0.2494,226.265026,47.56814431,324.9529489,75.55294885,23.25042721,,
529,"03/12/24, Tue",Genbank,CIAT-BH22_1594,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252185,28,61,2,2,0,0.5759,0.8364,,0.2605,215.06995,45.22362063,324.8879972,64.38799724,19.81852139,,
530,"03/12/24, Tue",Genbank,CIAT-BH22_1594,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252185,28,61,2,3,0,0.5522,0.8637,,0.3115,164.06995,34.49964616,324.8879972,13.38799724,4.120803892,,
