32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks_1,32_remarks_2
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,
909,,Genbank,CIAT34148,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F252621,29,63,2,3,220,0.5746,0.8403,,0.2657,182.3712296,40.70139244,200.4947506,-65.20524939,-32.52217287,,
910,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,63,2,1,221,0.5707,0.8369,,0.2662,186.5738464,41.20685148,220.2106436,-45.98935641,-20.88425685,,
911,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,63,2,2,222,0.5915,0.8,,0.2085,244.183364,53.94131604,220.1666367,11.66663667,5.299002993,,
912,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,63,2,3,223,0.5544,0.7681,,0.2137,238.7119169,52.76428582,220.0346159,6.334615898,2.878917879,,
913,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,63,2,1,224,0.5677,0.8662,,0.2985,149.3210971,33.34391748,191.1144032,-107.3855968,-56.18916992,,
914,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,63,2,2,225,0.5732,0.7492,,0.176,271.7316045,60.69073564,191.0762109,15.0762109,7.890155887,,
915,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,63,2,3,226,0.5565,0.7418,,0.1853,262.3421118,58.60532441,191.0380186,5.738018577,3.003600341,,
916,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,63,2,1,227,0.5882,0.9444,,0.3562,112.9500287,24.07546026,306.9091958,-49.29080416,-16.06038686,,
917,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,63,2,2,228,0.6003,1.0296,,0.4293,40.03761372,8.53066376,307.0319104,-122.2680896,-39.8226,,
918,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,63,2,3,229,0.5845,1.0222,,0.4377,31.35623626,6.684963089,306.8478385,-130.8521615,-42.64398996,,
919,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,63,2,1,230,0.5847,1.0083,,0.4236,44.24355,9.456911397,356.0289416,-67.57105845,-18.97909146,,
920,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,63,2,2,231,0.5803,0.9192,,0.3389,129.2242,27.60468269,356.2425162,17.3425162,4.868176989,,
921,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,63,2,3,232,0.5605,0.8881,,0.3276,140.43065,30.0045841,356.1713247,28.57132465,8.021792512,,
922,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,63,2,1,233,,,,,,,,,,,
923,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,63,2,2,234,,,,,,,,,,,
924,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,70,3,1,199,,,,,,,,,,,
925,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,70,3,2,200,,,,,,,,,,,
926,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,70,3,1,201,0.5717,0.8254,,0.2537,194.430518,43.38702904,236.2368088,-17.46319117,-7.392239703,,
927,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,70,3,2,202,0.5768,0.8334,,0.2566,191.1723717,42.69409722,236.0480082,-20.55199182,-8.706699954,,
928,,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,70,3,1,203,0.5735,0.8581,,0.2846,180.4770634,38.80584049,239.7073655,-44.89263449,-18.72809974,,
929,,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,70,3,2,204,0.5718,0.7989,,0.2271,237.9770634,51.16938291,239.7073655,12.60736551,5.259481904,,
930,,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,70,3,1,205,0.5949,0.7894,,0.1945,258.2141839,57.0369105,234.1707369,39.67073685,16.94094548,,
931,,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,70,3,2,206,0.5622,0.7601,,0.1979,255.266898,56.32955521,234.4049076,36.50490759,15.57343998,,
932,,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,70,3,1,207,0.562,0.7954,,0.2334,222.2231103,48.77345009,243.8593409,10.45934085,4.289087641,,
933,,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,70,3,2,208,0.5691,0.7506,,0.1815,274.0320767,60.15648309,243.8106177,62.31061771,25.55697463,,
934,,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,70,3,1,209,0.5431,0.6751,,0.132,329.2495862,71.38208815,217.2414982,85.24149815,39.23812848,,
935,,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,70,3,2,210,0.5763,0.7602,,0.1839,277.1652339,60.11410393,217.154671,33.25467101,15.31381796,,
936,,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,70,3,1,211,0.5771,0.7024,,0.1253,328.0014619,72.35835078,218.0004261,92.7004261,42.52304812,,
937,,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,70,3,2,212,0.5716,0.6883,,0.1167,336.5108559,74.25039615,217.9568522,101.2568522,46.45729242,,
938,,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,70,3,1,213,0.5799,0.7526,,0.1727,289.6956636,62.65103382,210.4232549,37.72325488,17.9273222,,
939,,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,70,3,2,214,0.5696,0.7416,,0.172,290.5806218,62.81729241,210.5074242,38.50742418,18.29266798,,
940,,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,70,3,1,215,0.5851,0.8742,,0.2891,174.2841037,37.61115289,276.963579,-12.13642097,-4.381955568,,
941,,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,70,3,2,216,0.5783,0.8453,,0.267,196.0138407,42.33433723,276.7422737,9.74227373,3.520341724,,
942,,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,70,3,1,217,0.5741,0.8223,,0.2482,215.9303748,46.52364649,263.6358042,15.43580422,5.854972644,,
943,,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,70,3,2,218,0.6012,0.848,,0.2468,217.6087974,46.85716519,263.7939541,16.99395407,6.44213175,,
944,,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,70,3,1,219,0.582,0.8185,,0.2365,227.6087198,49.04211236,273.0119336,36.51193358,13.37375004,,
945,,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,70,3,2,220,0.5669,0.8142,,0.2473,216.6231877,46.69376169,272.9027943,25.60279429,9.381653405,,
946,,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,70,3,1,221,0.5768,0.7657,,0.1889,272.9577102,59.09995745,208.9539814,20.0539814,9.597319593,,
947,,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,70,3,2,222,0.6011,0.7787,,0.1776,284.2577102,61.54659843,208.9539814,31.3539814,15.00520889,,
948,,0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,29,70,3,1,223,,,,,,,,,,,
949,,0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,29,70,3,2,224,,,,,,,,,,,
950,,Genbank,CIAT24565,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252615,29,70,3,1,225,0.5781,0.7806,,0.2025,248.2226587,55.07215,223.6027415,21.10274154,9.437604115,,
951,,Genbank,CIAT24565,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252615,29,70,3,2,226,0.5701,0.7514,,0.1813,269.3325862,59.7676676,223.5580567,42.25805674,18.90249779,,
952,,Genbank,CIAT33561,Desmodium,wigginsii,Desmodium wigginsii,Fabaceae,Fabales,Herbaceous,F252616,29,70,3,1,227,0.5731,0.8309,,0.2578,201.8546895,43.9144197,251.3617644,-6.43823555,-2.56134244,,
953,,Genbank,CIAT33561,Desmodium,wigginsii,Desmodium wigginsii,Fabaceae,Fabales,Herbaceous,F252616,29,70,3,2,228,0.5771,0.7869,,0.2098,249.6709379,54.33878779,251.26128,41.46128003,16.50126117,,
954,,Genbank,CIAT34038,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252617,29,70,3,1,229,0.5998,0.7522,,0.1524,306.7291225,66.80672331,215.6001757,63.20017567,29.31360119,,
955,,Genbank,CIAT34038,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252617,29,70,3,2,230,0.5745,0.7329,,0.1584,300.7291225,65.49990139,215.6001757,57.20017567,26.53067211,,
956,,Genbank,CIAT34040,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252618,29,70,3,1,231,0.594,0.7645,,0.1705,282.870295,62.39277212,190.3021618,19.80216179,10.40564206,,
957,,Genbank,CIAT34040,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252618,29,70,3,2,232,0.5599,0.7497,,0.1898,263.6609509,58.14413576,190.3402146,0.540214612,0.28381528,,
958,,Genbank,CIAT34042,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252619,29,70,3,1,233,0.582,0.7791,,0.1971,258.4366063,56.73234659,223.0312636,25.93126356,11.62673929,,
959,,Genbank,CIAT34042,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252619,29,70,3,2,234,0.5584,0.7797,,0.2213,234.0544646,51.40049846,222.9420867,1.642086725,0.736553043,,
960,,Genbank,CIAT34044,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252620,29,70,3,1,235,0.5753,0.7234,,0.1481,310.1394607,67.6806533,248.6726499,100.5726499,40.44379225,,
961,,Genbank,CIAT34044,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252620,29,70,3,2,236,0.5571,0.7202,,0.1631,294.9563114,64.39302419,248.5732604,85.47326036,34.385541,,
962,,Genbank,CIAT34148,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F252621,29,70,3,1,237,0.5916,0.797,,0.2054,242.6712296,54.15907417,200.4947506,-4.905249391,-2.446572479,,
963,,Genbank,CIAT34148,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F252621,29,70,3,2,238,0.5706,0.7501,,0.1795,268.5712296,59.93940513,200.4947506,20.99475061,10.47147147,,
964,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,70,3,1,239,0.5562,0.7242,,0.168,284.4119169,62.86569966,220.0346159,52.0346159,23.64837718,,
965,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,70,3,2,240,0.5729,0.7219,,0.149,303.4119169,67.0654122,220.0346159,71.0346159,32.28338214,,
966,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,70,3,1,241,0.5683,0.7061,,0.1378,309.7526192,69.21032431,190.9998263,53.19982625,27.85333751,,
967,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,70,3,2,242,0.5746,0.737,,0.1624,285.3316045,63.72826971,191.0762109,28.6762109,15.00773475,,
968,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,70,3,1,243,0.6049,0.9917,,0.3868,82.63140621,17.60244524,307.0932677,-79.70673227,-25.95521968,,
969,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,70,3,2,244,0.5779,0.9897,,0.4118,57.63140621,12.27685354,307.0932677,-104.7067323,-34.09606894,,
970,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,70,3,1,245,0.5573,0.87,,0.3127,155.51775,33.21483434,356.3137078,43.61370775,12.24025537,,
971,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,70,3,2,246,0.6021,0.9521,,0.35,118.1242,25.23351709,356.2425162,6.2425162,1.75232206,,
972,,0,BLANK 24 H,BLANK,0,BLANK 24 H,0,0,0,BLANK24H,30,64,1,1,106,,,,,,,,,,,
973,,0,BLANK 24 H,BLANK,0,BLANK 24 H,0,0,0,BLANK24H,30,64,1,2,107,,,,,,,,,,,
974,,Genbank,CIAT590,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260013,30,64,1,1,108,0.5834,0.8335,,0.2501,213.0072656,45.99523295,256.8417788,6.741778785,2.624876224,,
975,,Genbank,CIAT590,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260013,30,64,1,2,109,0.6057,0.8562,,0.2505,212.6998686,45.91967377,256.8931369,6.393136869,2.488636694,,
976,,Genbank,CIAT590,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260013,30,64,1,3,110,0.5893,0.8111,,0.2218,241.5850744,52.13484157,256.995853,35.19585304,13.69510544,,
977,,Genbank,CIAT778,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260014,30,64,1,1,111,0.5834,0.8341,,0.2507,212.4925876,45.8756451,244.6738541,-6.026145866,-2.462930045,,
978,,Genbank,CIAT778,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260014,30,64,1,2,112,0.6141,0.8842,,0.2701,192.9074217,41.66400205,244.5760433,-25.52395672,-10.43600035,,
979,,Genbank,CIAT778,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260014,30,64,1,3,113,0.5919,0.8811,,0.2892,173.7148387,37.52630596,244.5271379,-44.67286215,-18.26908152,,
980,,Genbank,CIAT827,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260015,30,64,1,1,114,0.5988,0.8528,,0.254,220.109295,46.42585525,225.6727855,-28.32721445,-12.55233961,,
981,,Genbank,CIAT827,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260015,30,64,1,2,115,0.5655,0.8287,,0.2632,210.81453,44.47427593,225.6276781,-37.57232194,-16.65235501,,
982,,Genbank,CIAT827,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260015,30,64,1,3,116,0.5726,0.8912,,0.3186,155.509295,32.80030504,225.6727855,-92.92721445,-41.1778559,,
983,,Genbank,CIAT997,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260016,30,64,1,1,117,0.595,0.8377,,0.2427,225.1999897,48.12994115,237.807384,-4.892616043,-2.057386092,,
984,,Genbank,CIAT997,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260016,30,64,1,2,118,0.5845,0.8263,,0.2418,226.3806735,48.35327179,237.9500399,-3.849960144,-1.617969951,,
985,,Genbank,CIAT997,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260016,30,64,1,3,119,0.5748,0.8423,,0.2675,200.3999897,42.8296632,237.807384,-29.69261604,-12.48599415,,
986,,Genbank,CIAT1405,Stylosanthes,capitata,Stylosanthes capitata,Fabaceae,Fabales,Herbaceous,F260017,30,64,1,1,120,0.5909,0.8734,,0.2825,191.1074805,40.3514489,288.2126741,5.712674052,1.982103691,,
987,,Genbank,CIAT1405,Stylosanthes,capitata,Stylosanthes capitata,Fabaceae,Fabales,Herbaceous,F260017,30,64,1,2,121,0.5809,,Se descarta muestra debido a que se abrio el click en el bañode hielo,,,,,,,,
988,,Genbank,CIAT1405,Stylosanthes,capitata,Stylosanthes capitata,Fabaceae,Fabales,Herbaceous,F260017,30,64,1,3,122,0.5821,0.8586,,0.2765,196.728973,41.57162478,287.9823343,11.48233425,3.987166186,,
989,,Genbank,CIAT1812,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,F260018,30,64,1,1,123,0.5469,0.9341,,0.3872,90.08521285,18.87450322,268.6041795,-118.5958205,-44.15263406,,
990,,Genbank,CIAT1812,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,F260018,30,64,1,2,124,0.5852,0.9653,,0.3801,97.28066989,20.37800775,268.6579004,-111.4420996,-41.48104317,,
991,,Genbank,CIAT1812,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,F260018,30,64,1,3,125,0.5993,1.033,,0.4337,44.06249806,,,,,,
992,,Genbank,CIAT3694,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,F260019,30,64,1,1,126,0.5671,0.9831,,0.416,56.63335333,11.98251307,288.3537111,-127.6462889,-44.26726066,,
993,,Genbank,CIAT3694,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,F260019,30,64,1,2,127,0.5854,0.9151,,0.3297,143.1222555,30.26977979,288.4689604,-41.23103963,-14.29305932,,
994,,Genbank,CIAT3694,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,F260019,30,64,1,3,128,0.6018,1.0059,,0.4041,68.43890222,14.48323131,288.2960864,-115.8039136,-40.16839597,,
995,,Genbank,CIAT4080,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260020,30,64,1,1,129,0.5534,0.8688,,0.3154,158.3210117,33.42072819,242.8211251,-72.57887487,-29.88985198,,
996,,Genbank,CIAT4080,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260020,30,64,1,2,130,0.583,0.903,,0.32,153.5316369,32.4226778,242.7240549,-77.27594508,-31.83695374,,
997,,Genbank,CIAT4080,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260020,30,64,1,3,131,0.5674,0.8453,,0.2779,195.6316369,41.31331926,242.7240549,-35.17594508,-14.49215451,,
998,,Genbank,CIAT7162,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260021,30,64,1,1,132,0.5725,0.8588,,0.2863,184.0675425,39.13270494,212.7142,-73.58579997,-34.59374126,,
999,,Genbank,CIAT7162,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260021,30,64,1,2,133,0.5654,0.827,,0.2616,208.6735254,44.37279884,212.6716827,-48.9283173,-23.00650311,,
1000,,Genbank,CIAT7162,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260021,30,64,1,3,134,0.5773,0.8936,,0.3163,154.3495938,32.79501265,212.841752,-103.458248,-48.60806068,,
1001,,Genbank,CIAT8820,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,F260022,30,64,1,1,135,0.5916,0.8844,,0.2928,182.7688534,38.43162816,246.7555676,-46.04443235,-18.65993655,,
1002,,Genbank,CIAT8820,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,F260022,30,64,1,2,136,0.5994,0.8545,,0.2551,220.5639291,46.36969835,246.804899,-8.295100972,-3.360995266,,
1003,,Genbank,CIAT8820,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,F260022,30,64,1,3,137,0.5752,0.8192,,0.244,231.8540806,48.7237769,246.9035618,2.90356179,1.17599024,,
1004,,Genbank,CIAT14080,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F260023,30,64,1,1,138,0.5659,0.8475,,0.2816,192.0289443,40.54417422,220.9357334,-60.66426659,-27.45787911,,
1005,,Genbank,CIAT14080,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F260023,30,64,1,2,139,0.5829,0.8003,,0.2174,256.5131217,54.12661308,221.0682948,3.668294847,1.659349139,,
1006,,Genbank,CIAT14080,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F260023,30,64,1,3,140,0.5824,0.8131,,0.2307,243.4025733,51.33964399,221.1566691,-9.543330859,-4.315190175,,
1007,,Genbank,CIAT18950,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F260024,30,64,1,1,141,0.5819,0.7979,,0.216,251.5912044,53.80580345,195.7918094,-20.2081906,-10.32126454,,
1008,,Genbank,CIAT18950,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F260024,30,64,1,2,142,0.5826,0.8595,,0.2769,190.7847226,40.79344768,195.8309678,-81.06903224,-41.3974527,,
1009,,Genbank,CIAT18950,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F260024,30,64,1,3,143,0.5686,0.8114,,0.2428,225.0717591,48.10543803,195.9092845,-46.89071552,-23.93491235,,
1010,,Genbank,CIAT19193,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F260025,30,64,1,1,144,0.5832,0.8494,,0.2662,205.835824,43.60597512,274.072034,7.872034006,2.872250003,,
1011,,Genbank,CIAT19193,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F260025,30,64,1,2,145,0.5747,0.8616,,0.2869,184.9471606,39.19641274,273.9624928,-12.93750717,-4.72236438,,
1012,,Genbank,CIAT19193,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F260025,30,64,1,3,146,0.5788,0.8487,,0.2699,202.135824,42.82213631,274.072034,4.172034006,1.522239955,,
1013,,Genbank,CIAT19641,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F260026,30,64,1,1,147,0.565,0.836,,0.271,209.6170932,43.61415691,295.5165354,24.5165354,8.296163652,,
1014,,Genbank,CIAT19641,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F260026,30,64,1,2,148,0.5801,0.8568,,0.2767,203.6289534,42.39364543,295.3393672,18.63936721,6.31116921,,
1015,,Genbank,CIAT19641,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F260026,30,64,1,3,149,0.5512,0.8424,,0.2912,189.3210466,39.39911642,295.4574793,4.257479333,1.440978696,,
1016,,Genbank,CIAT23503,Desmodium,macrodesmum,Desmodium macrodesmum,Fabaceae,Fabales,Herbaceous,F260027,30,64,1,1,150,0.5465,0.8381,,0.2916,175.0366577,37.51026731,259.6430916,-31.95690837,-12.30801412,,
1017,,Genbank,CIAT23503,Desmodium,macrodesmum,Desmodium macrodesmum,Fabaceae,Fabales,Herbaceous,F260027,30,64,1,2,151,0.5791,0.858,,0.2789,187.829985,40.24382213,259.6950202,-19.20497975,-7.395205243,,
1018,,Genbank,CIAT23503,Desmodium,macrodesmum,Desmodium macrodesmum,Fabaceae,Fabales,Herbaceous,F260027,30,64,1,3,152,0.5917,0.9435,"Muestra en la manguera 0h, se realiza cambio de manguera",0.3518,114.929985,24.62451282,259.6950202,-92.10497975,-35.46659449,,
1019,,Genbank,CIAT24333,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260028,30,64,1,1,153,0.5618,0.8538,,0.292,180.344387,38.18069865,260.0264264,-31.97357361,-12.29627852,,
1020,,Genbank,CIAT24333,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260028,30,64,1,2,154,0.5742,0.9578,,0.3836,88.74438696,18.7880685,260.0264264,-123.5735736,-47.52346726,,
1021,,Genbank,CIAT24333,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260028,30,64,1,3,155,0.6008,0.9006,,0.2998,172.2611503,36.49127876,259.8705041,-39.92949591,-15.36515121,,
1022,,0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,30,64,1,1,156,,,,,,,,,,,
1023,,0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,30,64,1,2,157,,,,,,,,,,,
1024,,Genbank,CIAT33235,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F260029,30,64,1,1,158,0.5693,0.8989,,0.3296,137.3384283,29.41253493,264.3521732,-65.24782678,-24.68216016,,
1025,,Genbank,CIAT33235,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F260029,30,64,1,2,159,0.5637,0.9201,,0.3564,110.4450967,23.65776088,264.2993345,-92.10066552,-34.84710459,,
1026,,Genbank,CIAT33235,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F260029,30,64,1,3,160,0.5827,0.8492,,0.2665,200.3450967,42.91468371,264.2993345,-2.200665516,-0.832641338,,
