requisitioner,gen_bank_id,tax_name,functional_group,%_DMD_truly_digestibility,CH4_ml_in_gas_8h,CH4_ml_in_gas_24h,CH4_ml/g_DMD_24h
Genetic bank,ABC-12758-1,Stylosanthes guianensis,Herbaceous,54.36068312,12.4,11.86701684,38.25157339
Genetic bank,ABC-12758-1,Stylosanthes guianensis,Herbaceous,36.50752753,12.2,11.69178418,54.71518602
Genetic bank,ABC-12758-1,Stylosanthes guianensis,Herbaceous,45.652894,12.6,11.92231705,44.04578439
LMF,IAG 2025/1 S1,Hohenheimer Heustandard,,23.75547494,13.9,14.70804855,126.1761634
LMF,IAG 2025/1 S1,Hohenheimer Heustandard,,48.47042426,14,15.0663708,68.10474813
LMF,IAG 2025/1 S1,Hohenheimer Heustandard,,25.68017896,13.8,14.98570132,113.8174789
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,Sample 8,Cynodon nlemfuensis ,grasses,46.29351341,13.1,13.88068986,45.19613864
Standard,Sample 8,Cynodon nlemfuensis ,grasses,45.50496579,14.8,15.12987828,48.34572385
Standard,Sample 8,Cynodon nlemfuensis ,grasses,42.75570517,14.8,15.24935216,50.34049953
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,57.93360572,13.8,14.77061075,49.64118102
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,54.33978537,14.2,14.989557,52.84920316
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,58.76454684,13.8,14.76274475,48.39131403
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,57.22291757,13.4,14.35470725,47.39094995
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,59.2824786,13.1,14.17904393,46.41622979
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,56.60504927,13.5,14.35408605,48.16730419
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,57.06720444,13.5,14.44161408,51.04683301
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,56.7163114,13.3,14.44048472,51.6213997
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,58.75974734,13.5,14.48172168,50.2228465
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,52.51946053,13.6,14.51550687,50.42621939
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,54.46335021,13.6,14.57015539,48.25626504
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,56.26248215,14.2,14.85490784,46.53408665
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,56.58816945,13.3,14.63407142,46.09679949
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,58.28329807,13,14.44693897,44.95241032
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,61.94229522,14.1,15.04659944,43.29944348
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,53.4762594,14.3,15.54519124,53.39469115
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,52.68062387,14.3,15.63222095,53.88325747
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,57.0356815,15.1,16.1689164,49.99370597
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,57.74871452,14.6,16.10063521,55.62167401
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,55.44990402,14.7,16.20897905,59.56182234
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,56.25874475,14.6,16.22430547,57.3491688
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,50.62739011,14.7,15.84494393,53.75033325
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,46.10372167,14.5,15.75224615,57.94297204
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,48.36555589,15.3,16.21970886,55.78874317
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,62.4965264,14.2,15.55909996,50.45348796
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,60.74222814,14.2,15.44720113,52.08136522
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,55.94999877,14.5,15.69802412,55.9597065
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,58.24822245,14.2,15.54450607,47.79117544
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,49.88525946,14.2,15.46529029,55.51870188
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,54.65509011,14.8,15.83668649,50.67271633
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,56.28023465,14.2,15.73068132,54.04148252
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,56.14874663,14.2,15.67581673,54.28502251
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,54.43940243,14.7,16.03806807,55.02372461
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,47.34865658,14.9,15.92957139,56.66863021
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,49.04909383,14.9,15.91498239,53.98108236
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,54.21261667,15.6,16.30521892,49.10161888
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,54.74134781,15.2,16.58484743,55.91610859
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,48.77456898,15.2,16.60907871,61.7674573
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,54.02194894,15.8,17.04461336,54.8935491
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,41.27305499,13.6,14.7242936,45.20159241
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,33.20403316,12.8,14.22339073,51.96431733
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,44.44456892,13.7,14.71040489,40.86532359
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,51.43635575,12.1,13.15650384,26.47830092
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,51.13269741,12.1,13.11179919,25.71076022
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,54.73321771,12.8,13.39947998,23.4844286
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,64.43661006,13.4,14.28927506,40.99092862
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,67.921013,12.9,13.9857467,38.06201264
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,64.25676991,13.1,14.09336824,41.03514379
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,18.88637803,14.5,14.81988809,74.43052465
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,39.73197238,13.7,14.3688833,36.33434734
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,17.22412159,14,14.55368131,84.89268093
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26.92810516,14.1,14.4521954,57.53829238
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,25.10860824,13.1,13.93825995,63.25429055
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,25.04121947,13.2,13.93964113,63.43079997
Genetic bank,ABC-12115-1,Fabales,Herbaceous,56.50775208,12.9,14.34285322,51.39957806
Genetic bank,ABC-12115-1,Fabales,Herbaceous,46.09381094,12.2,13.97094608,61.90224446
Genetic bank,ABC-12115-1,Fabales,Herbaceous,62.55734444,12.1,13.84039849,46.23654203
Genetic bank,ABC-12140-1,Fabales,Herbaceous,64.98853336,12.6,13.99382799,40.5526296
Genetic bank,ABC-12140-1,Fabales,Herbaceous,57.23490226,11.8,13.52434702,46.82393427
Genetic bank,ABC-12140-1,Fabales,Herbaceous,62.913618,11.9,13.51417529,42.3308891
Genetic bank,ABC-12184-1,Fabales,Herbaceous,61.68762881,13.4,14.49921779,47.60370371
Genetic bank,ABC-12184-1,Fabales,Herbaceous,63.00576453,13,14.19436881,47.08830654
Genetic bank,ABC-12184-1,Fabales,Herbaceous,60.2182316,12.7,14.20145377,51.33106676
Genetic bank,ABC-12202-1,Fabales,Herbaceous,57.65324072,13.1,14.35739271,50.64628973
Genetic bank,ABC-12202-1,Fabales,Herbaceous,59.33675102,12.4,13.86174257,47.51052683
Genetic bank,ABC-12202-1,Fabales,Herbaceous,61.71093223,12.7,13.99828368,46.62224792
Genetic bank,ABC-12311-1,Fabales,Herbaceous,58.16431844,13,14.29645259,47.49480594
Genetic bank,ABC-12311-1,Fabales,Herbaceous,56.85763395,12.2,13.82861824,48.58541263
Genetic bank,ABC-12311-1,Fabales,Herbaceous,57.29319545,12.1,13.75305341,45.60008809
Genetic bank,ABC-12381-1,Fabales,Herbaceous,55.12008409,13.2,14.78843572,53.93857776
Genetic bank,ABC-12381-1,Fabales,Herbaceous,56.81121136,12.9,14.62283677,53.97917564
Genetic bank,ABC-12381-1,Fabales,Herbaceous,57.48332604,12.7,14.49620764,52.06592041
Genetic bank,ABC-12374-1,Fabales,Herbaceous,62.5341711,13.1,14.88272369,49.79792991
Genetic bank,ABC-12374-1,Fabales,Herbaceous,48.79162678,12.8,14.53114147,63.61135553
Genetic bank,ABC-12374-1,Fabales,Herbaceous,54.33648248,12.6,14.54516639,56.30205123
Genetic bank,ABC-12457-1,Fabales,Herbaceous,59.92063134,13.3,14.80787986,49.95912361
Genetic bank,ABC-12457-1,Fabales,Herbaceous,50.21024117,12.7,14.43494292,57.19907251
Genetic bank,ABC-12457-1,Fabales,Herbaceous,64.14625168,12.8,14.56781301,46.15382588
Genetic bank,ABC-12462-1,Fabales,Herbaceous,60.55099017,12.8,14.64463503,48.42395956
Genetic bank,ABC-12462-1,Fabales,Herbaceous,60.46462124,12.4,14.48999604,47.72234688
Genetic bank,ABC-12462-1,Fabales,Herbaceous,56.92349502,12.7,14.64661208,52.07234454
Genetic bank,ABC-12485-1,Fabales,Herbaceous,42.79166002,13.2,14.05467277,49.07194167
Genetic bank,ABC-12485-1,Fabales,Herbaceous,42.91930971,12.6,13.60774896,47.70746347
Genetic bank,ABC-12485-1,Fabales,Herbaceous,50.08896779,12.7,13.72735008,41.52951088
Genetic bank,ABC-12615-1,Fabales,Herbaceous,52.71680398,13.2,14.07832797,46.25241703
Genetic bank,ABC-12615-1,Fabales,Herbaceous,59.1118451,12.2,13.57693765,41.82668366
Genetic bank,ABC-12615-1,Fabales,Herbaceous,59.40151595,12.3,13.65570992,42.63257619
Genetic bank,ABC-12686-1,Fabales,Herbaceous,50.16929686,12.2,13.90487977,50.37668628
Genetic bank,ABC-12686-1,Fabales,Herbaceous,53.68469038,11.6,13.68153413,49.40137187
Genetic bank,ABC-12686-1,Fabales,Herbaceous,56.67277487,11.6,13.53451325,46.55615634
Genetic bank,ABC-12710-1,Fabales,Herbaceous,50.81719025,12.7,13.90808134,44.86535811
Genetic bank,ABC-12710-1,Fabales,Herbaceous,51.4709272,12.7,13.80165741,45.12521279
Genetic bank,ABC-12710-1,Fabales,Herbaceous,46.28461408,12.7,13.78146667,49.783778
Genetic bank,ABC-12758-1,Fabales,Herbaceous,49.14180145,12.1,11.76024782,40.68875477
Genetic bank,ABC-12758-1,Fabales,Herbaceous,33.47966374,11.5,11.5,55.39624888
Genetic bank,ABC-12758-1,Fabales,Herbaceous,47.32621844,11.5,11.70883048,40.44141262
Standard,Hohenheimer Heustandard IAG 2025/1 S1,Green meal ,,50.28778067,14.2,15.15748494,60.31434788
Standard,Hohenheimer Heustandard IAG 2025/1 S1,Green meal ,,53.30727287,23.6,21.34259835,81.86759078
Standard,Hohenheimer Heustandard IAG 2025/1 S1,Green meal ,,47.61837453,13.8,15.20915199,66.00914284
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,Sample 8,Cynodon nlemfuensis ,grasses,48.38417054,12.8,13.79063778,41.59871424
Standard,Sample 8,Cynodon nlemfuensis ,grasses,43.04975244,14.5,15.31683536,51.16829816
Standard,Sample 8,Cynodon nlemfuensis ,grasses,44.84211692,14,15.38084443,45.66894764
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,58.36153044,13.7,14.98167466,53.28356611
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,54.91243565,13.4,14.83113287,58.02542921
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,62.20540113,13.7,14.98167466,49.99100414
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,58.01775831,12.9,14.2112794,49.39845591
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,57.00837174,13.4,14.53970824,48.01992599
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,55.99898516,12.6,14.0842311,50.46268751
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,62.401954,13.1,14.54623256,49.22979598
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,56.60653386,13,14.3499415,51.70773324
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,57.26651053,13.6,14.60959243,50.98433229
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,49.29343084,12.9,14.38018747,54.83778683
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,56.59335699,13.8,15.11541473,47.44474556
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,56.28316183,13.4,14.59048911,47.38971226
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,57.71201492,13.6,15.02050268,49.48421108
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,52.0018956,12.9,14.60527938,56.01454157
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,61.47738346,12.9,14.64962421,47.27839872
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,50.04246397,14.5,15.45433036,55.86662364
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,47.73930849,14.5,15.46764065,58.61231411
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,53.30875719,14.9,15.74809283,53.74974157
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,58.97017502,14.9,16.01747941,54.85516354
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,56.77822897,14.3,15.63221681,55.89547653
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,52.45817998,15,15.93601979,74.28083077
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,52.39377494,14.8,15.76727882,52.11958267
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,49.72265643,15.1,15.88509831,54.98575141
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,50.56276628,15.4,16.04355684,52.5610253
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,61.24389222,13.9,15.07823362,53.10290679
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,59.68338705,14.2,15.26856511,52.99170155
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,55.30114651,14.1,15.21548638,57.87435621
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,59.48468088,14.7,15.59162893,46.78731674
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,55.1324904,14.3,15.37518804,51.5389911
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,57.76062475,14.3,15.34532956,48.53983418
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,53.67826737,14.6,15.68566339,57.85541476
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,51.42240994,14.8,15.88381261,59.80337571
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,55.21137436,14.4,15.57606223,54.62009941
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,46.97494231,14.6,15.61558928,59.23824337
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,38.30339532,15.2,15.84237739,69.84320877
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,45.73022264,15.1,15.8198955,58.77612023
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,38.6996382,15.1,16.12439055,77.52225945
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,53.83422338,15.2,16.23386805,56.42570403
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,46.76436121,15.3,16.37455578,64.40734574
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,40.65709801,13.6,14.85603095,49.5962097
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,35.43492263,12.1,14.04222983,52.93300934
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,42.72870477,12.5,14.27769911,43.19132321
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,53.96751809,12.1,13.04007575,24.82159588
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,48.44101955,12.9,13.38377938,26.58592261
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,41.89591149,12.2,13.07860773,32.74455184
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,49.40658221,12.8,13.73397546,54.60570967
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,70.26428621,12.8,13.85944145,39.41196373
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,40.16895684,12.6,13.70987401,59.37431398
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,14.43871889,14.1,14.80506189,95.35448567
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,14.0793121,14.1,14.77726361,101.1414896
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,14.66334814,14.1,14.86397521,97.68290966
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,21.87394705,13.6,14.4136355,69.41914705
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,,,,
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,25.06368239,13.6,14.28942999,59.4220994
Genetic bank,ABC-12115-1,Stylosanthes humilis,Herbaceous,62.08089627,12.5,13.64610688,39.15641447
Genetic bank,ABC-12115-1,Stylosanthes humilis,Herbaceous,44.72112416,12.6,14.03708796,61.00272186
Genetic bank,ABC-12115-1,Stylosanthes humilis,Herbaceous,63.96171841,12.2,13.77133514,43.9393154
Genetic bank,ABC-12140-1,Stylosanthes humilis,Herbaceous,63.51062866,12.3,13.7131817,40.03003644
Genetic bank,ABC-12140-1,Stylosanthes humilis,Herbaceous,36.82600162,11.8,13.46517802,69.38472382
Genetic bank,ABC-12140-1,Stylosanthes humilis,Herbaceous,62.39694946,12.3,13.70490774,40.95973381
Genetic bank,ABC-12184-1,Stylosanthes humilis,Herbaceous,49.83443837,12.6,14.04311492,55.33985304
Genetic bank,ABC-12184-1,Stylosanthes humilis,Herbaceous,64.2878237,12.7,14.0696215,42.26991664
Genetic bank,ABC-12184-1,Stylosanthes humilis,Herbaceous,45.42712805,12.4,13.93743072,57.26921781
Genetic bank,ABC-12202-1,Stylosanthes humilis,Herbaceous,64.25049178,12.6,13.8508925,41.34731642
Genetic bank,ABC-12202-1,Stylosanthes humilis,Herbaceous,43.97014311,12.2,13.75065246,55.93246793
Genetic bank,ABC-12202-1,Stylosanthes humilis,Herbaceous,64.96246146,12.5,13.94458643,40.70767214
Genetic bank,ABC-12311-1,Stylosanthes guianensis,Herbaceous,47.24365256,12.6,13.85951586,52.35580523
Genetic bank,ABC-12311-1,Stylosanthes guianensis,Herbaceous,63.89208273,12.4,13.82487575,40.73844702
Genetic bank,ABC-12311-1,Stylosanthes guianensis,Herbaceous,47.94096901,12.5,13.9156583,55.9146776
Genetic bank,ABC-12381-1,Stylosanthes hamata,Herbaceous,54.15360303,13,14.47943438,54.13308958
Genetic bank,ABC-12381-1,Stylosanthes hamata,Herbaceous,46.02480924,13.4,14.78396249,63.64095387
Genetic bank,ABC-12381-1,Stylosanthes hamata,Herbaceous,43.87880768,12.9,14.45491553,67.41002158
Genetic bank,ABC-12374-1,Stylosanthes hamata,Herbaceous,54.51399614,13.1,14.5469345,55.08715414
Genetic bank,ABC-12374-1,Stylosanthes hamata,Herbaceous,59.97405686,12.9,14.52202337,49.72288766
Genetic bank,ABC-12374-1,Stylosanthes hamata,Herbaceous,53.73087986,12.6,14.31537022,55.57992179
Genetic bank,ABC-12457-1,Stylosanthes hamata,Herbaceous,55.95618869,13.2,14.68117256,51.1470325
Genetic bank,ABC-12457-1,Stylosanthes hamata,Herbaceous,45.6757446,13,14.52043049,64.68506124
Genetic bank,ABC-12457-1,Stylosanthes hamata,Herbaceous,62.76005107,12.9,14.44150324,45.10308736
Genetic bank,ABC-12462-1,Stylosanthes hamata,Herbaceous,52.81427416,12.5,14.31846248,52.95028014
Genetic bank,ABC-12462-1,Stylosanthes hamata,Herbaceous,62.49339741,13.2,14.67474047,45.60901875
Genetic bank,ABC-12462-1,Stylosanthes hamata,Herbaceous,61.86684702,12.6,14.31089487,44.67875387
Genetic bank,ABC-12485-1,Stylosanthes scabra,Herbaceous,44.75918881,12.8,13.79708807,45.19345597
Genetic bank,ABC-12485-1,Stylosanthes scabra,Herbaceous,45.24861048,13.1,13.89142951,42.72384344
Genetic bank,ABC-12485-1,Stylosanthes scabra,Herbaceous,59.59079335,12.4,13.52743115,37.14617066
Genetic bank,ABC-12615-1,Stylosanthes guianensis,Herbaceous,50.41926945,13.1,13.80335835,38.05010546
Genetic bank,ABC-12615-1,Stylosanthes guianensis,Herbaceous,40.79713306,12.6,13.50679317,59.65615551
Genetic bank,ABC-12615-1,Stylosanthes guianensis,Herbaceous,55.76490078,12.5,13.48448152,43.57184762
Genetic bank,ABC-12686-1,Stylosanthes hamata,Herbaceous,42.64272756,11.9,13.59760834,57.41327011
Genetic bank,ABC-12686-1,Stylosanthes hamata,Herbaceous,50.40321709,11.6,13.40849615,50.529683
Genetic bank,ABC-12686-1,Stylosanthes hamata,Herbaceous,45.47871382,11.7,13.40611806,53.39897607
Genetic bank,ABC-12710-1,Stylosanthes scabra,Herbaceous,49.07389172,13,13.85342025,45.76750929
Genetic bank,ABC-12710-1,Stylosanthes scabra,Herbaceous,42.81980825,12.8,13.79633418,54.69334135
Genetic bank,ABC-12710-1,Stylosanthes scabra,Herbaceous,44.7810191,12.4,13.5690598,51.7666286
Genetic bank,ABC-12758-1,Stylosanthes guianensis,Herbaceous,45.09502006,11.7,11.64694644,39.77315131
Genetic bank,ABC-12758-1,Stylosanthes guianensis,Herbaceous,42.25133584,12.2,11.59377183,42.85647275
Genetic bank,ABC-12758-1,Stylosanthes guianensis,Herbaceous,48.28869618,11.9,11.64306861,34.22946966
Standard,Hohenheimer Heustandard IAG 2025/1 S1,Hohenheimer Heustandard,,35.26985925,13,14.13156933,85.80678795
Standard,Hohenheimer Heustandard IAG 2025/1 S1,Hohenheimer Heustandard,,49.2407083,13.6,14.83391549,61.21745709
Standard,Hohenheimer Heustandard IAG 2025/1 S1,Hohenheimer Heustandard,,31.02167004,14,15.33675513,98.29916277
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
