32_no,32_date,32_gene_bank_id,32_name,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibility_in_24h,32_remarks_2,,
No,Date,Gene Bank ID,Name,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,,
1694,,ABC-PM21_0185,Megathyrsus maximus,F25 0995,9,24,2,3,20,0.5955,0.846,,0.2505,232.4118433,48.12717818,322.7354144,72.23541436,22.3822398,,,
1695,,ABC-PM21_0215,Megathyrsus maximus,F25 0996,9,24,2,1,21,0.5947,0.8632,,0.2685,209.55,43.83432695,321.4141668,52.91416679,16.462923,,,
1696,,ABC-PM21_0215,Megathyrsus maximus,F25 0996,9,24,2,2,22,0.5912,0.8157,,0.2245,253.8367726,53.06653955,321.6069767,97.10697673,30.19430042,,,
1697,,ABC-PM21_0215,Megathyrsus maximus,F25 0996,9,24,2,3,23,0.5779,0.831,,0.2531,225.0455909,47.06633192,321.4784368,68.37843677,21.26999169,,,
1698,,ABC-CIAT_16051,Megathyrsus maximus,F25 0997,9,24,2,1,24,0.5648,0.8247,,0.2599,221.4336832,46.00419437,328.3608025,68.46080249,20.84926154,,,
1699,,ABC-CIAT_16051,Megathyrsus maximus,F25 0997,9,24,2,2,25,0.5934,0.8258,,0.2324,248.3567751,51.6595476,327.9672418,95.5672418,29.13926442,,,
1700,,ABC-CIAT_16051,Megathyrsus maximus,F25 0997,9,24,2,3,26,0.5876,0.8666,,0.279,202.3336832,42.03605321,328.3608025,49.36080249,15.0324893,,,
1701,,ABC-PM21_6080,Megathyrsus maximus,F25 0998,9,24,2,1,27,0.6015,0.8472,,0.2457,236.420405,49.03762681,325.2780009,79.57800093,24.46461203,,,
1702,,ABC-PM21_6080,Megathyrsus maximus,F25 0998,9,24,2,2,28,0.5877,0.8554,,0.2677,214.227711,44.45225001,325.1479937,57.44799374,17.66826025,,,
1703,,ABC-PM21_6080,Megathyrsus maximus,F25 0998,9,24,2,3,29,0.5954,0.8439,,0.2485,233.524058,48.44655658,325.2129973,76.71299733,23.58853981,,,
1704,,ABC-PM21_3684,Megathyrsus maximus,F25 0999,9,24,2,1,30,0.5828,0.7459,,0.1631,324.0955734,66.52268434,341.1952778,178.0952778,52.19746268,,,
1705,,ABC-PM21_3684,Megathyrsus maximus,F25 0999,9,24,2,2,31,0.5771,0.8473,,0.2702,217.2877154,44.57296226,341.3998722,71.19987218,20.85527207,,,
1706,,ABC-PM21_3684,Megathyrsus maximus,F25 0999,9,24,2,3,32,0.576,0.8027,,0.2267,260.5929541,53.47767742,341.2634759,114.5634759,33.57038886,,,
1707,,ABC-PM21_0076,Megathyrsus maximus,F25 1000,9,24,2,1,33,0.568,0.7951,,0.2271,247.530093,52.15221214,320.8717078,93.77170779,29.22404983,,,
1708,,ABC-PM21_0076,Megathyrsus maximus,F25 1000,9,24,2,2,34,0.5491,0.7972,,0.2481,226.719907,47.7486103,321.0000308,72.90003081,22.71028779,,,
1709,,ABC-PM21_0076,Megathyrsus maximus,F25 1000,9,24,2,3,35,0.5695,0.8182,,0.2487,226.3097211,47.64317677,321.1283538,72.42835382,22.55433161,,,
1710,,ABC-CIAT_6890,Megathyrsus maximus,F25 1001,9,24,2,1,36,0.5553,0.7513,,0.196,284.9259622,59.24528609,343.31565,147.31565,42.90968092,,,
1711,,ABC-CIAT_6890,Megathyrsus maximus,F25 1001,9,24,2,2,37,0.5608,0.7971,,0.2363,244.9144601,50.89507494,343.5215982,107.2215982,31.21247652,,,
1712,,ABC-CIAT_6890,Megathyrsus maximus,F25 1001,9,24,2,3,38,0.568,0.8071,,0.2391,241.8259622,50.28340768,343.31565,104.21565,30.35563627,,,
1713,,ABC-PM21_6638,Megathyrsus maximus,F25 1002,9,24,2,1,39,0.5815,0.8052,,0.2237,254.9194756,53.26140882,322.2968521,98.59685206,30.59193766,,,
1714,,ABC-PM21_6638,Megathyrsus maximus,F25 1002,9,24,2,2,40,0.5824,0.8667,,0.2843,194.5108085,40.62372968,322.4256935,38.1256935,11.82464495,,,
1715,,ABC-PM21_6638,Megathyrsus maximus,F25 1002,9,24,2,3,41,0.593,0.8219,,0.2289,250.006475,52.20361137,322.4901142,93.59011421,29.02108005,,,
1716,,ABC-PM21_0052,Megathyrsus maximus,F25 1003,9,24,2,1,42,0.5897,0.8182,,0.2285,248.8704359,52.13360887,310.8970867,82.39708668,26.50301023,,,
1717,,ABC-PM21_0052,Megathyrsus maximus,F25 1003,9,24,2,2,43,0.5787,0.7908,,0.2121,265.175,55.56021162,310.8349321,98.73493212,31.76442604,,,
1718,,ABC-PM21_0052,Megathyrsus maximus,F25 1003,9,24,2,3,44,0.6622,0.8957,,0.2335,243.775,51.07642345,310.8349321,77.33493212,24.87974295,,,
1719,,ABC-PM21_4449,Megathyrsus maximus,F25 1004,9,24,2,1,45,0.5642,0.871,,0.3068,173.9048833,36.17705777,337.345599,30.545599,9.054690232,,,
1720,,ABC-PM21_4449,Megathyrsus maximus,F25 1004,9,24,2,2,46,0.5742,0.8262,,0.252,228.8010243,47.58746607,337.4130681,85.41306812,25.31409604,,,
1721,,ABC-PM21_4449,Megathyrsus maximus,F25 1004,9,24,2,3,47,0.5888,0.8655,,0.2767,204.2933063,42.47321191,337.5480064,60.84800636,18.02647482,,,
1722,,Blank,Blank,Blank,9,24,2,1,48,,,,,,,,,,,,
1723,,Blank,Blank,Blank,9,24,2,2,49,,,,,,,,,,,,
1724,,ABC-CIAT_6799,Megathyrsus maximus,F25 1005,9,24,2,1,50,0.5723,0.8165,,0.2442,236.3362741,49.18177603,343.812812,99.61281196,28.97297846,,,
1725,,ABC-CIAT_6799,Megathyrsus maximus,F25 1005,9,24,2,2,51,0.5725,0.8752,,0.3027,177.8362741,37.00787717,343.812812,41.11281196,11.95790573,,,
1726,,ABC-CIAT_6799,Megathyrsus maximus,F25 1005,9,24,2,3,52,0.5905,0.8751,,0.2846,195.9362741,40.77450229,343.812812,59.21281196,17.22239832,,,
1727,,ABC-PM21_0055,Megathyrsus maximus,F25 1006,9,24,2,1,53,0.6109,0.848,,0.2371,244.5046753,50.76875036,316.307545,79.20754504,25.04130751,,,
1728,,ABC-PM21_0055,Megathyrsus maximus,F25 1006,9,24,2,2,54,0.5883,0.8556,,0.2673,214.2083737,44.48694672,316.2442962,48.94429618,15.47673642,,,
1729,,ABC-PM21_0055,Megathyrsus maximus,F25 1006,9,24,2,3,55,0.6035,0.8697,,0.2662,215.3083737,44.7153955,316.2442962,50.04429618,15.82456878,,,
1730,,ABC-PM21_6529,Megathyrsus maximus,F25 1007,9,24,2,1,56,0.5823,0.8153,,0.233,249.9741817,51.7572556,329.2752555,96.27525546,29.23853337,,,
1731,,ABC-PM21_6529,Megathyrsus maximus,F25 1007,9,24,2,2,57,0.595,0.8313,,0.2363,246.7707379,51.0837686,329.3410842,93.04108418,28.25067647,,,
1732,,ABC-PM21_6529,Megathyrsus maximus,F25 1007,9,24,2,3,58,0.5715,0.8248,,0.2533,229.5776255,47.5436453,329.2094267,75.90942674,23.05809633,,,
1733,,ABC-PM21_0047,Megathyrsus maximus,F25 1008,9,24,2,1,59,0.5914,0.7977,,0.2063,274.5432178,57.09620259,316.6439375,110.3439375,34.84795521,,,
1734,,ABC-PM21_0047,Megathyrsus maximus,F25 1008,9,24,2,2,60,0.5928,0.8215,,0.2287,252.239348,52.44722625,316.707241,88.00724099,27.78819983,,,
1735,,ABC-PM21_0047,Megathyrsus maximus,F25 1008,9,24,2,3,61,0.5929,0.8473,,0.2544,226.3470876,47.08236273,316.5806341,62.18063405,19.64132589,,,
1736,,ABC-PM21_2195,Megathyrsus maximus,F25 1009,9,24,2,1,62,0.612,0.8592,,0.2472,238.2674913,49.08000959,326.2957664,79.09576643,24.24051262,,,
1737,,ABC-PM21_2195,Megathyrsus maximus,F25 1009,9,24,2,2,63,0.611,0.841,,0.23,254.9825087,52.57560925,325.9697966,95.96979664,29.44131561,,,
1738,,ABC-PM21_2195,Megathyrsus maximus,F25 1009,9,24,2,3,64,0.6192,0.8351,,0.2159,269.0825087,55.4829306,325.9697966,110.0697966,33.76686974,,,
1739,,ABC-PM21_2627,Megathyrsus maximus,F25 1010,9,24,2,1,65,0.6141,0.8735,,0.2594,227.5499399,46.72963712,320.3460826,60.94608259,19.02507504,,,
1740,,ABC-PM21_2627,Megathyrsus maximus,F25 1010,9,24,2,2,66,0.5764,0.8172,,0.2408,246.3446809,50.56910002,320.4741954,79.6741954,24.86134501,,,
1741,,ABC-PM21_2627,Megathyrsus maximus,F25 1010,9,24,2,3,67,0.5821,0.8415,,0.2594,227.8420514,46.76157379,320.5382518,61.13825181,19.07362115,,,
1742,,ABC-PM21_0059,Megathyrsus maximus,F25 1011,9,24,2,1,69,0.569,0.8065,,0.2375,250.5419587,51.33615137,319.4680109,81.96801093,25.6576584,,,
1743,,ABC-PM21_0059,Megathyrsus maximus,F25 1011,9,24,2,2,70,0.544,0.8487,,0.3047,183.2444283,37.55436432,319.4041684,14.7041684,4.603624452,,,
1744,,ABC-PM21_0059,Megathyrsus maximus,F25 1011,9,24,2,3,71,0.5839,0.8067,,0.2228,264.9493676,54.32080187,319.2764833,96.47648334,30.21722187,,,
1745,,ABC-PM21_3522,Megathyrsus maximus,F25 1012,9,24,2,1,72,0.6008,0.8825,,0.2817,204.375,42.04598056,323.0731744,41.37317436,12.80613113,,,
1746,,ABC-PM21_3522,Megathyrsus maximus,F25 1012,9,24,2,2,73,0.5515,0.7821,,0.2306,255.3778239,52.54927516,323.0085856,92.40858556,28.60870877,,,
1747,,ABC-PM21_3522,Megathyrsus maximus,F25 1012,9,24,2,3,74,0.5641,0.8652,,0.3011,184.7806477,38.03004886,322.9439968,21.84399676,6.764020072,,,
1748,,ABC-PM21_0062,Megathyrsus maximus,F25 1013,9,24,2,1,75,0.6038,0.8743,,0.2705,220.6911321,44.92978754,333.7232125,63.22321248,18.94480519,,,
1749,,ABC-PM21_0062,Megathyrsus maximus,F25 1013,9,24,2,2,76,0.5981,0.8645,,0.2664,224.4967706,45.73197137,333.5232185,67.12321854,20.12550096,,,
1750,,ABC-PM21_0062,Megathyrsus maximus,F25 1013,9,24,2,3,77,0.5841,0.8366,,0.2525,238.5930116,48.58407796,333.6565478,81.15654783,24.32337934,,,
1751,,ABC-PM21_0906,Megathyrsus maximus,F25 1014,9,24,2,1,78,0.6042,0.8481,,0.2439,243.5217318,49.96119703,327.5515845,83.65158452,25.538446,,,
1752,,ABC-PM21_0906,Megathyrsus maximus,F25 1014,9,24,2,2,79,0.603,0.8251,,0.2221,265.5165446,54.45191463,327.6825004,105.5825004,32.22097618,,,
1753,,ABC-PM21_0906,Megathyrsus maximus,F25 1014,9,24,2,3,80,0.6022,0.8516,,0.2494,238.0217318,48.83281074,327.5515845,78.15158452,23.85932116,,,
1754,,ABC-19213-1,Clitoria ternatea,F24 3501,9,24,2,1,81,0.6123,0.8008,,0.1885,280.7,59.82523444,240.7502954,52.25029535,21.70310748,,,
1755,,ABC-19213-1,Clitoria ternatea,F24 3501,9,24,2,2,82,0.6028,0.7112,,0.1084,360.8,76.89684569,240.7502954,132.3502954,54.9740947,,,
1756,,ABC-19213-1,Clitoria ternatea,F24 3501,9,24,2,3,83,0.5939,0.7845,,0.1906,278.78768,59.39390655,240.8465955,50.24659547,20.86248941,,,
1757,,ABC-19421-1,Uraria lagopodioides,F24 3502,9,24,2,1,84,0.588,0.8138,,0.2258,244.83818,52.02259196,216.6945892,-9.105410835,-4.20195579,,,
1758,,ABC-19421-1,Uraria lagopodioides,F24 3502,9,24,2,2,85,0.5634,0.7881,,0.2247,245.84409,52.24677033,216.6512676,-8.048732424,-3.71506362,,,
1759,,ABC-19421-1,Uraria lagopodioides,F24 3502,9,24,2,3,86,0.5527,0.7552,,0.2025,268.13818,56.97331653,216.6945892,14.19458917,6.550504662,,,
1760,,ABC-19566-1,Tephrosia noctiflora,F24 3503,9,24,2,1,87,0.5589,0.7448,,0.1859,283.293725,60.37883925,199.865922,13.96592195,6.987645425,,,
1761,,ABC-19566-1,Tephrosia noctiflora,F24 3503,9,24,2,2,88,0.58,0.7301,,0.1501,319.18747,68.01534036,199.9058552,49.8058552,24.91465553,,,
1762,,ABC-19566-1,Tephrosia noctiflora,F24 3503,9,24,2,3,89,0.5399,0.7303,,0.1904,278.606235,59.40352477,199.7860554,9.386055449,4.698053339,,,
1763,,ABC-19667-1,Indigofera hirsuta,F24 3504,9,24,2,1,90,0.5766,0.8308,,0.2542,207.9,44.99026185,233.4963605,-20.70363945,-8.866793214,,,
1764,,ABC-19667-1,Indigofera hirsuta,F24 3504,9,24,2,2,91,0.5758,0.8475,,0.2717,190.49242,41.21495978,233.5430598,-38.15694018,-16.33828905,,,
1765,,ABC-19667-1,Indigofera hirsuta,F24 3504,9,24,2,3,92,0.5735,0.8154,,0.2419,220.56968,47.69386828,233.6831576,-8.216842364,-3.51623217,,,
1766,,ABC-19673-1,Alysicarpus rugosus,F24 3505,9,24,2,1,93,0.5622,0.7916,,0.2294,233.15,50.40536158,245.5016982,16.10169821,6.558691171,,,
1767,,ABC-19673-1,Alysicarpus rugosus,F24 3505,9,24,2,2,94,0.5992,0.8139,,0.2147,247.85,53.58339639,245.5016982,30.80169821,12.54642979,,,
1768,,ABC-19673-1,Alysicarpus rugosus,F24 3505,9,24,2,3,96,0.5674,0.7946,,0.2272,235.53502,50.90062559,245.5998989,18.39989889,7.491818591,,,
1769,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,9,24,2,1,97,0.5585,0.6628,,0.1043,124.4892445,54.41219266,,,,,,
1770,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,9,24,2,2,98,0.5884,0.7046,,0.1162,112.5892445,49.21089921,,,,,,
1771,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,9,24,2,3,100,0.5975,0.7144,,0.1169,111.6152454,48.84367571,,,,,,
1772,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,9,24,2,1,101,0.5913,0.6914,,0.1001,124.222433,55.37673221,,,,,,
1773,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,9,24,2,2,102,0.5938,0.676,,0.0822,142.2121261,63.37096331,,,,,,
1774,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,9,24,2,3,103,0.5875,0.6932,,0.1057,118.622433,52.88032562,,,,,,
1775,,Sample 8,Cynodon nlemfuensis ,F25 0019,9,24,2,1,104,0.6001,0.9045,,0.3044,164.2546792,35.04812531,,,,,,
1776,,Sample 8,Cynodon nlemfuensis ,F25 0019,9,24,2,2,105,0.5792,0.8124,,0.2332,235.4546792,50.24054803,,,,,,
1777,,Sample 8,Cynodon nlemfuensis ,F25 0019,9,24,2,3,106,0.5853,0.8584,,0.2731,195.929603,41.77339804,,,,,,
1778,,Blank,Blank,Blank,9,24,2,1,107,,,,,,,,,,,,
1779,,Blank,Blank,Blank,9,24,2,2,108,,,,,,,,,,,,
1780,,Blank,Blank,Blank,9,25,3,1,1,,,,,,,,,,,,
1781,,Blank,Blank,Blank,9,25,3,2,2,,,,,,,,,,,,
1782,,ABC-PM21_0053,Megathyrsus maximus,F25 0990,9,25,3,1,3,0.5872,0.7832,,0.196,283.1,59.08996034,325.4614379,129.4614379,39.7778117,,,
1783,,ABC-PM21_0053,Megathyrsus maximus,F25 0990,9,25,3,2,4,0.575,0.7955,,0.2205,258.8874025,54.00379759,325.6566757,105.1566757,32.29065564,,,
1784,,ABC-PM21_0053,Megathyrsus maximus,F25 0990,9,25,3,3,5,0.5897,0.8381,,0.2484,230.6041992,48.14241703,325.3963586,76.99635864,23.66232952,,,
1785,,ABC-PM21_3550,Megathyrsus maximus,F25 0991,9,25,3,1,6,0.576,0.8154,,0.2394,244.4617027,50.52305262,334.7393019,95.33930195,28.48165763,,,
1786,,ABC-PM21_3550,Megathyrsus maximus,F25 0991,9,25,3,2,7,0.5663,0.8541,,0.2878,195.5783243,40.46071462,334.4048971,46.60489705,13.93666703,,,
1787,,ABC-PM21_3550,Megathyrsus maximus,F25 0991,9,25,3,3,8,0.5727,0.8564,,0.2837,199.775,41.3206474,334.471778,50.77177803,15.1796897,,,
1788,,ABC-PM21_3595,Megathyrsus maximus,F25 0992,9,25,3,1,9,0.5746,0.8483,,0.2737,205.7072437,42.90866406,329.5088165,55.80881646,16.93697215,,,
1789,,ABC-PM21_3595,Megathyrsus maximus,F25 0992,9,25,3,2,10,0.5872,0.8516,,0.2644,215.294888,44.88163068,329.7065218,65.30652175,19.80747042,,,
1790,,ABC-PM21_3595,Megathyrsus maximus,F25 0992,9,25,3,3,11,0.6015,0.8802,,0.2787,201.0907695,41.9121797,329.7724235,51.07242352,15.48717233,,,
1791,,ABC-PM21_0086,Megathyrsus maximus,F25 0993,9,25,3,1,12,0.5927,0.8564,,0.2637,224.1444681,45.94588701,328.6900375,64.99003745,19.77243909,,,
1792,,ABC-PM21_0086,Megathyrsus maximus,F25 0993,9,25,3,2,13,0.5758,0.8407,,0.2649,222.7495252,45.67819996,328.5586928,63.65869278,19.37513576,,,
1793,,ABC-PM21_0086,Megathyrsus maximus,F25 0993,9,25,3,3,14,0.5863,0.8628,,0.2765,211.0520538,43.28810681,328.4930204,51.99302045,15.82773977,,,
1794,,ABC-CIAT_16048,Megathyrsus maximus,F25 0994,9,25,3,1,15,0.5666,0.8324,,0.2658,222.4919525,45.56535313,327.6540413,61.85404127,18.87785087,,,
1795,,ABC-CIAT_16048,Megathyrsus maximus,F25 0994,9,25,3,2,16,0.5362,0.7932,,0.257,230.9017091,47.32545609,327.3921799,70.3921799,21.50087394,,,
1796,,ABC-CIAT_16048,Megathyrsus maximus,F25 0994,9,25,3,3,17,0.6006,0.8416,,0.241,246.99927,50.61468022,327.4576452,86.45764525,26.40269559,,,
1797,,ABC-PM21_0185,Megathyrsus maximus,F25 0995,9,25,3,1,18,0.6018,0.8913,,0.2895,193.4118433,40.05116999,322.7354144,33.23541436,10.29803761,,,
1798,,ABC-PM21_0185,Megathyrsus maximus,F25 0995,9,25,3,2,19,0.6039,0.8456,,0.2417,240.8258997,49.90942452,322.477484,80.77748396,25.0490307,,,
1799,,ABC-PM21_0185,Megathyrsus maximus,F25 0995,9,25,3,3,20,0.5955,0.846,,0.2505,232.4118433,48.12717818,322.7354144,72.23541436,22.3822398,,,
1800,,ABC-PM21_0215,Megathyrsus maximus,F25 0996,9,25,3,1,21,0.5947,0.8632,,0.2685,209.55,43.83432695,321.4141668,52.91416679,16.462923,,,
1801,,ABC-PM21_0215,Megathyrsus maximus,F25 0996,9,25,3,2,22,0.5912,0.8157,,0.2245,253.8367726,53.06653955,321.6069767,97.10697673,30.19430042,,,
1802,,ABC-PM21_0215,Megathyrsus maximus,F25 0996,9,25,3,3,23,0.5779,0.831,,0.2531,225.0455909,47.06633192,321.4784368,68.37843677,21.26999169,,,
1803,,ABC-CIAT_16051,Megathyrsus maximus,F25 0997,9,25,3,1,24,0.5648,0.8247,,0.2599,221.4336832,46.00419437,328.3608025,68.46080249,20.84926154,,,
1804,,ABC-CIAT_16051,Megathyrsus maximus,F25 0997,9,25,3,2,25,0.5934,0.8258,,0.2324,248.3567751,51.6595476,327.9672418,95.5672418,29.13926442,,,
1805,,ABC-CIAT_16051,Megathyrsus maximus,F25 0997,9,25,3,3,26,0.5876,0.8666,,0.279,202.3336832,42.03605321,328.3608025,49.36080249,15.0324893,,,
1806,,ABC-PM21_6080,Megathyrsus maximus,F25 0998,9,25,3,1,27,0.6015,0.8472,,0.2457,236.420405,49.03762681,325.2780009,79.57800093,24.46461203,,,
1807,,ABC-PM21_6080,Megathyrsus maximus,F25 0998,9,25,3,2,28,0.5877,0.8554,,0.2677,214.227711,44.45225001,325.1479937,57.44799374,17.66826025,,,
1808,,ABC-PM21_6080,Megathyrsus maximus,F25 0998,9,25,3,3,29,0.5954,0.8439,,0.2485,233.524058,48.44655658,325.2129973,76.71299733,23.58853981,,,
1809,,ABC-PM21_3684,Megathyrsus maximus,F25 0999,9,25,3,1,30,0.5828,0.7459,,0.1631,324.0955734,66.52268434,341.1952778,178.0952778,52.19746268,,,
1810,,ABC-PM21_3684,Megathyrsus maximus,F25 0999,9,25,3,2,31,0.5771,0.8473,,0.2702,217.2877154,44.57296226,341.3998722,71.19987218,20.85527207,,,
1811,,ABC-PM21_3684,Megathyrsus maximus,F25 0999,9,25,3,3,32,0.576,0.8027,,0.2267,260.5929541,53.47767742,341.2634759,114.5634759,33.57038886,,,
1812,,ABC-PM21_0076,Megathyrsus maximus,F25 1000,9,25,3,1,33,0.568,0.7951,,0.2271,247.530093,52.15221214,320.8717078,93.77170779,29.22404983,,,
1813,,ABC-PM21_0076,Megathyrsus maximus,F25 1000,9,25,3,2,34,0.5491,0.7972,,0.2481,226.719907,47.7486103,321.0000308,72.90003081,22.71028779,,,
1814,,ABC-PM21_0076,Megathyrsus maximus,F25 1000,9,25,3,3,35,0.5695,0.8182,,0.2487,226.3097211,47.64317677,321.1283538,72.42835382,22.55433161,,,
1815,,ABC-CIAT_6890,Megathyrsus maximus,F25 1001,9,25,3,1,36,0.5553,0.7513,,0.196,284.9259622,59.24528609,343.31565,147.31565,42.90968092,,,
1816,,ABC-CIAT_6890,Megathyrsus maximus,F25 1001,9,25,3,2,37,0.5608,0.7971,,0.2363,244.9144601,50.89507494,343.5215982,107.2215982,31.21247652,,,
1817,,ABC-CIAT_6890,Megathyrsus maximus,F25 1001,9,25,3,3,38,0.568,0.8071,,0.2391,241.8259622,50.28340768,343.31565,104.21565,30.35563627,,,
1818,,ABC-PM21_6638,Megathyrsus maximus,F25 1002,9,25,3,1,39,0.5815,0.8052,,0.2237,254.9194756,53.26140882,322.2968521,98.59685206,30.59193766,,,
1819,,ABC-PM21_6638,Megathyrsus maximus,F25 1002,9,25,3,2,40,0.5824,0.8667,,0.2843,194.5108085,40.62372968,322.4256935,38.1256935,11.82464495,,,
1820,,ABC-PM21_6638,Megathyrsus maximus,F25 1002,9,25,3,3,41,0.593,0.8219,,0.2289,250.006475,52.20361137,322.4901142,93.59011421,29.02108005,,,
1821,,ABC-PM21_0052,Megathyrsus maximus,F25 1003,9,25,3,1,42,0.5897,0.8182,,0.2285,248.8704359,52.13360887,310.8970867,82.39708668,26.50301023,,,
1822,,ABC-PM21_0052,Megathyrsus maximus,F25 1003,9,25,3,2,43,0.5787,0.7908,,0.2121,265.175,55.56021162,310.8349321,98.73493212,31.76442604,,,
1823,,ABC-PM21_0052,Megathyrsus maximus,F25 1003,9,25,3,3,44,0.6622,0.8957,,0.2335,243.775,51.07642345,310.8349321,77.33493212,24.87974295,,,
1824,,ABC-PM21_4449,Megathyrsus maximus,F25 1004,9,25,3,1,45,0.5642,0.871,,0.3068,173.9048833,36.17705777,337.345599,30.545599,9.054690232,,,
1825,,ABC-PM21_4449,Megathyrsus maximus,F25 1004,9,25,3,2,46,0.5742,0.8262,,0.252,228.8010243,47.58746607,337.4130681,85.41306812,25.31409604,,,
1826,,ABC-PM21_4449,Megathyrsus maximus,F25 1004,9,25,3,3,47,0.5888,0.8655,,0.2767,204.2933063,42.47321191,337.5480064,60.84800636,18.02647482,,,
1827,,Blank,Blank,Blank,9,25,3,1,48,,,,,,,,,,,,
1828,,Blank,Blank,Blank,9,25,3,2,49,,,,,,,,,,,,
1829,,ABC-CIAT_6799,Megathyrsus maximus,F25 1005,9,25,3,1,50,0.5723,0.8165,,0.2442,236.3362741,49.18177603,343.812812,99.61281196,28.97297846,,,
1830,,ABC-CIAT_6799,Megathyrsus maximus,F25 1005,9,25,3,2,51,0.5725,0.8752,,0.3027,177.8362741,37.00787717,343.812812,41.11281196,11.95790573,,,
1831,,ABC-CIAT_6799,Megathyrsus maximus,F25 1005,9,25,3,3,52,0.5905,0.8751,,0.2846,195.9362741,40.77450229,343.812812,59.21281196,17.22239832,,,
1832,,ABC-PM21_0055,Megathyrsus maximus,F25 1006,9,25,3,1,53,0.6109,0.848,,0.2371,244.5046753,50.76875036,316.307545,79.20754504,25.04130751,,,
1833,,ABC-PM21_0055,Megathyrsus maximus,F25 1006,9,25,3,2,54,0.5883,0.8556,,0.2673,214.2083737,44.48694672,316.2442962,48.94429618,15.47673642,,,
1834,,ABC-PM21_0055,Megathyrsus maximus,F25 1006,9,25,3,3,55,0.6035,0.8697,,0.2662,215.3083737,44.7153955,316.2442962,50.04429618,15.82456878,,,
1835,,ABC-PM21_6529,Megathyrsus maximus,F25 1007,9,25,3,1,56,0.5823,0.8153,,0.233,249.9741817,51.7572556,329.2752555,96.27525546,29.23853337,,,
1836,,ABC-PM21_6529,Megathyrsus maximus,F25 1007,9,25,3,2,57,0.595,0.8313,,0.2363,246.7707379,51.0837686,329.3410842,93.04108418,28.25067647,,,
1837,,ABC-PM21_6529,Megathyrsus maximus,F25 1007,9,25,3,3,58,0.5715,0.8248,,0.2533,229.5776255,47.5436453,329.2094267,75.90942674,23.05809633,,,
1838,,ABC-PM21_0047,Megathyrsus maximus,F25 1008,9,25,3,1,59,0.5914,0.7977,,0.2063,274.5432178,57.09620259,316.6439375,110.3439375,34.84795521,,,
1839,,ABC-PM21_0047,Megathyrsus maximus,F25 1008,9,25,3,2,60,0.5928,0.8215,,0.2287,252.239348,52.44722625,316.707241,88.00724099,27.78819983,,,
1840,,ABC-PM21_0047,Megathyrsus maximus,F25 1008,9,25,3,3,61,0.5929,0.8473,,0.2544,226.3470876,47.08236273,316.5806341,62.18063405,19.64132589,,,
1841,,ABC-PM21_2195,Megathyrsus maximus,F25 1009,9,25,3,1,62,0.612,0.8592,,0.2472,238.2674913,49.08000959,326.2957664,79.09576643,24.24051262,,,
1842,,ABC-PM21_2195,Megathyrsus maximus,F25 1009,9,25,3,2,63,0.611,0.841,,0.23,254.9825087,52.57560925,325.9697966,95.96979664,29.44131561,,,
1843,,ABC-PM21_2195,Megathyrsus maximus,F25 1009,9,25,3,3,64,0.6192,0.8351,,0.2159,269.0825087,55.4829306,325.9697966,110.0697966,33.76686974,,,
1844,,ABC-PM21_2627,Megathyrsus maximus,F25 1010,9,25,3,1,65,0.6141,0.8735,,0.2594,227.5499399,46.72963712,320.3460826,60.94608259,19.02507504,,,
1845,,ABC-PM21_2627,Megathyrsus maximus,F25 1010,9,25,3,2,66,0.5764,0.8172,,0.2408,246.3446809,50.56910002,320.4741954,79.6741954,24.86134501,,,
1846,,ABC-PM21_2627,Megathyrsus maximus,F25 1010,9,25,3,3,67,0.5821,0.8415,,0.2594,227.8420514,46.76157379,320.5382518,61.13825181,19.07362115,,,
1847,,ABC-PM21_0059,Megathyrsus maximus,F25 1011,9,25,3,1,69,0.569,0.8065,,0.2375,250.5419587,51.33615137,319.4680109,81.96801093,25.6576584,,,
1848,,ABC-PM21_0059,Megathyrsus maximus,F25 1011,9,25,3,2,70,0.544,0.8487,,0.3047,183.2444283,37.55436432,319.4041684,14.7041684,4.603624452,,,
1849,,ABC-PM21_0059,Megathyrsus maximus,F25 1011,9,25,3,3,71,0.5839,0.8067,,0.2228,264.9493676,54.32080187,319.2764833,96.47648334,30.21722187,,,
1850,,ABC-PM21_3522,Megathyrsus maximus,F25 1012,9,25,3,1,72,0.6008,0.8825,,0.2817,204.375,42.04598056,323.0731744,41.37317436,12.80613113,,,
