32_no,32_date,32_gene_bank_id,32_name,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibility_in_24h,32_remarks_2,,
No,Date,Gene Bank ID,Name,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,,
1851,,ABC-PM21_3522,Megathyrsus maximus,F25 1012,9,25,3,2,73,0.5515,0.7821,,0.2306,255.3778239,52.54927516,323.0085856,92.40858556,28.60870877,,,
1852,,ABC-PM21_3522,Megathyrsus maximus,F25 1012,9,25,3,3,74,0.5641,0.8652,,0.3011,184.7806477,38.03004886,322.9439968,21.84399676,6.764020072,,,
1853,,ABC-PM21_0062,Megathyrsus maximus,F25 1013,9,25,3,1,75,0.6038,0.8743,,0.2705,220.6911321,44.92978754,333.7232125,63.22321248,18.94480519,,,
1854,,ABC-PM21_0062,Megathyrsus maximus,F25 1013,9,25,3,2,76,0.5981,0.8645,,0.2664,224.4967706,45.73197137,333.5232185,67.12321854,20.12550096,,,
1855,,ABC-PM21_0062,Megathyrsus maximus,F25 1013,9,25,3,3,77,0.5841,0.8366,,0.2525,238.5930116,48.58407796,333.6565478,81.15654783,24.32337934,,,
1856,,ABC-PM21_0906,Megathyrsus maximus,F25 1014,9,25,3,1,78,0.6042,0.8481,,0.2439,243.5217318,49.96119703,327.5515845,83.65158452,25.538446,,,
1857,,ABC-PM21_0906,Megathyrsus maximus,F25 1014,9,25,3,2,79,0.603,0.8251,,0.2221,265.5165446,54.45191463,327.6825004,105.5825004,32.22097618,,,
1858,,ABC-PM21_0906,Megathyrsus maximus,F25 1014,9,25,3,3,80,0.6022,0.8516,,0.2494,238.0217318,48.83281074,327.5515845,78.15158452,23.85932116,,,
1859,,ABC-19213-1,Clitoria ternatea,F24 3501,9,25,3,1,81,0.6123,0.8008,,0.1885,280.7,59.82523444,240.7502954,52.25029535,21.70310748,,,
1860,,ABC-19213-1,Clitoria ternatea,F24 3501,9,25,3,2,82,0.6028,0.7112,,0.1084,360.8,76.89684569,240.7502954,132.3502954,54.9740947,,,
1861,,ABC-19213-1,Clitoria ternatea,F24 3501,9,25,3,3,83,0.5939,0.7845,,0.1906,278.78768,59.39390655,240.8465955,50.24659547,20.86248941,,,
1862,,ABC-19421-1,Uraria lagopodioides,F24 3502,9,25,3,1,84,0.588,0.8138,,0.2258,244.83818,52.02259196,216.6945892,-9.105410835,-4.20195579,,,
1863,,ABC-19421-1,Uraria lagopodioides,F24 3502,9,25,3,2,85,0.5634,0.7881,,0.2247,245.84409,52.24677033,216.6512676,-8.048732424,-3.71506362,,,
1864,,ABC-19421-1,Uraria lagopodioides,F24 3502,9,25,3,3,86,0.5527,0.7552,,0.2025,268.13818,56.97331653,216.6945892,14.19458917,6.550504662,,,
1865,,ABC-19566-1,Tephrosia noctiflora,F24 3503,9,25,3,1,87,0.5589,0.7448,,0.1859,283.293725,60.37883925,199.865922,13.96592195,6.987645425,,,
1866,,ABC-19566-1,Tephrosia noctiflora,F24 3503,9,25,3,2,88,0.58,0.7301,,0.1501,319.18747,68.01534036,199.9058552,49.8058552,24.91465553,,,
1867,,ABC-19566-1,Tephrosia noctiflora,F24 3503,9,25,3,3,89,0.5399,0.7303,,0.1904,278.606235,59.40352477,199.7860554,9.386055449,4.698053339,,,
1868,,ABC-19667-1,Indigofera hirsuta,F24 3504,9,25,3,1,90,0.5766,0.8308,,0.2542,207.9,44.99026185,196.8441554,-57.35584456,-29.13769242,,,
1869,,ABC-19667-1,Indigofera hirsuta,F24 3504,9,25,3,2,91,0.5758,0.8475,,0.2717,190.49242,41.21495978,196.8835243,-74.81647573,-38.00037408,,,
1870,,ABC-19667-1,Indigofera hirsuta,F24 3504,9,25,3,3,92,0.5735,0.8154,,0.2419,220.56968,47.69386828,197.0016308,-44.89836924,-22.79086171,,,
1871,,ABC-19673-1,Alysicarpus rugosus,F24 3505,9,25,3,1,93,0.5622,0.7916,,0.2294,233.15,50.40536158,245.5016982,16.10169821,6.558691171,,,
1872,,ABC-19673-1,Alysicarpus rugosus,F24 3505,9,25,3,2,94,0.5992,0.8139,,0.2147,247.85,53.58339639,245.5016982,30.80169821,12.54642979,,,
1873,,ABC-19673-1,Alysicarpus rugosus,F24 3505,9,25,3,3,95,0.5674,0.7946,,0.2272,235.53502,50.90062559,245.5998989,18.39989889,7.491818591,,,
1874,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,9,25,3,1,96,0.5585,0.6628,,0.1043,124.4892445,54.41219266,,,,,,
1875,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,9,25,3,2,97,0.5884,0.7046,,0.1162,112.5892445,49.21089921,,,,,,
1876,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,9,25,3,3,98,0.5975,0.7144,,0.1169,111.6152454,48.84367571,,,,,,
1877,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,9,25,3,1,99,0.5913,0.6914,,0.1001,124.222433,55.37673221,,,,,,
1878,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,9,25,3,2,100,0.5938,0.676,,0.0822,142.2121261,63.37096331,,,,,,
1879,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,9,25,3,3,101,0.5875,0.6932,,0.1057,118.622433,52.88032562,,,,,,
1880,,Sample 8,Cynodon nlemfuensis ,F25 0019,9,25,3,1,102,0.6001,0.9045,,0.3044,164.2546792,35.04812531,,,,,,
1881,,Sample 8,Cynodon nlemfuensis ,F25 0019,9,25,3,2,103,0.5792,0.8124,,0.2332,235.4546792,50.24054803,,,,,,
1882,,Sample 8,Cynodon nlemfuensis ,F25 0019,9,25,3,3,104,0.5853,0.8584,,0.2731,195.929603,41.77339804,,,,,,
1883,,Blank,Blank,Blank,9,25,3,1,105,,,,,,,,,,,,
1884,,Blank,Blank,Blank,9,25,3,2,106,,,,,,,,,,,,
1885,,Blank,Blank,Blank,10,26,1,1,109,-,-,,,,,,,,,,
1886,,Blank,Blank,Blank,10,26,1,2,110,-,-,,,,,,,,,,
1887,,ABC-19895-1,Aeschynomene americana,F24-3506,10,26,1,1,111,0.5691,0.7605,,0.1914,275.375,58.99523325,289.675622,98.27562195,33.92609336,,,
1888,,ABC-19895-1,Aeschynomene americana,F24-3506,10,26,1,2,112,0.6001,0.816,,0.2159,250.875,53.74645172,289.675622,73.77562195,25.46835714,,,
1889,,ABC-19895-1,Aeschynomene americana,F24-3506,10,26,1,3,113,0.5921,0.7157,,0.1236,343.54842,73.54159948,289.9073625,166.3073625,57.36569125,,,
1890,,ABC-20093-1,Canavalia sp.,F24-3507,10,26,1,1,114,0.5982,0.7391,,0.1409,331.11373,70.14917341,237.9503532,97.05035325,40.78596729,,,
1891,,ABC-20093-1,Canavalia sp.,F24-3507,10,26,1,2,115,0.6032,0.7793,,0.1761,295.91373,62.69176322,237.9503532,61.85035325,25.99296551,,,
1892,,ABC-20093-1,Canavalia sp.,F24-3507,10,26,1,3,116,0.6308,0.7993,,0.1685,303.89119,64.33041014,238.1406374,69.64063742,29.24349165,,,
1893,,ABC-20113-1,Canavalia sp.,F24-3508,10,26,1,1,117,0.5816,0.7407,,0.1591,314.66784,66.41815113,229.433088,70.33308805,30.65516341,,,
1894,,ABC-20113-1,Canavalia sp.,F24-3508,10,26,1,2,118,0.5778,0.7246,,0.1468,326.77856,69.00197509,229.3414248,82.54142481,35.99063051,,,
1895,,ABC-20113-1,Canavalia sp.,F24-3508,10,26,1,3,119,0.5783,0.7147,,0.1364,337.08392,71.19226351,229.2955932,92.89559319,40.51346644,,,
1896,,ABC-20125-1,Coursetia caribaea,F24-3509,10,26,1,1,120,0.5765,0.762,,0.1855,281.975,60.31873362,206.7587413,21.25874127,10.28190689,,,
1897,,ABC-20125-1,Coursetia caribaea,F24-3509,10,26,1,2,121,0.5747,0.7636,,0.1889,278.94898,59.62372302,206.9241483,18.02414827,8.710509826,,,
1898,,ABC-20125-1,Coursetia caribaea,F24-3509,10,26,1,3,122,0.5832,0.7713,,0.1881,279.56199,59.77864269,206.8414448,18.74144477,9.060778313,,,
1899,,ABC-20298-1,Canavalia sp.,F24-3510,10,26,1,1,123,0.6068,0.8252,,0.2184,250.11233,53.38436451,201.886805,-16.51319495,-8.179432505,,,
1900,,ABC-20298-1,Canavalia sp.,F24-3510,10,26,1,2,124,0.5675,0.7771,,0.2096,258.91233,55.26265018,201.886805,-7.713194954,-3.820554272,,,
1901,,ABC-20298-1,Canavalia sp.,F24-3510,10,26,1,3,125,0.5998,0.7872,,0.1874,281.018665,59.9930545,201.8464438,14.44644383,7.157145578,,,
1902,,ABC-20305-1,Canavalia sp.,F24-3511,10,26,1,1,126,0.5949,0.7608,,0.1659,302.19918,64.55879286,185.8213009,19.92130089,10.72067669,,,
1903,,ABC-20305-1,Canavalia sp.,F24-3511,10,26,1,2,127,0.5699,0.7497,,0.1798,288.205635,61.58165916,185.7841663,5.984166335,3.221031401,,,
1904,,ABC-20305-1,Canavalia sp.,F24-3511,10,26,1,3,128,0.5916,0.7692,,0.1776,290.125,62.02897001,185.6727627,8.072762677,4.347844326,,,
1905,,ABC-20803-1,Canavalia sp.,F24-3512,10,26,1,1,129,0.5545,0.7415,,0.187,280.43525,59.99445913,231.5356207,44.53562066,19.23488945,,,
1906,,ABC-20803-1,Canavalia sp.,F24-3512,10,26,1,2,130,0.5839,0.7682,,0.1843,283.041875,60.56420153,231.489369,47.18936904,20.38511282,,,
1907,,ABC-20803-1,Canavalia sp.,F24-3512,10,26,1,3,131,0.5896,0.8054,,0.2158,251.075,53.77777778,231.2581109,15.45811093,6.68435406,,,
1908,,ABC-21031-1,Christia obcordata,F24-3513,10,26,1,1,132,0.5867,0.775,,0.1883,282.307195,59.98786206,219.173858,30.873858,14.0864692,,,
1909,,ABC-21031-1,Christia obcordata,F24-3513,10,26,1,2,133,0.5928,0.8151,,0.2223,248.307195,52.76315314,219.173858,-3.126141997,-1.426329776,,,
1910,,ABC-21031-1,Christia obcordata,F24-3513,10,26,1,3,134,0.5961,0.7725,,0.1764,294.30126,62.52400089,219.2176665,42.81766649,19.53203279,,,
1911,,ABC-21128-1,Crotalaria pallida,F24-3514,10,26,1,1,135,0.5852,0.8293,,0.2441,223.57384,47.80550479,205.0088748,-39.09112524,-19.0680161,,,
1912,,ABC-21128-1,Crotalaria pallida,F24-3514,10,26,1,2,136,0.5851,0.7821,,0.197,270.86076,57.89345531,205.0908128,8.090812755,3.944990342,,,
1913,,ABC-21128-1,Crotalaria pallida,F24-3514,10,26,1,3,137,0.5763,0.7784,,0.2021,265.2,56.75155147,204.8449988,2.744998756,1.34003699,,,
1914,,ABC-21212-1,Canavalia sp.,F24-3515,10,26,1,1,138,0.5755,0.7165,,0.141,327.91202,69.93039334,186.7009998,45.70099981,24.47817626,,,
1915,,ABC-21212-1,Canavalia sp.,F24-3515,10,26,1,2,139,0.5665,0.6971,,0.1306,338.31202,72.1482934,186.7009998,56.10099981,30.04858028,,,
1916,,ABC-21212-1,Canavalia sp.,F24-3515,10,26,1,3,140,0.5624,0.7215,,0.1591,309.62468,66.05683319,186.6264089,27.52640892,14.74947146,,,
1917,,ABC-21263-1,Sesbania rostrata,F24-3516,10,26,1,1,141,0.5775,0.7733,,0.1958,267.37774,57.72681131,188.4876782,-7.312321758,-3.879469377,,,
1918,,ABC-21263-1,Sesbania rostrata,F24-3516,10,26,1,2,142,0.5854,0.7653,,0.1799,283.18516,61.1518538,188.4500033,8.550003312,4.537014148,,,
1919,,ABC-21263-1,Sesbania rostrata,F24-3516,10,26,1,3,143,0.5951,0.7373,,0.1422,321.07032,69.30517802,188.5253532,46.32535317,24.57247919,,,
1920,,ABC-21514-1,Desmanthus virgatus,F24-3517,10,26,1,1,144,0.6051,0.8708,,0.2657,202.2371,43.21886424,261.7881516,-3.911848438,-1.494280171,,,
1921,,ABC-21514-1,Desmanthus virgatus,F24-3517,10,26,1,2,145,0.5855,0.8546,,0.2691,199.0242,42.51525557,261.892825,-7.207175046,-2.751955899,,,
1922,,ABC-21514-1,Desmanthus virgatus,F24-3517,10,26,1,3,146,0.5898,0.8732,,0.2834,184.44355,39.42419426,261.7358149,-21.66418513,-8.277119104,,,
1923,,ABC-21565-1,Chamaecrista rotundifolia,F24-3518,10,26,1,1,147,0.5629,0.7588,,0.1959,267.48528,57.72416422,270.1415114,74.24151137,27.48245207,,,
1924,,ABC-21565-1,Chamaecrista rotundifolia,F24-3518,10,26,1,2,148,0.5833,0.757,,0.1737,289.87056,62.52997602,270.2495248,96.54952477,35.72606644,,,
1925,,ABC-21565-1,Chamaecrista rotundifolia,F24-3518,10,26,1,3,149,0.5763,0.7834,,0.2071,256.19264,55.29823224,270.0875047,62.98750467,23.32114725,,,
1926,,ABC-21709-1,Crotalaria juncea,F24-3519,10,26,1,1,150,0.5901,0.7742,,0.1841,277.09366,60.08184501,198.5780919,14.47809191,7.290880767,,,
1927,,ABC-21709-1,Crotalaria juncea,F24-3519,10,26,1,2,151,0.6069,0.8283,,0.2214,239.701495,51.98454084,198.538408,-22.86159196,-11.51494675,,,
1928,,ABC-21709-1,Crotalaria juncea,F24-3519,10,26,1,3,152,0.5704,0.7358,,0.1654,295.60933,64.12220117,198.4987242,33.09872417,16.67452741,,,
1929,,ABC-22286-1,Crotalaria micans,F24-3520,10,26,1,1,153,0.5687,0.7322,,0.1635,304.518585,65.06548987,203.9975937,40.4975937,19.85199578,,,
1930,,ABC-22286-1,Crotalaria micans,F24-3520,10,26,1,2,154,0.5779,0.7446,,0.1667,301.692925,64.41022246,204.1607591,37.46075914,18.34865784,,,
1931,,ABC-22286-1,Crotalaria micans,F24-3520,10,26,1,3,155,0.5585,0.7284,,0.1699,298.492925,63.72703537,204.1607591,34.26075914,16.78126555,,,
1932,,ABC-22475-1,Alysicarpus rugosus,F24-3521,10,26,1,1,156,0.5731,0.8321,,0.259,212.08248,45.02024359,302.1884847,43.18848469,14.29190286,,,
1933,,ABC-22475-1,Alysicarpus rugosus,F24-3521,10,26,1,2,157,0.5715,0.8283,,0.2568,214.37664,45.49814694,302.2488861,45.44888614,15.03690774,,,
1934,,ABC-22475-1,Alysicarpus rugosus,F24-3521,10,26,1,3,158,0.5881,0.8479,,0.2598,211,44.8173322,302.0072803,42.20728032,13.97558373,,,
1935,,Blank,Blank,Blank,10,26,1,1,159,,,,,,,,,,,,
1936,,Blank,Blank,Blank,10,26,1,2,160,,,,,,,,,,,,
1937,,ABC-22481-1,Sesbania cochinchinensis,F24-3522,10,26,1,1,161,0.5713,0.7759,,0.2046,255.61788,55.54279638,285.1303236,80.53032363,28.24333891,,,
1938,,ABC-22481-1,Sesbania cochinchinensis,F24-3522,10,26,1,2,162,0.5799,0.798,,0.2181,241.84197,52.58097451,284.9593822,66.85938219,23.46277623,,,
1939,,ABC-22481-1,Sesbania cochinchinensis,F24-3522,10,26,1,3,163,0.5665,0.817,,0.2505,209.44197,45.53660759,284.9593822,34.45938219,12.09273474,,,
1940,,ABC-22520-1,Arachis pusilla,F24-3523,10,26,1,1,164,0.5908,0.7836,,0.1928,272.87224,58.59748908,285.0731525,92.27315247,32.3682366,,,
1941,,ABC-22520-1,Arachis pusilla,F24-3523,10,26,1,2,165,0.6282,0.8039,,0.1757,289.87918,62.2620582,285.0161834,109.3161834,38.35437767,,,
1942,,ABC-22520-1,Arachis pusilla,F24-3523,10,26,1,3,166,0.5884,0.7702,,0.1818,283.77918,60.95186215,285.0161834,103.2161834,36.21414833,,,
1943,,ABC-22570-1,Desmanthus bicornutus,F24-3524,10,26,1,1,167,0.5546,0.8281,,0.2735,189.94267,40.98514925,299.8856627,26.38566267,8.798574242,,,
1944,,ABC-22570-1,Desmanthus bicornutus,F24-3524,10,26,1,2,168,0.5748,,Se descarta muestra por apertura de la bolsa después del análsis de FDN,,,,,,,,,
1945,,ABC-22570-1,Desmanthus bicornutus,F24-3524,10,26,1,3,169,0.5749,0.8696,,0.2947,168.65,36.3979713,299.8256975,5.12569753,1.709559111,,,
1946,,ABC-22594-1,Desmanthus pernambucanus,F24-3525,10,26,1,1,170,0.5833,0.8394,,0.2561,216.8,45.84478748,277.0067672,20.90676717,7.547384993,,,
1947,,ABC-22594-1,Desmanthus pernambucanus,F24-3525,10,26,1,2,171,0.5825,0.8135,,0.231,241.99458,51.16223108,277.0621685,46.06216853,16.62521043,,,
1948,,ABC-22594-1,Desmanthus pernambucanus,F24-3525,10,26,1,3,172,0.5801,0.8716,,0.2915,181.49458,38.37138683,277.0621685,-14.43783147,-5.211043987,,,
1949,,ABC-22754-1,Lablab purpureus,F24-3526,10,26,1,1,173,0.5531,,Se descarta muestra por apertura de la bolsa después del análsis de FDN,,,,,,,,,
1950,,ABC-22754-1,Lablab purpureus,F24-3526,10,26,1,2,174,0.5647,0.7699,,0.2052,253.40837,55.25594092,235.4480406,30.24804058,12.84701308,,,
1951,,ABC-22754-1,Lablab purpureus,F24-3526,10,26,1,3,175,0.5691,0.758,,0.1889,269.983425,58.83486095,235.5892529,46.68925292,19.81807419,,,
1952,,ABC-22915-1,Aeschynomene villosa,F24-3527,10,26,1,1,176,0.5722,0.6957,,0.1235,337.101195,73.18721676,297.1326206,173.6326206,58.43606813,,,
1953,,ABC-22915-1,Aeschynomene villosa,F24-3527,10,26,1,2,177,0.5813,0.7348,,0.1535,307.101195,66.67399007,297.1326206,143.6326206,48.33956646,,,
1954,,ABC-22915-1,Aeschynomene villosa,F24-3527,10,26,1,3,178,0.5415,0.7272,,0.1857,274.625,59.65893662,296.9544479,111.2544479,37.46515626,,,
1955,,ABC-23259-1,Desmodium gangeticum,F24-3528,10,26,1,1,179,0.5788,0.7927,,0.2139,250.49286,53.93986032,262.1712286,48.27122857,18.41209992,,,
1956,,ABC-23259-1,Desmodium gangeticum,F24-3528,10,26,1,2,180,0.5768,0.7751,,0.1983,266.18572,57.30762186,262.2236523,63.92365233,24.37753107,,,
1957,,ABC-23259-1,Desmodium gangeticum,F24-3528,10,26,1,3,181,0.5961,0.7981,,0.202,262.7643,56.53710924,262.3809236,60.38092361,23.01269573,,,
1958,,ABC-23339-1,Desmodium gangeticum,F24-3529,10,26,1,1,182,0.5661,0.7224,,0.1563,312.5748,66.66487514,261.0594538,104.7594538,40.12858077,,,
1959,,ABC-23339-1,Desmodium gangeticum,F24-3529,10,26,1,2,183,0.5695,0.7775,,0.208,261.0622,55.65620082,261.1637941,53.16379407,20.35649477,,,
1960,,ABC-23339-1,Desmodium gangeticum,F24-3529,10,26,1,3,184,0.5779,0.8048,,0.2269,241.7874,51.58820143,260.9551135,34.05511345,13.05018055,,,
1961,,ABC-23761-1,Uraria picta,F24-3530,10,26,1,1,185,0.5872,0.8768,,0.2896,185.80502,39.08352083,294.286337,4.68633695,1.592441225,,,
1962,,ABC-23761-1,Uraria picta,F24-3530,10,26,1,2,186,0.5575,0.833,,0.2755,199.71501,42.02624197,294.1687165,18.66871651,6.346261674,,,
1963,,ABC-23761-1,Uraria picta,F24-3530,10,26,1,3,187,0.6001,0.8401,,0.24,235.120005,49.48644606,294.1099063,54.10990629,18.39785235,,,
1964,,ABC-24360-1,Vigna umbellata,F24-3531,10,26,1,1,188,0.5841,0.7543,,0.1702,293.54273,63.29861602,248.949861,78.749861,31.63281983,,,
1965,,ABC-24360-1,Vigna umbellata,F24-3531,10,26,1,2,189,0.5696,0.7917,,0.2221,241.73546,52.11664067,248.999641,26.89964102,10.80308426,,,
1966,,ABC-24360-1,Vigna umbellata,F24-3531,10,26,1,3,190,0.5676,0.7691,,0.2015,262.24273,56.54918407,248.949861,47.449861,19.06000703,,,
1967,,ABC-24466-1,Vigna umbellata,F24-3532,10,26,1,1,191,0.5962,0.7561,,0.1599,304.56071,65.57297602,174.3199179,14.41991788,8.272099971,,,
1968,,ABC-24466-1,Vigna umbellata,F24-3532,10,26,1,2,192,0.5471,0.7618,,0.2147,249.575,53.7558559,174.2502178,-40.44978221,-23.21361931,,,
1969,,ABC-24466-1,Vigna umbellata,F24-3532,10,26,1,3,193,0.5512,0.6939,,0.1427,321.76071,69.27619561,174.3199179,31.61991788,18.13901605,,,
1970,,ABC-32246-1,Chamaecrista nictitans,F24-3533,10,26,1,1,194,0.5699,0.8267,,0.2568,200.966535,43.90153487,363.4448771,106.6448771,29.34279276,,,
1971,,ABC-32246-1,Chamaecrista nictitans,F24-3533,10,26,1,2,195,0.5579,0.8217,,0.2638,193.875,42.36084558,363.3722026,99.57220264,27.4022619,,,
1972,,ABC-32246-1,Chamaecrista nictitans,F24-3533,10,26,1,3,196,0.5769,0.8676,,0.2907,167.34114,36.53408513,363.6629004,72.9629004,20.06333347,,,
1973,,ABC-32365-1,Desmanthus virgatus,F24-3534,10,26,1,1,197,0.5587,0.8398,,0.2811,173.979625,38.23058987,344.7532286,63.65322862,18.4634177,,,
1974,,ABC-32365-1,Desmanthus virgatus,F24-3534,10,26,1,2,198,0.5711,0.848,,0.2769,177.725,39.09265878,344.4088198,67.5088198,19.60136208,,,
1975,,ABC-32365-1,Desmanthus virgatus,F24-3534,10,26,1,3,199,0.5681,0.8481,,0.28,174.625,38.41077811,344.4088198,64.4088198,18.70126898,,,
1976,,ABC-32373-1,Desmanthus pubescens,F24-3535,10,26,1,1,200,0.5681,0.8153,,0.2472,214.65967,46.47724925,359.7229249,112.5229249,31.28044311,,,
1977,,ABC-32373-1,Desmanthus pubescens,F24-3535,10,26,1,2,201,0.5741,0.8415,,0.2674,194.367335,42.09204945,359.6510091,92.25100907,25.65014604,,,
1978,,ABC-32373-1,Desmanthus pubescens,F24-3535,10,26,1,3,202,0.5799,0.8351,,0.2552,206.936675,44.7782412,359.9386723,104.7386723,29.0990328,,,
1979,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,10,26,1,1,203,0.5876,0.6762,,0.0886,139.8239124,61.21246717,,,,,,
1980,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,10,26,1,2,204,0.5689,0.664,,0.0951,133.5979115,58.41676062,,,,,,
1981,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,10,26,1,3,205,0.6043,0.7254,,0.1211,107.3239124,46.98453471,,,,,,
1982,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,10,26,1,1,206,0.5721,0.6435,,0.0714,153.1018192,68.19624881,,,,,,
1983,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,10,26,1,2,207,0.5898,0.6762,,0.0864,137.8327399,61.46860622,,,,,,
1984,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,10,26,1,3,208,0.5986,0.6593,,0.0607,163.5327399,72.92991201,,,,,,
1985,,Sample 8,Cynodon nlemfuensis ,F25 0019,10,26,1,1,209,0.5825,0.8527,,0.2702,198.4546792,42.34560926,,,,,,
1986,,Sample 8,Cynodon nlemfuensis ,F25 0019,10,26,1,2,211,0.5938,0.8691,,0.2753,193.3546792,41.25738796,,,,,,
1987,,Sample 8,Cynodon nlemfuensis ,F25 0019,10,26,1,3,212,0.5824,0.8706,,0.2882,180.829603,38.55398504,,,,,,
1988,,Blank,Blank,Blank,10,26,1,1,213,,,,,,,,,,,,
1989,,Blank,Blank,Blank,10,26,1,2,214,,,,,,,,,,,,
1990,,Blank,Blank,Blank,10,27,2,1,1,,,,,,,,,,,,
1991,,Blank,Blank,Blank,10,27,2,2,2,,,,,,,,,,,,
1992,,ABC-19895-1,Aeschynomene americana,F24-3506,10,27,2,1,3,0.5844,0.8146,,0.2302,236.575,50.68287719,289.675622,59.47562195,20.5318009,,,
1993,,ABC-19895-1,Aeschynomene americana,F24-3506,10,27,2,2,4,0.5658,0.6969,,0.1311,335.86171,71.92489294,289.7914922,158.6914922,54.76057665,,,
1994,,ABC-19895-1,Aeschynomene americana,F24-3506,10,27,2,3,5,0.6081,0.6709,,0.0628,404.16171,86.55135985,289.7914922,226.9914922,78.32924648,,,
1995,,ABC-20093-1,Canavalia sp.,F24-3507,10,27,2,1,6,0.5985,0.7871,,0.1886,283.319365,60.03554548,237.9027822,49.30278221,20.72391998,,,
1996,,ABC-20093-1,Canavalia sp.,F24-3507,10,27,2,2,7,0.5981,0.753,,0.1549,317.019365,67.17659594,237.9027822,83.00278221,34.88937012,,,
1997,,ABC-20093-1,Canavalia sp.,F24-3507,10,27,2,3,8,0.5767,0.76,,0.1833,288.71373,61.16638387,237.9503532,54.65035325,22.96712423,,,
1998,,ABC-20113-1,Canavalia sp.,F24-3508,10,27,2,1,9,0.5748,0.7284,,0.1536,319.78928,67.5531309,229.2497616,75.64976157,32.9988398,,,
1999,,ABC-20113-1,Canavalia sp.,F24-3508,10,27,2,2,10,0.5831,0.7772,,0.1941,279.28928,58.99780409,229.2497616,35.14976157,15.33251827,,,
2000,,ABC-20113-1,Canavalia sp.,F24-3508,10,27,2,3,11,0.601,0.7792,,0.1782,295.09464,62.34903484,229.2039299,51.00392995,22.25264199,,,
2001,,ABC-20125-1,Coursetia caribaea,F24-3509,10,27,2,1,12,0.5604,0.7465,,0.1861,281.56199,60.20630199,206.8414448,20.74144477,10.02770252,,,
2002,,ABC-20125-1,Coursetia caribaea,F24-3509,10,27,2,2,13,0.5646,0.755,,0.1904,277.075,59.27054923,206.7587413,16.35874127,7.911995001,,,
2003,,ABC-20125-1,Coursetia caribaea,F24-3509,10,27,2,3,14,0.5482,0.7586,,0.2104,257.63597,55.04619015,207.0068518,-3.393148236,-1.63914779,,,
2004,,ABC-20298-1,Canavalia sp.,F24-3510,10,27,2,1,15,0.5945,0.8164,,0.2219,246.425,52.61837399,201.8060826,-20.09391739,-9.957042487,,,
2005,,ABC-20298-1,Canavalia sp.,F24-3510,10,27,2,2,16,0.569,0.7266,,0.1576,311.005995,66.36833466,201.9271663,44.32716626,21.95205681,,,
2006,,ABC-20298-1,Canavalia sp.,F24-3510,10,27,2,3,17,0.5839,0.8148,,0.2309,237.425,50.69663161,201.8060826,-29.09391739,-14.41676931,,,
2007,,ABC-20305-1,Canavalia sp.,F24-3511,10,27,2,1,18,0.5693,0.7459,,0.1766,291.31209,62.25786771,185.7470318,9.147031783,4.924456501,,,
2008,,ABC-20305-1,Canavalia sp.,F24-3511,10,27,2,2,19,0.5787,0.7302,,0.1515,316.41209,67.62212321,185.7470318,34.24703178,18.43745844,,,
2009,,ABC-20305-1,Canavalia sp.,F24-3511,10,27,2,3,20,0.5751,0.7955,,0.2204,247.51209,52.89713502,185.7470318,-34.65296822,-18.65600106,,,
2010,,ABC-20803-1,Canavalia sp.,F24-3512,10,27,2,1,21,0.5835,0.7632,,0.1797,287.455125,61.53312029,231.3968658,51.69686579,22.34121262,,,
2011,,ABC-20803-1,Canavalia sp.,F24-3512,10,27,2,2,22,0.5758,0.7862,,0.2104,256.475,54.93440428,231.2581109,20.85811093,9.019407295,,,
2012,,ABC-20803-1,Canavalia sp.,F24-3512,10,27,2,3,23,0.5939,0.776,,0.1821,285.055125,61.01937231,231.3968658,49.29686579,21.30403349,,,
2013,,ABC-21031-1,Christia obcordata,F24-3513,10,27,2,1,24,0.5871,0.8,,0.2129,257.519065,54.74248052,219.086241,6.18624103,2.823655653,,,
2014,,ABC-21031-1,Christia obcordata,F24-3513,10,27,2,2,25,0.5718,0.7598,,0.188,282.795325,60.06757289,219.261475,31.26147498,14.25762322,,,
2015,,ABC-21031-1,Christia obcordata,F24-3513,10,27,2,3,26,0.5847,0.796,,0.2113,259.025,55.07361931,219.0424325,7.742432543,3.534672462,,,
