31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24_h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubaed_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
1934,,Genetic bank,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3521,10,26,1,3,158,0.5,470.8,211,0.361111111,40,0.701388889,80,13.9,39.5,0.389583333,79.5,17.1,,40,40,31.86024322,31.19648815,63.05673137,4.428573807,5.334599474,9.763173282,133.9352833,44.8173322,3.346193109,13.9,15.48315789,20.73741139,46.27096342,231.3149108,11.5096221,25.68118523
1935,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,10,26,1,1,159,,,,0.361805556,39,0.702083333,43,-,-,,,,,4,,,,,,,,,,,,,,,,,
1936,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,10,26,1,2,160,,,,0.361805556,39,0.703472222,44,-,-,,,,,5,,,,,,,,,,,,,,,,,
1937,,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,26,1,1,161,0.5004,460.21788,255.61788,0.3625,40,0.703472222,79.5,14.5,40,0.390972222,76.5,15.1,,39.5,36.5,31.41773984,28.09896451,59.51670435,4.555572277,4.24294364,8.798515917,129.3228858,55.54279638,4.294893052,14.5,14.78327138,19.11815316,34.4205809,109.2571782,10.61090577,19.10401791
1938,,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,26,1,2,162,0.5001,459.94197,241.84197,0.363194444,40.5,0.703472222,81,13.5,40,0.390972222,76,15.1,,40.5,36,32.3027466,27.65646113,59.95920773,4.360870791,4.17612563,8.536996421,130.3625493,52.58097451,4.033441721,13.5,14.23800738,18.56102939,35.29989613,127.6858407,10.30169243,19.59205308
1939,,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,26,1,3,163,0.5001,459.94197,209.44197,0.363194444,41,0.70625,79,13.9,40,0.397916667,76.5,14.7,,38,36.5,30.09022971,28.09896451,58.18919421,4.182541929,4.130547782,8.313089712,126.5142083,45.53660759,3.599327553,13.9,14.28631179,18.07421426,39.69161344,241.2431443,10.03150162,22.02953217
1940,,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,26,1,1,164,0.5004,465.67224,272.87224,0.363194444,40,0.706944444,83,13.4,40,0.398611111,96.5,16.9,,43,56.5,34.51526349,45.79909963,80.31436312,4.625045307,7.740047837,12.36509314,172.4697249,58.59748908,3.397552186,13.4,15.39586777,26.55321078,45.31458804,134.0053181,14.73749138,25.15038035
1941,,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,26,1,2,165,0.5003,465.57918,289.87918,0.365277778,40,0.707638889,85.5,12.9,40,0.399305556,96,16.9,,45.5,56,36.72778038,45.35659625,82.08437663,4.737883669,7.665264766,12.40314843,176.3059436,62.2620582,3.531478119,12.9,15.11024259,26.64025577,42.78730344,113.4612282,14.78580285,23.74769367
1942,,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,26,1,3,166,0.5003,465.57918,283.77918,0.365277778,40,0.707638889,84,13.2,39.5,0.4,95,17,,44,55.5,35.40027024,44.91409287,80.31436312,4.672835672,7.635395788,12.30823146,172.5041981,60.95186215,3.533355293,13.2,15.32506887,26.43638717,43.37256687,119.2471089,14.67265226,24.072525
1943,,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,26,1,1,167,0.5001,463.44267,189.94267,0.365277778,40,0.709027778,69.5,13.1,39.5,0.400694444,62.5,17,,29.5,23,22.56767228,16.1513733,38.71904558,2.956365069,2.745733461,5.70209853,83.54657024,40.98514925,4.905665084,13.1,14.72685714,12.30378405,30.02010306,216.1059436,6.828813014,16.66167658
1944,,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,26,1,2,168,0.5002,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1945,,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,26,1,3,169,0.5,463.35,168.65,0.366666667,40.5,0.709722222,68,13.6,39.5,0.402777778,62.5,18.5,,27.5,23,20.79765877,16.1513733,36.94903207,2.828481592,2.98800406,5.816485653,79.74324391,36.3979713,4.564395617,13.6,15.74191617,12.55311461,34.48850076,1134.769584,6.967195788,19.14171461
1946,,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,26,1,1,170,0.5,472.9,216.8,0.366666667,40.5,0.710416667,76,13.6,40,0.403472222,74,16.8,,35.5,34,27.87771282,25.88644762,53.76416043,3.791368943,4.348923199,8.140292143,113.6903371,45.84478748,4.03242603,13.6,15.14074074,17.21355919,37.54747298,389.3615916,9.553823165,20.83949712
1947,,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,26,1,2,171,0.5001,472.99458,241.99458,0.367361111,40.5,0.711111111,77,13.4,40,0.404166667,74.5,16.8,,36.5,34.5,28.76271957,26.32895099,55.09167057,3.854204423,4.423263767,8.27746819,116.4742111,51.16223108,4.392580176,13.4,15.0248996,17.50013328,34.20518009,179.7020951,9.71287674,18.98446674
1948,,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,26,1,3,172,0.5001,472.99458,181.49458,0.368055556,40,0.711805556,75.5,14.1,40,0.404861111,76,16.9,,35.5,36,27.87771282,27.65646113,55.53417394,3.930757507,4.673941931,8.604699438,117.4097469,38.37138683,3.268160254,14.1,15.49442231,18.19196203,47.41022811,-595.9828146,10.09685366,26.31349684
1949,,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,26,1,1,173,0.5003,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1950,,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,26,1,2,174,0.5002,458.60837,253.40837,0.36875,40,0.7125,95.5,13.9,40,0.40625,84,17.8,,55.5,44,45.57784794,34.73651518,80.31436312,6.335320863,6.183099701,12.51842056,175.1262479,55.25594092,3.15520612,13.9,15.58677686,27.29653749,49.40018581,413.8588922,15.15005057,27.4179578
1951,,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,26,1,3,175,0.5005,458.883425,269.983425,0.36875,40,0.713194444,95.5,13.8,40,0.406944444,85,17.8,,55.5,45,45.57784794,35.62152193,81.19936987,6.289743016,6.340630904,12.63037392,176.9498863,58.83486095,3.324944829,13.8,15.55476839,27.52414498,46.78203456,270.5199405,15.27637666,25.96483856
1952,,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,26,1,1,176,0.5003,460.601195,337.101195,0.369444444,40,0.713888889,93.5,14,40,0.407638889,91,17.7,,53.5,51,43.80783443,40.93156247,84.7393969,6.13309682,7.244886557,13.37798338,183.9756341,73.18721676,3.978092922,14,15.78720627,29.04461283,39.68536325,77.04763846,16.12026262,22.0260632
1953,,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,26,1,2,177,0.5003,460.601195,307.101195,0.369444444,40.5,0.714583333,94,13.3,40,0.408333333,90,17.6,,53.5,50,43.80783443,40.04655571,83.85439014,5.826441979,7.048193806,12.87463578,182.0542175,66.67399007,3.66231505,13.3,15.35356201,27.95180717,41.92310546,89.6358761,15.51373657,23.26804884
1954,,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,26,1,3,178,0.5,460.325,274.625,0.370138889,40,0.715277778,93,13.8,40,0.409027778,89,17.6,,53,49,43.36533105,39.16154896,82.52688001,5.984415685,6.892432616,12.8768483,179.2795959,59.65893662,3.327703652,13.8,15.60321716,27.97338468,46.88884224,115.7423235,15.52571246,26.02411867
1955,,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,26,1,1,179,0.5001,464.39286,250.49286,0.370138889,40,0.715972222,78,15,40,0.409722222,86,18.6,,38,46,30.09022971,36.50652869,66.5967584,4.513534456,6.790214336,11.30374879,143.4060773,53.93986032,3.761337129,15,16.97342193,24.34091858,45.1260319,234.1715578,13.50963093,25.04572843
1956,,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,26,1,2,180,0.5002,464.48572,266.18572,0.370833333,40,0.3,78,15.9,40,0.409722222,84,,,38,,,,,,,,,,,,,,,,,
1957,,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,26,1,3,181,0.5005,464.7643,262.7643,0.372222222,40,0.717361111,78,14.9,40,0.413888889,82.5,18.6,,38,42.5,30.09022971,33.40900504,63.49923475,4.483444226,6.214074938,10.69751916,136.6267477,56.53710924,4.138070341,14.9,16.8466899,23.0170845,40.71146333,177.1671999,12.77488012,22.5955665
1958,,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,26,1,1,182,0.5004,468.8748,312.5748,0.372222222,40,0.718055556,77,15.5,40,0.414583333,83,18.9,,37,43,29.20522295,33.85150842,63.05673137,4.526809557,6.397935091,10.92474465,134.4852216,66.66487514,4.957040957,15.5,17.32526316,23.29991855,34.95081705,104.2840933,12.93185791,19.39830815
1959,,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,26,1,2,183,0.5006,469.0622,261.0622,0.372222222,40,0.71875,77.5,15,40,0.414583333,84,18.8,,37.5,44,29.64772633,34.73651518,64.38424151,4.447158949,6.530464853,10.9776238,137.2616286,55.65620082,4.054753056,15,17.05017182,23.40334353,42.04984024,206.4868393,12.98926056,23.33838884
1960,,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,26,1,3,184,0.5002,468.6874,241.7874,0.372916667,40,0.71875,78,14.9,40,0.415277778,82.5,18.8,,38,42.5,30.09022971,33.40900504,63.49923475,4.483444226,6.280892948,10.76433717,135.4831275,51.58820143,3.807721478,14.9,16.95191638,22.96698647,44.51984336,316.0857822,12.74707484,24.7092833
1961,,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,26,1,1,185,0.5004,475.40502,185.80502,0.373611111,40,0.053472222,83.5,12.1,40,0.416666667,74,16.3,,43.5,34,34.95776687,25.88644762,60.84421448,4.229889791,4.219490961,8.449380752,127.9839546,39.08352083,3.053782871,12.1,13.88690909,17.77301542,45.47444817,1802.981911,9.864331051,25.23910549
1962,,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,26,1,2,186,0.5002,475.21501,199.71501,0.373611111,40,0.720833333,83,12.3,40,0.417361111,74.5,16.3,,43,34.5,34.51526349,26.32895099,60.84421448,4.245377409,4.291619012,8.536996421,128.0351277,42.02624197,3.282399349,12.3,14.03090909,17.96449237,42.74589286,457.2888777,9.970604069,23.72471009
1963,,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,26,1,3,187,0.5001,475.120005,235.120005,0.374305556,40,0.721527778,83.5,12.2,39.5,0.418055556,74,16.3,,43.5,34.5,34.95776687,26.32895099,61.28671786,4.264847558,4.291619012,8.55646657,128.9920803,49.48644606,3.836394136,12.2,13.96137184,18.00906398,36.39191216,158.1312398,9.995342086,20.19814087
1964,,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,26,1,1,188,0.5001,463.74273,293.54273,0.375,40.5,0.721527778,83,14.2,40,0.418055556,84.5,17.2,,42.5,44.5,34.07276011,35.17901855,69.25177866,4.838331936,6.050791191,10.88912313,149.332322,63.29861602,4.238775316,14.2,15.72396166,23.48095705,37.09552993,138.2748235,13.03233741,20.5886609
1965,,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,26,1,2,189,0.5002,463.83546,241.73546,0.375,40.5,0.722222222,82,13.7,39.5,0.41875,80.5,17.2,,41.5,41,33.18775335,32.08149491,65.26924826,4.546722209,5.518017124,10.06473933,140.7163831,52.11664067,3.703665454,13.7,15.42033898,21.69894327,41.63534524,374.1588718,12.04328893,23.10833694
1966,,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,26,1,3,190,0.5001,463.74273,262.24273,0.375694444,40,0.722222222,83,14.4,40,0.419444444,82,17.3,,43,42,34.51526349,32.96650166,67.48176515,4.970197942,5.703204788,10.67340273,145.5155214,56.54918407,3.886127303,14.4,15.81672131,23.01578449,40.70047139,224.9406532,12.77415859,22.58946578
1967,,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,26,1,1,191,0.5002,464.46071,304.56071,0.377083333,40,0.722222222,88,13.7,39.5,0.420138889,80.5,16.5,,48,41,38.94029727,32.08149491,71.02179218,5.334820726,5.29344666,10.62826739,152.9123791,65.57297602,4.288271257,13.7,14.96479751,22.8830279,34.89704035,737.0546405,12.70047638,19.36846115
1968,,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,26,1,2,192,0.5,464.275,249.575,0.377083333,40,0.722916667,86,14.3,40,0.420138889,81.5,16.2,,46,41.5,37.17028376,32.52399829,69.69428204,5.315350577,5.268887722,10.5842383,150.1142255,53.7558559,3.580996786,14.3,15.18666667,22.79734705,42.40904858,-261.6636659,12.65292203,23.53775568
1969,,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,26,1,3,193,0.5002,464.46071,321.76071,0.377777778,40,0.723611111,89,13.6,40,0.420833333,78,16.6,,49,38,39.82530402,29.42647464,69.25177866,5.416241347,4.88479479,10.30103614,149.1014787,69.27619561,4.646244706,13.6,14.87476038,22.17848769,32.01458667,325.776815,12.30944438,17.76864949
1970,,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,26,1,1,194,0.5001,457.766535,200.966535,0.377777778,40.5,0.724305556,83,13.6,40,0.421527778,80,18.7,,42.5,40,34.07276011,31.19648815,65.26924826,4.633895375,5.833743284,10.46763866,142.5819567,43.90153487,3.079038603,13.6,16.03762712,22.86676255,52.08647629,98.15416311,12.69144883,28.90889549
1971,,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,26,1,2,195,0.5,457.675,193.875,0.377777778,40.5,0.724305556,83.5,13.5,40,0.422222222,78.5,19.3,,43,38.5,34.51526349,29.86897802,64.38424151,4.659560571,5.764712758,10.42427333,140.6767717,42.36084558,3.011218203,13.5,16.19072165,22.77658454,53.76801201,104.6905969,12.64139848,29.84217691
1972,,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,26,1,3,196,0.5004,458.04114,167.34114,0.378472222,40,0.725,82,14,40,0.422222222,79.5,19.3,,42,39.5,33.63025673,30.75398477,64.38424151,4.708235942,5.935519061,10.643755,140.5643203,36.53408513,2.599100899,14,16.53161512,23.23755243,63.60513024,145.8790008,12.89724363,35.30194772
1973,,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,26,1,1,197,0.5005,455.079625,173.979625,0.378472222,40,0.725694444,75.5,12.7,40.5,0.422916667,79.5,18,,35.5,39,27.87771282,30.3114814,58.18919421,3.540469528,5.456066651,8.996536179,127.8659624,38.23058987,2.989895759,12.7,15.4608365,19.76914739,51.71028607,141.3366827,10.97221883,28.70010341
1974,,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,26,1,2,198,0.5,454.625,177.725,0.379166667,40.5,0.725694444,73.5,13.2,40.5,0.423611111,71,17.1,,33,30.5,25.66519593,22.78892397,48.4541199,3.387805862,3.896905999,7.284711861,106.5804122,39.09265878,3.667902758,13.2,15.03424658,16.02356197,40.98867273,107.9075576,8.893354118,22.74942251
1975,,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,26,1,3,199,0.5,454.625,174.625,0.379861111,40.5,0.726388889,76,12.6,40,0.424305556,68.5,17.7,,35.5,28.5,27.87771282,21.01891046,48.89662327,3.512591815,3.720347151,7.232938966,107.5537493,38.41077811,3.571310007,12.6,14.79230769,15.90968153,41.4198366,112.2973374,8.830148504,22.98872592
1976,,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,26,1,1,200,0.5002,461.85967,214.65967,0.379861111,41,0.727777778,77,12.4,40,0.425,72,17,,36,32,28.32021619,24.1164341,52.4366503,3.511706808,4.099793798,7.611500606,113.5337283,46.47724925,4.093695321,12.4,14.51561181,16.48011528,35.45845666,67.64399889,9.146749105,19.68005692
1977,,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,26,1,2,201,0.5001,461.767335,194.367335,0.380555556,41,0.727777778,79.5,11.8,40,0.425,70,17.2,,38.5,30,30.53273309,22.34642059,52.87915368,3.602862504,3.843584342,7.446446846,114.5147126,42.09204945,3.675689218,11.8,14.08200837,16.12597142,38.31120515,80.71940807,8.950193133,21.26338168
1978,,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,26,1,3,202,0.5005,462.136675,206.936675,0.38125,41,0.728472222,77.5,12.4,40,0.425694444,71.5,17.1,,36.5,31.5,28.76271957,23.67393073,52.4366503,3.566577227,4.048242154,7.614819381,113.4656761,44.7782412,3.946412935,12.4,14.52194093,16.47741846,36.79782417,72.70303519,9.145252323,20.42342906
1979,,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25 0017,10,26,1,1,203,0.2501,228.4239124,139.8239124,0.38125,40,0.728472222,71,14.8,39.5,0.426388889,70,18,,31,30.5,23.89518241,22.78892397,46.68410638,3.536486997,4.102006314,7.638493312,204.3748656,61.21246717,2.995107398,14.8,16.36208531,33.43998985,54.62937763,#DIV/0!,18.55977291,30.32024973
1980,,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25 0017,10,26,1,2,204,0.2504,228.6979115,133.5979115,0.381944444,40,0.729166667,69,15.6,40,0.427083333,71,18,,29,31,22.1251689,23.23142735,45.35659625,3.451526349,4.181656923,7.633183271,198.3253627,58.41676062,2.945501262,15.6,16.82926829,33.37670739,57.1354985,#DIV/0!,18.52465005,31.71119017
1981,,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25 0017,10,26,1,3,205,0.2501,228.4239124,107.3239124,0.383333333,40,0.729861111,73,14.8,39.5,0.427777778,70,18,,33,30.5,25.66519593,22.78892397,48.4541199,3.798448997,4.102006314,7.900455312,212.1236756,46.98453471,2.214959484,14.8,16.30502283,34.58681374,73.61318774,#DIV/0!,19.19628001,40.85659278
1982,,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,10,26,1,1,206,0.2503,224.5018192,153.1018192,0.384027778,40,0.730555556,75,16.5,39.5,0.428472222,75,18.9,,35,35.5,27.43520944,27.21395775,54.64916719,4.526809557,5.143438015,9.670247572,243.4241619,68.19624881,2.801539842,16.5,17.6951417,43.07425038,63.162199,#DIV/0!,23.90695419,35.05611322
1983,,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,10,26,1,2,207,0.25,224.2327399,137.8327399,0.384027778,39.5,0.730555556,77,15.6,39,0.429166667,72,19.2,,37.5,33,29.64772633,25.00144086,54.64916719,4.625045307,4.800276645,9.425321952,243.7162709,61.46860622,2.522137976,15.6,17.24696356,42.03365644,68.38231583,#DIV/0!,23.32940655,37.95336837
1984,,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,10,26,1,3,208,0.25,224.2327399,163.5327399,0.384722222,39.5,0.73125,77,15.9,39.5,0.429166667,73,19.3,,37.5,33.5,29.64772633,25.44394424,55.09167057,4.713988486,4.910681238,9.624669724,245.689682,72.92991201,2.968375042,15.9,17.47028112,42.92267814,58.85469619,#DIV/0!,23.82282898,32.66537463
1985,,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,F25 0019,10,26,1,1,209,0.5,468.6546792,198.4546792,0.385416667,40.5,0.731944444,70.5,14.9,40,0.429861111,84.5,17.6,,30,44.5,23.01017566,35.17901855,58.18919421,3.428516173,6.191507266,9.620023439,124.1621962,42.34560926,3.41050743,14.9,16.53231939,20.52689083,48.4746617,#DIV/0!,11.39277955,26.90427591
1986,,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,F25 0019,10,26,1,2,211,0.5,468.6546792,193.3546792,0.385416667,41,0.732638889,68.5,15.3,39.5,0.430555556,85,17,,27.5,45.5,20.79765877,36.06402531,56.86168408,3.182041792,6.130884303,9.312926094,121.3295985,41.25738796,3.400438843,15.3,16.37821012,19.87161658,48.1649895,#DIV/0!,11.029091,26.73240248
1987,,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,F25 0019,10,26,1,3,212,0.5004,469.029603,180.829603,0.386111111,40,0.733333333,70,15,39.5,0.43125,87,16.8,,30,47.5,23.01017566,37.83403882,60.84421448,3.451526349,6.356118522,9.807644871,129.7236125,38.55398504,2.972009821,15,16.11927273,20.9105029,54.23694301,#DIV/0!,11.60569088,30.10244173
1988,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,10,26,1,1,213,,,,0.386111111,40,0.734027778,43,39.5,,0.43125,44.5,,,3,,,,,,,,,,,,,,,,,
1989,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,10,26,1,2,214,,,,0.386111111,39.5,0.734722222,43.5,39,,0.431944444,44.5,,,4,,,,,,,,,,,,,,,,,
1990,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,10,27,2,1,1,,,,0.334722222,39,0.668055556,43,39,,0.339583333,44.5,,,4,44.5,,,,,,,,,,,,,,,,
1991,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,10,27,2,2,2,,,,0.336111111,38,0.668055556,42.5,38,,0.339583333,44,,,4.5,44,,,,,,,,,,,,,,,,
1992,,Genetic bank,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3506,10,27,2,1,3,0.5,466.775,236.575,0.338194444,40,0.66875,86,14.5,40,0.341666667,95,17,,46,55,36.72778038,26.66082853,63.38860891,5.325528155,4.53234085,9.857869004,135.8012081,50.68287719,3.732137431,14.5,15.55148342,21.11910236,41.66910707,165.7463795,11.72146719,23.12707534
1993,,Genetic bank,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3506,10,27,2,2,4,0.5002,466.96171,335.86171,0.338194444,40,0.669444444,87,14.4,40,0.342361111,98,17.6,,47,58,37.61278713,29.3158488,66.92863593,5.416241347,5.159589388,10.57583074,143.3278886,71.92489294,5.018206412,14.4,15.80165289,22.64817545,31.48864673,66.64396804,12.57012921,17.47674372
1994,,Genetic bank,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3506,10,27,2,3,5,0.5002,466.96171,404.16171,0.340972222,41.5,0.670138889,91,15.2,41.5,0.342361111,97.5,17.4,,49.5,56,39.82530402,27.54583528,67.37113931,6.053446212,4.792975339,10.84642155,144.275511,86.55135985,5.999033327,15.2,16.09950739,23.22764655,26.83683606,47.78338362,12.8917457,14.89490832
1995,,Genetic bank,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3507,10,27,2,1,6,0.5001,471.919365,283.319365,0.339583333,40.5,0.670138889,89.5,14.8,40,0.345833333,90,17.4,,49,50,39.38280065,22.23579475,61.61859539,5.828654496,3.869028286,9.697682782,130.5701778,60.03554548,4.597952342,14.8,15.73824057,20.5494487,34.22880318,196.6964611,11.40529956,18.99757796
