31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24_h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubaed_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
59,"22/10/24, Tue",Genetic bank,ABC-707-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3417,1,2,2,3,8,0.5,450.4622468,293.8622468,0.358333333,40,0.699305556,78.5,12.9,40,0.370138889,85.5,19.1,,38.5,45.5,30.82773534,36.50652869,67.33426403,3.976777859,6.97274698,10.94952484,149.4781516,65.23571041,4.364230472,12.9,16.26144578,24.30730858,37.26074021,125.6582858,13.4909768,20.68035547
60,"22/10/24, Tue",Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,2,2,1,9,0.5003,456.7869285,287.4869285,0.358333333,40.5,0.7,87.5,12.1,40,0.370833333,90,17.5,,47,50,38.35029276,40.48905909,78.83935186,4.640385424,7.085585341,11.72597077,172.595464,62.93676779,3.646490258,12.1,14.87324602,25.67054798,40.78783974,144.0896812,14.24759826,22.63795673
61,"22/10/24, Tue",Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,2,2,2,10,0.5001,456.6043233,276.5043233,0.359027778,40.5,0.701388889,90,12.5,41,0.372222222,87.5,18.2,,49.5,46.5,40.56280965,37.39153544,77.9543451,5.070351207,6.805259451,11.87561066,170.7262527,60.55665905,3.547003351,12.5,15.23405866,26.00853749,42.94909576,168.4974727,14.43518828,23.83749121
62,"22/10/24, Tue",Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,2,2,3,11,0.5001,456.6043233,274.7043233,0.359722222,40.5,0.702777778,90,12.4,40,0.372916667,90.5,17.8,,49.5,50.5,40.56280965,40.93156247,81.49437212,5.029788397,7.28581812,12.31560652,178.4791952,60.16244465,3.370837962,12.4,15.11221719,26.97216362,44.83222677,179.3200872,14.97001746,24.8826615
63,"22/10/24, Tue",Genetic bank,ABC-749-1,Crotalaria,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24 3419,1,2,2,1,12,0.5006,459.279602,279.479602,0.360416667,40,0.703472222,84.5,14.1,40,0.374305556,81.5,18.1,,44.5,41.5,36.13777587,32.96650166,69.10427754,5.095426398,5.966936801,11.0623632,150.4623267,60.85173406,4.044316966,14.1,16.00821772,24.08633684,39.58200569,203.2540934,13.36833367,21.96869797
64,"22/10/24, Tue",Genetic bank,ABC-749-1,Crotalaria,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24 3419,1,2,2,2,13,0.5001,458.8208729,277.0208729,0.361111111,40.5,0.704166667,84.5,13.9,40,0.375694444,81,18.1,,44,41,35.6952725,32.52399829,68.21927078,4.961642877,5.88684369,10.84848657,148.6838869,60.37669367,4.060742218,13.9,15.90237838,23.64427428,39.1612605,207.8559563,13.1229813,21.73517711
65,"22/10/24, Tue",Genetic bank,ABC-749-1,Crotalaria,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24 3419,1,2,2,3,14,0.5002,458.9126187,296.0126187,0.361805556,40.5,0.705555556,84.5,13,39,0.379861111,81,18.1,"Ambiente antes de lectura 20 lml 1.3%, se adiciona 10 ml, total 30 ml valor 0.03",44,42,35.6952725,33.40900504,69.10427754,4.640385424,6.047029913,10.68741534,150.5826485,64.50304626,4.283564336,13,15.46563501,23.28856279,36.10459373,150.2326082,12.92555527,20.03867416
66,"22/10/24, Tue",Genetic bank,ABC-768-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3420,1,2,2,1,15,0.5002,461.0132158,307.1132158,0.361805556,40,0.705555556,79.5,13.6,40,0.38125,92.5,18.1,,39.5,52.5,31.71274209,42.70157598,74.41431807,4.312932925,7.728985253,12.04191818,161.4147177,66.61700907,4.12707156,13.6,16.18225966,26.12054875,39.21002926,125.4244584,14.49735647,21.76224461
67,"22/10/24, Tue",Genetic bank,ABC-768-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3420,1,2,2,2,16,0.5002,461.0132158,305.1132158,0.363194444,40,0.70625,81.5,13.2,40,0.384027778,91,17.6,Se coloco un standar antes de lectura,41.5,51,33.48275561,41.37406585,74.85682145,4.41972374,7.281835589,11.70155933,162.3745673,66.18318203,4.075957406,13.2,15.63192118,25.38226439,38.35153223,124.4723196,14.08759587,21.28576391
68,"22/10/24, Tue",Genetic bank,ABC-768-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3420,1,2,2,3,17,0.5006,461.3818789,284.1818789,0.363888889,40,0.706944444,81.5,13.2,40,0.385416667,92,18.6,exceso feed despues en la manguera gral,41.5,52,33.48275561,42.2590726,75.74182821,4.41972374,7.860187504,12.27991124,164.1629888,61.59363683,3.751980717,13.2,16.21285297,26.615504,43.21145068,168.427511,14.7720652,23.98310273
69,"22/10/24, Tue",Genetic bank,ABC-772-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3421,1,2,2,1,18,0.5003,457.7037146,287.0037146,0.364583333,40.5,0.707638889,80.5,12.9,40,0.386111111,97,16.3,,40,57,32.15524547,46.68410638,78.83935186,4.148026666,7.609509341,11.75753601,172.2497531,62.70513117,3.640361163,12.9,14.91328344,25.68809391,40.96649418,85.27630771,14.25733655,22.73711304
70,"22/10/24, Tue",Genetic bank,ABC-772-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3421,1,2,2,2,19,0.5002,457.6122288,292.9122288,0.365277778,40,0.708333333,80,13.2,40,0.386805556,94,16.6,,40,54,32.15524547,44.02908612,76.18433159,4.244492402,7.308828295,11.5533207,166.4822896,64.00882895,3.844783076,13.2,15.16495644,25.24696669,39.44294421,80.33511248,14.01250331,21.89151644
71,"22/10/24, Tue",Genetic bank,ABC-772-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3421,1,2,2,3,20,0.5004,457.7952005,292.0952005,0.365277778,40,0.709722222,79,13.2,40,0.388194444,95,16.3,,39,55,31.27023872,44.91409287,76.18433159,4.12767151,7.320997138,11.44866865,166.4157499,63.80477562,3.834058715,13.2,15.02758955,25.00827583,39.19499064,80.09565963,13.88002576,21.75389792
72,"22/10/24, Tue",Genetic bank,ABC-819-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3422,1,2,2,1,21,0.5003,454.047265,261.047265,0.365972222,41,0.710416667,80.5,13.8,40,0.388888889,80.5,20.1,Feed despues del clip,39.5,40.5,31.71274209,32.08149491,63.794237,4.376358409,6.448380477,10.82473889,140.5013132,57.49341206,4.09201955,13.8,16.96820809,23.8405552,41.46658608,226.1079583,13.2319206,23.01467269
73,"22/10/24, Tue",Genetic bank,ABC-819-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3422,1,2,2,2,22,0.5001,453.865755,249.765755,0.366666667,40.5,0.7125,80.5,14.5,40,0.389583333,81,20.8,,40,41,32.15524547,32.52399829,64.67924376,4.662510593,6.764991644,11.42750224,142.5074332,55.03075574,3.861605988,14.5,17.66795895,25.1781548,45.75287848,311.5635838,13.97431152,25.39363913
74,"22/10/24, Tue",Genetic bank,ABC-819-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3422,1,2,2,3,23,0.5003,454.047265,262.747265,0.367361111,40.5,0.713194444,80.5,14.5,40,0.390972222,81.5,20.3,,40,41.5,32.15524547,32.96650166,65.12174714,4.662510593,6.692199838,11.35471043,143.42504,57.86782242,4.034708474,14.5,17.43612684,25.00777189,43.21533254,229.0447279,13.87974606,23.98525723
75,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2,2,1,24,,,0,0.368055556,39.5,0.714583333,43.5,-,-,-,,,,4,,,,,,,,,,,,,,,,,
76,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2,2,2,25,,,0,0.36875,39.5,0.715277778,42.5,-,-,-,,,,3,,,,,,,,,,,,,,,,,
77,"22/10/24, Tue",Genetic bank,ABC-905-1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3423,1,2,2,1,26,0.5005,459.8634482,271.7634482,0.36875,40.5,0.715277778,88,12.1,40,0.391666667,88,19.6,,47.5,48,38.79279614,38.71904558,77.51184172,4.693928333,7.588932933,12.28286127,168.5540393,59.0965534,3.506089421,12.1,15.84643197,26.70980117,45.19688481,-615.1307227,14.82440176,25.08505303
78,"22/10/24, Tue",Genetic bank,ABC-905-1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3423,1,2,2,2,27,0.5006,459.955329,269.755329,0.369444444,40,0.715972222,87,12.3,40,0.393055556,88,19.6,,47,48,38.35029276,38.71904558,77.06933834,4.71708601,7.588932933,12.30601894,167.5583116,58.6481582,3.500164071,12.3,15.96746411,26.75481328,45.61918753,-558.4938818,14.84938425,25.31943834
79,"22/10/24, Tue",Genetic bank,ABC-905-1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3423,1,2,2,3,28,0.5001,459.495925,292.495925,0.370138889,39,0.717361111,86.5,12.1,39,0.39375,86.5,19.5,"embolo duro, 24h feed despes del clip",47.5,47.5,38.79279614,38.2765422,77.06933834,4.693928333,7.463925729,12.15785406,167.7258364,63.65582567,3.795230779,12.1,15.77521531,26.45911182,41.56589211,12185.38255,14.68526483,23.06978926
80,"22/10/24, Tue",Genetic bank,ABC-913-1,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F24 3424,1,2,2,1,29,0.5003,474.1382112,289.3382112,0.370833333,40,0.718055556,70.5,13.6,40,0.394444444,79,19.3,,30.5,39,23.74768129,30.75398477,54.50166606,3.229684655,5.935519061,9.165203717,114.9489005,61.02402303,5.308795713,13.6,16.81637348,19.33023642,31.67643734,88.32367726,10.72861565,17.58097076
81,"22/10/24, Tue",Genetic bank,ABC-913-1,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F24 3424,1,2,2,2,30,0.5001,473.9486696,307.2486696,0.371527778,39.5,0.71875,70,13.6,40,0.395138889,78,19.4,,30.5,38,23.74768129,29.86897802,53.61665931,3.229684655,5.794581736,9.024266391,113.1275658,64.82741472,5.730470223,13.6,16.83108666,19.04059863,29.37121388,74.11945305,10.56786166,16.30153186
82,"22/10/24, Tue",Genetic bank,ABC-913-1,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F24 3424,1,2,2,3,31,0.5002,474.0434404,306.3434404,0.372222222,40,0.719444444,70.5,13.5,40,0.396527778,79,18.9,Feed despues del clip,30.5,39,23.74768129,30.75398477,54.50166606,3.205936974,5.812503122,9.018440096,114.9718811,64.62349529,5.62080873,13.5,16.54709066,19.0245014,29.43898549,74.64935664,10.55892742,16.33914627
83,"22/10/24, Tue",Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,2,2,1,32,0.5005,459.5361268,291.8361268,0.372916667,40.5,0.720138889,85.5,12.4,40,0.397222222,96.5,16.4,,45,56.5,36.58027925,46.24160301,82.82188226,4.535954627,7.583622893,12.11957752,180.229317,63.50667767,3.523659677,12.4,14.63330365,26.37350322,41.52870877,104.740759,14.63775058,23.04915186
84,"22/10/24, Tue",Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,2,2,2,33,0.5004,459.4443114,288.8443114,0.372916667,40,0.721527778,86.5,12.2,40,0.398611111,96.5,16.4,,46.5,56.5,37.90778939,46.24160301,84.14939239,4.624750305,7.583622893,12.2083732,183.154716,62.86818756,3.432518087,12.2,14.50797546,26.57204126,42.26627534,108.2747911,14.74794262,23.45851407
85,"22/10/24, Tue",Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,2,2,3,34,0.5002,459.2606806,248.1606806,0.373611111,40.5,0.722222222,87.5,12.5,40,0.4,98,16.2,,47,58,38.35029276,47.56911314,85.9194059,4.793786596,7.706196329,12.49998292,187.0819984,54.03481968,2.888296049,12.5,14.54849785,27.21762052,50.3705216,173.2730979,15.10625028,27.95651095
86,"22/10/24, Tue",,,,,Albizzia saman,Fabaceae,Fabales,Tree,F24 1047,1,2,2,1,35,0.7008,669.9040156,453.7040156,0.374305556,41.5,0.724305556,60,14.6,41,0.400694444,56,17.5,"Syringe with Bag, Difficul in remove bubble",18.5,15,13.12760022,9.513822628,22.64142284,1.916629631,1.66491896,3.581548591,33.79801034,67.7267198,20.03867066,14.6,15.81856678,5.346360834,7.89402004,20.99604486,2.96732276,4.381317697
87,"22/10/24, Tue",,,,,Albizzia saman,Fabaceae,Fabales,Tree,F24 1047,1,2,2,2,36,0.6132,586.1660136,362.5660136,0.375,41,0.726388889,60.5,12.7,41,0.402083333,54,18.4,"Syringe with Bag, Difficul in remove bubble",19.5,13,14.01260697,7.743809116,21.75641609,1.779601085,1.424860877,3.204461963,37.11647482,61.85381022,16.66478579,12.7,14.72881356,5.466816376,8.83828556,27.90509355,3.034177671,4.905401397
88,"22/10/24, Tue",,,,,Albizzia saman,Fabaceae,Fabales,Tree,F24 1047,1,2,2,3,37,0.8566,818.8353022,593.6353022,0.375,41.5,0.727083333,60,12.5,41,0.403472222,55,18.2,"Syringe with Bag, Difficul in remove bubble",18.5,14,13.12760022,8.628815872,21.75641609,1.640950027,1.570444489,3.211394516,26.56995373,72.49752186,27.28552808,12.5,14.76067797,3.921905305,5.40970947,12.97164042,2.176725297,3.002482349
89,"22/10/24, Tue",,,,,Gliricidia sepium,Fabaceae,Fabales,Tree,F24 1070,1,2,2,1,38,0.7781,740.0215646,577.9215646,0.375694444,41.5,0.727777778,71.5,10.4,41,0.404166667,73.5,17.7,"Syringe with Bag, Difficul in remove bubble",30,32.5,23.30517791,25.00144086,48.30661877,2.423738503,4.425255032,6.848993535,65.27731229,78.09523293,11.96361036,10.4,14.17816794,9.255126962,11.85107799,25.71138271,5.136755587,6.577553321
90,"22/10/24, Tue",,,,,Gliricidia sepium,Fabaceae,Fabales,Tree,F24 1070,1,2,2,2,39,0.7773,739.2607148,561.1607148,0.376388889,42,0.728472222,70.5,10.2,41.5,0.404861111,74,17.5,"Syringe with Bag, Difficul in remove bubble",28.5,32.5,21.97766778,25.00144086,46.97910864,2.241722113,4.37525215,6.616974264,63.54876933,75.90836407,11.94489915,10.2,14.08492936,8.950799267,11.79158499,26.47432695,4.967848451,6.544533679
91,"22/10/24, Tue",,,,,Gliricidia sepium,Fabaceae,Fabales,Tree,F24 1070,1,2,2,3,40,0.7978,758.7574916,579.5574916,0.377083333,40.5,0.729861111,66.5,11.2,41,0.40625,73,17.5,"Syringe with Bag, Difficul in remove bubble",26,32,19.76515089,24.55893748,44.32408837,2.213696899,4.297814059,6.511510959,58.41667312,76.38244077,13.07545204,11.2,14.6906822,8.581807798,11.23531496,25.03193902,4.763051802,6.235794188
92,"22/10/24, Tue",,,,,Leucaena diversifolia,Fabaceae,Fabales,Tree,F24 1075,1,2,2,1,41,0.8598,822.1595802,592.9595802,0.377777778,41,0.73125,57.5,11.2,41,0.406944444,64,17.4,"Syringe with Bag, Difficul in remove bubble",16.5,23,11.3575867,16.59387668,27.95146338,1.272049711,2.887334542,4.159384253,33.99761318,72.12220042,21.21390112,11.2,14.88073879,5.059096011,7.014616833,16.72690151,2.807885814,3.893233702
93,"22/10/24, Tue",,,,,Leucaena diversifolia,Fabaceae,Fabales,Tree,F24 1075,1,2,2,2,42,0.8165,780.7551724,565.6551724,0.378472222,41.5,0.731944444,58,10.8,43,0.407638889,66.5,16.7,"Syringe with Bag, Difficul in remove bubble",16.5,23.5,11.3575867,17.03638005,28.39396676,1.226619364,2.845075469,4.071694833,36.36731175,72.44975024,19.92166777,10.8,14.34,5.215072505,7.198192524,17.05787382,2.894455467,3.995121387
94,"22/10/24, Tue",,,,,Leucaena diversifolia,Fabaceae,Fabales,Tree,F24 1075,1,2,2,3,43,0.8316,795.1941229,566.1941229,0.379166667,41.5,0.732638889,59.5,10.4,40,0.413194444,63.5,17,"Syringe with Bag, Difficul in remove bubble",18,23.5,12.68509684,17.03638005,29.72147689,1.319250071,2.896184609,4.21543468,37.37637897,71.20200044,19.0499996,10.4,14.18312655,5.301139129,7.445210944,18.07715951,2.942223932,4.132220884
95,"22/10/24, Tue",,,,,Brachiaria decumbens,Poaceae,Poales,Grass,F24 1084,1,2,2,1,44,0.7718,735.6097791,515.2097791,0.379861111,42,0.734027778,75,9.1,41.5,0.413888889,78,12.1,"Syringe with Bag, Difficul in remove bubble",33,36.5,25.96019818,28.54146788,54.50166606,2.362378034,3.453517614,5.815895648,74.09045884,70.03846248,9.453101461,9.1,10.67104195,7.906223943,11.28840306,27.76068546,4.388091074,6.265259001
96,"22/10/24, Tue",,,,,Brachiaria decumbens,Poaceae,Poales,Grass,F24 1084,1,2,2,2,45,0.7626,726.8411733,525.3411733,0.379861111,41.5,,76.5,8.8,41,0.415277778,79,11.7,"Syringe with Bag, Difficul in remove bubble",35,38,27.73021169,29.86897802,57.59918971,2.440258629,3.494670428,5.934929057,79.24590932,72.27729972,9.120634786,8.8,10.30384123,8.165372677,11.29728519,26.58105536,4.531923105,6.270188735
97,"22/10/24, Tue",,,,,Brachiaria decumbens,Poaceae,Poales,Grass,F24 1084,1,2,2,3,46,0.7655,729.6051903,534.6051903,0.380555556,41.5,0.736111111,74,9.8,41,0.416666667,81.5,11.6,"Syringe with Bag, Difficul in remove bubble",32.5,40.5,25.5176948,32.08149491,57.59918971,2.50073409,3.721453409,6.2221875,78.94569621,73.27321645,9.281470678,9.8,10.80256082,8.528156847,11.63884604,26.8902465,4.733274596,6.459760914
98,"22/10/24, Tue",,,,,Setaria sphacelata,Fabaceae,Fabales,Grass,F24 1095,1,2,2,1,47,0.7848,748.7830511,537.5830511,0.38125,40.5,0.736805556,63.5,10.7,40,0.418055556,71,19.4,"Syringe with Bag, Difficul in remove bubble",23,31,17.11013062,23.67393073,40.78406134,1.830783976,4.592742561,6.423526537,54.46712674,71.79423336,13.18120445,10.7,15.75009042,8.578621709,11.94890078,28.65307905,4.761283467,6.63184666
99,"22/10/24, Tue",,,,,Setaria sphacelata,Fabaceae,Fabales,Grass,F24 1095,1,2,2,2,48,0.8022,765.3845101,541.3845101,0.381944444,40.5,0.7375,67.5,11.4,40.5,0.420833333,75.5,19.8,"Syringe with Bag, Difficul in remove bubble",27,35,20.65015764,27.21395775,47.86411539,2.354117971,5.388363634,7.742481606,62.53603876,70.73366432,11.31086422,11.4,16.17596302,10.1158065,14.30126178,35.02818732,5.614447624,7.937447717
100,"22/10/24, Tue",,,,,Setaria sphacelata,Fabaceae,Fabales,Grass,F24 1095,1,2,2,3,49,0.8383,799.8277672,565.8277672,0.383333333,40,0.739583333,61.5,10.7,39,0.420138889,79,19.9,Se agoto el gas.bolsa dentro de jeringa,21.5,40,15.78262048,31.63899153,47.42161201,1.688740392,6.296159315,7.984899706,59.28977957,70.74370138,11.93185434,10.7,16.83810264,9.983273942,14.11189088,34.55725385,5.540889759,7.832343587
101,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2,2,1,50,,,0,0.383333333,39,0.738888889,42.5,-,38.5,,43.5,-,,3.5,5,,,,,,,,,,,,,,,,
102,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2,2,2,51,,,0,0.384027778,39,0.739583333,42.5,-,40,,43.5,,,3.5,3.5,,,,,,,,,,,,,,,,
103,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,2,,1,1,,,0,0.342361111,40,0.676388889,43,0,40,0.345138889,42,,,3,2,,,,,,,,,,,,,,,,
104,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,3,,2,2,,,0,0.343055556,40,0.677083333,42,0,40,0.345833333,42,,,2,2,,,,,,,,,,,,,,,,
105,"22/10/24, Tue",Genetic bank,ABC-705-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3416,1,3,3,1,3,0.5006,460.4038397,348.4038397,0.34375,40.5,0.677083333,75.5,13.9,40,0.345833333,77.5,18.2,con todo el volumen de gas,35,37.5,30.53273309,31.12273759,61.65547067,4.244049899,5.664338241,9.90838814,133.9160653,75.67353042,5.650817939,13.9,16.07057416,21.52108059,28.43937698,102.9901349,11.94457207,15.78434626
106,"22/10/24, Tue",Genetic bank,ABC-705-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3416,1,3,3,2,4,0.5006,460.4038397,327.4038397,0.34375,41.5,0.678472222,76,14.1,41,0.347222222,75,19.2,Embolo duro,34.5,34,30.09022971,28.02521394,58.11544365,4.242722389,5.380841077,9.623563466,126.2271046,71.11231738,5.633680467,14.1,16.55939086,20.90243963,29.39355713,127.9607389,11.60121563,16.31393274
107,"22/10/24, Tue",Genetic bank,ABC-705-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3416,1,3,3,3,5,0.5003,460.1279285,333.1279285,0.34375,41,0.679166667,77.5,14.3,41,0.348611111,78.5,18.6,,36.5,37.5,31.86024322,31.12273759,62.98298081,4.55601478,5.788829192,10.34484397,136.881456,72.39898034,5.289173746,14.3,16.42482436,22.48253873,31.05366764,127.5843602,12.47819796,17.2353228
108,"22/10/24, Tue",Genetic bank,ABC-707-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3417,1,3,3,1,6,0.5004,450.8226166,319.1226166,0.344444444,41.5,0.679861111,76.5,13.2,41,0.35,82.5,16.9,,35,41.5,30.53273309,34.66276461,65.1954977,4.030320767,5.85800722,9.888327987,144.6145231,70.78673626,4.894856668,13.2,15.16719457,21.93396609,30.98598304,88.10590283,12.17373066,17.19775668
109,"22/10/24, Tue",Genetic bank,ABC-707-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3417,1,3,3,2,7,0.5006,451.0028015,319.9028015,0.345833333,41,0.680555556,75.5,13.9,42,0.351388889,82,17.2,,34.5,40,30.09022971,33.33525448,63.42548419,4.182541929,5.73366377,9.9162057,140.632129,70.93144443,5.04375813,13.9,15.6344186,21.98701575,30.99755817,87.80858795,12.20317414,17.20418107
110,"22/10/24, Tue",Genetic bank,ABC-707-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3417,1,3,3,3,8,0.5006,451.0028015,312.9028015,0.345138889,41.5,0.681944444,78.5,13.2,42,0.352777778,83,17,,37,41,32.3027466,34.22026124,66.52300783,4.263962551,5.81744441,10.08140696,147.5002098,69.37934764,4.703677896,13.2,15.15476718,22.35331339,32.21897315,95.17064684,12.40647566,17.88208752
111,"22/10/24, Tue",Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,3,3,1,9,0.5002,456.6956259,318.6956259,0.345138889,41.5,0.682638889,87.5,13.1,41.5,0.353472222,84.5,15.7,,46,43,40.2678074,35.99027475,76.25808215,5.27508277,5.650473135,10.92555591,166.9779123,69.78293809,4.179171793,13.1,14.3270793,23.92305791,34.28210185,97.00433408,13.27771103,19.02715964
112,"22/10/24, Tue",Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,3,3,2,10,0.5003,456.7869285,310.3869285,0.345833333,41.5,0.683333333,87,13.1,42,0.354861111,86,15.4,,45.5,44,39.82530402,36.8752815,76.70058553,5.217114827,5.678793352,10.89590818,167.9132671,67.9500461,4.046734798,13.1,14.20576923,23.85337123,35.10427527,104.4873669,13.23903372,19.48348012
113,"22/10/24, Tue",Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,3,3,3,11,0.5004,456.8782311,271.5782311,0.346527778,41.5,0.684027778,86,12.9,42,0.35625,86.5,15.5,,44.5,44.5,38.94029727,37.31778488,76.25808215,5.023298348,5.784256657,10.807555,166.9111745,59.4421473,3.561304237,12.9,14.17234043,23.65521986,39.79536563,165.17793,13.12905628,22.08711643
114,"22/10/24, Tue",Genetic bank,ABC-749-1,Crotalaria,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24 3419,1,3,3,1,12,0.5,458.7291271,320.1291271,0.347916667,41,0.684722222,79,15.8,42,0.357638889,78.5,15.9,,38,36.5,33.18775335,30.23773083,63.42548419,5.24366503,4.807799202,10.05146423,138.2634772,69.78609122,5.0473265,15.8,15.84767442,21.9115457,31.39815587,105.4214407,12.16128696,17.42651973
