23_set_ciat,23_sample_id,23_gene_bank_breeding_program_id,23_genus,23_species,23_tax_name,23_replication,23_bag_weight,23_sample_weight_with_bag_g,23_sample_weight_105_g,23_adf_percentage,23_adf_percentage_dm,23_av_adf_percentage_dm
Set CIAT,Sample ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Replication,Bag weight (g),Sample weight with bag (g),Sample weight 105 (g),"ADF, %","ADF, % (DM)"," Av ADF, % (DM)"
5,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,B,,,,,,
6,F24 3441,ABC-7714-1,Alysicarpus,glumaceus,Alysicarpus glumaceus,A,0.5888,0.5001,0.7183,25.98130432,27.92135262,27.78778253
6,F24 3441,ABC-7714-1,Alysicarpus,glumaceus,Alysicarpus glumaceus,B,0.5651,0.5002,0.6934,25.73272573,27.65421243,
6,F24 3442,ABC-7757-1,Clitoria,ternatea,Clitoria ternatea,A,0.5377,0.5,0.6414,20.81899348,22.59976687,21.94936226
6,F24 3442,ABC-7757-1,Clitoria,ternatea,Clitoria ternatea,B,0.5492,0.5,0.6469,19.62068295,21.29895765,
6,F24 3443,ABC-7759-1,Clitoria,ternatea,Clitoria ternatea,A,0.5772,0.5004,0.6448,13.59392129,14.53248615,14.68281549
6,F24 3443,ABC-7759-1,Clitoria,ternatea,Clitoria ternatea,B,0.5494,0.5002,0.6184,13.87516226,14.83314484,
6,F24 3444,ABC-7790-1,Crotalaria,pallida,Crotalaria pallida,A,0.5988,0.5002,0.6897,18.26066541,19.8245911,20.08618277
6,F24 3444,ABC-7790-1,Crotalaria,pallida,Crotalaria pallida,B,0.5876,0.5001,0.6809,18.74257577,20.34777443,
6,F24 3445,ABC-7792-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,A,0.5669,0.5003,0.6728,21.25053293,22.88043504,23.50042464
6,F24 3445,ABC-7792-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,B,0.5594,0.5,0.671,22.40218143,24.12041423,
6,F24 3446,ABC-7816-1,Indigofera,spicata,Indigofera spicata,A,0.579,0.5004,0.6883,21.92751885,23.70514025,23.10642255
6,F24 3446,ABC-7816-1,Indigofera,spicata,Indigofera spicata,B,0.5493,0.5005,0.6531,20.81987776,22.50770485,
6,F24 3447,ABC-7858-1,Crotalaria,incana,Crotalaria incana,A,0.5492,0.5004,0.6687,23.96151374,25.7221982,23.57983665
6,F24 3447,ABC-7858-1,Crotalaria,incana,Crotalaria incana,B,0.5314,0.5002,0.6309,19.97007992,21.43747509,
6,F24 3448,ABC-7972-1,Canavalia,brasiliensis,Canavalia brasiliensis,A,0.5456,0.5002,0.6518,21.31162942,23.19506902,23.87081726
6,F24 3448,ABC-7972-1,Canavalia,brasiliensis,Canavalia brasiliensis,B,0.5169,0.5005,0.6294,22.55338437,24.54656549,
6,F24 3449,ABC-8205-1,Indigofera,suffruticosa,Indigofera suffruticosa,A,0.5539,0.5002,0.6782,24.93140086,27.03323488,26.75249523
6,F24 3449,ABC-8205-1,Indigofera,suffruticosa,Indigofera suffruticosa,B,0.5673,0.5002,0.689,24.41357659,26.47175558,
6,F24 3450,ABC-8402-1,Indigofera,suffruticosa,Indigofera suffruticosa,A,0.5912,0.5002,0.6767,17.17998117,18.67186303,18.99313227
6,F24 3450,ABC-8402-1,Indigofera,suffruticosa,Indigofera suffruticosa,B,0.5571,0.5003,0.6456,17.77118083,19.31440151,
6,F24 3451,ABC-8408-1,Chamaecrista,nictitans,Chamaecrista nictitans,A,0.5428,0.5006,0.725,36.47597156,38.79729316,38.38327518
6,F24 3451,ABC-8408-1,Chamaecrista,nictitans,Chamaecrista nictitans,B,0.5467,0.5006,0.725,35.6974787,37.96925721,
6,F24 3452,ABC-8409-1,Chamaecrista,nictitans,Chamaecrista nictitans,A,0.5609,0.5,0.7412,36.14240179,39.31213235,38.02759415
6,F24 3452,ABC-8409-1,Chamaecrista,nictitans,Chamaecrista nictitans,B,0.5514,0.5006,0.7201,33.78046959,36.74305595,
6,F24 3453,ABC-8719-1,Canavalia,sp.,Canavalia sp.,A,0.5344,0.5003,0.6094,15.37554267,16.43957802,16.09918371
6,F24 3453,ABC-8719-1,Canavalia,sp.,Canavalia sp.,B,0.5507,0.5006,0.6225,14.73881742,15.7587894,
6,F24 3454,ABC-8797-1,Desmanthus,virgatus,Desmanthus virgatus,A,0.5487,0.5005,0.6884,27.99261688,30.11625699,30.21775381
6,F24 3454,ABC-8797-1,Desmanthus,virgatus,Desmanthus virgatus,B,0.5707,0.5004,0.7113,28.18129647,30.31925063,
6,F24 3455,ABC-8819-1,Coursetia,caribaea,Coursetia caribaea,A,0.5557,0.5001,0.6348,16.21686063,17.66952458,18.24323904
6,F24 3455,ABC-8819-1,Coursetia,caribaea,Coursetia caribaea,B,0.5512,0.5002,0.6356,17.26995602,18.8169535,
6,F24 3456,ABC-9170-1,Indigofera,lespedezioides,Indigofera lespedezioides,A,0.5447,0.5003,0.7385,38.81673181,41.69760353,41.98638116
6,F24 3456,ABC-9170-1,Indigofera,lespedezioides,Indigofera lespedezioides,B,0.5599,0.5001,0.7563,39.35438401,42.27515879,
6,F24 3457,ABC-9254-1,Crotalaria,pallida,Crotalaria pallida,A,0.5433,0.5005,0.6395,19.30051566,21.24990056,20.57624578
6,F24 3457,ABC-9254-1,Crotalaria,pallida,Crotalaria pallida,B,0.5474,0.5001,0.6374,18.07680315,19.902591,
6,F24 3458,ABC-9283-1,Crotalaria,pallida,Crotalaria pallida,A,0.5645,0.5005,0.6347,14.10882185,15.20329524,15.01232891
6,F24 3458,ABC-9283-1,Crotalaria,pallida,Crotalaria pallida,B,0.5625,0.5003,0.6309,13.75438422,14.82136258,
6,F24 3459,ABC-9288-1,Indigofera,suffruticosa,Indigofera suffruticosa,A,0.5559,0.5004,0.6321,15.30941971,16.3291768,16.46284897
6,F24 3459,ABC-9288-1,Indigofera,suffruticosa,Indigofera suffruticosa,B,0.5662,0.5001,0.6436,15.5600684,16.59652115,
6,F24 3460,ABC-9336-1,Clitoria,ternatea,Clitoria ternatea,A,0.5483,0.5001,0.6357,17.55703932,19.4231364,19.15227714
6,F24 3460,ABC-9336-1,Clitoria,ternatea,Clitoria ternatea,B,0.5515,0.5004,0.6365,17.06736695,18.88141789,
6,F24 3461,ABC-9349-1,Mucuna,pruriens,Mucuna pruriens,A,0.5352,0.5004,0.6619,25.39830756,27.78135042,27.80099367
6,F24 3461,ABC-9349-1,Mucuna,pruriens,Mucuna pruriens,B,0.5076,0.5004,0.6345,25.43422411,27.82063691,
6,F24 3462,ABC-9356-1,Tephrosia,noctiflora,Tephrosia noctiflora,A,0.5325,0.5002,0.6277,19.11058532,20.54193059,20.60305675
6,F24 3462,ABC-9356-1,Tephrosia,noctiflora,Tephrosia noctiflora,B,0.5425,0.5004,0.6383,19.2243192,20.66418291,
6,F24 3463,ABC-9432-1,Clitoria,ternatea,Clitoria ternatea,A,0.571,0.5005,0.6488,15.95516484,17.479488,17.91608339
6,F24 3463,ABC-9432-1,Clitoria,ternatea,Clitoria ternatea,B,0.568,0.5005,0.6498,16.75220779,18.35267878,
6,F24 3464,ABC-9433-1,Clitoria,ternatea,Clitoria ternatea,A,0.5449,0.5003,0.6479,20.7020078,21.95966794,21.94377376
6,F24 3464,ABC-9433-1,Clitoria,ternatea,Clitoria ternatea,B,0.5445,0.5,0.6459,20.67204,21.92787958,
6,F24 3465,ABC-9435-1,Desmanthus,pubescens,Desmanthus pubescens,A,0.5598,0.5005,0.7291,33.90833186,35.84907394,36.05686171
6,F24 3465,ABC-9435-1,Desmanthus,pubescens,Desmanthus pubescens,B,0.5581,0.5003,0.7293,34.3014096,36.26464947,
6,F24 3466,ABC-9530-1,Crotalaria,maypurensis,Crotalaria maypurensis,A,0.5222,0.5004,0.5725,10.42764189,11.18089503,10.83686663
6,F24 3466,ABC-9530-1,Crotalaria,maypurensis,Crotalaria maypurensis,B,0.5469,0.5004,0.5939,9.785939249,10.49283823,
6,F24 3467,ABC-9562-1,Eriosema,diffusum,Eriosema diffusum,A,0.5489,0.5003,0.7929,48.85132808,52.00739046,51.96325733
6,F24 3467,ABC-9562-1,Eriosema,diffusum,Eriosema diffusum,B,0.5985,0.5002,0.842,48.76841824,51.91912419,
6,F24 3468,ABC-9982-1,Crotalaria,incana,Crotalaria incana,A,0.5417,0.5004,0.6069,13.10909385,13.97311302,14.32890927
6,F24 3468,ABC-9982-1,Crotalaria,incana,Crotalaria incana,B,0.5595,0.5002,0.628,13.77668545,14.68470551,
6,F24 3469,ABC-10647-1,Stylosanthes,scabra,Stylosanthes scabra,A,0.5357,0.5,0.688,30.53869966,32.86281412,32.44224002
6,F24 3469,ABC-10647-1,Stylosanthes,scabra,Stylosanthes scabra,B,0.5503,0.5004,0.6988,29.75703892,32.02166593,
6,F24 3470,ABC-11194-1,Stylosanthes,hamata,Stylosanthes hamata,A,0.5573,0.5005,0.6982,28.23363928,30.39423714,30.17992448
6,F24 3470,ABC-11194-1,Stylosanthes,hamata,Stylosanthes hamata,B,0.5517,0.5001,0.6905,27.83548313,29.96561182,
6,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,A,,,,,,
6,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,B,,,,,,
6,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,A,,,,,,
6,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,B,,,,,,
6,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,A,,,,,,
6,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,B,,,,,,
7,F24 3471,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,A,0.5479,0.5006,0.7014,30.74359964,32.87994342,33.8951169
7,F24 3471,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,B,0.5527,0.5006,0.7157,32.6420267,34.91029039,
7,F24 3472,ABC-12318-1,Stylosanthes,hamata,Stylosanthes hamata,A,0.5636,0.5005,0.7004,27.41538307,29.13357684,29.34322756
7,F24 3472,ABC-12318-1,Stylosanthes,hamata,Stylosanthes hamata,B,0.5519,0.5002,0.6906,27.80995562,29.55287829,
7,F24 3473,ABC-13575-1,Desmodium,incanum,Desmodium incanum,A,0.5472,0.5,0.7511,40.86038913,43.40548533,44.08764943
7,F24 3473,ABC-13575-1,Desmodium,incanum,Desmodium incanum,B,0.5339,0.5004,0.7444,42.14471945,44.76981353,
7,F24 3474,ABC-13609-1,Desmodium,incanum,Desmodium incanum,A,0.5454,0.5003,0.742,39.37649879,42.15809354,40.85292871
7,F24 3474,ABC-13609-1,Desmodium,incanum,Desmodium incanum,B,0.5631,0.5006,0.7476,36.93839892,39.54776388,
7,F24 3475,ABC-15551-1,Centrosema,molle,Centrosema molle,A,0.5364,0.5002,0.6455,21.89004648,23.34914874,23.67242922
7,F24 3475,ABC-15551-1,Centrosema,molle,Centrosema molle,B,0.5357,0.5005,0.6479,22.49620346,23.9957097,
7,F24 3476,ABC-17024-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,A,0.5391,0.5005,0.6861,29.44974941,31.82647479,32.03196846
7,F24 3476,ABC-17024-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,B,0.5174,0.5001,0.6662,29.8300452,32.23746214,
7,F24 3477,ABC-17091-1,Crotalaria,micans,Crotalaria micans,A,0.524,0.5002,0.6038,16.03056859,16.95252212,17.15303522
7,F24 3477,ABC-17091-1,Crotalaria,micans,Crotalaria micans,B,0.5197,0.5002,0.6014,16.40978519,17.35354831,
7,F24 3478,ABC-17365-1,Clitoria,ternatea,Clitoria ternatea,A,0.5336,0.5004,0.6409,21.52117421,23.04515395,23.36870323
7,F24 3478,ABC-17365-1,Clitoria,ternatea,Clitoria ternatea,B,0.5662,0.5004,0.6765,22.12548003,23.6922525,
7,F24 3479,ABC-17451-1,Canavalia,sp.,Canavalia sp.,A,0.5309,0.5,0.622,18.29799449,19.9664378,20.07506852
7,F24 3479,ABC-17451-1,Canavalia,sp.,Canavalia sp.,B,0.55,0.5001,0.6421,18.49710105,20.18369925,
7,F24 3480,ABC-17775-1,Christia,obcordata,Christia obcordata,A,0.5359,0.5003,0.6565,24.18421851,25.64550373,26.03646082
7,F24 3480,ABC-17775-1,Christia,obcordata,Christia obcordata,B,0.5553,0.5,0.6795,24.9215791,26.42741792,
7,F24 3481,ABC-18016-1,Sesbania,emerus,Sesbania emerus,A,0.5543,0.5004,0.6805,25.30119123,27.14059342,28.11638345
7,F24 3481,ABC-18016-1,Sesbania,emerus,Sesbania emerus,B,0.548,0.5,0.6832,27.12050666,29.09217348,
7,F24 3482,ABC-18044-1,Christia,sp.,Christia sp.,A,0.5725,0.5003,0.68,21.57116325,23.0296543,22.6938603
7,F24 3482,ABC-18044-1,Christia,sp.,Christia sp.,B,0.5368,0.5004,0.6412,20.94210758,22.35806629,
7,F24 3483,ABC-18288-1,Sesbania,exasperata,Sesbania exasperata,A,0.5464,0.5003,0.6763,26.04464481,28.03169547,27.95025006
7,F24 3483,ABC-18288-1,Sesbania,exasperata,Sesbania exasperata,B,0.5342,0.5001,0.6633,25.89330064,27.86880464,
7,F24 3484,ABC-18447-1,Clitoria,ternatea,Clitoria ternatea,A,0.5362,0.5002,0.6583,24.48897753,26.35106691,26.19653597
7,F24 3484,ABC-18447-1,Clitoria,ternatea,Clitoria ternatea,B,0.5565,0.5,0.6771,24.20175539,26.04200502,
7,F24 3485,ABC-18455-1,Christia,obcordata,Christia obcordata,A,0.5233,0.5002,0.6272,20.84853856,22.36886095,22.27016756
7,F24 3485,ABC-18455-1,Christia,obcordata,Christia obcordata,B,0.5239,0.5003,0.6269,20.66456738,22.17147418,
7,F24 3486,ABC-18707-1,Crotalaria,pallida,Crotalaria pallida,A,0.5554,0.5,0.6576,20.52159379,22.10757358,22.03122998
7,F24 3486,ABC-18707-1,Crotalaria,pallida,Crotalaria pallida,B,0.5436,0.5,0.6451,20.37986025,21.95488639,
7,F24 3487,ABC-18749-1,Arachis,pintoi,Arachis pintoi,A,0.5394,0.5001,0.6654,25.27418839,27.2652202,27.42442885
7,F24 3487,ABC-18749-1,Arachis,pintoi,Arachis pintoi,B,0.5417,0.5002,0.6692,25.56935338,27.58363749,
7,F24 3488,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,A,0.51,0.5004,0.6397,25.99412877,28.31696092,28.68680636
7,F24 3488,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,B,0.5433,0.5005,0.6764,26.67314304,29.05665181,
7,F24 3489,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5122,0.5006,0.6418,25.96409037,27.49648452,28.13229937
7,F24 3489,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5154,0.5002,0.6509,27.16485145,28.76811422,
7,F24 3490,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5118,0.5001,0.6128,20.27113429,21.78161327,21.71893469
7,F24 3490,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5354,0.5006,0.6359,20.15447023,21.65625612,
7,F24 3491,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,A,0.572,0.5002,0.6636,18.39667382,19.66808936,19.07405185
7,F24 3491,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,B,0.5393,0.5004,0.6254,17.28540022,18.48001434,
7,F24 3492,ABC-19038-1,Canavalia,sp.,Canavalia sp.,A,0.5255,0.5005,0.6046,15.88131986,17.61235458,17.61119084
7,F24 3492,ABC-19038-1,Canavalia,sp.,Canavalia sp.,B,0.5112,0.5005,0.5903,15.87922115,17.61002711,
7,F24 3493,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5197,0.5003,0.6331,22.74270348,24.47548155,24.1800352
7,F24 3493,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5315,0.5001,0.6421,22.19364391,23.88458886,
7,F24 3494,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5562,0.5004,0.7176,32.33584264,35.05181828,34.90972739
7,F24 3494,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5452,0.5001,0.7052,32.07368057,34.7676365,
7,F24 3495,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.543,0.5004,0.7271,36.87027588,39.78003939,40.01004818
7,F24 3495,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5379,0.5003,0.7241,37.29664488,40.24005698,
7,F24 3496,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5605,0.5005,0.731,34.14819483,36.53895419,36.71002423
7,F24 3496,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.561,0.5005,0.7331,34.46794854,36.88109426,
7,F24 3497,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5462,0.5004,0.7075,32.3143907,34.69912088,35.05733935
7,F24 3497,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5525,0.5006,0.7172,32.98158984,35.41555783,
7,F24 3498,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5784,0.5002,0.7362,31.63231979,33.73327237,33.34237695
7,F24 3498,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5293,0.5003,0.6835,30.89921991,32.95148153,
7,F24 3499,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,A,0.5787,0.5006,0.7258,29.46965321,31.79353115,32.53670505
7,F24 3499,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,B,0.5425,0.5002,0.6964,30.84735971,33.27987896,
7,F24 3500,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,A,0.5337,0.5003,0.6981,32.93864266,34.81682261,35.03283324
7,F24 3500,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,B,0.5493,0.5002,0.7157,33.34735869,35.24884387,
7,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,A,,,,,,
7,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,B,,,,,,
7,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,A,,,,,,
7,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,B,,,,,,
7,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,A,,,,,,
7,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,B,,,,,,
8,F25 0772,ICARDA 165563,Trifolium ,pratense,Trifolium pratense,A,,,,,,
8,F25 0772,ICARDA 165563,Trifolium ,pratense,Trifolium pratense,B,,,,,,
8,F25 0783,ICARDA J8,Daucus ,carota,Daucus carota,A,,,,,,
8,F25 0783,ICARDA J8,Daucus ,carota,Daucus carota,B,,,,,,
8,F25 0784,ICARDA J9,Fumaria , bracteosa,Fumaria bracteosa,A,,,,,,
8,F25 0784,ICARDA J9,Fumaria , bracteosa,Fumaria bracteosa,B,,,,,,
8,F25 0788,ICARDA J13,Cichorium ,pumilum,Cichorium pumilum,A,,,,,,
8,F25 0788,ICARDA J13,Cichorium ,pumilum,Cichorium pumilum,B,,,,,,
8,F25 0813,ICARDA T216003,Rhus ,tripartita (Ucria) Grande,Rhus tripartita (Ucria) Grande,A,,,,,,
8,F25 0813,ICARDA T216003,Rhus ,tripartita (Ucria) Grande,Rhus tripartita (Ucria) Grande,B,,,,,,
8,F25 0820,ICARDA T216010,Retama ,raetam (Forssk.) Webb.,Retama raetam (Forssk.) Webb.,A,,,,,,
8,F25 0820,ICARDA T216010,Retama ,raetam (Forssk.) Webb.,Retama raetam (Forssk.) Webb.,B,,,,,,
8,F25 0823,ILRI 6529 2 119707,Labalab , purpureues,Labalab purpureues,A,,,,,,
8,F25 0823,ILRI 6529 2 119707,Labalab , purpureues,Labalab purpureues,B,,,,,,
8,F25 0824,ILRI 10925 3 119708,Arachis , glabrata,Arachis glabrata,A,,,,,,
8,F25 0824,ILRI 10925 3 119708,Arachis , glabrata,Arachis glabrata,B,,,,,,
8,F25 0825,ILRI 6984 4 119709,Medicago ,sativa,Medicago sativa,A,,,,,,
8,F25 0825,ILRI 6984 4 119709,Medicago ,sativa,Medicago sativa,B,,,,,,
8,F25 0837,ILRI 10920 16 119721,Arachis , pintoi,Arachis pintoi,A,,,,,,
8,F25 0837,ILRI 10920 16 119721,Arachis , pintoi,Arachis pintoi,B,,,,,,
8,F25 0839,ILRI 7049 18 119723,Trifolium repens, repens,Trifolium repens,A,,,,,,
8,F25 0839,ILRI 7049 18 119723,Trifolium repens, repens,Trifolium repens,B,,,,,,
8,F25 0845,ILRI 21682 24 119729,Leucaena, pallida,Leucaena pallida,A,,,,,,
8,F25 0845,ILRI 21682 24 119729,Leucaena, pallida,Leucaena pallida,B,,,,,,
8,F25 0848,ILRI 2273 27 119732,Trifolium ,burchellianum,Trifolium burchellianum,A,,,,,,
8,F25 0848,ILRI 2273 27 119732,Trifolium ,burchellianum,Trifolium burchellianum,B,,,,,,
8,F25 0861,ILRI 14539 40 119745,Centrosema , virginianum,Centrosema virginianum,A,,,,,,
8,F25 0861,ILRI 14539 40 119745,Centrosema , virginianum,Centrosema virginianum,B,,,,,,
8,F25 0868,ILRI 70 47 120164,Leucaena,leucocephala,Leucaena leucocephala,A,,,,,,
8,F25 0868,ILRI 70 47 120164,Leucaena,leucocephala,Leucaena leucocephala,B,,,,,,
8,F25 0873,ILRI 7384 52 120169,Chloris gayana, gayana,Chloris gayana,A,,,,,,
8,F25 0873,ILRI 7384 52 120169,Chloris gayana, gayana,Chloris gayana,B,,,,,,
8,F25 0904,CIAT ABC 22752 1,Labalab , purpureues,Labalab purpureues,A,,,,,,
8,F25 0904,CIAT ABC 22752 1,Labalab , purpureues,Labalab purpureues,B,,,,,,
8,F25 0908,CIAT ABC 22192 1,Leucaena ,diversifolia,Leucaena diversifolia,A,,,,,,
8,F25 0908,CIAT ABC 22192 1,Leucaena ,diversifolia,Leucaena diversifolia,B,,,,,,
8,F25 0913,CIAT ABC 1853 1,Stylosanthes , guianensis,Stylosanthes guianensis,A,,,,,,
8,F25 0913,CIAT ABC 1853 1,Stylosanthes , guianensis,Stylosanthes guianensis,B,,,,,,
8,F25 0914,CIAT ABC 10625 1,Stylosanthes, scabra,Stylosanthes scabra,A,,,,,,
8,F25 0914,CIAT ABC 10625 1,Stylosanthes, scabra,Stylosanthes scabra,B,,,,,,
8,F25 0926,CIAT ABC 6818 1,Panicum , maximum,Panicum maximum,A,,,,,,
8,F25 0926,CIAT ABC 6818 1,Panicum , maximum,Panicum maximum,B,,,,,,
8,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,A,,,,,33.6934548,33.26417023
8,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,B,,,,,32.83488566,
8,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,A,,,,,34.12342703,34.08999266
8,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,B,,,,,34.0565583,
8,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,A,,,,,33.13825217,33.64597712
8,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,B,,,,,34.15370206,
9,F25 0990,ABC-PM21_0053,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,32.53639506,32.65995062
9,F25 0990,ABC-PM21_0053,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,32.78350617,
9,F25 0991,ABC-PM21_3550,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,30.37265304,30.13686542
9,F25 0991,ABC-PM21_3550,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,29.9010778,
9,F25 0992,ABC-PM21_3595,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,30.98589752,30.86053506
9,F25 0992,ABC-PM21_3595,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,30.73517261,
9,F25 0993,ABC-PM21_0086,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,31.13377098,31.01613067
9,F25 0993,ABC-PM21_0086,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,30.89849036,
9,F25 0994,ABC-CIAT_16048,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,31.70948586,31.99715999
9,F25 0994,ABC-CIAT_16048,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,32.28483412,
9,F25 0995,ABC-PM21_0185,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,28.14452653,27.90094408
9,F25 0995,ABC-PM21_0185,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,27.65736162,
9,F25 0996,ABC-PM21_0215,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,30.5316324,30.24515529
9,F25 0996,ABC-PM21_0215,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,29.95867818,
9,F25 0997,ABC-CIAT_16051,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,30.83925513,31.61010586
9,F25 0997,ABC-CIAT_16051,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,32.38095659,
9,F25 0998,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,32.95488054,31.99374341
9,F25 0998,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,31.03260627,
9,F25 0999,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,30.42779577,30.38588054
9,F25 0999,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,30.3439653,
9,F25 1000,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,32.38276338,32.19080267
9,F25 1000,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,31.99884195,
9,F25 1001,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,34.22487194,34.27013017
9,F25 1001,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,34.31538841,
9,F25 1002,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,34.63058061,34.5406945
9,F25 1002,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,34.45080839,
9,F25 1003,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,32.18770122,31.81079165
9,F25 1003,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,31.43388207,
9,F25 1004,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,32.8855697,32.66650116
9,F25 1004,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,32.44743262,
9,F25 1005,ABC-CIAT_6799,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,33.72138703,33.69825288
9,F25 1005,ABC-CIAT_6799,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,33.67511874,
9,F25 1006,ABC-PM21_0055,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,31.83297629,31.62422417
9,F25 1006,ABC-PM21_0055,Megathyrsus ,maximus,Megathyrsus maximus,B,,,,,31.41547205,
9,F25 1007,ABC-PM21_6529,Megathyrsus ,maximus,Megathyrsus maximus,A,,,,,30.39390062,30.14537777
