21_no,21_date,21_set_ciat,21_sample_id,21_gene_bank_breeding_program_id,21_genus,21_species,21_tax_name,21_replication,21_empty_crucible_g,21_sample_weight_g,21_weight_105_g,21_weight_505,21_dm_percentage,21_av_dm_105,21_ash_percentage,21_ash_dm,21_av_ash_percentage,21_om_percentage,21_av_om_percentage,
No,Date,Set CIAT,Sample ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Replication,Empty crucible (g),Sample weight (g),Weight 105 (g),Weight 505 (g),"DM, %",Av DM 105,"Ash, %",Ash/DM,"Av Ash, %","OM, %","OM, %",
436,45754,10,F24-3506,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,B,,,,,93.42,,10.78784243,11.49829497,,88.50170503,,
437,45754,10,F24-3507,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,A,,,,,94.33,94.365,,12.9,12.87,87.1,87.13,
438,45754,10,F24-3507,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,B,,,,,94.4,,,12.84,,87.16,,
439,45754,10,F24-3508,ABC-20113-1,Canavalia ,sp.,Canavalia sp.,A,,,,,94.63,94.64,,15.68,15.79,84.32,84.21,
440,45754,10,F24-3508,ABC-20113-1,Canavalia ,sp.,Canavalia sp.,B,,,,,94.65,,,15.9,,84.1,,
441,45754,10,F24-3509,ABC-20125-1,Coursetia ,caribaea,Coursetia caribaea,A,,,,,93.47,93.495,,13.36,13.235,86.64,86.765,
442,45754,10,F24-3509,ABC-20125-1,Coursetia ,caribaea,Coursetia caribaea,B,,,,,93.52,,,13.11,,86.89,,
443,45754,10,F24-3510,ABC-20298-1,Canavalia ,sp.,Canavalia sp.,A,,,,,93.6,93.665,,15.66,16.19,84.34,83.81,
444,45754,10,F24-3510,ABC-20298-1,Canavalia ,sp.,Canavalia sp.,B,,,,,93.73,,,16.72,,83.28,,
445,45754,10,F24-3511,ABC-20305-1,Canavalia ,sp.,Canavalia sp.,A,,,,,93.5,93.545,,18.84,18.34,81.16,81.66,
446,45754,10,F24-3511,ABC-20305-1,Canavalia ,sp.,Canavalia sp.,B,,,,,93.59,,,17.84,,82.16,,
447,45754,10,F24-3512,ABC-20803-1,Canavalia ,sp.,Canavalia sp.,A,,,,,93.31,93.375,,15.51,15.935,84.49,84.065,
448,45754,10,F24-3512,ABC-20803-1,Canavalia ,sp.,Canavalia sp.,B,,,,,93.44,,,16.36,,83.64,,
449,45754,10,F24-3513,ABC-21031-1,Christia ,obcordata,Christia obcordata,A,,,,,94.03,94.065,,20.38,19.67,79.62,80.33,
450,45754,10,F24-3513,ABC-21031-1,Christia ,obcordata,Christia obcordata,B,,,,,94.1,,,18.96,,81.04,,
451,45754,10,F24-3514,ABC-21128-1,Crotalaria,pallida,Crotalaria pallida,A,,,,,93.45,93.46,,8.52,10.345,91.48,89.655,
452,45754,10,F24-3514,ABC-21128-1,Crotalaria,pallida,Crotalaria pallida,B,,,,,93.47,,,12.17,,87.83,,
453,45754,10,F24-3515,ABC-21212-1,Canavalia ,sp.,Canavalia sp.,A,,,,,93.66,93.67,,16.13,14.995,83.87,85.005,
454,45754,10,F24-3515,ABC-21212-1,Canavalia ,sp.,Canavalia sp.,B,,,,,93.68,,,13.86,,86.14,,
455,45754,10,F24-3516,ABC-21263-1,Sesbania,rostrata,Sesbania rostrata,A,,,,,92.54,92.58,,12.14,13.365,87.86,86.635,
456,45754,10,F24-3516,ABC-21263-1,Sesbania,rostrata,Sesbania rostrata,B,,,,,92.62,,,14.59,,85.41,,
457,45754,10,F24-3517,ABC-21514-1,Desmanthus ,virgatus,Desmanthus virgatus,A,,,,,93.6,93.55,,10.8,9.915,89.2,90.085,
458,45754,10,F24-3517,ABC-21514-1,Desmanthus ,virgatus,Desmanthus virgatus,B,,,,,93.5,,,9.03,,90.97,,
459,45754,10,F24-3518,ABC-21565-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,A,,,,,92.59,92.64,,7.83,7.89,92.17,92.11,
460,45754,10,F24-3518,ABC-21565-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,B,,,,,92.69,,,7.95,,92.05,,
461,45754,10,F24-3519,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,A,,,,,92.1,92.165,,16.79,16.8,83.21,83.2,
462,45754,10,F24-3519,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,B,,,,,92.23,,,16.81,,83.19,,
463,45754,10,F24-3520,ABC-22286-1,Crotalaria,micans,Crotalaria micans,A,,,,,93.56,93.585,,10.41,10.405,89.59,89.595,
464,45754,10,F24-3520,ABC-22286-1,Crotalaria,micans,Crotalaria micans,B,,,,,93.61,,,10.4,,89.6,,
465,45754,10,F24-3521,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,A,,,,,94.07,94.16,,12.37,12.425,87.63,87.575,
466,45754,10,F24-3521,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,B,,,,,94.25,,,12.48,,87.52,,
467,45754,10,F24-3522,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,A,,,,,91.91,91.97,,10.32,10.46,89.68,89.54,
468,45754,10,F24-3522,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,B,,,,,92.03,,,10.6,,89.4,,
469,45754,10,F24-3523,ABC-22520-1,Arachis,pusilla,Arachis pusilla,A,,,,,92.97,93.06,,15.27,14.93,84.73,85.07,
470,45754,10,F24-3523,ABC-22520-1,Arachis,pusilla,Arachis pusilla,B,,,,,93.15,,,14.59,,85.41,,
471,45754,10,F24-3524,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,A,,,,,92.62,92.67,,8.43,8.455,91.57,91.545,
472,45754,10,F24-3524,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,B,,,,,92.72,,,8.48,,91.52,,
473,45754,10,F24-3525,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,A,,,,,94.54,94.58,,8.87,8.87,91.13,91.13,
474,45754,10,F24-3525,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,B,,,,,94.62,,,8.87,,91.13,,
475,45754,10,F24-3526,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,A,,,,,91.62,91.685,,12.15,12.14,87.85,87.86,
476,45754,10,F24-3526,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,B,,,,,91.75,,,12.13,,87.87,,
477,45754,10,F24-3527,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,A,,,,,92.03,92.065,,7.92,7.925,92.08,92.075,
478,45754,10,F24-3527,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,B,,,,,92.1,,,7.93,,92.07,,
479,45754,10,F24-3528,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,A,,,,,92.84,92.86,,13.19,12.965,86.81,87.035,
480,45754,10,F24-3528,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,B,,,,,92.88,,,12.74,,87.26,,
481,45754,10,F24-3529,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,A,,,,,93.68,93.7,,14.99,14.995,85.01,85.005,
482,45754,10,F24-3529,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,B,,,,,93.72,,,15,,85,,
483,45754,10,F24-3530,ABC-23761-1,Uraria,picta,Uraria picta,A,,,,,94.98,95.005,,13.67,13.685,86.33,86.315,
484,45754,10,F24-3530,ABC-23761-1,Uraria,picta,Uraria picta,B,,,,,95.03,,,13.7,,86.3,,
485,45754,10,F24-3531,ABC-24360-1,Vigna,umbellata,Vigna umbellata,A,,,,,92.74,92.73,,17.33,17.215,82.67,82.785,
486,45754,10,F24-3531,ABC-24360-1,Vigna,umbellata,Vigna umbellata,B,,,,,92.72,,,17.1,,82.9,,
487,45754,10,F24-3532,ABC-24466-1,Vigna,umbellata,Vigna umbellata,A,,,,,92.81,92.855,,19.75,19.77,80.25,80.23,
488,45754,10,F24-3532,ABC-24466-1,Vigna,umbellata,Vigna umbellata,B,,,,,92.9,,,19.79,,80.21,,
489,45754,10,F24-3533,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,A,,,,,91.51,91.535,,8.03,8.03,91.97,91.97,
490,45754,10,F24-3533,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,B,,,,,91.56,,,8.03,,91.97,,
491,45754,10,F24-3534,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,A,,,,,90.87,90.925,,7.56,7.505,92.44,92.495,
492,45754,10,F24-3534,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,B,,,,,90.98,,,7.45,,92.55,,
493,45754,10,F24-3535,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,A,,,,,92.3,92.335,,8.61,8.66,91.39,91.34,
494,45754,10,F24-3535,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,B,,,,,92.37,,,8.71,,91.29,,
495,45754,10,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,A,17.4943,1.0005,18.4082,17.5856,91.34432784,91.33303174,,,#DIV/0!,,#DIV/0!,
496,45754,10,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,B,15.9691,1.0002,16.8825,16.0616,91.32173565,,,,,,,
497,45754,10,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,A,18.6767,1.0002,19.5742,18.7322,89.73205359,89.69309597,,,#DIV/0!,,#DIV/0!,
498,45754,10,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,B,16.3743,1.0004,17.2712,16.4271,89.65413834,,,,,,,
499,45754,10,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,A,19.0575,1.0001,19.994,19.1636,93.64063594,93.73093584,10.60893911,11.32941805,11.41385651,88.67058195,88.58614349,
500,45754,10,F25 0019,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,B,19.4849,1.0002,20.4233,19.5928,93.82123575,,10.78784243,11.49829497,,88.50170503,,
501,21/07/2025,11,F25-0769,AMC-ICARDA-156302,Trifolium,repens,Trifolium repens,A,,,,,90.82,90.82,10.60893911,11.32941805,11.41385651,88.67058195,88.58614349,DM promedio de otras muestras
502,21/07/2025,11,F25-0769,AMC-ICARDA-156302,Trifolium,repens,Trifolium repens,B,,,,,90.82,,10.78784243,11.49829497,,88.50170503,,DM promedio de otras muestras
503,21/07/2025,11,F25-0848,ILRI-2273-27,Trifolium ,burchellianum,Trifolium burchellianum,A,,,,,91.23,91.285,,,#DIV/0!,,#DIV/0!,
504,21/07/2025,11,F25-0848,ILRI-2273-27,Trifolium ,burchellianum,Trifolium burchellianum,B,,,,,91.34,,,,,,,
505,21/07/2025,11,F25-0845,ILRI-21682-24,Leucaena,pallida,Leucaena pallida,A,,,,,90.82,90.915,,,#DIV/0!,,#DIV/0!,
506,21/07/2025,11,F25-0845,ILRI-21682-24,Leucaena,pallida,Leucaena pallida,B,,,,,91.01,,,,,,,
507,21/07/2025,11,F25-0907,ABC-17488-1,Leucaena,leucocephala,Leucaena leucocephala,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
508,21/07/2025,11,F25-0907,ABC-17488-1,Leucaena,leucocephala,Leucaena leucocephala,B,,,,,90.82,,,,,,,DM promedio de otras muestras
509,21/07/2025,11,F25-0863,ILRI-10299-42,Erythrina,abyssinica,Erythrina abyssinica,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
510,21/07/2025,11,F25-0863,ILRI-10299-42,Erythrina,abyssinica,Erythrina abyssinica,B,,,,,90.82,,,,,,,DM promedio de otras muestras
511,21/07/2025,11,F25-0897,ABC-21694-1,Erythrina ,velutina,Erythrina velutina,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
512,21/07/2025,11,F25-0897,ABC-21694-1,Erythrina ,velutina,Erythrina velutina,B,,,,,90.82,,,,,,,DM promedio de otras muestras
513,21/07/2025,11,F25-0878,ILRI-7153-57,Panicum,coloratum,Panicum coloratum,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
514,21/07/2025,11,F25-0878,ILRI-7153-57,Panicum,coloratum,Panicum coloratum,B,,,,,90.82,,,,,,,DM promedio de otras muestras
515,21/07/2025,11,F25-0850,ILRI-13946-29,Stylosanthes,fructicosa,Stylosanthes fructicosa,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
516,21/07/2025,11,F25-0850,ILRI-13946-29,Stylosanthes,fructicosa,Stylosanthes fructicosa,B,,,,,90.82,,,,,,,DM promedio de otras muestras
517,21/07/2025,11,F25-0773,AMC-ICARDA-168125,Lathyrus,sylvestris,Lathyrus sylvestris,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
518,21/07/2025,11,F25-0773,AMC-ICARDA-168125,Lathyrus,sylvestris,Lathyrus sylvestris,B,,,,,90.82,,,,,,,DM promedio de otras muestras
519,21/07/2025,11,F25-0798,ICARDA-IFLA-ENT27,Lathyrus,sativus,Lathyrus sativus,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
520,21/07/2025,11,F25-0798,ICARDA-IFLA-ENT27,Lathyrus,sativus,Lathyrus sativus,B,,,,,90.82,,,,,,,DM promedio de otras muestras
521,21/07/2025,11,F25-0814,ICARDA-T-216004,Vicia ,narbonensis ,Vicia narbonensis L.,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
522,21/07/2025,11,F25-0814,ICARDA-T-216004,Vicia ,narbonensis ,Vicia narbonensis L.,B,,,,,90.82,,,,,,,DM promedio de otras muestras
523,21/07/2025,11,F25-0770,AMC-ICARDA-165072,Vicia ,tenuifolia,Vicia tenuifolia,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
524,21/07/2025,11,F25-0770,AMC-ICARDA-165072,Vicia ,tenuifolia,Vicia tenuifolia,B,,,,,90.82,,,,,,,DM promedio de otras muestras
525,21/07/2025,11,F25-0891,ABC-23890-1,Desmodium,heterocarpon,Desmodium heterocarpon,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
526,21/07/2025,11,F25-0891,ABC-23890-1,Desmodium,heterocarpon,Desmodium heterocarpon,B,,,,,90.82,,,,,,,DM promedio de otras muestras
527,21/07/2025,11,F25-0893,ABC-43253-1,Desmodium,scorpiurus,Desmodium scorpiurus,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
528,21/07/2025,11,F25-0893,ABC-43253-1,Desmodium,scorpiurus,Desmodium scorpiurus,B,,,,,90.82,,,,,,,DM promedio de otras muestras
529,21/07/2025,11,F25-0873,ILRI-7384-52,Chloris,gayana,Chloris gayana,A,,,,,90.82,90.915,,,#DIV/0!,,#DIV/0!,
530,21/07/2025,11,F25-0873,ILRI-7384-52,Chloris,gayana,Chloris gayana,B,,,,,91.01,,,,,,,
531,21/07/2025,11,F25-0924,ABC-16666-1,Chloris,gayana,Chloris gayana,A,,,,,90.82,89.74,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
532,21/07/2025,11,F25-0924,ABC-16666-1,Chloris,gayana,Chloris gayana,B,,,,,90.82,,,,,,,DM promedio de otras muestras
533,21/07/2025,11,F25-0923,ABC-36099-1,Cenchrus,ciliaris,Cenchrus ciliaris,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
534,21/07/2025,11,F25-0923,ABC-36099-1,Cenchrus,ciliaris,Cenchrus ciliaris,B,,,,,90.82,,,,,,,DM promedio de otras muestras
535,21/07/2025,11,F25-0874,ILRI-16791-53,Cenchrus,Purpureues,Cenchrus Purpureues,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
536,21/07/2025,11,F25-0874,ILRI-16791-53,Cenchrus,Purpureues,Cenchrus Purpureues,B,,,,,90.82,,,,,,,DM promedio de otras muestras
537,21/07/2025,11,F25-0867,ILRI-20145-46,Flemingia,macrophylla,Flemingia macrophylla,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
538,21/07/2025,11,F25-0867,ILRI-20145-46,Flemingia,macrophylla,Flemingia macrophylla,B,,,,,90.82,,,,,,,DM promedio de otras muestras
539,21/07/2025,11,F25-0899,ABC-32055-1,Flemingia,macrophylla,Flemingia macrophylla,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
540,21/07/2025,11,F25-0899,ABC-32055-1,Flemingia,macrophylla,Flemingia macrophylla,B,,,,,90.82,,,,,,,DM promedio de otras muestras
541,21/07/2025,11,F25-0883,ABC-20893-1,Cajanus,cajan,Cajanus cajan,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
542,21/07/2025,11,F25-0883,ABC-20893-1,Cajanus,cajan,Cajanus cajan,B,,,,,90.82,,,,,,,DM promedio de otras muestras
543,21/07/2025,11,F25-0869,ILRI-16555-48,Cajanus,cajan,Cajanus cajan,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
544,21/07/2025,11,F25-0869,ILRI-16555-48,Cajanus,cajan,Cajanus cajan,B,,,,,90.82,,,,,,,DM promedio de otras muestras
545,21/07/2025,11,F25-0818,ICARDA-T-216008,Hedysarum,coronarium,Hedysarum coronarium L.,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
546,21/07/2025,11,F25-0818,ICARDA-T-216008,Hedysarum,coronarium,Hedysarum coronarium L.,B,,,,,90.82,,,,,,,DM promedio de otras muestras
547,21/07/2025,11,F25-0819,ICARDA-T-216009,Hedysarum,carnosum,Hedysarum carnosum Desf.,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
548,21/07/2025,11,F25-0819,ICARDA-T-216009,Hedysarum,carnosum,Hedysarum carnosum Desf.,B,,,,,90.82,,,,,,,DM promedio de otras muestras
549,21/07/2025,11,F25-0001,Sample 1,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
550,21/07/2025,11,F25-0001,Sample 1,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,B,,,,,90.82,,,,,,,DM promedio de otras muestras
551,21/07/2025,11,F25-0002,Sample 2,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
552,21/07/2025,11,F25-0002,Sample 2,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,B,,,,,90.82,,,,,,,DM promedio de otras muestras
553,21/07/2025,11,F25-0003,Sample 3,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
554,21/07/2025,11,F25-0003,Sample 3,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,B,,,,,90.82,,,,,,,DM promedio de otras muestras
555,21/07/2025,11,F25-0004,Sample 4,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
556,21/07/2025,11,F25-0004,Sample 4,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,B,,,,,90.82,,,,,,,DM promedio de otras muestras
557,21/07/2025,11,F25-0005,Sample 5,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
558,21/07/2025,11,F25-0005,Sample 5,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,B,,,,,90.82,,,,,,,DM promedio de otras muestras
559,21/07/2025,11,F25-0006,Sample 6,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
560,21/07/2025,11,F25-0006,Sample 6,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,B,,,,,90.82,,,,,,,DM promedio de otras muestras
561,21/07/2025,11,F25-0007,Sample 7,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,A,,,,,90.82,90.82,,,#DIV/0!,,#DIV/0!,DM promedio de otras muestras
562,21/07/2025,11,F25-0007,Sample 7,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,B,,,,,90.82,,,,,,,DM promedio de otras muestras
563,21/07/2025,11,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,A,,,,,91.34432784,91.33303174,,,#DIV/0!,,#DIV/0!,
564,21/07/2025,11,F25 0017,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,B,,,,,91.32173565,,,,,,,
565,21/07/2025,11,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,A,,,,,89.73205359,89.69309597,,,#DIV/0!,,#DIV/0!,
566,21/07/2025,11,F25 0018,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,B,,,,,89.65413834,,,,,,,
