40gp_no,40gp_requisitioner,40gp_gene_bank_id,40gp_genus,40gp_species,40gp_tax_name,40gp_family,40gp_order,40gp_functional_group,40gp_ciat_id,40gp_set_ciat,40gp_batch,40gp_run,40gp_replication,40gp_ch4_8h_percentage,40gp_ch4_24h_percentage,40gp_net_gas_8h_ml,40gp_net_gas_24h_ml,40gp_gas_ml_g_dm_incubated_24h,40gp_percentage_dmd_truly_digestibility,40gp_part_fact,40gp_ch4_percentage_in_gas_8h,40gp_ch4_percentage_in_gas_24h,40gp_ch4_ml_g_dm_incubated_24h,40gp_ch4_ml_g_dmd_24h,40gp_ch4_ml_g_ndf_digested_in_24h,40gp_ch4_g_g_dm_incubated_24h,40gp_ch4_g_g_dmd_24h,40gp_remarks,40gp_remarks_2
No,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,CH4 8h %,"CH4 24h, %","Net gas 8h, ml","Net gas 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks,Remarks2
1480,Genetic bank,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24-3519,10,27,2,1,15.4,17.3,38.94029727,55.86605148,121.1820409,59.74051111,4.929815563,15.4,15.97564356,19.35961092,32.40616887,691.9258944,10.744919,17.98598439,,
1481,Genetic bank,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24-3519,10,27,2,2,15.1,17.3,38.49779389,56.30855486,122.0443022,53.66055498,4.396809519,15.1,15.79587426,19.27796453,35.92576434,-587.3802098,10.69960384,19.93942076,,
1482,Genetic bank,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24-3519,10,27,2,3,14.8,17.2,39.82530402,56.75105823,123.0771508,50.79174488,4.126821636,14.8,15.51578947,19.09639161,37.59743173,-310.4682816,10.59882773,20.86722509,,
1483,Genetic bank,ABC-22286-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24-3520,10,27,2,1,15.3,17.2,36.72778038,67.37113931,143.920931,68.08457255,4.730692894,15.3,16.16420361,23.26367232,34.16878663,199.3105785,12.91174063,18.96426774,,
1484,Genetic bank,ABC-22286-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24-3520,10,27,2,2,15,17.1,35.40027024,65.6011258,140.1677794,61.68955555,4.401122412,15,15.96677909,22.3802797,36.27887978,424.1055612,12.42144243,20.13540594,,
1485,Genetic bank,ABC-22286-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24-3520,10,27,2,3,14.8,17.2,36.72778038,64.27361566,137.331332,56.7752208,4.134178267,14.8,15.82857143,21.73758797,38.28710425,5992.950604,12.06473741,21.25000526,,
1486,Genetic bank,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3521,10,27,2,1,14.3,17.1,32.3027466,45.68847378,97.00553462,42.92852103,4.425368222,14.3,15.12033898,14.66756567,34.16741438,207.2802106,8.14075271,18.96350611,,
1487,Genetic bank,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3521,10,27,2,2,14.3,17,30.53273309,43.91846027,93.24745096,41.84569163,4.487596304,14.3,15.12292191,14.1017392,33.69938134,235.2888929,7.826709228,18.70373968,,
1488,Genetic bank,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3521,10,27,2,3,14.1,16.9,31.86024322,45.24597041,96.08522307,34.3801588,3.578090127,14.1,14.92836186,14.34394979,41.7215926,-974.3468155,7.9611403,23.15620572,,
1489,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,27,2,1,14.1,15.1,31.86024322,42.59095014,92.58219108,48.1559991,5.201432212,14.1,14.35194805,13.28734797,27.59230048,131.4081903,7.374708008,15.31420414,,
1490,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,27,2,2,14.2,15.3,31.86024322,42.14844676,91.65694631,49.70098945,5.422501126,14.2,14.46850394,13.26138888,26.68234381,113.7682172,7.360300267,14.80916245,,
1491,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,27,2,3,14.3,15.2,30.53273309,40.82093662,88.71688322,46.57983942,5.250391777,14.3,14.52682927,12.88775016,27.66808628,150.9926911,7.152924309,15.35626657,,
1492,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,27,2,1,13.8,14.7,32.74524998,42.59095014,91.53438671,44.37996991,4.848447835,13.8,14.00805195,12.82218444,28.8918277,229.0688862,7.116534202,16.03546423,,
1493,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,27,2,2,13.5,16.9,37.61278713,64.71611904,139.0291058,47.06609082,3.385340828,13.5,14.92393162,20.74860869,44.08398558,250.476819,11.5158368,24.4673747,,
1494,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,27,2,3,13.3,16.7,35.40027024,61.61859539,132.3747213,57.44234006,4.339373825,13.3,14.74667864,19.52087474,33.98342533,104.6140736,10.83442321,18.861389,,
1495,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,27,2,1,13.9,17.8,20.35515539,18.25326434,39.38624025,39.38840375,10.0005493,13.9,13.45090909,5.297807371,13.45017027,129.3202158,2.940374748,7.465077202,,
1496,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,27,2,2,13.1,18.1,21.24016215,20.02327786,43.21415314,36.61379087,8.472638756,13.1,12.7961326,5.529740336,15.10288939,418.27158,3.069101557,8.382364906,,
1497,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,27,2,3,13.8,18,21.24016215,20.02327786,43.18824019,35.24981375,8.161900922,13.8,13.54475138,5.84973976,16.5950941,-13950.64215,3.246706773,9.210564336,,
1498,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,27,2,1,13.9,16.3,27.43520944,37.2809096,78.81889387,36.04577879,4.573240885,13.9,14.53382789,11.45540238,31.78014948,-213.0033468,6.357946512,17.63853279,,
1499,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,27,2,2,13.8,16.3,27.43520944,36.39590284,76.9478222,34.24871803,4.450901539,13.8,14.41550152,11.09241448,32.38782389,-154.5959686,6.156481946,17.9758026,,
1500,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,27,2,3,13.4,16.4,28.32021619,36.39590284,76.93243879,29.82295346,3.876512161,13.4,14.0656535,10.82105027,36.28430122,-93.27796837,6.005870113,20.13841493,,
1501,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,27,2,1,13.7,17.9,44.2503378,62.06109877,135.324828,51.37463366,3.79639379,13.7,14.90534759,20.17063599,39.26185853,743.1227779,11.19505195,21.79101076,,
1502,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,27,2,2,13.7,17.6,43.80783443,61.61859539,134.306244,50.56580574,3.764963134,13.7,14.82728905,19.91397501,39.38229545,1045.090013,11.05260066,21.85785533,,
1503,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,27,2,3,13.7,17.8,43.36533105,60.73358864,132.4831513,45.98898402,3.47130813,13.7,14.87249545,19.70355064,42.84406595,-737.5898841,10.9358115,23.77919785,,
1504,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,27,2,1,14,17.5,43.80783443,66.92863593,145.3361759,55.98350026,3.852000365,14,15.20909091,22.10431112,39.48361752,107.861489,12.2682751,21.91409083,,
1505,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,27,2,2,13.8,17.5,43.80783443,66.04362917,143.3857096,55.99229828,3.905012463,13.8,15.04572864,21.57342477,38.52927177,105.2257702,11.97362399,21.38441243,,
1506,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,27,2,3,14,17.4,43.36533105,65.6011258,142.5104563,56.20485527,3.943910975,14,15.15244519,21.59381879,38.41984591,104.2444778,11.98494302,21.32367918,,
1507,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,27,2,1,15.8,18.8,29.64772633,46.13097716,99.27654939,49.38359026,4.974345963,15.8,16.87194245,16.74988227,33.91791116,286.9009329,9.296474453,18.82502751,,
1508,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,27,2,2,15.6,18.4,30.53273309,49.67100419,106.8948937,42.51852449,3.977601082,15.6,16.67884187,17.82883029,41.93191204,-1736.25652,9.895309268,23.27293665,,
1509,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,27,2,3,16,18.6,28.76271957,46.57348054,100.2288424,51.83693665,5.171858259,16,16.99429929,17.03318945,32.85917447,205.4281039,9.453714839,18.23741033,,
1510,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,27,2,1,15.6,18.7,28.76271957,44.80346703,95.63173325,51.12059765,5.345568455,15.6,16.70987654,15.97994456,31.259307,235.0525054,8.869145702,17.34945621,,
1511,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,27,2,2,15.4,18.8,29.64772633,46.57348054,99.35016693,48.99538399,4.931585472,15.4,16.63562945,16.52752563,33.73282193,353.6628176,9.173062669,18.72229978,,
1512,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,27,2,3,15.9,19,28.76271957,44.36096365,94.61153308,57.17406864,6.043033738,15.9,16.99002494,16.07452306,28.11505888,125.0747943,8.921638406,15.6043441,,
1513,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,27,2,1,12.7,16.4,32.74524998,40.37843325,84.93480621,45.87772758,5.401522607,12.7,13.39945205,11.38079864,24.80680547,146.2834454,6.316540143,13.76820622,,
1514,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,27,2,2,12.3,16.4,34.07276011,42.14844676,88.67569676,40.24952325,4.538957654,12.3,13.0855643,11.60371532,28.82944787,539.266457,6.44026276,16.00084235,,
1515,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,27,2,3,12.4,16.3,33.18775335,41.70594338,87.7271834,47.03463586,5.361466541,12.4,13.19655172,11.57696313,24.61369781,129.5415605,6.425414833,13.66102813,,
1516,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,27,2,1,14.4,17.6,33.63025673,49.67100419,107.0875525,40.32366564,3.765485781,14.4,15.43340757,16.52725844,40.98649808,-275.7492637,9.172914373,22.74821554,,
1517,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,27,2,2,13.8,17.6,34.51526349,50.11350756,108.0847785,54.27585463,5.021600208,13.8,14.98278146,16.19410615,29.83666727,203.4791556,8.988009091,16.55986654,,
1518,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,27,2,3,14.1,17.2,33.63025673,50.55601094,108.9955713,46.20937347,4.239564317,14.1,15.13785558,16.49959217,35.70615858,-15295.21041,9.157559114,19.81753576,,
1519,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,27,2,1,13.5,16.3,38.94029727,54.53854134,117.3998984,60.04766426,5.114796951,13.5,14.30081136,16.78913801,27.95968539,-693.5787416,9.318262065,15.51810912,,
1520,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,27,2,2,13.9,16.2,37.61278713,52.76852783,113.6351866,83.56906078,7.354153526,13.9,14.560587,16.5459502,19.79913385,78.41406425,9.183288625,10.98886183,,
1521,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,27,2,3,13.9,16.5,38.49779389,53.21103121,114.6110198,63.85762748,5.571683037,13.9,14.61891892,16.75489205,26.23788687,1205.9868,9.299254967,14.56248115,,
1522,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,27,2,1,13.4,19.1,35.84277362,48.78599743,106.5100777,51.48907367,4.83419736,13.4,14.9122449,15.88304363,30.84740607,51.427529,8.81536401,17.12084406,,
1523,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,27,2,2,13.9,19.1,35.84277362,48.78599743,106.531367,39.88421499,3.74389404,13.9,15.27959184,16.27755805,40.81203067,84.42951866,9.034326338,22.65138311,,
1524,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,27,2,3,13.7,19.2,34.51526349,47.01598392,102.7073417,36.27756122,3.532129314,13.7,15.16235294,15.57284964,42.92694745,99.36220829,8.643200977,23.82519851,,
1525,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,27,2,1,12.9,17,27.43520944,31.08586231,68.3222733,32.52579679,4.760643232,12.9,13.38149466,9.142541354,28.10858535,110.3841078,5.074268627,15.60075118,,
1526,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,27,2,2,13.1,17,25.66519593,27.98833866,61.55126118,30.41809565,4.941912654,13.1,13.42371542,8.262466135,27.1629961,133.8099176,4.585811654,15.07593278,,
1527,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,27,2,3,,,,,,,,,,,,,,,,
1528,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,27,2,1,12,16.7,30.09022971,34.62588933,74.9256469,34.73792142,4.636319185,12,12.61565495,9.452361084,27.21049705,74.87799339,5.246223937,15.10229664,,
1529,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,27,2,2,13.1,16.6,27.87771282,36.39590284,78.83446763,54.73005902,6.942402311,13.1,13.91914894,10.97308696,20.04947036,33.6434482,6.09025311,11.12780293,,
1530,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,27,2,3,12.8,16.5,28.32021619,35.95339947,77.87599386,37.92169816,4.869497811,12.8,13.58553846,10.5798731,27.89925982,66.92961909,5.872012612,15.48457189,,
1531,Genetic bank,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3506,10,28,3,1,12.9,16.7,35.99027475,77.47496644,165.8797265,61.03243201,3.679318341,12.9,14.93474536,24.77371475,40.59106599,107.2855855,13.7498403,22.52874389,,
1532,Genetic bank,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3506,10,28,3,2,14.1,16.6,35.10526799,77.03246306,165.0312529,71.63515612,4.340702435,14.1,15.4606989,25.5149851,35.61796536,75.72538592,14.16125816,19.768587,,
1533,Genetic bank,ABC-19895-1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3506,10,28,3,3,14.1,16.7,37.31778488,78.80247657,168.7895008,78.7734596,4.666964428,14.1,15.46874123,26.10961109,33.14518777,63.94336531,14.49128588,18.39615266,,
1534,Genetic bank,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3507,10,28,3,1,14.6,16.7,38.64529502,81.45749684,172.6089304,63.80737629,3.696643976,14.6,15.70371209,27.10600947,42.48099679,190.6307065,15.04430422,23.57768818,,
1535,Genetic bank,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3507,10,28,3,2,14.6,16.9,38.64529502,80.57249009,170.6312375,71.30468147,4.178876185,14.6,15.79684211,26.95434717,37.80165146,124.119631,14.96012901,20.98057057,,
1536,Genetic bank,ABC-20093-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3507,10,28,3,3,14.5,17.6,39.53030177,76.14745631,161.2601855,71.11408526,4.409897274,14.5,15.99070218,25.786636,36.2609403,119.7939261,14.31202912,20.12544922,,
1537,Genetic bank,ABC-20113-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3508,10,28,3,1,12.9,17.5,37.76028826,76.58995968,161.7259863,58.57075962,3.621604727,12.9,15.23211363,24.63428599,42.05901741,352.0147294,13.67245492,23.34348233,,
1538,Genetic bank,ABC-20113-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3508,10,28,3,2,12.9,17.6,37.76028826,74.37744279,157.1797185,63.73626374,4.054992867,12.9,15.213882,23.9131369,37.51888721,196.5960779,13.2722047,20.82363152,,
1539,Genetic bank,ABC-20113-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3508,10,28,3,3,12.8,17,37.31778488,80.57249009,170.203453,69.85567565,4.104245502,12.8,15.05473684,25.62368195,36.68088772,140.150315,14.2215868,20.3585273,,
1540,Genetic bank,ABC-20125-1,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,F24-3509,10,28,3,1,15.1,17.2,32.8927511,70.83741577,151.501687,61.88793687,4.084966848,15.1,16.22488287,24.58097126,39.71851787,401.8619006,13.64286433,22.04446459,,
1541,Genetic bank,ABC-20125-1,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,F24-3509,10,28,3,2,15.2,17.1,32.00774435,70.83741577,151.3806067,53.69088904,3.546748174,15.2,16.24148881,24.5864643,45.79261908,-1181.884121,13.64591306,25.41569585,,
1542,Genetic bank,ABC-20125-1,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,F24-3509,10,28,3,3,15.2,19.6,32.45024772,66.85488537,142.8698802,51.78894585,3.624903007,15.2,17.46431329,24.95124349,48.17870508,-626.5661349,13.84837182,26.74001486,,
1543,Genetic bank,ABC-20298-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3510,10,28,3,1,14.5,19.6,30.68023421,66.85488537,142.7246401,57.90090901,4.056826416,14.5,17.25956977,24.63365884,42.54451141,2483.375676,13.67210684,23.6129399,,
1544,Genetic bank,ABC-20298-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3510,10,28,3,2,13.5,19.1,34.22026124,70.39491239,150.3120961,54.92446485,3.654028271,13.5,16.37773704,24.61771983,44.82104631,-1240.498829,13.66326042,24.87645615,,
1545,Genetic bank,ABC-20298-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3510,10,28,3,3,14.1,16.1,32.45024772,67.29738874,143.5258179,56.10882699,3.909319439,14.1,15.13561644,21.72351729,38.71675537,-2714.966187,12.05692793,21.48846907,,
1546,Genetic bank,ABC-20305-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3511,10,28,3,1,12.5,16.6,40.41530853,77.91746982,166.5548975,58.63780902,3.520629528,12.5,14.47335542,24.10608228,41.11013472,-1447.641023,13.37929273,22.81683602,,
1547,Genetic bank,ABC-20305-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3511,10,28,3,2,12.6,16.3,40.41530853,75.70495293,161.6638321,65.3844218,4.044468138,12.6,14.32474428,23.15793054,35.41811627,455.7378081,12.8530521,19.6576673,,
1548,Genetic bank,ABC-20305-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3511,10,28,3,3,12.3,18.7,41.30031528,73.04993266,156.0565277,63.7042731,4.082128062,12.3,15.08162544,23.53586099,36.94549807,691.9734328,13.06281004,20.50539062,,
1549,Genetic bank,ABC-20803-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3512,10,28,3,1,13.7,19.1,33.77775786,65.96987861,141.159785,40.27926558,2.853451893,13.7,16.33510341,23.05859686,57.24681551,-226.3412115,12.79792019,31.77297304,,
1550,Genetic bank,ABC-20803-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3512,10,28,3,2,13.5,19.3,35.10526799,66.85488537,143.1106752,55.15408292,3.853946104,13.5,16.25444015,23.26183906,42.17609618,496.2759253,12.91072313,23.40846307,,
1551,Genetic bank,ABC-20803-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3512,10,28,3,3,14.3,18.1,32.00774435,69.06740226,147.8468255,54.0409623,3.655199367,14.3,16.33897491,24.15665572,44.70063946,675.8696909,13.40736186,24.80962827,,
1552,Genetic bank,ABC-21031-1,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,F24-3513,10,28,3,1,13.8,17.7,33.33525448,69.95240901,148.6131756,58.69991935,3.949846244,13.8,15.84148656,23.54253624,40.10659043,446.5166568,13.06651492,22.25985158,,
1553,Genetic bank,ABC-21031-1,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,F24-3513,10,28,3,2,13.6,17.7,32.8927511,61.98734821,131.7441411,39.5766065,3.004050591,13.6,15.52439024,20.45247459,51.67819175,-147.6625004,11.35147725,28.68229051,,
1554,Genetic bank,ABC-21031-1,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,F24-3513,10,28,3,3,13.6,18.6,30.23773083,58.44732118,124.2203829,54.17768682,4.361416825,13.6,16.01324921,19.89171949,36.71570467,2651.326888,11.04024846,20.37785131,,
1555,Genetic bank,ABC-21128-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24-3514,10,28,3,1,15.1,18.3,31.56524097,58.88982456,125.8955565,51.85640381,4.119001913,15.1,16.58478397,20.87950608,40.26408417,-484.698484,11.58848711,22.34726332,,
1556,Genetic bank,ABC-21128-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24-3514,10,28,3,2,15.2,18.3,33.77775786,61.98734821,132.5439717,48.31868295,3.645483256,15.2,16.6107674,22.01657084,45.56533725,-280.628467,12.21957773,25.2895505,,
1557,Genetic bank,ABC-21128-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24-3514,10,28,3,3,15.3,22.3,32.45024772,69.95240901,149.5752018,58.8388352,3.933729287,15.3,19.05276753,28.49821549,48.43436378,1065.473124,15.81700264,26.88190986,,
1558,Genetic bank,ABC-21212-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3515,10,28,3,1,13.4,23.2,39.53030177,76.14745631,162.456682,58.39775281,3.594666103,13.4,18.11254237,29.42503537,50.38727341,-1647.111753,16.33140372,27.96580849,,
1559,Genetic bank,ABC-21212-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3515,10,28,3,2,13.1,23.1,38.64529502,79.24497995,169.1326884,62.41494861,3.690294832,13.1,18.22331317,30.82157949,49.38172693,1381.679324,17.10650986,27.4077128,,
1560,Genetic bank,ABC-21212-1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3515,10,28,3,3,12.9,18.6,37.31778488,79.24497995,169.1665082,71.24520863,4.211543371,12.9,15.91577478,26.92416045,37.7908367,243.415396,14.94337487,20.97456819,,
1561,Genetic bank,ABC-21263-1,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,F24-3516,10,28,3,1,14.6,17.7,36.43277813,75.70495293,163.4142091,55.20973586,3.378515013,14.6,16.20813444,26.4863947,47.97413768,-646.6713535,14.7004073,26.62647642,,
1562,Genetic bank,ABC-21263-1,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,F24-3516,10,28,3,2,13.7,17.7,38.64529502,77.03246306,166.3129646,52.80429496,3.174995713,13.7,15.69329823,26.09998952,49.42777769,-401.4613771,14.48594574,27.43327177,,
1563,Genetic bank,ABC-21263-1,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,F24-3516,10,28,3,3,14.7,15.4,37.31778488,71.72242253,154.8176506,63.951932,4.130790756,14.7,15.03578406,23.27804763,36.39928757,500.991946,12.91971917,20.20223434,,
1564,Genetic bank,ABC-21514-1,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3517,10,28,3,1,14.1,15.3,27.58271056,59.77483132,127.664599,26.06004364,2.041289742,14.1,14.74626774,18.82576358,72.23995414,-104.6178099,10.44862449,40.09442438,,
1565,Genetic bank,ABC-21514-1,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3517,10,28,3,2,13.6,15.3,27.58271056,62.87235496,134.4144414,26.45644041,1.968273657,13.6,14.55419355,19.56293796,73.94395337,-111.1631545,10.85776903,41.04017343,,
1566,Genetic bank,ABC-21514-1,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3517,10,28,3,3,13.5,18.2,27.14020719,48.71224687,104.0791813,25.38950173,2.439440955,13.5,15.58137774,16.21697039,63.87273984,-86.88280235,9.000699136,35.45047567,,
1567,Genetic bank,ABC-21565-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3518,10,28,3,1,12.3,18.1,36.43277813,58.00481781,125.1011894,56.88680922,4.547263658,12.3,14.45702479,18.08590997,31.79280086,119.1100889,10.03799294,17.64555453,,
