no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,sampling_stage,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,sampling stage,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
2711,ICARDA,496,,31,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.5,134.8,11.84,19.2,12.4,14.24,285.16,87.35,7.62,46.48
2712,ICARDA,496,,31,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,108.5,148.8,13.45,20.84,12.4,14,313.65,85.73,8.24,51.21
2713,ICARDA,497,,29,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,122.5,106.1,12.5,9.88,10.2,9.32,224.99,84.09,3.88,24.93
2512,ICARDA,497,,29,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,122.5,105.1,12.99,10.22,10.6,9.72,223.44,84.05,4.02,25.84
2513,ICARDA,497,,29,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,106.5,86.6,11.93,8.6,11.2,9.93,183.02,87.55,3.36,20.77
2514,ICARDA,497,,30,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,119.1,80.8,14.65,7.95,12.3,9.84,172.42,81.48,3.14,20.82
2613,ICARDA,497,,30,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,119.1,90.3,13.22,8.42,11.1,9.32,193.61,80.71,3.34,22.35
2614,ICARDA,497,,30,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,118.1,87.8,12.04,6.96,10.2,7.93,188.89,72.73,2.77,20.59
2615,ICARDA,497,,31,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,97.5,145.8,12.19,21.03,12.5,14.42,309.79,82.75,8.26,53.99
2714,ICARDA,497,,31,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,101.5,139.8,12.48,19.46,12.3,13.92,295.87,81.02,7.62,50.82
2715,ICARDA,497,,31,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,101.5,149.8,12.59,21.43,12.4,14.3,319.23,83.89,8.44,54.43
2716,ICARDA,498,,29,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.5,69.1,10.55,6.63,11.4,9.6,145.7,86.02,2.42,16.27
2515,ICARDA,498,,29,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,101.5,40.6,11.57,1.22,11.4,2.99,,82.72,0.45,
2516,ICARDA,498,,29,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,103.5,38.6,11.8,0.7,11.4,1.81,,85.64,0.26,
2517,ICARDA,498,,30,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,100.1,61.8,11.11,4.72,11.1,7.64,131.28,80.93,1.74,12.39
2617,ICARDA,498,,30,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,100.1,65.3,9.11,3.93,9.1,6.02,,,1.44,
2717,ICARDA,498,,31,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,81.5,113.8,9.62,15.53,11.8,13.65,243.82,85.26,5.76,39.02
2718,ICARDA,498,,31,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,137.5,174.8,17.6,24.51,12.8,14.02,374.77,82.47,9.1,63.7
2719,ICARDA,499,,29,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,121.5,108.6,14.22,12.06,11.7,11.11,230.7,85.55,4.85,29.95
2518,ICARDA,499,,29,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,96.5,83.1,11.97,9.79,12.4,11.79,176.9,83.73,3.95,24.9
2519,ICARDA,499,,29,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,129.5,117.1,15.8,13.68,12.2,11.68,248.56,79.13,5.5,36.69
2520,ICARDA,499,,30,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,99.1,62.3,9.91,4.43,10,7.11,134.55,83.38,1.81,11.48
2619,ICARDA,499,,30,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,117.6,91.8,15.29,10.78,13,11.74,196.66,76.62,4.37,30.13
2620,ICARDA,499,,30,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,116.1,82.3,15.67,9.63,13.5,11.7,177.16,64.54,3.92,32.11
2621,ICARDA,499,,31,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,89.5,132.8,10.83,18.5,12.1,13.93,288.17,84.77,7.6,47.34
2720,ICARDA,499,,31,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,90.5,130.8,10.77,17.91,11.9,13.69,277.81,84.01,7.2,45.26
2721,ICARDA,499,,31,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,91.5,134.8,11.35,19.02,12.4,14.1,291.34,84.77,7.78,48.47
2722,ICARDA,500,,29,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,118.5,95.6,13.75,9.87,11.6,10.33,200.89,81.15,3.03,25.57
2521,ICARDA,500,,29,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,109.5,83.1,12.81,8.48,11.7,10.21,175.8,78.08,2.62,22.98
2522,ICARDA,500,,29,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,126.5,110.6,15.94,13.09,12.6,11.84,233.16,77.31,4.03,35.7
2523,ICARDA,500,,30,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,139.1,123.8,21.7,18.49,15.6,14.93,263.38,72.92,5.74,53.94
2622,ICARDA,500,,30,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,138.1,130.8,20.99,19.46,15.2,14.87,278.05,66.87,6.03,61.85
2623,ICARDA,500,,30,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,139.1,126.8,21.42,18.85,15.4,14.86,270.2,67.17,5.86,59.77
2624,ICARDA,500,,31,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,88.5,127.8,11.06,18.26,12.5,14.28,269.05,76.7,5.61,50.11
2723,ICARDA,500,,31,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,88.5,125.8,11.06,17.86,12.5,14.19,266.73,73.69,5.52,51.36
2724,ICARDA,500,,31,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,86.5,121.8,10.9,17.29,12.6,14.2,257.08,72.65,5.32,50.23
2725,ICARDA,501,,29,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,132.5,107.6,16.43,11.72,12.4,10.89,230.79,83.7,4.12,30.04
2840,ICARDA,501,,29,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.5,75.6,11.15,7.67,11.8,10.15,161.44,82.06,2.69,19.97
2842,ICARDA,501,,30,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,132.1,117.3,21.27,18.18,16.1,15.5,253.92,61.31,6.45,64.18
2941,ICARDA,501,,30,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,134.1,83.3,21.86,10.84,16.3,13.01,,75.3,3.84,
2942,ICARDA,501,,30,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,135.1,126.8,21.07,19.33,15.6,15.24,271.17,59.83,6.77,69.09
2943,ICARDA,501,,31,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.5,129.8,11.22,17.61,12,13.57,278.3,84.01,6.19,44.94
3036,ICARDA,501,,31,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.5,133.8,11.17,17.84,11.7,13.33,285.86,83.06,6.25,45.88
3037,ICARDA,501,,31,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,98.5,135.8,12.12,18.76,12.3,13.81,289.96,83.48,6.56,47.97
3038,ICARDA,502,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,114.4,101.8,12.47,10.27,10.9,10.09,219.36,64.99,3.94,34.06
2843,ICARDA,502,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,115.4,102.8,12.58,10.43,10.9,10.15,219.28,87.41,3.96,25.46
2844,ICARDA,502,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,120.4,107.8,13.49,11.38,11.2,10.57,232.25,64.44,4.36,38.08
2845,ICARDA,502,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,134.5,116,17.89,14.48,13.3,12.49,246.29,73.18,5.47,42.02
2846,ICARDA,502,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,133.5,110,18.02,13.72,13.5,12.47,235.45,83.39,5.22,35.22
2847,ICARDA,502,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,133.5,112,18.29,14.33,13.7,12.8,239.87,80.9,5.46,37.95
2848,ICARDA,502,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,112.7,105.3,16.11,14.8,14.3,14.05,225.01,80.15,5.62,39.44
2849,ICARDA,502,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,124.2,111.8,17.01,14.83,13.7,13.26,237.86,83.79,5.61,37.64
2850,ICARDA,502,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,124.2,107.8,16.76,13.86,13.5,12.85,229.44,80.32,5.24,36.7
2851,ICARDA,503,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,90.4,89.8,12.3,12.19,13.6,13.58,190.04,35.16,3.53,73.41
2852,ICARDA,503,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,81.4,75.8,11.07,10.17,13.6,13.43,159.67,29.98,2.93,71.52
2853,ICARDA,503,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,90.4,88.8,12.21,11.94,13.5,13.45,184.46,30.98,3.39,80.09
2854,ICARDA,504,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,93.9,89.3,12.3,11.55,13.1,12.94,188.1,24.91,3.4,97.75
2855,ICARDA,504,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,82.9,92.3,10.86,12.34,13.1,13.37,192.47,7.7,3.59,334.46
2856,ICARDA,504,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,85.9,87.3,10.74,10.95,12.5,12.55,184.18,38.95,3.23,59.36
2857,ICARDA,505,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,117.4,105.8,13.27,11.3,11.3,10.68,223.69,28.48,3.81,83.9
2858,ICARDA,505,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,120.4,112.8,13.61,12.32,11.3,10.93,234.61,55.62,4.09,46.09
2859,ICARDA,505,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,113.4,98.8,12.93,10.44,11.4,10.57,208.35,44.74,3.51,49.21
2860,ICARDA,506,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,89.4,71.8,10.64,7.83,11.9,10.92,150.26,32.9,#VALUE!,49.85
2861,ICARDA,506,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,83.9,72.3,10.41,8.55,12.4,11.83,150.41,41.38,#VALUE!,43.02
2862,ICARDA,506,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,97.9,90.3,11.46,10.24,11.7,11.35,188.52,31.36,#VALUE!,68.24
2863,ICARDA,507,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,108.9,102.3,12.42,11.34,11.4,11.09,214.59,16.32,#VALUE!,145.84
2864,ICARDA,507,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,107.9,99.3,12.09,10.72,11.2,10.8,209.3,37.26,#VALUE!,60.65
2865,ICARDA,507,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,76.9,50.3,8.77,4.58,11.4,9.12,,27.8,#VALUE!,34.5
2866,ICARDA,508,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,98.4,86.8,11.81,9.98,12,11.5,183.39,17.07,#VALUE!,
2867,ICARDA,508,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,93.9,84.3,11.08,9.55,11.8,11.34,176.83,18.98,#VALUE!,105.65
2868,ICARDA,508,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,54.9,7.2,6.48,-0.96,11.8,-13.18,,16.17,#VALUE!,
2869,ICARDA,509,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,69.9,22.3,9.02,1.82,12.9,8.19,,29.05,#VALUE!,
2870,ICARDA,509,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,89.9,83.3,11.24,10.19,12.5,12.24,172.53,29.41,#VALUE!,71.82
2872,ICARDA,510,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,91.4,83.8,11.43,10.23,12.5,12.22,174.17,27.65,#VALUE!,76.95
2873,ICARDA,510,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,88.9,78.8,11.29,9.68,12.7,12.29,165.17,29.32,#VALUE!,69.22
2874,ICARDA,510,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,93.4,88.8,12.7,11.96,13.6,13.47,185.7,31.39,#VALUE!,79.71
2875,ICARDA,511,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,89.4,33.8,6.44,-2.36,7.2,-6.98,,40.07,#VALUE!,
2876,ICARDA,511,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,88.4,81.3,11.49,10.38,13,12.77,170.4,19.13,#VALUE!,113.77
2877,ICARDA,511,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,92.4,80.8,10.91,9.07,11.8,11.24,169.12,3.05,#VALUE!,622.82
2878,ICARDA,512,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,109.4,98.8,12.04,10.34,11,10.47,202.95,47.84,#VALUE!,44.42
2879,ICARDA,512,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,105.9,95.3,11.33,9.66,10.7,10.14,197.86,45.6,#VALUE!,44
2880,ICARDA,512,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,109.4,99.8,12.36,10.84,11.3,10.86,207.29,93.66,#VALUE!,24.04
2881,ICARDA,513,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,101.4,94.3,12.37,11.22,12.2,11.9,195.1,42.93,#VALUE!,54.1
2882,ICARDA,513,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,102.4,98.8,12.49,11.9,12.2,12.06,205.99,37.59,#VALUE!,66.07
2883,ICARDA,513,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,100.9,92.8,11.81,10.5,11.7,11.32,191.58,31.55,#VALUE!,68.75
2884,ICARDA,514,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,88.9,79.3,10.76,9.22,12.1,11.64,165.59,38.69,#VALUE!,49.8
2885,ICARDA,514,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,89.9,80.3,11.24,9.7,12.5,12.09,167.88,38.35,#VALUE!,52.93
2886,ICARDA,514,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,90.9,81.3,11.27,9.75,12.4,12,169.23,46.03,#VALUE!,44.1
2887,ICARDA,515,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,94.9,86.3,11.48,10.12,12.1,11.74,179.09,39.89,#VALUE!,52.71
2888,ICARDA,515,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,90.4,83.8,10.85,9.8,12,11.7,173.05,51.71,#VALUE!,39.14
2889,ICARDA,515,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,92.4,83.3,11.18,9.72,12.1,11.68,173.35,33.04,#VALUE!,61.3
2890,ICARDA,516,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,90.9,84.3,11.09,10.02,12.2,11.89,176.28,53.17,#VALUE!,39.42
2891,ICARDA,516,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,92.9,81.8,11.52,9.74,12.4,11.91,168.64,48.18,#VALUE!,41.68
2892,ICARDA,516,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,74.9,49.3,9.44,5.31,12.6,10.78,,49.85,#VALUE!,
2893,ICARDA,517,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,95.4,88.8,12.02,10.96,12.6,12.35,188.1,46.8,#VALUE!,49.64
2894,ICARDA,517,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,95.4,91.8,11.64,11.12,12.2,12.12,193.84,43.47,#VALUE!,54.05
2895,ICARDA,517,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,93.4,80.8,11.4,9.45,12.2,11.7,169.65,33.17,#VALUE!,59.83
2896,ICARDA,517,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,91.4,88.8,11.61,11.18,12.7,12.6,186.46,33.17,#VALUE!,70.82
2897,ICARDA,518,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,88.9,82.8,11.38,10.4,12.8,12.57,173.72,44.31,#VALUE!,49.28
2898,ICARDA,518,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,85.4,78.8,10.42,9.38,12.2,11.91,166.54,41.84,#VALUE!,47.41
2899,ICARDA,519,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,97.9,93.3,12.04,11.24,12.3,12.05,198.06,48.6,#VALUE!,49.13
2900,ICARDA,519,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,98.9,97.3,12.66,12.37,12.8,12.72,206.64,45.63,#VALUE!,57.6
2901,ICARDA,519,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,97.9,92.3,12.63,11.65,12.9,12.63,194.15,54.83,#VALUE!,44.72
2902,ICARDA,520,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,88.9,80.8,10.85,9.5,12.2,11.77,168.55,30.6,#VALUE!,64.81
2903,ICARDA,520,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,90.9,86.8,11.46,10.75,12.6,12.39,183.39,46.2,#VALUE!,49.2
2904,ICARDA,520,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,89.9,86.3,11.24,10.63,12.5,12.32,181.28,49.03,#VALUE!,45.56
2905,ICARDA,521,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,98.9,94.8,12.66,12,12.8,12.66,199.63,48.87,#VALUE!,51.73
2906,ICARDA,521,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,99.9,93.3,12.69,11.64,12.7,12.49,195.42,42.03,#VALUE!,58.05
2907,ICARDA,521,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,54.9,4.7,6.7,-0.78,12.2,-16.32,,37.22,#VALUE!,
2908,ICARDA,522,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,101.4,95.8,12.47,11.57,12.3,12.08,198.23,48.49,#VALUE!,49.38
2909,ICARDA,522,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,67.9,56.8,8.83,7.04,13,12.41,118.61,24.53,#VALUE!,60
2910,ICARDA,522,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,99.9,95.3,12.19,11.43,12.2,12,199.47,43.6,#VALUE!,54.89
2911,ICARDA,523,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,81.4,53.8,10.67,6.13,13.1,11.4,111.47,33.85,#VALUE!,37.55
2912,ICARDA,523,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,98.9,92.3,12.27,11.19,12.4,12.13,191.88,29.03,#VALUE!,80.19
2913,ICARDA,523,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,94.9,86.3,11.39,10,12,11.6,178.33,47.46,#VALUE!,43.58
2914,ICARDA,524,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,100.4,95.8,12.05,11.31,12,11.81,199.74,46.22,#VALUE!,51.06
2915,ICARDA,524,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,98.9,88.3,11.97,10.28,12.1,11.65,185.06,40.34,#VALUE!,53.45
2916,ICARDA,524,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,96.9,89.3,11.53,10.35,11.9,11.6,185.85,38.51,#VALUE!,55.98
2918,ICARDA,525,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,96.9,87.3,11.73,10.22,12.1,11.71,180.73,35.42,#VALUE!,59.77
2919,ICARDA,525,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,70.9,58.8,8.86,6.95,12.5,11.84,120.14,42.11,#VALUE!,33.77
2920,ICARDA,526,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,95.4,88.8,11.93,10.87,12.5,12.24,183.7,19.13,#VALUE!,117.59
2921,ICARDA,526,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,88.9,84.8,10.94,10.29,12.3,12.14,176.26,27.75,#VALUE!,77.13
2922,ICARDA,526,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,95.4,77.3,11.45,8.74,12,11.32,160.22,26.14,#VALUE!,69.36
2923,ICARDA,527,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,99.4,90.3,11.93,10.5,12,11.63,185.55,45.29,#VALUE!,47.66
2924,ICARDA,527,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,99.4,88.8,12.13,10.45,12.2,11.78,184.24,38.66,#VALUE!,56.14
2925,ICARDA,527,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,96.9,85.3,11.63,9.85,12,11.55,177.12,31.23,#VALUE!,65.49
2926,ICARDA,528,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,100.9,90.3,12.21,10.57,12.1,11.71,185.31,46,#VALUE!,47.18
1850,ICARDA,528,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,97.4,86.3,11.3,9.59,11.6,11.12,179.53,35.95,#VALUE!,55.54
1851,ICARDA,528,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,98.9,87.3,11.67,9.91,11.8,11.36,179.97,44.99,#VALUE!,45.44
1852,ICARDA,529,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,101.9,94.3,12.84,11.61,12.6,12.32,196.72,65.81,#VALUE!,36.84
1854,ICARDA,529,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,104.4,96.8,13.37,12.12,12.8,12.52,203.18,54.01,#VALUE!,47.11
1855,ICARDA,530,,33,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,104.4,71.8,11.69,6.4,11.2,8.92,150.13,36.72,#VALUE!,36.48
1856,ICARDA,530,,33,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,107.9,101.3,12.41,11.35,11.5,11.21,211.06,48.74,#VALUE!,48.54
1857,ICARDA,530,,33,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,2nd cut,105.4,91.8,11.91,9.78,11.3,10.66,190.2,49.69,#VALUE!,40.8
2944,ICARDA,634,,22,1,,,sulla sample 1,,,,,50.7,90.3,5.98,12.92,11.8,14.3,,#N/A,#N/A,
2945,ICARDA,634,,22,2,,,sulla sample 1,,,,,44.7,83.3,5.27,12,11.8,14.4,,#N/A,#N/A,
2946,ICARDA,635,,22,1,,,sulla sample 2,,,,,51.7,91.3,6.05,12.79,11.7,14,193.05,29.62,6.55,91.27
3039,ICARDA,635,,22,2,,,sulla sample 2,,,,,25.7,66.3,3.31,9.78,12.9,14.74,139.76,58.58,5,35.17
3040,ICARDA,636,,22,2,,,sulla sample 3,,,,,53.7,98.8,6.12,13.98,11.4,14.14,210.25,14.46,8.35,205.61
3041,ICARDA,637,,22,1,,,sulla sample 3,,,,,49.7,94.3,6.16,13.71,12.4,14.53,202.82,40.14,8.19,73.42
4451,ICARDA,637,,22,2,,,sulla sample 4,,,,,45.7,89.3,5.66,13.04,12.4,14.6,191.09,73.26,7.76,38.08
2947,ICARDA,637,,22,1,,,sulla sample 4,,,,,54.7,101.3,6.4,14.33,11.7,14.14,217.14,74.26,8.54,41.35
2948,ICARDA,702,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92.5,63,13.69,8.65,14.8,13.72,131.31,40.08,2.55,44.96
