no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
4409,CIAT,F25-1665,CIAT-8816,2,1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,47.72,84.67,6.87,13.19,14.4,15.58,25.53,71.6,31.92,35.66
4410,CIAT,F25-1665,CIAT-8816,2,2,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,47.27,85.11,6.57,12.97,13.9,15.23,25.55,58.69,0.98,43.53
4411,CIAT,F25-1665,CIAT-8816,2,3,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,49.04,87.76,6.87,13.49,14,15.37,27.5,72.55,34.21,37.91
4412,CIAT,F25-0017,Hohenheimer Heustandard,2,1,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,22.94,47.5,3.44,7.66,15,16.14,15.24,75.29,NA,20.24
4413,CIAT,F25-0017,Hohenheimer Heustandard,2,2,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,22.49,45.73,3.37,7.39,15,16.17,14.23,49.95,NA,28.48
4414,CIAT,F25-0017,Hohenheimer Heustandard,2,3,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,20.72,44.4,3.13,7.25,15.1,16.33,14.26,50.17,NA,28.42
4415,CIAT,F25-0018,Homenheim Concentrate,2,1,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,30.02,57.23,4.68,9.55,15.6,16.69,20.25,63.74,NA,31.76
4416,CIAT,F25-0018,Homenheim Concentrate,2,2,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,29.57,56.79,4.79,9.77,16.2,17.21,19.98,79.12,NA,25.25
4417,CIAT,F25-0018,Homenheim Concentrate,2,3,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,30.9,55.46,4.85,9.32,15.7,16.81,19.21,53.41,NA,35.96
4418,CIAT,F25-0008,Sample 8,2,1,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,22.94,59.89,3.44,9.76,15,16.3,19.01,38.56,NA,49.3
4419,CIAT,F25-0008,Sample 8,2,2,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,21.17,58.56,3.17,9.46,15,16.15,17.7,25.01,NA,70.75
4420,CIAT,F25-0008,Sample 8,2,3,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,21.61,59.44,3.22,9.65,14.9,16.24,19.51,33.98,NA,57.41
4421,CIAT,BLANK 24 H,BLANK 24 H,2,1,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4422,CIAT,BLANK 24 H,BLANK 24 H,2,2,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4423,CIAT,BLANK 24 H,BLANK 24 H,3,1,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4424,CIAT,BLANK 24 H,BLANK 24 H,3,2,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4425,CIAT,F25-2107,CIAT-BR12_0255,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,33.41,82.42,3.88,10.69,11.6,12.97,22.65,60.23,30.65,37.61
4426,CIAT,F25-2107,CIAT-BR12_0255,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.64,76.66,3.83,10.63,12.1,13.86,21.93,59.03,28.56,37.15
4427,CIAT,F25-2107,CIAT-BR12_0255,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,32.97,81.09,3.92,11.05,11.9,13.62,22.6,56.71,24.5,39.85
4428,CIAT,F25-2108,CIAT-BR12_0461,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,85.51,3.51,11.61,11.4,13.58,22.96,59.2,32.88,38.79
4429,CIAT,F25-2108,CIAT-BR12_0461,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,32.08,86.84,4.01,12.28,12.5,14.14,25.28,53.31,23.19,47.42
4430,CIAT,F25-2108,CIAT-BR12_0461,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,28.98,79.32,3.59,11.14,12.4,14.05,22.08,55.89,27.44,39.51
4431,CIAT,F25-2109,CIAT-BR12_1620,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,34.29,83.3,4.05,10.91,11.8,13.09,21.24,54.98,25.42,38.63
4432,CIAT,F25-2109,CIAT-BR12_1620,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,79.76,3.72,10.83,12.1,13.57,21.28,56.23,27.49,37.84
4433,CIAT,F25-2109,CIAT-BR12_1620,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,32.97,80.65,3.99,10.76,12.1,13.34,21.98,55.11,25.63,39.89
4434,CIAT,F25-2110,CIAT-BR12_1889,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.2,79.32,3.46,10.83,11.1,13.65,22.11,54.02,20.38,40.94
4435,CIAT,F25-2110,CIAT-BR12_1889,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.87,78.43,3.23,10.61,10.8,13.52,21.98,56.72,25.06,38.75
4436,CIAT,F25-2110,CIAT-BR12_1889,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.2,78.88,3.4,10.6,10.9,13.44,20.2,56.1,23.99,36
4437,CIAT,F25-2111,CIAT-BR12_4039,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.31,77.11,3.36,10.38,11.1,13.47,19.79,56.59,29.8,34.97
4438,CIAT,F25-2111,CIAT-BR12_4039,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,79.32,3.6,10.93,11.7,13.78,21.17,53.71,25.13,39.43
4439,CIAT,F25-2111,CIAT-BR12_4039,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,77.99,3.66,10.89,11.9,13.96,20.45,57.06,30.56,35.84
4440,CIAT,F25-2112,CIAT-BR12_4856,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.87,70.91,3.55,9.63,11.9,13.58,18.95,47.1,16.85,40.24
4441,CIAT,F25-2112,CIAT-BR12_4856,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,28.54,72.24,3.48,9.91,12.2,13.71,20.73,45.63,14.54,45.44
4442,CIAT,F25-2112,CIAT-BR12_4856,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.87,72.24,3.55,9.87,11.9,13.66,20.08,46.56,16.01,43.12
4443,CIAT,F25-2113,CIAT-BR12_5049,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.43,77.11,3.53,10.83,12,14.04,21.11,51.15,19.39,41.27
4444,CIAT,F25-2113,CIAT-BR12_5049,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,79.32,3.72,11.15,12.1,14.06,21.93,43.17,6.22,50.8
4445,CIAT,F25-2113,CIAT-BR12_5049,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,80.65,3.75,11.39,12.2,14.12,22.09,49.66,16.93,44.47
4446,CIAT,F25-2114,CIAT-BR15_1851,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,32.08,81.53,3.91,11.33,12.2,13.9,23.19,46.17,9.44,50.23
4447,CIAT,F25-2114,CIAT-BR15_1851,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.2,81.53,3.9,11.4,12.5,13.98,21.36,49.92,15.75,42.78
4448,CIAT,F25-2114,CIAT-BR15_1851,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,33.41,82.42,4.11,11.51,12.3,13.96,21.64,44.7,6.96,48.42
4449,CIAT,F25-2115,CIAT-BR15_3025,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.64,76.22,3.86,10.55,12.2,13.84,20.8,48.04,13.32,43.29
4450,CIAT,F25-2115,CIAT-BR15_3025,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,77.99,3.94,10.97,12.8,14.07,20.22,54.35,23.85,37.21
4451,CIAT,F25-2115,CIAT-BR15_3025,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,33.41,80.2,4.08,11.1,12.2,13.83,21.42,50.61,17.6,42.32
4452,CIAT,F25-2116,CIAT-BR15_3248,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,30.75,78.88,3.78,11.19,12.3,14.19,21.57,50.01,14.96,43.13
4453,CIAT,F25-2116,CIAT-BR15_3248,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.87,77.55,3.61,10.77,12.1,13.88,20.36,53.08,20.18,38.36
4454,CIAT,F25-2116,CIAT-BR15_3248,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.64,77.55,3.89,10.87,12.3,14.02,20.92,49.93,14.83,41.89
4455,CIAT,F25-2117,CIAT-BR15_7659,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.87,78.88,3.58,10.74,12,13.62,21.78,47.32,12.37,46.02
4456,CIAT,F25-2117,CIAT-BR15_7659,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.64,78.88,3.73,10.72,11.8,13.6,21.43,45.57,9.46,47.03
4457,CIAT,F25-2117,CIAT-BR15_7659,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,32.08,77.99,3.85,10.6,12,13.59,19.94,54.46,24.25,36.62
4458,CIAT,F25-2118,CIAT-BR15_8919,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,28.1,76.22,3.34,10.37,11.9,13.6,21.15,46.62,15.54,45.38
4459,CIAT,F25-2118,CIAT-BR15_8919,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,28.98,79.32,3.42,10.72,11.8,13.51,21.79,51.09,22.62,42.65
4460,CIAT,F25-2118,CIAT-BR15_8919,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.87,78.88,3.52,10.58,11.8,13.42,21.31,44.69,12.5,47.67
4461,CIAT,F25-2119,CIAT-BR19_5515,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,32.52,81.97,3.81,11.12,11.7,13.57,22.3,47.23,13.32,47.21
4462,CIAT,F25-2119,CIAT-BR19_5515,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,32.08,82.42,3.75,11.1,11.7,13.47,22.85,47.3,13.45,48.31
4463,CIAT,F25-2119,CIAT-BR19_5515,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.2,81.53,3.81,11.21,12.2,13.74,21.9,47.75,14.18,45.87
4464,CIAT,F25-2120,CIAT-BR19_5877,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,28.98,75.78,3.57,10.58,12.3,13.97,21.43,48.95,16.15,43.78
4465,CIAT,F25-2120,CIAT-BR19_5877,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.87,77.99,3.67,10.84,12.3,13.9,21.43,57.02,29.41,37.58
4466,CIAT,F25-2120,CIAT-BR19_5877,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.43,81.09,3.59,11.24,12.2,13.86,23.71,53.51,23.65,44.31
4467,CIAT,F25-2121,CIAT-BR19_6136,3,1,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,31.64,78.88,3.8,10.65,12,13.5,21.18,43.71,7.1,48.45
4468,CIAT,F25-2121,CIAT-BR19_6136,3,2,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.43,77.99,3.5,10.59,11.9,13.58,21.45,32.75,-10.99,65.51
4469,CIAT,F25-2121,CIAT-BR19_6136,3,3,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,29.43,76.66,3.56,10.5,12.1,13.7,20.3,34.92,-7.42,58.14
4470,CIAT,F25-1651,CIAT-798,3,1,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,37.39,85.96,4.64,12.5,12.4,14.55,25,58.47,30.23,42.76
4471,CIAT,F25-1651,CIAT-798,3,2,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,34.74,82.42,4.2,12.02,12.1,14.59,23.65,26.48,-23.51,89.29
4472,CIAT,F25-1651,CIAT-798,3,3,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,35.62,80.65,4.31,11.78,12.1,14.61,24.42,57.16,28.03,42.73
4473,CIAT,BLANK 8H,BLANK 8H,3,1,BLANK 8H,BLANK 8H,BLANK 8H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4474,CIAT,BLANK 8H,BLANK 8H,3,2,BLANK 8H,BLANK 8H,BLANK 8H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4475,CIAT,F25-1652,CIAT-822,3,1,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,36.51,71.8,4.89,10.79,13.4,15.02,21.3,26.05,-29.98,81.78
4476,CIAT,F25-1652,CIAT-822,3,2,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,37.83,72.24,5.07,10.75,13.4,14.88,20.14,51.28,14.37,39.28
4477,CIAT,F25-1652,CIAT-822,3,3,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,35.62,68.7,4.88,10.27,13.7,14.95,19.52,50.32,12.67,38.8
4478,CIAT,F25-1653,CIAT-852,3,1,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,17.92,33.3,2.04,4.33,11.4,13.02,8.58,13.88,-84.02,61.81
4479,CIAT,F25-1653,CIAT-852,3,2,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,18.81,34.18,2.11,4.34,11.2,12.68,8.48,36,-36.75,23.55
4480,CIAT,F25-1653,CIAT-852,3,3,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,17.92,32.86,1.97,4.17,11,12.68,7.94,10.86,-90.46,73.08
4481,CIAT,F25-1654,CIAT-907,3,1,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,25.89,64.27,3.26,9.75,12.6,15.17,19.19,45.33,13.79,42.34
4482,CIAT,F25-1654,CIAT-907,3,2,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,25.89,58.52,3.31,8.57,12.8,14.64,16.59,17.62,-29.91,94.12
4483,CIAT,F25-1654,CIAT-907,3,3,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,28.54,65.6,3.77,10.03,13.2,15.29,19.4,42.36,9.1,45.8
4484,CIAT,F25-1655,CIAT-1992,3,1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,29.43,66.49,3.3,8.37,11.2,12.59,16.29,19.14,-30.9,85.15
4485,CIAT,F25-1655,CIAT-1992,3,2,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,28.1,64.27,3.15,8.1,11.2,12.61,15.52,43.71,8.87,35.5
4486,CIAT,F25-1655,CIAT-1992,3,3,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,29.87,68.7,3.29,8.45,11,12.3,16.31,30.12,-13.13,54.17
4487,CIAT,F25-1656,CIAT-3001,3,1,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,21.9,48.34,2.61,6.55,11.9,13.54,13.12,15.59,-40.17,84.19
4488,CIAT,F25-1656,CIAT-3001,3,2,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,22.35,47.9,2.68,6.51,12,13.6,12.84,37.3,-4.11,34.42
4489,CIAT,F25-1656,CIAT-3001,3,3,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,21.9,47.46,2.69,6.6,12.3,13.92,13.43,28.69,-18.41,46.82
4490,CIAT,F25-1657,CIAT-3304,3,1,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,44.47,66.49,5.74,9.3,12.9,13.99,18.22,31.31,-18.76,58.18
4491,CIAT,F25-1657,CIAT-3304,3,2,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,42.7,81.53,5.59,11.81,13.1,14.48,23.88,55.38,22.86,43.12
4492,CIAT,F25-1657,CIAT-3304,3,3,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,43.14,81.53,5.39,11.5,12.5,14.1,22.96,30.64,-19.91,74.92
4493,CIAT,F25-1658,CIAT-5713,3,1,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,35.62,70.47,4.67,10.59,13.1,15.03,20.92,41.62,-25.25,50.25
4494,CIAT,F25-1658,CIAT-5713,3,2,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,35.18,68.7,4.78,10.58,13.6,15.41,20.27,23.26,-64.65,87.15
4495,CIAT,F25-1658,CIAT-5713,3,3,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,37.39,72.68,5.2,11.2,13.9,15.41,20.67,52.03,-2.91,39.73
4496,CIAT,F25-1659,CIAT-7381,3,1,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,21.9,40.82,2.76,5.88,12.6,14.41,11.64,8.43,-99.5,137.99
4497,CIAT,F25-1659,CIAT-7381,3,2,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,22.35,42.15,2.68,5.95,12,14.11,11.44,33.12,-45.72,34.54
4498,CIAT,F25-1659,CIAT-7381,3,3,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,21.46,40.82,2.68,5.92,12.5,14.49,11.35,10.68,-94.6,106.24
4499,CIAT,F25-1660,CIAT-7799,3,1,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,18.81,37.28,2.26,5.03,12,13.49,10.03,17.63,-20.53,56.86
4500,CIAT,F25-1660,CIAT-7799,3,2,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,17.04,35.51,1.89,4.53,11.1,12.76,8.28,3.97,-40.52,208.71
4501,CIAT,F25-1660,CIAT-7799,3,3,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,18.36,36.84,2.09,4.77,11.4,12.95,9.79,17.3,-21.02,56.6
4502,CIAT,F25-1661,CIAT-7803,3,1,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,21.9,43.03,2.34,5.32,10.7,12.37,10.56,14.49,-31.05,72.83
4503,CIAT,F25-1661,CIAT-7803,3,2,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,21.46,42.59,2.25,5.23,10.5,12.29,10.67,25.47,-14.22,41.88
4504,CIAT,F25-1661,CIAT-7803,3,3,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,21.02,42.59,2.31,5.29,11,12.42,10.47,16.84,-27.45,62.19
4505,CIAT,F25-1662,CIAT-8182,3,1,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,22.79,46.57,2.94,6.77,12.9,14.53,12.33,41.42,-0.58,29.76
4506,CIAT,F25-1662,CIAT-8182,3,2,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,26.77,47.46,3.35,6.76,NA,NA,NA,NA,NA,
4507,CIAT,F25-1662,CIAT-8182,3,3,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,25.89,45.25,3.16,6.37,12.2,14.08,12.77,15.93,-44.35,80.15
4508,CIAT,F25-1663,CIAT-8434,3,1,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,28.1,47.9,3.43,6.72,12.2,14.02,13.16,9.59,-42.7,137.28
4509,CIAT,F25-1663,CIAT-8434,3,2,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,22.35,45.69,2.79,6.71,12.5,14.7,13.1,8.19,-44.91,160.02
4510,CIAT,F25-1663,CIAT-8434,3,3,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,24.12,46.57,3.16,6.95,13.1,14.93,14.46,22.2,-22.8,65.15
4511,CIAT,F25-1664,CIAT-8702,3,1,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,29.87,58.52,4.09,9.28,13.7,15.85,19.17,38.03,0.71,50.39
4512,CIAT,F25-1664,CIAT-8702,3,2,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,29.43,57.19,4,9.06,13.6,15.83,18.19,25.34,-19.62,71.77
4513,CIAT,F25-1664,CIAT-8702,3,3,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,29.43,57.19,3.97,8.94,13.5,15.64,17.58,15.51,-35.38,113.38
4514,CIAT,F25-1665,CIAT-8816,3,1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,48.9,90.38,6.55,13.65,13.4,15.1,26.48,60.76,23.05,43.59
4515,CIAT,F25-1665,CIAT-8816,3,2,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,47.57,88.17,6.23,13.09,13.1,14.85,25.45,44.27,-9.29,57.5
4516,CIAT,F25-1665,CIAT-8816,3,3,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,50.67,91.71,6.64,13.61,13.1,14.85,27.59,55.93,13.57,49.33
4517,CIAT,F25-0017,Hohenheimer Heustandard,3,1,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,21.9,46.13,3.15,7.22,14.4,15.66,14.73,44.94,-31.99,32.78
4518,CIAT,F25-0017,Hohenheimer Heustandard,3,2,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,21.46,45.69,3.03,7.1,14.1,15.53,14.53,70.61,29.55,20.58
4519,CIAT,F25-0017,Hohenheimer Heustandard,3,3,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,19.69,43.48,3.03,7.12,15.4,16.38,15.69,41.48,-40.29,37.83
4520,CIAT,F25-0018,Homenheim Concentrate,3,1,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,31.64,57.19,4.84,9.49,15.3,16.6,19.67,81.97,NA,23.99
4521,CIAT,F25-0018,Homenheim Concentrate,3,2,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,31.64,58.96,4.71,9.77,14.9,16.57,20.96,53.8,NA,38.96
4522,CIAT,F25-0018,Homenheim Concentrate,3,3,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,29.87,55.87,4.48,9.32,15,16.68,18.87,68.08,NA,27.71
4523,CIAT,F25-0008,Sample 8,3,1,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,20.58,56.75,2.94,8.84,14.3,15.57,17.22,16.21,NA,106.27
4524,CIAT,F25-0008,Sample 8,3,2,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,20.58,58.96,2.84,8.98,13.8,15.23,17.91,40.07,NA,44.69
4525,CIAT,F25-0008,Sample 8,3,3,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,20.58,57.64,2.92,8.89,14.2,15.42,17.56,33.7,NA,52.12
4526,CIAT,Blank 24 H,Blank 24 H,3,1,Blank 24 H,Blank 24 H,Blank 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4527,CIAT,Blank 24 H,Blank 24 H,3,2,Blank 24 H,Blank 24 H,Blank 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4528,CIAT,BLANK 24 H,BLANK 24 H,1,1,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4529,CIAT,BLANK 24 H,BLANK 24 H,1,2,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4530,CIAT,F25-2144,CIAT-BH16_1763,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,37.76,89.09,4.38,12.34,11.6,13.85,24.18,51.99,29.26,46.52
4531,CIAT,F25-2144,CIAT-BH16_1763,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.66,87.32,4.47,12.63,12.9,14.47,25.45,50.81,27.51,50.09
4532,CIAT,F25-2144,CIAT-BH16_1763,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.45,81.57,4.09,11.65,12.6,14.29,23.57,47.52,22.67,49.6
4533,CIAT,F25-2145,CIAT-BH16B_2165,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.99,93.07,4.53,13.61,12.6,14.62,26.55,52.98,34.02,50.11
4534,CIAT,F25-2145,CIAT-BH16B_2165,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.11,91.75,4.53,13.48,12.9,14.69,26.28,54.59,36.27,48.15
4535,CIAT,F25-2145,CIAT-BH16B_2165,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.22,90.86,4.59,13.59,13.4,14.96,27.09,50.81,30.98,53.3
4536,CIAT,F25-2146,CIAT-BH16B_2167,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.47,77.14,3.76,11.01,13.2,14.27,20.67,46.35,25.95,44.6
4537,CIAT,F25-2146,CIAT-BH16B_2167,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.68,82.01,3.96,11.71,12.9,14.28,22,44.9,23.95,49
