no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
131,CIAT,F24 3424,ABC-913-1,3,1,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,25.22,53.69,3.41,8.33,13.5,15.51,113.24,52.9,127.63,33.21
132,CIAT,F24 3424,ABC-913-1,3,2,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,26.11,70.51,3.21,9.87,12.3,14,148.67,50.19,188.28,41.47
133,CIAT,F24 3424,ABC-913-1,3,3,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,21.68,62.1,3.17,9.23,14.6,14.86,130.94,52.15,149.5,37.31
134,CIAT,F24 3425,ABC-955-1,3,1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,40.71,81.57,5.33,11.34,13.1,13.9,177.5,65.2,91.81,37.84
135,CIAT,F24 3425,ABC-955-1,3,2,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,41.6,82.01,5.28,11.39,12.7,13.88,178.46,66.81,86.97,37.08
136,CIAT,F24 3425,ABC-955-1,3,3,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,31.86,70.06,4.91,10.75,15.4,15.35,152.59,65.46,86.3,35.77
137,CIAT,F24 1047,,3,1,,,Albizzia saman,Fabaceae,Fabales,Tree,15.05,23.16,1.65,2.92,11,12.61,42.05,105.23,8.42,5.04
138,CIAT,F24 1047,,3,2,,,Albizzia saman,Fabaceae,Fabales,Tree,12.39,19.62,1.29,2.48,10.4,12.65,25.03,103.92,5.13,3.05
139,CIAT,F24 1047,,3,3,,,Albizzia saman,Fabaceae,Fabales,Tree,13.28,18.29,1.22,2.07,9.2,11.31,24.74,115.97,3.8,2.41
140,CIAT,F24 1070,,3,1,,,Gliricidia sepium,Fabaceae,Fabales,Tree,20.8,43.07,2,5.63,9.6,13.06,74.48,109.06,14.53,8.92
141,CIAT,F24 1070,,3,2,,,Gliricidia sepium,Fabaceae,Fabales,Tree,20.36,43.07,1.93,5.57,9.5,12.93,59.52,108.33,11.62,7.1
142,CIAT,F24 1070,,3,3,,,Gliricidia sepium,Fabaceae,Fabales,Tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,
143,CIAT,F24 1075,,3,1,,,Leucaena diversifolia,Fabaceae,Fabales,Tree,8.41,32.89,0.72,4.3,8.6,13.07,40.96,108.33,8.05,4.94
144,CIAT,F24 1075,,3,2,,,Leucaena diversifolia,Fabaceae,Fabales,Tree,7.97,21.39,0.53,2.4,6.6,11.24,26.51,109.56,4.4,2.72
145,CIAT,F24 1075,,3,3,,,Leucaena diversifolia,Fabaceae,Fabales,Tree,5.31,20.06,0.33,2.39,6.2,11.94,25.81,105.16,4.87,2.93
146,CIAT,F24 1084,,3,1,,,Brachiaria decumbens,Poaceae,Poales,Grass,26.99,57.23,2.27,5.41,8.4,9.46,80.36,105.2,11.94,7.22
147,CIAT,F24 1084,,3,2,,,Brachiaria decumbens,Poaceae,Poales,Grass,22.13,NA,NA,NA,NA,NA,NA,NA,NA,
148,CIAT,F24 1084,,3,3,,,Brachiaria decumbens,Poaceae,Poales,Grass,27.44,59.44,2.3,5.47,8.4,9.21,80.22,109.05,10.94,6.77
149,CIAT,F24 1095,,3,1,,,Setaria sphacelata,Fabaceae,Fabales,Grass,20.36,38.65,1.67,4.07,8.2,10.52,53,103.87,8.99,5.37
150,CIAT,F24 1095,,3,2,,,Setaria sphacelata,Fabaceae,Fabales,Grass,16.82,34.22,1.53,3.79,9.1,11.08,43.89,103.44,7.9,4.7
151,CIAT,F24 1095,,3,3,,,Setaria sphacelata,Fabaceae,Fabales,Grass,18.14,35.99,1.47,3.97,8.1,11.03,48.56,108.81,8,4.92
152,CIAT,Blank,Blank,3,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
153,CIAT,Blank,Blank,3,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
154,CIAT,Blank,Blank,1,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
155,CIAT,Blank,Blank,1,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
156,CIAT,F24 3426,ABC-989-1,1,1,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,24.84,42.1,3.7,6.41,14.9,15.23,91.16,52.54,246.12,26.42
157,CIAT,F24 3426,ABC-989-1,1,2,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,25.29,41.22,3.69,6.46,14.6,15.68,89.15,54.04,195.9,25.87
158,CIAT,F24 3426,ABC-989-1,1,3,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,24.84,42.1,3.78,6.76,15.2,16.06,91.14,53.15,233.99,27.54
159,CIAT,F24 3427,ABC-1257-1,1,1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,39.89,57.15,5.54,8.62,13.9,15.08,123.15,52.07,84.48,35.66
160,CIAT,F24 3427,ABC-1257-1,1,2,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,40.33,79.27,5.81,12.86,14.4,16.22,170.83,61.88,87.16,44.77
161,CIAT,F24 3427,ABC-1257-1,1,3,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,38.56,80.16,5.36,12.68,13.9,15.82,172.73,61.58,86.8,44.38
162,CIAT,F24 3428,ABC-3240-1,1,1,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,35.02,60.69,5.88,10.63,16.8,17.52,130.7,63.99,112.64,35.78
163,CIAT,F24 3428,ABC-3240-1,1,2,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,34.58,59.8,6.02,10.73,17.4,17.95,128.8,60.63,136.24,38.13
164,CIAT,F24 3428,ABC-3240-1,1,3,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,35.46,60.24,6.1,10.73,17.2,17.82,129.65,58.98,150.77,39.16
165,CIAT,F24 3429,ABC-3522-1,1,1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,26.61,42.1,4.2,7.26,15.8,17.23,90.22,40.47,313.97,38.42
166,CIAT,F24 3429,ABC-3522-1,1,2,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,26.61,41.66,3.89,6.89,14.6,16.55,89.29,38.47,501.41,38.42
167,CIAT,F24 3429,ABC-3522-1,1,3,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,25.29,40.77,4.15,7.26,16.4,17.81,87.43,37.67,723.8,41.32
168,CIAT,F24 3430,ABC-4134-1,1,1,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,38.56,69.54,6.17,12.21,16,17.56,151.13,68.83,212.63,38.55
169,CIAT,F24 3430,ABC-4134-1,1,2,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,39,73.08,6.2,12.74,15.9,17.44,158.82,71.88,178.42,38.53
170,CIAT,F24 3430,ABC-4134-1,1,3,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,37.23,69.98,6.22,12.47,16.7,17.82,152.27,71.56,178.48,37.93
171,CIAT,F24 3431,ABC-4279-1,1,1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,40.33,76.62,6.29,12.86,15.6,16.78,168.19,77.41,45.84,36.47
172,CIAT,F24 3431,ABC-4279-1,1,2,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,39,75.29,6.59,13.3,16.9,17.67,165.31,74.18,50.06,39.38
173,CIAT,F24 3431,ABC-4279-1,1,3,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,39.45,77.06,6.39,13.24,16.2,17.18,169.26,72.06,51.7,40.34
174,CIAT,F24 3432,ABC-5124-1,1,1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,32.81,56.26,5.25,9.56,16,17,122.9,57.82,89.58,36.14
175,CIAT,F24 3432,ABC-5124-1,1,2,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,31.48,55.38,4.88,9.23,15.5,16.67,120.97,61.84,73.72,32.6
176,CIAT,F24 3432,ABC-5124-1,1,3,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,33.25,55.82,4.75,9.04,14.3,16.2,121.91,58.94,80.79,33.51
177,CIAT,Blank,Blank,1,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178,CIAT,Blank,Blank,1,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
179,CIAT,F24 3433,ABC-5234-1,1,1,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,40.77,72.19,5.59,11.21,13.7,15.53,156.03,61.98,107.17,39.09
180,CIAT,F24 3433,ABC-5234-1,1,2,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,39.45,69.54,5.48,10.93,13.9,15.72,150.21,64.57,93.68,36.56
181,CIAT,F24 3433,ABC-5234-1,1,3,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,39.45,72.19,5.25,11.07,13.3,15.34,156.03,65.7,90.93,36.44
182,CIAT,F24 3434,ABC-7292-1,1,1,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Herbaceous,30.6,50.51,4.53,8.05,14.8,15.94,109.69,45.69,335.33,38.28
183,CIAT,F24 3434,ABC-7292-1,1,2,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Herbaceous,39,61.13,5.23,9.05,13.4,14.81,132.83,50.63,193.67,38.86
184,CIAT,F24 3434,ABC-7292-1,1,3,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Herbaceous,29.27,51.39,4.1,7.86,14,15.29,111.59,51.6,153.29,33.07
185,CIAT,F24 3435,ABC-7317-1,1,1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,38.12,68.65,5.15,10.46,13.5,15.23,148.43,66.58,120.06,33.96
186,CIAT,F24 3435,ABC-7317-1,1,2,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.68,66.88,5.2,10.28,13.8,15.37,144.66,69.68,101.38,31.91
187,CIAT,F24 3435,ABC-7317-1,1,3,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,36.35,66,5.49,10.77,15.1,16.31,142.63,62.98,152.7,36.94
188,CIAT,F24 3436,ABC-7322-1,1,1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,40.77,79.27,6.24,13.51,15.3,17.05,177.34,75.93,128.83,39.82
189,CIAT,F24 3436,ABC-7322-1,1,2,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,40.33,77.06,6.17,13.19,15.3,17.11,172.42,72.34,148.39,40.78
190,CIAT,F24 3436,ABC-7322-1,1,3,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,38.56,74.85,6.09,13.02,15.8,17.4,167.37,75.25,127.82,38.7
191,CIAT,F24 3437,ABC-7339-1,1,1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,26.61,43.87,4.05,7.53,15.2,17.17,95.35,57.36,107.01,28.54
192,CIAT,F24 3437,ABC-7339-1,1,2,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,26.61,46.08,4.28,8.14,16.1,17.66,100.2,56.15,125.67,31.52
193,CIAT,F24 3437,ABC-7339-1,1,3,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,29.27,48.3,4.1,7.77,14,16.09,104.99,55.26,127.95,30.56
194,CIAT,F24 3438,ABC-7469-1,1,1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,45.2,81.48,7.32,13.64,16.2,16.73,176.75,65.62,113.12,45.08
195,CIAT,F24 3438,ABC-7469-1,1,2,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,44.31,81.93,6.96,13.46,15.7,16.43,177.78,75.8,80.42,38.54
196,CIAT,F24 3438,ABC-7469-1,1,3,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,44.31,77.94,6.87,12.79,15.5,16.41,169.04,76.49,74.91,36.26
197,CIAT,F24 3439,ABC-7643-1,1,1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,32.37,55.38,4.82,9.19,14.9,16.6,118,46.75,142.67,41.91
198,CIAT,F24 3439,ABC-7643-1,1,2,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,30.6,53.16,4.62,8.98,15.1,16.88,113.28,47.26,134.27,40.47
199,CIAT,F24 3439,ABC-7643-1,1,3,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,31.48,53.16,4.56,8.79,14.5,16.54,113.24,37.31,435.9,50.19
200,CIAT,F24 3440,ABC-7703-1,1,1,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Herbaceous,35.91,69.98,5.06,10.55,14.1,15.07,152.1,61.4,79.91,37.34
201,CIAT,F24 3440,ABC-7703-1,1,2,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Herbaceous,37.23,69.54,5.32,10.59,14.3,15.23,151.19,61.32,80.48,37.55
202,CIAT,F24 3440,ABC-7703-1,1,3,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Herbaceous,37.23,69.98,5.14,10.41,13.8,14.88,152.22,57.08,92.91,39.67
203,CIAT,Blank,Blank,1,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
204,CIAT,Blank,Blank,1,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
205,CIAT,Blank,Blank,2,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
206,CIAT,Blank,Blank,2,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
207,CIAT,F24 3426,ABC-989-1,2,1,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,20.05,36.31,2.75,5.23,13.7,14.42,78.53,46.08,-1375.12,24.57
208,CIAT,F24 3426,ABC-989-1,2,2,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,20.49,35.86,2.7,5.32,13.2,14.83,77.62,46.37,-2167.64,24.83
209,CIAT,F24 3426,ABC-989-1,2,3,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,18.72,37.63,2.83,6.08,15.1,16.16,81.45,47.51,2136.07,27.7
210,CIAT,F24 3427,ABC-1257-1,2,1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,27.57,69.5,3.53,10.36,12.8,14.91,149.73,61.58,70.9,36.25
211,CIAT,F24 3427,ABC-1257-1,2,2,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,26.68,66.84,3.52,10.23,13.2,15.3,144.01,57.23,81.21,38.51
212,CIAT,F24 3427,ABC-1257-1,2,3,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,25.36,68.17,3.19,10.17,12.6,14.92,146.96,56.34,83.55,38.92
213,CIAT,F24 3428,ABC-3240-1,2,1,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,27.57,56.66,4.66,9.98,16.9,17.62,121.97,55.49,181.72,38.73
214,CIAT,F24 3428,ABC-3240-1,2,2,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,27.13,57.11,4.37,9.79,16.1,17.15,122.89,56.01,170.65,37.63
215,CIAT,F24 3428,ABC-3240-1,2,3,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,27.13,55.34,4.72,10,17.4,18.06,119.04,54.72,194.47,39.29
216,CIAT,F24 3429,ABC-3522-1,2,1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,20.05,38.08,2.77,6.26,13.8,16.45,81.61,40.57,266,33.1
217,CIAT,F24 3429,ABC-3522-1,2,2,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,20.93,38.52,2.66,6.07,12.7,15.76,82.58,38.84,391.89,33.51
218,CIAT,F24 3429,ABC-3522-1,2,3,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,19.16,36.31,2.66,6.04,13.9,16.64,77.8,39.55,321.16,32.73
219,CIAT,F24 3430,ABC-4134-1,2,1,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,29.34,59.32,4.28,10.07,14.6,16.98,128.97,68.23,184.28,32.09
220,CIAT,F24 3430,ABC-4134-1,2,2,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,30.22,61.97,4.59,10.66,15.2,17.2,134.82,68.11,197.29,34.05
221,CIAT,F24 3430,ABC-4134-1,2,3,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,31.11,61.53,4.64,10.54,14.9,17.12,133.75,64.15,293.65,35.7
222,CIAT,F24 3431,ABC-4279-1,2,1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,29.34,69.94,4.58,11.8,15.6,16.88,153.53,70.12,47.72,36.95
223,CIAT,F24 3431,ABC-4279-1,2,2,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,29.78,69.05,4.65,11.56,15.6,16.74,151.7,85.1,36.65,29.84
224,CIAT,F24 3431,ABC-4279-1,2,3,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,28.72,67.99,4.37,11.28,15.2,16.59,149.28,71.02,44.86,34.87
225,CIAT,F24 3432,ABC-5124-1,2,1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,26.68,55.34,3.87,8.88,14.5,16.05,120.76,55,94.53,35.25
226,CIAT,F24 3432,ABC-5124-1,2,2,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,23.59,51.8,3.07,8.03,13,15.51,113.15,62.49,62.66,28.07
227,CIAT,F24 3432,ABC-5124-1,2,3,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,17.39,44.71,2.52,7.25,14.5,16.21,97.66,62.13,57.29,25.48
228,CIAT,Blank,Blank,2,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
229,CIAT,Blank,Blank,2,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
230,CIAT,F24 3433,ABC-5234-1,2,1,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,28.45,62.42,3.22,8.72,11.3,13.97,134.8,55.92,113.76,33.67
231,CIAT,F24 3433,ABC-5234-1,2,2,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,26.68,60.65,3.5,8.96,13.1,14.78,130.97,57.65,105.92,33.58
232,CIAT,F24 3433,ABC-5234-1,2,3,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,28.01,62.42,3.7,9.24,13.2,14.8,134.8,62.44,86.46,31.95
233,CIAT,F24 3434,ABC-7292-1,2,1,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Herbaceous,20.93,46.93,2.68,6.97,12.8,14.85,101.97,47.56,213.43,31.84
234,CIAT,F24 3434,ABC-7292-1,2,2,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Herbaceous,21.37,48.25,2.71,7.18,12.7,14.87,104.9,46.57,255.94,33.5
235,CIAT,F24 3434,ABC-7292-1,2,3,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Herbaceous,20.49,46.93,2.48,6.76,12.1,14.41,101.95,48.71,178.4,30.16
236,CIAT,F24 3435,ABC-7317-1,2,1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,30.67,60.65,3.71,8.63,12.1,14.23,131.12,70.29,82.71,26.53
237,CIAT,F24 3435,ABC-7317-1,2,2,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,28.45,58.43,3.9,8.9,13.7,15.24,126.36,69.01,90.53,27.9
238,CIAT,F24 3435,ABC-7317-1,2,3,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,29.34,60.65,4.05,9.28,13.8,15.3,131.17,69.78,91.03,28.75
239,CIAT,F24 3436,ABC-7322-1,2,1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,31.55,70.38,4.48,11.59,14.2,16.46,157.44,73.67,122.21,35.18
240,CIAT,F24 3436,ABC-7322-1,2,2,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,26.68,64.19,4.14,11.04,15.5,17.19,143.61,75.66,106.47,32.64
241,CIAT,F24 3436,ABC-7322-1,2,3,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,30.22,67.28,4.26,10.93,14.1,16.25,150.52,75.95,104.11,32.2
242,CIAT,F24 3437,ABC-7339-1,2,1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,30.22,49.58,3.93,7.68,13,15.5,107.72,54.27,136.77,30.76
243,CIAT,F24 3437,ABC-7339-1,2,2,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,21.37,41.62,2.71,6.48,12.7,15.57,90.38,53.94,118.48,26.09
244,CIAT,F24 3437,ABC-7339-1,2,3,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,20.05,40.29,2.71,6.59,13.5,16.36,87.53,53.46,125.62,26.79
245,CIAT,F24 3438,ABC-7469-1,2,1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,29.78,69.5,4.56,11.15,15.3,16.04,150.81,62.24,106.25,38.87
246,CIAT,F24 3438,ABC-7469-1,2,2,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,30.67,69.5,4.57,11.05,14.9,15.91,150.75,58.76,124.28,40.8
247,CIAT,F24 3438,ABC-7469-1,2,3,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,28.9,69.5,4.19,10.89,14.5,15.67,150.75,59.48,118.05,39.71
248,CIAT,F24 3439,ABC-7643-1,2,1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,22.7,46.48,3.11,7.49,13.7,16.1,99.01,49.54,96.51,32.19
249,CIAT,F24 3439,ABC-7643-1,2,2,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,22.26,46.93,3.09,7.58,13.9,16.16,100,47.82,109.2,33.8
250,CIAT,F24 3439,ABC-7643-1,2,3,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,26.68,59.76,3.6,8.76,13.5,14.66,127.39,55.38,83.51,33.73
251,CIAT,F24 3440,ABC-7703-1,2,1,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Herbaceous,26.24,60.65,3.67,9.01,14,14.85,131.78,57.37,79.38,34.12
252,CIAT,F24 3440,ABC-7703-1,2,2,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Herbaceous,26.68,59.76,3.55,8.64,13.3,14.46,129.91,55.44,82.68,33.89
253,CIAT,F24 3440,ABC-7703-1,2,3,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Herbaceous,25.8,58.43,3.61,8.7,14,14.89,127,56.97,77.98,33.2
254,CIAT,Blank,Blank,2,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
255,CIAT,Blank,Blank,2,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
256,CIAT,Blank,Blank,3,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
257,CIAT,Blank,Blank,3,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
258,CIAT,F24 3426,ABC-989-1,3,1,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,23.67,39.83,3.1,5.59,13.1,14.03,86.23,47.47,2110.25,25.49
259,CIAT,F24 3426,ABC-989-1,3,2,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,21.46,39.03,3.24,6.14,15.1,15.73,84.47,45.94,-1378.5,28.93
260,CIAT,F24 3426,ABC-989-1,3,3,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Herbaceous,23.23,38.94,3.14,5.73,13.5,14.71,84.31,44.64,-548.07,27.79
261,CIAT,F24 3427,ABC-1257-1,3,1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,28.98,74.78,3.85,11.14,13.3,14.89,161.32,57.85,86.56,41.53
262,CIAT,F24 3427,ABC-1257-1,3,2,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,29.87,73.46,3.97,11.03,13.3,15.02,158.36,57.94,85.43,41.05
263,CIAT,F24 3427,ABC-1257-1,3,3,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,33.41,77.44,4.28,11.32,12.8,14.62,166.98,59.07,84.24,41.32
264,CIAT,F24 3428,ABC-3240-1,3,1,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,32.52,57.97,5.27,9.82,16.2,16.95,124.75,60.49,125.63,34.95
265,CIAT,F24 3428,ABC-3240-1,3,2,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,31.64,56.64,5.09,9.54,16.1,16.85,121.84,58.63,137.14,35.02
266,CIAT,F24 3428,ABC-3240-1,3,3,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Herbaceous,31.64,56.2,5.16,9.48,16.3,16.87,120.96,55.72,169.16,36.62
267,CIAT,F24 3429,ABC-3522-1,3,1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,24.56,42.04,3.34,6.57,13.6,15.64,90.03,36.63,1266.33,38.43
