id,taxonomic_name,ch4_8h,ch4_24h,methane_intensity,tddm
13950,Stylosanthes fruticosa,8.7,17,44.02,68.2
13951,Stylosanthes fruticosa,8.7,16.6,47.05,60.26
13951,Stylosanthes fruticosa,8.9,16.6,45.16,61.81
15846,Stylosanthes hamata,9.1,16.5,42.44,60.26
15846,Stylosanthes hamata,9.4,16.6,42.86,58.93
15913,Stylosanthes hamata,8.9,16.9,50.26,66.09
15913,Stylosanthes hamata,8.9,16.9,48.76,67.52
15931,Stylosanthes hamata,8.8,16.9,50.68,66.03
15931,Stylosanthes hamata,8.9,16.7,51.19,65.87
15934,Stylosanthes hamata,9.5,16.9,46.26,63.32
15934,Stylosanthes hamata,9.4,16.7,45.02,63.36
10375,Sesbania sesban,8.6,16.3,37.84,59.26
10375,Sesbania sesban,8.2,16.4,38.32,60.1
10379,Sesbania sesban,7.4,15.1,31.89,71.96
10379,Sesbania sesban,7.4,14.7,28.97,69.48
1,Stylosanthes guianensis,8.6,17.2,44.2,65.07
1,Stylosanthes guianensis,8.9,17.5,47.41,67.2
2145,Stylosanthes fruticosa,8.7,16.4,44.68,58.54
2145,Stylosanthes fruticosa,8.5,16.3,46.52,54.89
10891,Stylosanthes humilis,9.1,16.7,48.87,54.41
10891,Stylosanthes humilis,9.3,16.7,47.19,56.67
13946,Stylosanthes fruticosa,7.7,13.4,40.63,59.15
13946,Stylosanthes fruticosa,7.1,13.1,36.57,64.97
16075,Sesbania grandiflora,6.3,13,28.07,74.95
16075,Sesbania grandiflora,6.1,13,27.87,74.33
21684,Leucaena pallida,5.6,7.6,15.94,47.77
21684,Leucaena pallida,5.2,7.1,14.99,46.67
21730,Leucaena trichandra,6.6,14,33.95,59.31
21730,Leucaena trichandra,8.2,14.7,38.66,51.85
21731,Leucaena trichandra,6.9,9.2,20.88,50.52
21731,Leucaena trichandra,6.2,9.2,20.36,53.95
23658,Sesbania grandiflora,5.8,12.2,26.08,81.46
23658,Sesbania grandiflora,5.8,11.9,24.94,82.3
internal control1,wheat straw,9,13.7,41.32,39.96
internal control1,wheat straw,10,13.4,39.12,43.83
internal control1,wheat straw,9.8,13.2,40.56,43.04
internal control 2,Wheat bran,9.3,15.3,46.84,69.18
internal control 2,Wheat bran,9.3,15.3,46.56,69.07
internal control 2,Wheat bran,9.2,14.9,45.16,70.77
ABC sample,cynodon Nlemfuensis,10,15,45.88,48.88
ABC sample,cynodon Nlemfuensis,10.1,14.9,45.63,49.09
ABC sample,cynodon Nlemfuensis,10.1,14.9,45.37,49.06
10379,Sesbania sesban,6.5,17,35.43,76.7
10379,Sesbania sesban,6.6,17.2,34.05,79.26
10865,Sesbania sesban,6.7,15.7,33.32,75.45
10865,Sesbania sesban,6.7,15.5,32.33,76.76
23654,Sesbania grandiflora,4.8,9.7,21.74,74.55
23654,Sesbania grandiflora,4.9,9.3,20.68,72.86
555,Stylosanthes fruticosa    ,8.1,14.6,36.38,65.43
555,Stylosanthes fruticosa    ,7.9,14.7,37.11,62.14
11011,Stylosanthes hamata    ,9.3,15.6,44.38,56.18
11011,Stylosanthes hamata    ,9.3,15.3,46.2,53.04
11769,Stylosanthes  guianensis,9.1,15.7,43.21,62.56
11769,Stylosanthes  guianensis,8.9,15.6,43.99,62.84
14197,Leucaena pulverulenta    ,7.7,4.3,9.13,39.62
14197,Leucaena pulverulenta    ,4.7,4,6.82,41.83
15853,Stylosanthes hamata    ,8.8,15.2,44.88,60.87
15853,Stylosanthes hamata    ,9.1,15.3,48.73,54.86
17316,Sesbania  sesban,7.8,14.8,38.22,63.05
17316,Sesbania  sesban,7.9,14.6,36.74,64.16
17354,Sesbania  sesban,8.2,14.6,38.89,56.79
17354,Sesbania  sesban,8.4,14.8,36.28,61.68
2084,Stylosanthes fruticosa,8.8,16.9,49.64,60.37
2084,Stylosanthes fruticosa,8.8,17,47.65,61.82
9752,Stylosanthes fruticosa,8.2,16.5,44.35,68.73
9752,Stylosanthes fruticosa,8.7,16.2,52.81,55.73
10391,Stylosanthes fruticosa,9.2,16.2,50.13,59.1
10391,Stylosanthes fruticosa,8.9,16.4,47.18,61.98
12041,Stylosanthes macrocephala,8.7,16.1,41.5,61.63
12041,Stylosanthes macrocephala,8.4,15.7,49.81,51.67
12073,Stylosanthes macrocephala,9,15.8,41.93,59.51
12073,Stylosanthes macrocephala,9.2,16.6,43.35,59.05
12430,Stylosanthes macrocephala,8.6,17.3,41.33,64.34
12430,Stylosanthes macrocephala,8.6,17.6,47.57,58.37
13950,Stylosanthes fruticosa,8.8,17.5,52.04,58.7
13950,Stylosanthes fruticosa,8.8,17.6,46.07,68.22
13951,Stylosanthes fruticosa,9,16.8,46.56,58.43
13951,Stylosanthes fruticosa,8.9,16.8,49.73,55.12
15846,Stylosanthes hamata,9.1,16.7,44.97,56.84
15846,Stylosanthes hamata,8.8,16.8,43.4,58.33
15913,Stylosanthes hamata,8.9,16.9,51.91,63.26
15913,Stylosanthes hamata,9.1,17,48.26,68.83
15931,Stylosanthes hamata,9.1,16.8,60.53,54
15931,Stylosanthes hamata,9.3,16.7,54.18,60.49
15934,Stylosanthes hamata,9.5,17,48,60.27
15934,Stylosanthes hamata,9.7,17.2,45.06,63.35
10375,Sesbania sesban,8.2,17,36.42,62.51
10375,Sesbania sesban,8.2,16.9,39.99,56.52
10379,Sesbania sesban,7.5,15.8,34.53,66.8
10379,Sesbania sesban,7.6,16,32.81,69.32
1,Stylosanthes guianensis,9.2,17.7,47.43,65.11
1,Stylosanthes guianensis,9.3,17.3,51.6,58.63
2145,Stylosanthes fruticosa,8.6,16.2,48.74,51.14
2145,Stylosanthes fruticosa,8.5,16.7,46.45,54.97
10891,Stylosanthes humilis,8.9,16.6,43.01,59.63
10891,Stylosanthes humilis,9.2,16.9,44.48,60.67
13946,Stylosanthes fruticosa,7.1,13.3,36.16,66.27
13946,Stylosanthes fruticosa,7,13.2,37.45,65.03
16075,Sesbania grandiflora,6.4,14.2,29,70.94
16075,Sesbania grandiflora,6.3,14.1,27.16,79.29
21684,Leucaena pallida,5.4,8.4,15.23,54.38
21684,Leucaena pallida,4.8,7.7,12.2,55.16
21730,Leucaena trichandra,6.6,14.3,32.91,59.53
21730,Leucaena trichandra,6.6,13.7,31.4,59.55
21731,Leucaena trichandra,6,9.8,19.99,56.59
21731,Leucaena trichandra,7.6,13.1,26.95,55.13
23658,Sesbania grandiflora,5.8,11.6,24.09,82.18
23658,Sesbania grandiflora,6,12.6,24.72,86.41
internal control1,wheat straw,10.3,13.3,39.2,45
internal control1,wheat straw,11.1,13.3,41.18,44.01
internal control1,wheat straw,10.9,13.3,27.77,67.35
internal control 2,Wheat bran,10.2,15.3,48.44,70.2
internal control 2,Wheat bran,9.9,15.5,48.24,70.85
internal control 2,Wheat bran,9.9,15.5,50.09,68.63
ABC sample,cynodon Nlemfuensis,11.1,15.2,48.83,47.74
ABC sample,cynodon Nlemfuensis,11.4,15.1,49.36,48.68
ABC sample,cynodon Nlemfuensis,13.3,15,52.57,50.18
18924,Alysicarpus vaginalis,9.8,17.3,43.73,64.87
18924,Alysicarpus vaginalis,9.9,17.2,42.16,68.17
21879,Macroptilium atropurpureum,8.5,15.3,35.65,62.43
21879,Macroptilium atropurpureum,8.4,15.3,33.74,64.37
6213,Vicia villosa subsp. varia,10.5,14.9,37.64,66.15
6213,Vicia villosa subsp. varia,10.5,15,36.71,65.83
9333,Vigna unguiculata,8.4,15.4,41.87,66.09
9333,Vigna unguiculata,8.2,15.4,40.58,67.38
11989,Vigna unguiculata,9.8,17.1,46.29,78.53
11989,Vigna unguiculata,9.8,17.1,47.02,73.55
12688,Vigna unguiculata,9.3,17.2,40.28,80.64
12688,Vigna unguiculata,9.3,17.1,39.34,82.24
12726,Vigna unguiculata,8,15.7,35.59,76.51
12726,Vigna unguiculata,8,15.7,35.79,76.09
6792,Vicia villosa,9.6,16,40.05,65.42
6792,Vicia villosa,9.4,16.1,36.5,71.48
9334,Vigna unguiculata,9,17.3,42.79,77.78
9334,Vigna unguiculata,9.1,17.3,41.65,78.76
9654,Vigna unguiculata,9.2,17,40.66,81.22
9654,Vigna unguiculata,9.3,17,40.79,80.91
12654,Vigna unguiculata,9.3,17.4,42.54,83.04
12654,Vigna unguiculata,9.1,17.4,41.67,82.71
9339,Vigna unguiculata,9.7,13.7,33.64,72.38
9339,Vigna unguiculata,9.9,13.6,34.79,69.19
11114,Vigna unguiculata,9.9,14.1,40.19,59.92
11114,Vigna unguiculata,10,14.3,37.92,62.12
13326,Vicia Villosa,10.9,14.4,34.39,65.52
13326,Vicia Villosa,11,13.9,24.99,87.16
25335,Vigna unguiculata,10.8,14.9,38.26,67.77
25335,Vigna unguiculata,9.2,14.8,37.97,67.77
5167,Vicia sativa,11.2,17.5,55.47,58.63
5167,Vicia sativa,11.5,18,57.6,59.39
15237,Vicia villosa,10.7,18,52.76,65.29
15237,Vicia villosa,10.3,18,54.17,64.56
24874,Vigna luteola    ,10.3,17,48.77,72.89
24874,Vigna luteola    ,10.4,17,48.67,73.49
5175,Vicia sativa,10.6,18.8,53.44,62.07
5175,Vicia sativa,10.6,18.9,53.45,61.4
5218,Vicia Benhalensis,11.8,17.8,52.05,54.08
5218,Vicia Benhalensis,11.4,17.8,52.92,53.59
9334,Vigina Uniguiculata,9.9,17,44.99,69.5
9334,Vigina Uniguiculata,9.8,17,46.13,67.76
9352,Vigina Uniguiculata,8.8,15.7,43.17,53.11
9352,Vigina Uniguiculata,8.6,15.7,43.11,53.24
24874,Vigna luteola    ,10.3,16.8,47.62,74.32
24874,Vigna luteola    ,10.3,17.1,47.32,75.21
24877,Vigna luteola,9.5,17.1,46.27,75.18
24877,Vigna luteola,9.7,17.4,46.28,75.33
24881,Vigna luteola,10.7,17.6,47.15,73.67
24881,Vigna luteola,10.5,17.3,46.34,74.04
24877,Vigna  luteola,9.8,17.5,45.99,80.62
24877,Vigna  luteola,9.5,17.6,46.13,79.09
5127,Vicia sativa ,10.4,17.3,55.44,51.34
5127,Vicia sativa ,10.4,17.5,54.53,51.58
8003,Trifolium tembense ,11.6,14.9,41.83,58.16
8003,Trifolium tembense ,12,14.7,42.3,59.71
9352,Vigna unguiculata ,9.7,16,42.24,61.94
9352,Vigna unguiculata ,9.7,15.7,41.29,59.57
12528,Trifolium tembense ,11.3,14.8,49.52,56.85
12528,Trifolium tembense ,11.8,14.8,49.09,56.47
10921,Vigna parkeri,10.2,16.5,41.99,64.86
10921,Vigna parkeri,10,16.6,43.81,64.21
10134,Trifolium steudneri Schweinf.,8.2,14,28.53,51.96
10134,Trifolium steudneri Schweinf.,7.8,14,31.32,52.87
7309,Trigonella foenum-graecum,9.6,14.3,24.95,66.1
7309,Trigonella foenum-graecum,9.6,15.2,22.51,58.72
internal control1,wheat straw,8.5,13,38.37,45.22
internal control1,wheat straw,9.8,12.9,40.38,42.92
internal control1,wheat straw,9.5,13,39.3,47.09
internal control 2,Wheat bran,9,14.8,45.55,69.36
internal control 2,Wheat bran,9.1,14.8,46.8,68.69
internal control 2,Wheat bran,9.1,14.7,44.63,70.43
ABC sample,cynodon Nlemfuensis,9.7,14.6,47.32,47.7
ABC sample,cynodon Nlemfuensis,9.8,14.7,46.21,48.42
ABC sample,cynodon Nlemfuensis,10.7,14.8,46.16,47.16
18924,Alysicarpus vaginalis,9.1,16.5,40.58,67.36
18924,Alysicarpus vaginalis,8.4,16.3,38.65,68.73
21879,Macroptilium atropurpureum,7.2,14.6,32.83,62.97
21879,Macroptilium atropurpureum,7.3,14.7,32.31,63.98
6213,Vicia villosa subsp. varia,8.7,14.6,37.68,65.74
6213,Vicia villosa subsp. varia,9,14.3,35.27,67.91
9333,Vigna unguiculata,7,14.6,38.56,66.27
9333,Vigna unguiculata,7,14.6,38.56,66.27
11989,Vigna unguiculata,8.6,16.3,44.2,77.72
11989,Vigna unguiculata,8.5,16.3,49.03,69.32
12688,Vigna unguiculata,8.5,16.6,38.84,78.5
12688,Vigna unguiculata,7.9,16.2,38.51,79.8
12726,Vigna unguiculata,7,15.1,36.71,71.37
12726,Vigna unguiculata,7.1,15,33.08,78.05
6792,Vicia villosa,7.8,15.1,38.31,66
6792,Vicia villosa,8.4,15.2,40.36,63.12
9334,Vigna unguiculata,8.1,16.4,47.71,67.1
9334,Vigna unguiculata,7.6,16.2,50.21,63.05
9654,Vigna unguiculata,7.7,16,42.89,74.7
9654,Vigna unguiculata,8,16,40.31,79
12654,Vigna unguiculata,8.2,16.6,40.33,83.48
12654,Vigna unguiculata,8.3,16.4,39.45,84.48
9339,Vigna unguiculata,8.6,13.2,40.17,57.27
9339,Vigna unguiculata,8.8,13.1,38.42,59.99
11114,Vigna unguiculata,9.5,13.4,45.63,51.04
11114,Vigna unguiculata,9.5,13.2,39.53,57.95
13326,Vicia Villosa,9.7,13.7,33.38,62.76
13326,Vicia Villosa,9.7,13.4,32.44,63.06
25335,Vigna unguiculata,8.6,14.4,42.94,63.24
25335,Vigna unguiculata,8.3,14.2,40.86,65.67
5167,Vicia sativa,11,17,52.46,64.05
5167,Vicia sativa,10.3,16.8,62.76,50.48
15237,Vicia villosa,9.5,16.7,46.21,65.62
15237,Vicia villosa,9.3,16.4,44.8,64.95
24874,Vigna luteola    ,9.5,16.1,47.26,70.68
24874,Vigna luteola    ,9.5,15.9,46.12,71.66
5175,Vicia sativa,9.1,17.1,59.77,50.16
5175,Vicia sativa,9.5,17.2,56.78,53.37
5218,Vicia Benhalensis,10.3,16.4,54.53,50.18
5218,Vicia Benhalensis,10.6,16.4,48.9,55.98
9334,Vigina Uniguiculata,8.7,15.9,45.2,64.29
9334,Vigina Uniguiculata,8.7,15.8,45.48,66.31
9352,Vigina Uniguiculata,8.4,14.4,43.57,48.22
9352,Vigina Uniguiculata,8.3,14.3,40.17,50.23
24874,Vigna luteola    ,8.7,15.3,44.63,71.91
24874,Vigna luteola    ,9.1,15.9,45.93,68.12
24877,Vigna luteola,8.4,15.9,46.37,69.54
24877,Vigna luteola,8.1,15.9,48.12,67.35
24881,Vigna luteola,9.9,16.1,43.72,72.8
24881,Vigna luteola,9.8,16.1,45.08,71.11
24877,Vigna  luteola,8.3,16.3,45.8,74.56
24877,Vigna  luteola,8.2,16.4,44.83,77.13
5127,Vicia sativa ,9.2,16.3,47.93,53.79
5127,Vicia sativa ,9,16.3,48.41,55.09
8003,Trifolium tembense ,10.3,14.3,41.43,55.95
8003,Trifolium tembense ,10.3,13.9,43.85,56.04
9352,Vigna unguiculata ,8.4,15.1,41.29,61.74
9352,Vigna unguiculata ,8.4,14.9,41.56,56.84
12528,Trifolium tembense ,10.1,14.3,44.53,58.01
12528,Trifolium tembense ,10.7,14.3,46.66,55.65
10921,Vigna parkeri,9.2,15.6,43.77,59.38
10921,Vigna parkeri,9.4,15.9,40.29,64.08
10134,Trifolium steudneri Schweinf.,8.7,14.6,28.43,44.39
10134,Trifolium steudneri Schweinf.,8.3,12.5,25,43.6
7309,Trigonella foenum-graecum,8.7,13.2,18.91,63.69
7309,Trigonella foenum-graecum,8.9,13.1,19.87,62.15
internal control1,wheat straw,9.5,13.6,60.53,31.73
internal control1,wheat straw,11.1,13.6,58.92,32.55
internal control1,wheat straw,10.9,13.6,58.7,33.13
internal control 2,Wheat bran,10.3,16.1,51.97,67.88
internal control 2,Wheat bran,10.2,15.8,51.47,67.66
internal control 2,Wheat bran,10.2,15.9,51.56,67.97
ABC sample,cynodon Nlemfuensis,10.7,15.2,61.18,40.29
ABC sample,cynodon Nlemfuensis,10.9,15.2,64.67,38.47
ABC sample,cynodon Nlemfuensis,11.1,15.2,65.48,37.16
18924,Alysicarpus vaginalis,10,17.6,53.3,54.16
18924,Alysicarpus vaginalis,10.3,17.6,53.12,54.07
21879,Macroptilium atropurpureum,8.4,15.3,39.52,53.77
21879,Macroptilium atropurpureum,8.5,15.2,39.17,54.19
6213,Vicia villosa subsp. varia,10.6,15,44.48,56.83
6213,Vicia villosa subsp. varia,10.8,15.2,46.33,54.46
9333,Vigna unguiculata,8.4,15.4,41.99,60.96
9333,Vigna unguiculata,8.6,15.6,45.32,60.98
11989,Vigna unguiculata,10.3,17.3,50.02,73.8
11989,Vigna unguiculata,10,17.1,45.9,77.24
12688,Vigna unguiculata,9.5,17.4,44.65,73.11
12688,Vigna unguiculata,9.6,17.6,43.66,73.34
12726,Vigna unguiculata,8.4,15.9,41.05,67.08
12726,Vigna unguiculata,8.1,15.1,40.21,61.83
6792,Vicia villosa,10.8,16.6,50.57,55.38
6792,Vicia villosa,9.6,16.2,46.11,58.05
9334,Vigna unguiculata,9.1,16.9,42.14,73.99
9334,Vigna unguiculata,9,16.8,41.44,75.43
9654,Vigna unguiculata,9,16.6,45.49,74.63
9654,Vigna unguiculata,12.2,16.5,39.82,77.19
12654,Vigna unguiculata,9.2,17,43.86,79.54
12654,Vigna unguiculata,9.2,17.2,43.21,80.5
9339,Vigna unguiculata,9.7,13.9,35.62,67.9
9339,Vigna unguiculata,9.9,13.8,34.44,70.21
11114,Vigna unguiculata,10.1,13.6,41.8,59.55
11114,Vigna unguiculata,10.1,14.1,39.3,61.04
13326,Vicia Villosa,11,14.5,38.14,61.8
13326,Vicia Villosa,11.1,14.6,37.53,63.25
25335,Vigna unguiculata,11.8,14.3,38.65,63.36
25335,Vigna unguiculata,9.3,14.3,43.66,58.93
5167,Vicia sativa,11.9,18.1,57.27,60.18
5167,Vicia sativa,12.1,18.4,55.71,63.53
15237,Vicia villosa,10.5,18.4,55.25,63.15
15237,Vicia villosa,10.4,18.1,54.71,62.1
24874,Vigna luteola    ,10.5,17.5,49.61,71.16
24874,Vigna luteola    ,10.8,16.9,49.92,71.67
5175,Vicia sativa,10.5,19.2,54.16,61.3
5175,Vicia sativa,10.5,17.1,50.37,60.99
5218,Vicia Benhalensis,11.2,18.2,55.96,53.26
5218,Vicia Benhalensis,11.3,18.2,53.26,56.86
9334,Vigina Uniguiculata,10.2,17.3,47.02,67.09
9334,Vigina Uniguiculata,10,17.2,52.64,58.85
9352,Vigina Uniguiculata,9.3,15.8,48.65,45.75
9352,Vigina Uniguiculata,9.1,15.8,46.66,44.08
24874,Vigna luteola    ,10.2,17.2,49.61,71.88
24874,Vigna luteola    ,10.2,17.2,50.34,70.8
24877,Vigna luteola,9.6,17.2,50.22,69.8
24877,Vigna luteola,9.5,16.9,51.74,66.42
24881,Vigna luteola,11,17.7,51.06,67.8
24881,Vigna luteola,11.3,17.5,52.9,66.25
24877,Vigna  luteola,10,18,48.25,76.66
24877,Vigna  luteola,10,17.8,49.65,73.86
5127,Vicia sativa ,10.8,17.6,60.93,47.81
5127,Vicia sativa ,10.9,17.6,57.13,49.13
8003,Trifolium tembense ,11.7,15,51.9,48.77
8003,Trifolium tembense ,11.7,14.8,50.23,51.84
9352,Vigna unguiculata ,10.3,16,44.2,58.2
9352,Vigna unguiculata ,10,16,44.51,56.77
12528,Trifolium tembense ,11.6,14.9,58.13,48.71
12528,Trifolium tembense ,11.7,15,55,52.61
10921,Vigna parkeri,11,17.1,46.88,60.16
10921,Vigna parkeri,10.4,16.8,45.69,61.44
10134,Trifolium steudneri Schweinf.,9.1,14.3,27.82,48.36
10134,Trifolium steudneri Schweinf.,8.1,13.4,30.7,51.57
7309,Trigonella foenum-graecum,9.5,14,28.23,61.63
7309,Trigonella foenum-graecum,9.6,14.7,22.62,58.81
internal control1,wheat straw,9.1,13.5,41.74,44.31
internal control1,wheat straw,10,13.4,41.15,46.53
internal control1,wheat straw,9.9,13.4,40.02,47.07
internal control 2,Wheat bran,9.3,15.8,48.34,69.5
internal control 2,Wheat bran,9.3,15.5,47.02,68.34
internal control 2,Wheat bran,9.2,15.7,46.33,70.17
ABC sample,cynodon Nlemfuensis,10.1,15.1,45.83,51.15
ABC sample,cynodon Nlemfuensis,10.7,15,46.54,50.57
ABC sample,cynodon Nlemfuensis,10.5,14.9,44.91,53.04
14413,Lablab purpures,9.5,16.4,38.76,73.1
14413,Lablab purpures,9.4,16.5,37.98,75.62
14413,Lablab purpures,7.9,16.1,48.53,51.06
14413,Lablab purpures,7.8,15.9,49.18,49.26
14438,Lablab purpures,8.7,16.4,36.75,77.77
14438,Lablab purpures,8.5,16.2,38.26,73.16
14438,Lablab purpures,7.5,15.8,50.57,50.78
14438,Lablab purpures,7.3,16.1,50.29,49.28
14447,Lablab purpures,8.9,16.5,35.36,80.93
14447,Lablab purpures,8.7,16.3,37.9,74.62
14447,Lablab purpures,7.7,15.7,48.48,51
14447,Lablab purpures,7.8,15.7,50.36,51.09
14458,Lablab purpures,8.7,16.4,39.75,74.05
14458,Lablab purpures,9,16.4,38.47,78.01
14458,Lablab purpures,7.8,16.3,50.91,47.33
14458,Lablab purpures,7.8,16.3,50.42,48.94
14485,Lablab purpures,9.3,16.4,37.69,75.42
14485,Lablab purpures,8.8,16.3,38.46,74.62
14485,Lablab purpures,7.8,15.9,54.34,43.84
14485,Lablab purpures,7.8,16.1,45.55,52.98
14486,Lablab purpures,9,16.7,37,79.86
14486,Lablab purpures,9.2,16.9,38.78,76.06
14486,Lablab purpures,9,15.3,45.54,41.69
14486,Lablab purpures,8.5,15.3,53.2,37.69
18637,Lablab purpures,9.2,16.6,38.06,74.96
18637,Lablab purpures,9,16.6,35.93,77.81
18637,Lablab purpures,7.6,15.7,50.65,47.24
18637,Lablab purpures,7.6,15.6,49.36,51.45
21065,Lablab purpures,8.9,16.1,36.02,78.39
21065,Lablab purpures,8.5,16,32.75,82.77
21065,Lablab purpures,8.3,15.9,56.63,39.73
21065,Lablab purpures,8.3,15.7,48.66,43.92
Doli-I/11640,Lablab purpures,9.6,16.3,32.54,81.51
Doli-I/11640,Lablab purpures,9.1,16.1,32.19,80.61
Doli-I/11640,Lablab purpures,9.7,15.5,46.3,46.4
Doli-I/11640,Lablab purpures,8.9,15.3,54.35,40.23
Doli-II/147,Lablab purpures,9.4,16.4,39.43,71.83
Doli-II/147,Lablab purpures,9.4,16.6,33.85,83.37
Doli-II/147,Lablab purpures,9.3,15.8,48.57,51.55
Doli-II/147,Lablab purpures,9.2,15.8,47.9,54.33
22068,Macroptilium lathyroides,6.9,16.1,42.82,73.32
22068,Macroptilium lathyroides,7.1,16.2,43.02,74.82
22069,Macroptilium lathyroides,8.9,16.6,45.45,69.88
22069,Macroptilium lathyroides,8.4,16.5,44.65,70.09
22070,Macroptilium lathyroides,7.3,15.9,40.45,67.78
22070,Macroptilium lathyroides,7.1,16,39.36,67.07
22071,Macroptilium lathyroides,8.5,16.4,50.3,68.86
22071,Macroptilium lathyroides,8.7,16.2,50.07,69.17
5283,Lathyrus sativus,12.3,15.2,35.46,66.43
5283,Lathyrus sativus,13.1,15.4,34.48,66.42
10663,Lathyrus sativus,10.9,15.8,41.35,70.97
10663,Lathyrus sativus,11.7,15.8,40.31,70.22
16243,Aeschynomene villosa,9.8,16.1,39.92,58.98
16243,Aeschynomene villosa,9.9,16.5,41.48,58.36
9303,Glycine max,9,15.7,41.8,74.01
9303,Glycine max,9.1,15.8,41.41,74.15
15005,Lupinus angustifolius,7.3,15.9,45.17,70.65
15005,Lupinus angustifolius,6.5,15.6,51.95,60.02
19980,Dolichos sp.,4.9,12.8,29.53,64.48
19980,Dolichos sp.,4.8,12.8,28.74,65.2
24727,Clitoria ternatea,6.7,19.2,35.4,69.47
24727,Clitoria ternatea,6.8,18.9,35.3,72.69
21900,Macroptilium atropurpureum,7.9,16.3,36.71,62.88
21900,Macroptilium atropurpureum,7.7,16.1,39.96,58.26
19966,Dolichos  sp.,6.6,11.6,23.86,62.65
19966,Dolichos  sp.,6.4,12.1,30.41,52.88
internal control1,wheat straw,9.6,13.4,41.74,47.21
internal control1,wheat straw,10.3,13.2,42.9,45.63
internal control1,wheat straw,10.2,13.2,41.15,48.07
internal control 2,Wheat bran,9.6,13.7,44.15,69.56
internal control 2,Wheat bran,9.6,15.8,48.77,69.58
internal control 2,Wheat bran,9.5,15.8,49.92,68.08
ABC sample,cynodon Nlemfuensis,10.6,14.9,46.77,52.99
ABC sample,cynodon Nlemfuensis,10.6,15,46.06,52.16
ABC sample,cynodon Nlemfuensis,10.6,14.8,46.71,50.44
14413,Lablab purpures,9.4,16.8,35.49,80.04
14413,Lablab purpures,9.4,16.6,35.09,80.84
14413,Lablab purpures,8.4,16,49.85,50.17
14413,Lablab purpures,8.3,16.1,47.53,51.86
14438,Lablab purpures,8.9,16.9,34.73,83.07
14438,Lablab purpures,8.9,16.7,35.51,82.25
14438,Lablab purpures,7.7,16.3,50.44,51.73
14438,Lablab purpures,7.8,16.2,48.71,51.28
14447,Lablab purpures,9.3,17.1,34.71,82.12
14447,Lablab purpures,9,16.9,33.86,82.66
14447,Lablab purpures,8.1,16,49.78,52.17
14447,Lablab purpures,8.1,16,49.85,52.6
14458,Lablab purpures,9,16.6,36.74,79.75
14458,Lablab purpures,9,16.9,35.57,82.22
14458,Lablab purpures,8.1,16.4,46.95,51.76
14458,Lablab purpures,7.9,16,47.63,51.72
14485,Lablab purpures,9.2,17.3,37.16,81.39
14485,Lablab purpures,9.9,17.1,38.16,80.58
14485,Lablab purpures,8.2,16.2,47.67,50.65
14485,Lablab purpures,8.2,16.2,48.9,49.26
14486,Lablab purpures,8.9,16.8,34.5,85.06
14486,Lablab purpures,9,16.8,33.65,85.27
14486,Lablab purpures,9.1,15.4,46.64,40.78
14486,Lablab purpures,9.2,15.6,45.18,44.23
18637,Lablab purpures,9.1,17,36.41,80.08
18637,Lablab purpures,9.3,17.1,37.26,79.28
18637,Lablab purpures,8.6,16.5,48.89,52.47
18637,Lablab purpures,8.2,16,42.28,53.15
21065,Lablab purpures,9.1,16.4,35.68,76.82
21065,Lablab purpures,9.1,16.5,35.61,77.61
21065,Lablab purpures,9,16.1,49.71,48.27
21065,Lablab purpures,9.1,15.9,48.95,46.83
Doli-I/11640,Lablab purpures,9.4,16.7,31.59,83.48
Doli-I/11640,Lablab purpures,9,16.2,32.3,80.9
Doli-I/11640,Lablab purpures,9.7,15.2,44.47,45.8
Doli-I/11640,Lablab purpures,9.7,15.1,49.12,44.99
Doli-II/147,Lablab purpures,9.6,16.9,34.44,82.49
Doli-II/147,Lablab purpures,10.4,17.1,37.02,80.11
Doli-II/147,Lablab purpures,9.4,16.2,48.28,54.51
Doli-II/147,Lablab purpures,9.9,16.2,47.76,54.21
22068,Macroptilium lathyroides,7.8,16.8,39.05,79.65
22068,Macroptilium lathyroides,7.7,16.7,41.81,76.26
22069,Macroptilium lathyroides,9.2,17.5,42.02,71.65
22069,Macroptilium lathyroides,8.9,17.2,43.73,70.47
22070,Macroptilium lathyroides,7.8,16.4,39.49,72.09
22070,Macroptilium lathyroides,7.8,16.5,36.87,74.53
22071,Macroptilium lathyroides,9.3,16.6,47.1,71.37
22071,Macroptilium lathyroides,9.1,16.8,46.1,72.81
5283,Lathyrus sativus,12.3,15.8,35.02,67.11
5283,Lathyrus sativus,12.5,16,34.93,70.66
10663,Lathyrus sativus,10.7,16.4,40.26,74.96
10663,Lathyrus sativus,11.4,16.7,35.96,83.31
16243,Aeschynomene villosa,9.5,16.8,42.45,59.62
16243,Aeschynomene villosa,9.6,17.1,41,63.23
9303,Glycine max,8.9,16.2,40.41,72.12
9303,Glycine max,8.9,16.1,39.83,75.54
15005,Lupinus angustifolius,7.3,16.3,43.81,72.84
15005,Lupinus angustifolius,7.4,16.2,42.42,74.31
19980,Dolichos sp.,5,13.4,26.57,68.55
19980,Dolichos sp.,4.8,13.2,27.02,67.42
24727,Clitoria ternatea,7,19.3,35.93,73.75
24727,Clitoria ternatea,7.2,19.1,36.61,71.3
21900,Macroptilium atropurpureum,7.9,16.8,36.4,66.43
21900,Macroptilium atropurpureum,8.1,16.8,34.74,66.64
